"id","clay","X","Y","soil"
"P2123",39.9879791854567,21.35523966,41.41713916,"Mollic Fluvisol"
"P2124",8.74800281985067,21.36138981,41.41739916,"Mollic Fluvisol"
"P2127",13.3434358412572,21.38199554,41.42051129,"Fluvisol"
"P2130",19.9283344877736,21.35860662,41.40508926,"Fluvisol"
"P2135",34.0095744458022,21.37151054,41.4027791,"Mollic Fluvisol"
"P2137",10.0667190647209,21.37779944,41.39417701,"Mollic Fluvisol"
"P2139",15.4909795642761,21.37344333,41.38315127,"Mollic Fluvisol"
"P2140",18.664596460095,21.33933194,41.39920452,"Complex of Solonchak and Solonetz"
"P2144",22.2986658100271,21.36948625,41.39801305,"Complex of Solonchak and Solonetz"
"P2145",41.3145504692003,21.33455905,41.38264955,"Complex of Solonchak and Solonetz"
"P2147",34.2782448254648,21.34145491,41.39353419,"Mollic Vertic Gleysol"
"P2148",31.0064998702305,21.3419798,41.38644581,"Mollic Vertic Gleysol"
"P2156",42.9020480908686,21.35577918,41.37349998,"Mollic Vertic Gleysol"
"P2158",31.6950625308241,21.35770507,41.37153995,"Mollic Vertic Gleysol"
"P2164",42.9502032530904,21.37184459,41.35645695,"Mollic Vertic Gleysol"
"P2165",13.1661926931892,21.37518369,41.34894502,"Mollic Vertic Gleysol"
"P2174",23.9650436221864,21.36661561,41.33830179,"Mollic Fluvisol"
"P2187",13.4226155961819,21.43489673,41.40981488,"Planosol"
"P2188",9.92289235251375,21.43980873,41.40744595,"Mollic Fluvisol"
"P2189",11.4377544013105,21.44000791,41.40328496,"Mollic Fluvisol"
"P2194",22.8913935517942,21.44609469,41.39267183,"Mollic Fluvisol"
"P2195",6.36266276361555,21.45476608,41.39808582,"Mollic Fluvisol"
"P2197",12.0057665131874,21.45307537,41.3888265,"Mollic Fluvisol"
"P2201",21.1244670600309,21.43372249,41.38972052,"Mollic Vertic Gleysol"
"P2206",6.80901312878884,21.41874215,41.39008217,"Planosol"
"P2211",11.7059166255958,21.44293438,41.38688492,"Mollic Fluvisol"
"P2213",4.3478237321564,21.43547786,41.37502696,"Mollic Vertic Gleysol"
"P2217",7.09628069740997,21.39535409,41.38232167,"Mollic Fluvisol"
"P2226",26.547298129006,21.37830776,41.38078511,"Complex of Solonchak and Solonetz"
"P2234",16.1751985044217,21.40622068,41.39552997,"Complex of Solonchak and Solonetz"
"P2235",14.8972130295313,21.402854,41.38288097,"Complex of Solonchak and Solonetz"
"P2237",42.9561387468526,21.38666106,41.40637615,"Complex of Solonchak and Solonetz"
"P2239",9.702304918696,21.40935702,41.36935071,"Mollic Vertic Gleysol"
"P2240",24.1573809206158,21.40264814,41.36307096,"Mollic Vertic Gleysol"
"P2241",22.7380246533578,21.3979207,41.35224549,"Mollic Vertic Gleysol"
"P2248",9.75077942968484,21.42022244,41.37113054,"Mollic Vertic Gleysol"
"P2250",33.3714064093967,21.42569925,41.37141657,"Mollic Vertic Gleysol"
"P2251",19.7572553179702,21.42170007,41.36300272,"Mollic Vertic Gleysol"
"P2253",25.8755279562821,21.4361157,41.36671304,"Mollic Vertic Gleysol"
"P2258",21.1568686214346,21.41211877,41.35994875,"Mollic Fluvisol"
"P2259",37.6134534368642,21.41647619,41.36290468,"Mollic Vertic Gleysol"
"P2261",28.502837718293,21.41979146,41.35429296,"Complex of Solonchak and Solonetz"
"P2263",22.8819415359084,21.43679702,41.35956057,"Complex of Solonchak and Solonetz"
"P2268",14.6562510149851,21.46555275,41.36786741,"Complex of Solonchak and Solonetz"
"P2269",8.29707555531754,21.47175491,41.36929194,"Complex of Solonchak and Solonetz"
"P2273",39.5786676371019,21.45909309,41.38588508,"Complex of Solonchak and Solonetz"
"P2276",7.104526996507,21.45958695,41.36262353,"Fluvisol"
"P2279",4.60909702168727,21.41120921,41.35026273,"Mollic Vertic Gleysol"
"P2285",28.8929250839633,21.40909639,41.34109424,"Mollic Vertic Gleysol"
"P2287",11.6492725767076,21.39454221,41.33501269,"Mollic Vertic Gleysol"
"P2292",14.5527278916303,21.39576708,41.32814671,"Mollic Vertic Gleysol"
"P2294",28.1098353824215,21.42346568,41.33481986,"Mollic Vertic Gleysol"
"P2298",9.01863674075032,21.44958808,41.34603097,"Mollic Fluvisol"
"P2300",11.1106192328662,21.44984553,41.34003269,"Mollic Fluvisol"
"P2301",12.1101900215163,21.45605341,41.33927886,"Mollic Fluvisol"
"P2309",12.1303799368484,21.46681096,41.32647574,"Fluvisol"
"P2318",1.99323635300313,21.34055027,41.31637374,"Fluvisol"
"P2321",14.1910576940932,21.33869252,41.31051697,"Fluvisol"
"P2322",18.6748132960844,21.3472959,41.30910457,"Fluvisol"
"P2328",20.1862545024949,21.36218881,41.30485334,"Fluvisol"
"P2330",23.0597647481659,21.37583771,41.32344089,"Mollic Fluvisol"
"P2332",33.1418496640631,21.37135262,41.30772375,"Mollic Fluvisol"
"P2334",7.20152755284766,21.37985378,41.30534571,"Mollic Fluvisol"
"P2335",12.894542446093,21.37884146,41.32026129,"Complex of Solonchak and Solonetz"
"P2336",26.9896633845661,21.38808773,41.3204376,"Complex of Solonchak and Solonetz"
"P2339",8.64406728418226,21.40448201,41.32141673,"Complex of Solonchak and Solonetz"
"P2345",11.4916458865268,21.39716915,41.30722334,"Complex of Solonchak and Solonetz"
"P2347",23.2600636103816,21.39848658,41.2980337,"Complex of Solonchak and Solonetz"
"P2352",13.4242536183853,21.41498745,41.30350446,"Complex of Solonchak and Solonetz"
"P2353",16.3314216328484,21.40759286,41.30690775,"Complex of Solonchak and Solonetz"
"P2359",12.2646650102836,21.42820997,41.30945335,"Complex of Solonchak and Solonetz"
"P2362",12.3397528086794,21.43180093,41.3269726,"Complex of Solonchak and Solonetz"
"P2364",19.684204032867,21.43919201,41.33001532,"Complex of Solonchak and Solonetz"
"P2369",16.2492896636461,21.42608233,41.32017716,"Complex of Solonchak and Solonetz"
"P2370",13.622374892269,21.44383242,41.32549505,"Mollic Fluvisol"
"P2375",3.70218716061513,21.45423654,41.30992991,"Mollic Fluvisol"
"P2377",6.61480780530466,21.42796987,41.31474017,"Mollic Fluvisol"
"P2380",10.8539766433017,21.43182991,41.30602694,"Mollic Fluvisol"
"P2385",8.77178522672473,21.44994706,41.30616467,"Fluvisol"
"P2386",8.00000174014768,21.44476495,41.30100694,"Fluvisol"
"P2387",5.98173063579358,21.43773368,41.29596408,"Fluvisol"
"P2388",13.7871338144366,21.4329174,41.29530692,"Fluvisol"
"P2392",16.7975275860056,21.45156314,41.29114702,"Fluvisol"
"P2397",7.7074231135359,21.45441459,41.28740773,"Fluvisol"
"P2401",27.6466335779025,21.45284056,41.27731931,"Complex of Solonchak and Solonetz"
"P2402",12.0648744429279,21.42795928,41.27110196,"Mollic Fluvisol"
"P2411",7.51087989400718,21.39679291,41.29046634,"Mollic Fluvisol"
"P2412",10.8760641188191,21.40721766,41.28882705,"Fluvisol"
"P2413",23.4240400059458,21.4117848,41.28415521,"Mollic Fluvisol"
"P2414",12.9232065944184,21.405988,41.27920502,"Mollic Fluvisol"
"P2422",8.00143806008656,21.38302333,41.2837322,"Mollic Fluvisol"
"P2424",2.38576842682036,21.37725496,41.28333702,"Mollic Fluvisol"
"P2425",12.8664245876383,21.37687084,41.28712038,"Mollic Fluvisol"
"P2441",14.6762281378569,21.33308097,41.29910601,"Complex of Solonchak and Solonetz"
"P2442",13.0030114105258,21.33388853,41.29589789,"Fluvisol"
"P2447",13.8738556768632,21.32448566,41.28266938,"Complex Chromic Luvisol on saprolite and Fluvisol"
"P2448",10.0018193530415,21.32281172,41.27728908,"Fluvisol"
"P2452",7.12674885345465,21.33868539,41.28143982,"Fluvisol"
"P2454",11.3787480874824,21.34564629,41.28846106,"Fluvisol"
"P2460",5.38293153060903,21.36141817,41.2863955,"Fluvisol"
"P2465",17.9957152753601,21.39544501,41.28276269,"Fluvisol"
"P2469",15.8415027427167,21.37032667,41.28258508,"Fluvisol"
"P2470",9.24813165807787,21.36844079,41.27839479,"Fluvisol"
"P2472",8.61167818624495,21.37568403,41.27169864,"Fluvisol"
"P2475",37.9646517901356,21.39824267,41.26970475,"Fluvisol"
"P2489",4.09200624672468,21.35080222,41.27700007,"Fluvisol"
"P2492",10.2800229393343,21.34556192,41.27246837,"Fluvisol"
"P2496",4.99938423416316,21.34695462,41.26272972,"Fluvisol"
"P2497",4.79896907216495,21.35540293,41.26472109,"Fluvisol"
"P2501",7.26743015896371,21.36982584,41.26788146,"Fluvisol"
"P2504",13.3900505271541,21.38530442,41.26358932,"Fluvisol"
"P2506",6.68301600563538,21.36256838,41.25693638,"Fluvisol"
"P2511",4.29360349970867,21.37583804,41.25068033,"Fluvisol"
"P2512",11.9010585021023,21.36695937,41.24619743,"Mollic Fluvisol"
"P2522",35.4317519248505,21.4100853,41.25485887,"Mollic Vertic Gleysol"
"P2523",13.7554113607364,21.23382469,41.47499054,"Complex of Cambisol, Leptosol and Regosol"
"P2527",18.8223839715584,21.23114819,41.26038197,"Complex of Cambisol, Leptosol and Regosol"
"P2528",1.45314115441063,21.14376987,41.3534019,"Complex of Cambisol, Leptosol and Regosol"
"P2619",4,21.99338582,41.29613003,NA
"P2624",15,21.86939757,41.45759826,"Complex of Humic Calcaric Regosol, Regosol and Leptosol"
"P2632",2.83455701538678,21.9378941,41.48539765,"Fluvisol"
"P2634",17.4892336426913,21.9618163,41.47868077,"Aric Anthrosol"
"P2635",31.9362048486427,21.94084431,41.46334831,"Aric Anthrosol"
"P2637",35.8000311868598,21.98140056,41.41008014,"Vertisol"
"P2638",23.9145261081859,21.97005375,41.4208109,"Aric Anthrosol"
"P2639",20.3844467034197,21.96006403,41.44431581,"Aric Anthrosol"
"P2640",18.4665630413005,21.97615302,41.45821861,"Complex of Humic Calcaric Regosol and Regosol"
"P2643",10.2841420700734,21.98657043,41.42764906,"Complex of Humic Calcaric Regosol and Regosol"
"P2645",20.3029009184879,21.91435468,41.42255473,NA
"P2646",13,21.94546992,41.42246531,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P2650",9,21.92391974,41.39007937,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P2654",24.080624610601,21.91247551,41.37204414,"Chromic Luvisol on saprolite"
"P2655",8,21.85594523,41.38028565,"Complex of Humic Calcaric Regosol and Regosol"
"P2666",16.4652345505893,21.84526902,41.42736029,"Complex of Humic Calcaric Regosol and Regosol"
"P2669",34.320605559151,21.84290949,41.44288368,"Complex of Humic Calcaric Regosol, Regosol and Vertisol"
"P2699",7.96092359073361,22.40096375,41.47347659,"Cambisol"
"P2700",8,22.42829733,41.47513936,"Cambisol"
"P2704",20.2836392719171,22.50745609,41.46357589,"Cambisol"
"P2706",41.8806634304207,22.53091136,41.43732443,"Chromic Luvisol on hard limestones"
"P2707",7,22.55700018,41.43497526,"Complex of Regosol and Leptosol"
"P2711",23.8773700366945,22.54112777,41.41294811,"Vertisol"
"P2712",32.0100933929921,22.51326366,41.41988228,"Complex of Humic Calcaric Regosol, Regosol and Leptosol"
"P2714",10.8740170090723,22.46888629,41.46778477,"Cambisol"
"P2721",12.7406381429958,22.49270842,41.44217569,"Cambisol"
"P2724",6.8587386318703,22.42752183,41.42449903,"Cambisol"
"P2725",14.4535256410256,22.41731977,41.432324,"Cambisol"
"P2728",14.3517695404227,22.37134935,41.43566363,"Complex of Cambisol and Regosol"
"P2729",9,22.37171608,41.41898293,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P2730",11,22.38668424,41.41463438,"Complex of Cambisol and Regosol"
"P2732",9,22.41519739,41.39354075,"Complex of Cambisol and Regosol"
"P2735",11.9497588424437,22.34937469,41.38277875,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P2738",6,22.45009638,41.37499806,"Complex of Regosol and Leptosol"
"P2741",18.0660907719731,22.37560201,41.36104627,"Cambisol"
"P2743",1.95313518196931,22.42408345,41.35853848,"Fluvisol"
"P2747",5,22.4505025,41.35937906,"Complex of Regosol and Leptosol"
"P2753",27.5437311683964,22.36907785,41.3000726,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P2756",31.1366891753632,22.41504308,41.30807108,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P2760",18.9930517637756,22.33592889,41.28067878,"Cambisol"
"P2771",9.12938551144196,22.46564577,41.29546162,"Fluvisol"
"P2773",11.9198717948718,22.51759849,41.26158819,"Aric Anthrosol"
"P2774",7.28242687087112,22.51375164,41.29291198,"Fluvisol"
"P2777",6,22.54282606,41.2722385,"Complex of Regosol and Leptosol"
"P2778",10,22.56551191,41.27409329,"Complex of Regosol and Leptosol"
"P2780",8.4359945423419,22.56009264,41.29662437,"Fluvisol"
"P2782",17,22.55788585,41.32880958,"Complex of Cambisol and Regosol"
"P2785",16,22.52949504,41.34788387,"Complex of Regosol and Leptosol"
"P2786",28.8433908045977,22.5116057,41.34266352,"Fluvisol"
"P2793",4,22.66809663,41.50220143,"Fluvisol"
"P2796",11,22.67712542,41.51000282,"Fluvisol"
"P2800",3,22.66190204,41.49227841,"Fluvisol"
"P2802",2,22.63903809,41.48696091,"Fluvisol"
"P2820",6,22.64184786,41.47019087,"Fluvisol"
"P2829",1,22.67826131,41.46817052,"Fluvisol"
"P2842",15,22.72500116,41.46381419,"Fluvisol"
"P2843",18.6897188579237,22.7290647,41.46267265,"Fluvisol"
"P2844",15,22.73364759,41.46081181,"Fluvisol"
"P2864",4,22.79105509,41.43472019,"Fluvisol"
"P2871",2,22.82228811,41.42375762,"Fluvisol"
"P2875",11.7750215702766,22.8440223,41.41267816,"Fluvisol"
"P2882",5,22.87327882,41.39769955,"Fluvisol"
"P2912",9,22.71472634,41.40274758,"Fluvisol"
"P2913",15.7773340152951,22.70773328,41.40514772,"Fluvisol"
"P2914",26,22.70453418,41.40675292,"Fluvisol"
"P2922",6,22.67536538,41.4184459,"Fluvisol"
"P2925",14,22.70204114,41.42807608,"Fluvisol"
"P2927",12.5127427184466,22.6488005,41.43794599,"Populated Site"
"P2929",13,22.67077059,41.43052453,"Fluvisol"
"P2931",2,22.69525656,41.43355186,"Fluvisol"
"P2947",13,22.74601871,41.45390748,"Fluvisol"
"P2957",5,22.75976367,41.41999498,"Fluvisol"
"P2962",1,22.78936455,41.42413948,"Fluvisol"
"P2964",1.71601208459214,22.79612102,41.41970311,"Fluvisol"
"P2967",3.02025190951821,22.7975823,41.41413365,"Fluvisol"
"P2977",13,22.68247853,41.42430295,"Fluvisol"
"P2979",11.3591916838366,22.6708114,41.4339816,"Fluvisol"
"P2981",28,22.65571713,41.45020057,"Fluvisol"
"P2984",13,22.63927273,41.45446106,"Fluvisol"
"P2987",7,22.67154364,41.45738217,"Fluvisol"
"P2988",8,22.69158277,41.4584038,"Fluvisol"
"P2990",2,22.62094935,41.45881774,"Fluvisol"
"P2991",2,22.61153743,41.45092715,"Fluvisol"
"P2996",4.69288498253034,22.59114205,41.46554603,"Fluvisol"
"P3000",2,22.68284082,41.49063225,"Fluvisol"
"P3011",6,22.76992639,41.44666278,"Fluvisol"
"P3014",9,22.77999892,41.40667241,"Fluvisol"
"P3056",20.9983974358974,22.64915176,41.25157541,"Fluvisol"
"P3060",20.292971867738,22.66658779,41.23670981,"Fluvisol"
"P3062",17.9040516031445,22.67524255,41.23135251,"Aric Anthrosol"
"P3064",15.8090734649123,22.71861677,41.24381481,"Gleysol"
"P3067",10.606715210356,22.74375305,41.25860044,"Fluvisol"
"P3069",35.8643446720701,22.75552068,41.25243355,"Gleysol"
"P3070",16.1794577309373,22.7513136,41.25797239,"Fluvisol"
"P3073",2,22.49806641,41.24031382,"Fluvisol"
"P3076",8,22.50150798,41.20251214,"Aric Anthrosol"
"P3078",20.4666963966812,22.48820176,41.21617402,"Fluvisol"
"P3080",6,22.51558255,41.20430878,"Fluvisol"
"P3086",7.61690770844262,22.50292358,41.17944143,"Aric Anthrosol"
"P3087",4.1596673254282,22.51203664,41.17664771,"Aric Anthrosol"
"P3094",12.2951096143711,22.47215257,41.13324786,"Fluvisol"
"P3108",2.38675648195221,22.58533606,41.17678751,"Aric Anthrosol"
"P3116",10.1172037422037,22.55555574,41.16582962,"Complex of Solonchak and Solonetz"
"P3121",14.198828125,22.54442092,41.17626296,"Fluvisol"
"P3125",3,22.54275523,41.18958533,"Fluvisol"
"P3127",5.25911458333333,22.56115892,41.14485367,"Fluvisol"
"P3148",9,22.51102177,41.23564215,"Complex of Regosol and Leptosol"
"P3149",7,22.52872619,41.22498097,"Complex of Regosol and Leptosol"
"P3169",35,22.40829326,41.16903936,"Complex of Regosol and Leptosol"
"P3178",12,22.08852206,41.23777363,"Complex of Mollic and Umbric Leptosol  and Leptosol"
"P3179",7.388795761079,22.09954774,41.21729974,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P3180",6.78853940005811,22.0880448,41.20898939,"Cambisol"
"P3188",42.9390224349798,22.09886351,41.18923783,"Cambisol"
"P3189",15,22.1195075,41.18559009,"Rendzic Leptosols"
"P3191",11.2513958042027,22.15128437,41.1691579,"Complex of Mollic and Umbric Leptosol"
"P3199",12.0101577152176,22.2535584,41.20618087,"Cambisol"
"P3200",14.9971241425352,22.26844627,41.20161445,"Cambisol"
"P3202",5.16084317585302,22.29625843,41.19055289,"Cambisol"
"P3205",20.92578447564,22.30766144,41.15553896,NA
"P3207",7,22.30982644,41.17331708,"Cambisol"
"P3210",5,21.85776439,41.2373827,"Cambisol"
"P3211",14,21.84580937,41.23262645,"Complex of Regosol and Leptosol"
"P3213",8,21.83702337,41.16567505,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3214",13.1955706981062,21.85017322,41.17627679,"Complex of Mollic and Umbric Leptosol"
"P3215",20.0092933598168,21.92739169,41.21845477,"Cambisol"
"P3216",3.8768115942029,21.91998532,41.20226014,"Cambisol"
"P3217",9.00656781409939,21.84491257,41.14808449,"Complex of Mollic and Umbric Leptosol"
"P3218",7.75186834561835,21.84716011,41.13295736,"Complex of Mollic and Umbric Leptosol"
"P3219",6.04737228878803,21.86543471,41.14593299,"Cambisol"
"P3220",3.76935398748108,21.86472322,41.13439375,"Cambisol"
"P3221",5.19195325091927,21.8986875,41.19592668,"Cambisol"
"P3222",2.48968945946904,21.889477,41.174287,"Cambisol"
"P3226",4.10489920731472,21.88783636,41.14103481,"Cambisol"
"P3227",0.48005249343832,21.90822747,41.13137544,"Complex of Mollic and Umbric Leptosol"
"P3229",8.83615544488354,21.86659562,41.11737795,"Cambisol"
"P3230",34,21.86174876,41.10550945,"Complex of Rendzic Leptosol and Leptosol"
"P3232",10.9514155480216,21.93939463,41.13040508,"Cambisol"
"P3235",13.295621357534,21.85847402,41.09265647,"Cambisol"
"P3238",13.3824211502783,21.94271847,41.16706469,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P3240",4.81920578391677,21.96901858,41.18000279,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P3242",9.01980262834885,21.97643985,41.18773847,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P3243",24.9028867780424,21.95026941,41.1865616,"Complex of Vertisol and Humic Calcaric Regosol"
"P3244",4.5591416690029,21.93727227,41.19212516,"Cambisol"
"P3247",1.4312734082397,22.03259338,41.21557834,"Fluvisol"
"P3254",1.04305034060401,21.98982645,41.15052339,"Cambisol"
"P3260",2.79317255053273,22.03701694,41.18607429,"Cambisol"
"P3263",6,22.07743806,41.18899003,"Cambisol"
"P3265",3,21.63586855,41.2280969,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3266",5,21.64820721,41.22379573,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3267",3,21.67174105,41.23211659,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3269",9.52054794520548,21.67737611,41.20714855,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3270",2,21.68914907,41.21888435,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3271",4,21.68797862,41.2062032,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3273",3,21.71299475,41.20618611,"Complex of Regosol and Leptosol"
"P3276",5,21.67403676,41.18268326,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3277",8,21.69428208,41.17533189,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3279",20.4498516228199,21.73197729,41.17298229,NA
"P3280",3,21.745648,41.18357466,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3281",5.7,21.75957108,41.18983227,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3282",5,21.67120951,41.16611231,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3283",4,21.62348689,41.15013519,"Complex of Regosol and Leptosol"
"P3284",6,21.6533669,41.14897001,"Complex of Regosol and Leptosol"
"P3288",11,21.7455826,41.15152583,"Complex of Rendzic Leptosol and Leptosol"
"P3289",26.0513527122719,21.77074868,41.16303985,NA
"P3290",14,21.76782788,41.15271245,"Complex of Rendzic Leptosol and Leptosol"
"P3291",28.8808909528724,21.60417588,41.13209261,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3292",3,21.62561566,41.14221709,"Complex of Regosol and Leptosol"
"P3293",9,21.62850023,41.1199405,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3294",4,21.64932322,41.12672302,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3295",20.8434090746373,21.71349214,41.12567708,"Complex of Vertisol, Regosol and Leptosol"
"P3296",7,21.70646591,41.11570659,"Complex of Vertisol, Regosol and Leptosol"
"P3297",12.2514619883041,21.59812682,41.11520334,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3298",4,21.61192646,41.1112406,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3299",8,21.63523127,41.10541414,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3301",4,21.66736754,41.10335038,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3302",16.8053942685896,21.60884473,41.09728977,"Complex of Regosol and Vertisol"
"P3305",7,21.6831503,41.09036236,"Complex of Regosol and Vertisol"
"P3306",4,21.70113628,41.09042541,"Complex of Regosol and Leptosol"
"P3308",5,21.63765835,41.04120194,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3309",5,21.62789937,41.03558214,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3310",5,21.62547364,41.0243206,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3312",4,21.62156058,40.99512824,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3314",3,21.59809354,40.97095568,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3315",10.1437402289508,21.58723569,40.95105533,"Fluvisol"
"P3317",2.12802134842117,21.61991918,40.96073624,"Fluvisol"
"P3319",12,21.64613451,40.96043021,"Complex of Regosol and Leptosol"
"P3320",4,21.67673178,40.99138649,"Complex of Regosol and Leptosol"
"P3322",2,21.70491849,40.97978069,"Complex of Regosol and Leptosol"
"P3323",5,21.62540301,40.93507697,"Complex of Regosol and Leptosol"
"P3325",7,21.62314924,40.91764546,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3328",4,21.65083087,40.96808545,"Complex of Regosol and Leptosol"
"P3329",4,21.69685486,41.00846691,"Complex of Regosol and Vertisol"
"P3331",7.32071787106567,21.71910889,40.96684229,"Cambisol"
"P3332",6.94257070040247,21.72794128,40.94892003,"Cambisol"
"P3334",5.93055573989051,21.74426257,40.97127542,"Cambisol"
"P3335",8.20558422611271,21.76366514,40.96304364,"Cambisol"
"P3336",6.92810529072683,21.74802213,40.99170238,"Cambisol"
"P3337",6.25881960335622,21.77610984,40.98183589,"Complex of Mollic and Umbric Leptosol"
"P3338",7.47364325318242,21.77178419,40.98896119,"Complex of Mollic and Umbric Leptosol"
"P3339",3.71866734015562,21.74987365,41.00930489,"Cambisol"
"P3340",8.14876631140955,21.76152465,40.99695417,"Cambisol"
"P3342",7.97645562095305,21.78793332,40.99377789,"Cambisol"
"P3344",3,21.74899683,41.03894719,"Complex of Regosol and Vertisol"
"P3348",10.1538157747582,21.74243052,41.07271453,"Complex of Mollic and Umbric Leptosol"
"P3349",7,21.77016874,41.07679197,"Complex of Regosol and Vertisol"
"P3350",6,21.79553074,41.0671011,"Complex of Mollic and Umbric Leptosol"
"P3352",16.6767029494382,21.72855369,41.0844109,"Complex of Vertisol, Regosol and Leptosol"
"P3354",8,21.80185338,41.12424044,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3355",25,21.78713412,41.13920949,"Complex of Rendzic Leptosol and Leptosol"
"P3358",30,21.81165477,41.14938624,"Complex of Vertisol, Regosol and Leptosol"
"P3359",11,21.81340555,41.15705527,"Complex of Vertisol, Regosol and Leptosol"
"P3361",22.7114873253726,21.81422151,41.16907133,NA
"P3362",7,21.82600838,41.17483171,"Complex of Mollic and Umbric Leptosol and Regosol"
"P3363",37.3986650485437,21.79168151,41.20529384,"Chromic Luvisol on hard limestones"
"P3364",47.0226482915959,21.80958724,41.20499825,"Vertisol"
"P3368",36.1035002017552,21.81264527,41.23820526,"Complex of Chromic Luvisol on saprolite and Regosol"
"P3369",6,21.60805214,41.16104193,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P3370",3.22559748133508,21.70568732,41.07300845,"Complex of Mollic and Umbric Leptosol"
"P3371",12.81073912738,21.67091948,41.19258008,"Complex of Chromic Luvisol on saprolite and Regosol"
"P3373",16.2854229979923,21.34697231,41.25930775,"Mollic Fluvisol"
"P3380",22.2004980341199,21.35989911,41.24240155,"Mollic Fluvisol"
"P3381",20.642615589195,21.3649239,41.24062074,"Mollic Fluvisol"
"P3383",13.573366709722,21.38430902,41.24443887,"Mollic Fluvisol"
"P3387",35.5822490477903,21.38377746,41.24127085,"Mollic Fluvisol"
"P3396",22.1455952333444,21.39932931,41.23451818,"Mollic Fluvisol"
"P3398",5.53026199497001,21.45752835,41.24092037,"Fluvisol"
"P3402",10.8519693141905,21.40533845,41.2340109,"Fluvisol"
"P3403",25.5294142050069,21.41660793,41.22407407,"Fluvisol"
"P3404",21.5938367653517,21.41076443,41.22039396,"Fluvisol"
"P3410",18.8398553287294,21.42340544,41.216521,"Fluvisol"
"P3418",11.273925808272,21.44179206,41.20366465,"Planosol"
"P3425",12.0879128759938,21.43872257,41.19039379,"Fluvisol"
"P3426",10.4899865931182,21.43818582,41.19392585,"Fluvisol"
"P3429",31.5827015543579,21.43937131,41.21075195,"Mollic Vertic Gleysol"
"P3435",11.6987014191665,21.45436096,41.22112171,"Mollic Fluvisol"
"P3437",19.0058435739973,21.45668803,41.22646154,"Fluvisol"
"P3445",30.0861548031636,21.45377385,41.21727884,"Complex of Solonchak and Solonetz"
"P3448",9.6334214309794,21.46238456,41.20714084,"Complex of Solonchak and Solonetz"
"P3460",5.0602336851182,21.4998254,41.1944853,"Fluvisol"
"P3463",11.8574915727072,21.48458458,41.19545996,"Fluvisol"
"P3474",16.0370233400719,21.42740846,41.1792429,"Fluvisol"
"P3475",26.1723441175786,21.44605905,41.18761903,"Mollic Fluvisol"
"P3477",13.490245699078,21.43685355,41.183611,"Mollic Fluvisol"
"P3502",13.0338766515923,21.45324292,41.14722971,"Mollic Fluvisol"
"P3504",27.0177474535417,21.46206594,41.15674018,"Mollic Fluvisol"
"P3505",7.02625688988743,21.4643936,41.1624041,"Mollic Fluvisol"
"P3508",7.30495428952263,21.48280149,41.16208527,"Fluvisol"
"P3514",15.746710104868,21.46752355,41.17693482,"Albic Luvisol"
"P3522",8.78595042400096,21.45646601,41.18422834,"Fluvisol"
"P3523",5.02862158346129,21.46416295,41.18881722,"Fluvisol"
"P3526",9.02331761568487,21.49043024,41.17840646,"Fluvisol"
