"id","clay","X","Y","soil"
"P0793",33.4842432441977,21.75412341,41.61706298,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P0795",21.5978860294118,21.75371096,41.64346662,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol"
"P0798",17.333920331984,21.8022583,41.63787047,"Complex of Humic Calcaric Regosol and Regosol"
"P0800",28.9895568470759,21.7780787,41.67832221,"Complex of Rendzic Leptosol and Leptosol"
"P0802",15,21.76834392,41.70505847,"Rendzic Leptosols"
"P0804",15.839936023622,21.75085691,41.71088279,"Regosol"
"P0806",28.1127969606617,21.81336394,41.73250878,"Complex of Humic Calcaric Regosol and Regosol"
"P0807",16.5382281553398,21.78150596,41.74216632,"Complex of Humic Calcaric Regosol and Regosol"
"P0824",10,21.24345045,41.88910157,"Rendzic Leptosols"
"P0839",18.89810333986,21.22741789,41.99266252,"Complex of Vertisol and Humic Calcaric Regosol"
"P0840",21.8801369863014,21.10008856,41.98847724,"Rendzic Leptosols"
"P0875",9.9495949272873,21.40896761,42.01877481,"Populated Site"
"P0879",4,21.40257342,42.00430117,"Populated Site"
"P0881",0.999063051146384,21.39377804,42.00315216,"Populated Site"
"P0900",3.96308506485056,21.43830427,42.02514932,"Populated Site"
"P0901",5.84820178679788,21.44158645,42.02828809,"Populated Site"
"P0944",8.80662175902389,21.5450031,41.98383272,"Mollic Fluvisol"
"P0946",5.15818231366977,21.55361433,41.98322427,"Mollic Fluvisol"
"P0947",6.08707320372205,21.56289619,41.98752802,"Mollic Fluvisol"
"P0948",10.4805974561729,21.55364046,41.97648922,"Mollic Fluvisol"
"P0955",9.66501865450692,21.56614881,41.97460042,"Mollic Fluvisol"
"P0957",9.59277434507855,21.55497271,41.97427683,"Mollic Fluvisol"
"P0968",14.9511183261183,21.50049954,41.97496843,"Fluvisol"
"P0975",5.37086870297722,21.53672753,41.97269785,"Fluvisol"
"P0978",7.36551339285714,21.51833397,41.9675871,"Fluvisol"
"P0980",3.6680365049897,21.5184679,41.96327361,"Fluvisol"
"P0987",7.602016966759,21.52573996,41.96002613,"Fluvisol"
"P0988",11.9385750677409,21.53230956,41.95942861,"Fluvisol"
"P0992",3.2308859223301,21.51751285,41.94513495,"Fluvisol"
"P0996",8.99404761252865,21.53823192,41.9507392,"Fluvisol"
"P1001",5.60024646686803,21.54502872,41.93729123,"Fluvisol"
"P1003",10.84375,21.53683346,41.93500681,"Fluvisol"
"P1005",2.45591594012412,21.54509413,41.92939442,"Fluvisol"
"P1017",9.46695612656466,21.5862472,41.94785691,"Mollic Fluvisol"
"P1018",14.4054524361949,21.59051638,41.93996557,"Mollic Fluvisol"
"P1020",11.8976126495911,21.59853976,41.93649351,"Mollic Fluvisol"
"P1027",3.7919921875,21.60643816,41.90591053,"Fluvisol"
"P1029",2.06963505728362,21.59964868,41.88363419,"Fluvisol"
"P1030",5,21.45742041,41.97630065,"Populated Site"
"P1032",6.57929967015735,21.46661322,41.96942967,"Populated Site"
"P1035",1.77004921829763,21.49386147,41.97319639,"Populated Site"
"P1038",3.66576086956522,21.47726989,41.97792159,"Populated Site"
"P1039",5.12117315191239,21.48318912,41.97877922,"Populated Site"
"P1055",21,21.58879294,41.98987418,"Populated Site"
"P1067",13.9674479166667,21.61787759,41.96722058,"Vertisol"
"P1070",6.58866736606295,21.64254571,41.9703896,"Vertisol"
"P1072",23.6899348249465,21.64472357,41.96501106,"Vertisol"
"P1077",31.2565143673032,21.63597271,41.94881678,"Vertisol"
"P1084",11.1274465745851,21.6626242,41.93561933,"Vertisol"
"P1091",13.4765625,21.61092505,41.91381928,"Gleysol"
"P1095",14.6808179365655,21.64253381,41.89832193,"Gleysol"
"P1097",17.7011006448009,21.65143084,41.89978448,"Gleysol"
"P1099",13.4753887444151,21.63386305,41.91360491,"Complex of Solonchak and Solonetz"
"P1105",9.44099491648511,21.62013004,41.92950891,"Complex of Solonchak and Solonetz"
"P1113",3.90061274087352,21.59809906,41.95385544,"Complex of Solonchak and Solonetz"
"P1125",13.8048645320197,21.61651053,41.94305236,"Fluvisol"
"P1126",11,21.62466179,41.94043317,"Fluvisol"
"P1127",31,21.63395848,41.93298996,"Fluvisol"
"P1128",18.5061417214267,21.62846123,41.93067014,"Fluvisol"
"P1137",11.3108818770227,21.48333973,41.93484828,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1138",6,21.45808743,41.92285943,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1139",9.77564102564103,21.41416756,41.91195129,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1140",25.4363704819277,21.40651405,41.9235128,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1141",10.5192307692308,21.39410032,41.91053625,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1142",9,21.38185236,41.92453388,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1143",9.65552215361283,21.494639,41.91302847,"Complex of Chromic Luvisol on saprolite and Vertisol"
"P1144",5,21.50245111,41.92388041,"Complex of Chromic Luvisol on saprolite and Vertisol"
"P1148",13,21.34356282,41.94303201,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1149",18.5498646705048,21.37525939,41.93723326,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1150",1,21.38864696,41.95343192,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1151",16,21.33924764,41.91389883,"Rendzic Leptosols"
"P1153",15,21.36553078,41.92088634,"Rendzic Leptosols"
"P1154",7.65648854961832,21.4151856,41.94440707,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1155",10,21.36915379,41.88638922,"Rendzic Leptosols"
"P1156",8,21.3716145,41.90970181,"Rendzic Leptosols"
"P1157",17,21.56732611,41.88011575,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1159",8,21.5255613,41.87361545,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1160",16,21.4628853,41.88272717,"Complex of Chromic Luvisol on saprolite and Vertisol"
"P1161",16.5969827586207,21.45840803,41.86655578,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1162",20,21.49075909,41.88018934,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1164",3,21.47074931,41.84606652,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1166",2.5987877037431,21.51741872,41.78557383,"Cambisol"
"P1167",1,21.54784781,41.82553738,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1168",1,21.51376375,41.8099736,"Cambisol"
"P1169",1,21.44810971,41.81145504,"Cambisol"
"P1172",10,21.3580509,41.87466503,"Rendzic Leptosols"
"P1175",7.85097211415617,21.70760404,41.97928104,"Chromic Luvisol on saprolite"
"P1176",32.0259494776563,21.67624591,41.96141722,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1180",9,21.75226651,41.98871223,"Complex of Chromic Luvisol on saprolite, Regosol, Humic Calcaric Regosol and Vertisol"
"P1183",1,21.81617252,41.95388087,"Vertisol"
"P1186",9.93313292167696,21.77584348,41.87383609,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1187",15,21.81006981,41.85573576,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1189",23.1421993466336,21.78436079,41.80678788,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1190",9.28184624017957,21.76296518,41.7876721,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1191",19.421875,21.81440676,41.77127352,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1193",11,21.68317763,41.8082716,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1194",14.5477099236641,21.60218772,41.82422087,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1196",11.5813663781799,21.64793344,41.84587896,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1197",16.5348639455782,21.74021671,41.82027188,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1202",4,21.63139008,41.89140562,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1203",27.0891596467634,21.66212048,41.88222852,"Chromic Luvisol on saprolite"
"P1266",12.2967509699278,22.07396219,41.85375129,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1278",11.4635694010325,22.11076981,41.8261011,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1279",25.1579217789727,22.08823666,41.83688752,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1280",23.9173455538647,22.11137312,41.81782959,"Fluvisol"
"P1284",11.9684891283246,22.12141994,41.82382765,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1285",12.0481173147737,22.12237614,41.83928717,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1286",28.9370084203848,22.10354248,41.83985685,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1287",23.9887195926612,22.10660852,41.84729165,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1458",30.8943236107626,22.26565048,41.89446809,"Vertisol"
"P1459",29.2651733505365,22.27498508,41.88453262,"Vertisol"
"P1460",21.1809758821326,22.25628274,41.869036,"Fluvisol"
"P1461",23,22.25911558,41.8660697,"Fluvisol"
"P1472",7,22.29791877,41.86332368,"Fluvisol"
"P1475",6,22.30580183,41.86537723,"Fluvisol"
"P1481",11.8946087535629,22.29075429,41.88977675,"Mollic Vertic Gleysol"
"P1482",41.9484384699354,22.29846856,41.88691659,"Mollic Vertic Gleysol"
"P1483",39,22.30602305,41.88275217,"Mollic Vertic Gleysol"
"P1484",17.9951268347246,22.31580939,41.88582781,"Mollic Vertic Gleysol"
"P1495",11,22.32926563,41.87232912,"Fluvisol"
"P1496",6,22.33927048,41.87550827,"Fluvisol"
"P1499",6,22.3611099,41.8748373,"Fluvisol"
"P1500",9,22.30874688,41.84854246,"Fluvisol"
"P1501",5.4872572815534,22.3022543,41.84548291,"Fluvisol"
"P1506",13.902980750248,22.33767209,41.85951804,"Fluvisol"
"P1507",5,22.32309819,41.86534132,"Fluvisol"
"P1509",4,22.35677506,41.86525448,"Fluvisol"
"P1511",9.21801602280743,22.37335509,41.85820546,"Fluvisol"
"P1516",48,22.41356222,41.85950032,"Fluvisol"
"P1517",4,22.41967737,41.85717392,"Fluvisol"
"P1518",4,22.39887277,41.86467733,"Fluvisol"
"P1519",11.2485947879407,22.40150559,41.86499638,"Fluvisol"
"P1529",7,22.3926931,41.88240895,"Fluvisol"
"P1533",10,22.45467852,41.86629792,"Fluvisol"
"P1536",6,22.48025557,41.8779821,"Fluvisol"
"P1538",9.73411823166415,22.41991618,41.88537993,"Fluvisol"
"P1539",7,22.41158077,41.88877809,"Fluvisol"
"P1540",22,22.43745811,41.88531472,"Fluvisol"
"P1543",6,22.42826978,41.89744043,"Fluvisol"
"P1549",8,22.47305253,41.89377732,"Fluvisol"
"P1550",28,22.47965269,41.89988703,"Fluvisol"
"P1552",30.9772622427192,22.49165397,41.89616625,"Chromic Luvisol on saprolite"
"P1556",5.7691140776699,22.45636812,41.9094046,"Fluvisol"
"P1558",19,22.44840835,41.90920817,"Fluvisol"
"P1560",7.94675925925926,22.43389692,41.91409929,"Populated Site"
"P1562",9.5127427184466,22.43729762,41.91791937,"Populated Site"
"P1564",6.39300161812298,22.42100262,41.90666943,"Fluvisol"
"P1566",13,22.40993274,41.90862467,"Fluvisol"
"P1569",3,22.40080105,41.88568675,"Fluvisol"
"P1572",2,22.37677115,41.89952813,"Fluvisol"
"P1577",6,22.34187009,41.88287008,"Fluvisol"
"P1579",8,22.2743041,41.85146891,"Fluvisol"
"P1582",14.0076388796131,22.4841574,42.13806344,"Cambisol"
"P1588",10.0797738314221,22.56985085,41.98407075,"Complex of Albic Luvisol and Regosol"
"P1600",14.5096364954573,22.77301226,41.8567006,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P1601",13.2503463669951,22.74318183,41.84787455,"Cambisol"
"P1602",11.7196927048098,22.79220842,41.85235093,"Complex of Chromic Luvisol on saprolite, Albic Luvisol and Regosol"
"P1603",5,22.74703541,41.83504873,"Leptosol"
"P1607",45.0422999045395,22.73604048,41.79439249,"Albic Luvisol"
"P1612",1,22.75158959,41.73840482,"Regosol"
"P1614",17.884437164471,22.76793686,41.65853293,"Complex of Mollic and Umbric Leptosol"
"P1615",5,22.80456051,41.67372947,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P1616",6.78678120323085,22.81984292,41.69442248,"Chromic Luvisol on saprolite"
"P1617",11.9688039723661,22.82291577,41.687954,"Vertisol"
"P1618",41.0877161669046,22.80946827,41.71300825,"Chromic Luvisol on saprolite"
"P1619",8.32811630283556,22.78555027,41.65288523,"Cambisol"
"P1620",26.1872294372294,22.82710275,41.68098151,"Chromic Luvisol on saprolite"
"P1621",6,22.81864735,41.63191821,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P1622",8,22.84855286,41.63688842,"Complex of Mollic and Umbric Leptosol"
"P1623",11.2818567961165,22.950147,41.69996475,"Cambisol"
"P1627",12.1373078100382,22.82677325,41.72705047,"Fluvisol"
"P1629",24.8422049441786,22.83494858,41.74106515,"Chromic Luvisol on saprolite"
"P1631",43.5825458889975,22.84509288,41.75988262,"Vertisol"
"P1632",32.5127427184466,22.83122916,41.7675416,"Regosol"
"P1633",27.4872572815534,22.84493739,41.77166203,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P1642",4.06437374096457,22.86759284,41.83282711,"Fluvisol"
"P1643",25.5869210490116,22.86234493,41.84656186,"Fluvisol"
"P1647",2.6223332250379,22.83875085,41.81022515,"Complex of Chromic Luvisol on saprolite and Regosol"
"P1649",1,22.81744803,41.89905211,"Fluvisol"
"P1650",41.6591337099812,22.83965139,41.90341632,"Chromic Luvisol on saprolite"
"P1651",5.98197776696847,22.83884946,41.90948857,"Chromic Luvisol on saprolite"
"P1653",13.2581512541305,22.86896198,41.97111738,"Complex of Cambisol and Regosol"
"P1655",8.44212159986738,22.83331225,42.01449475,"Complex of Cambisol and Regosol"
"P1656",11.870503363242,22.81133084,42.02526078,NA
"P1657",38.31160852479,22.77128361,41.97936507,"Vertisol"
"P1658",28,22.76681059,41.99171477,"Vertisol"
"P1661",26.416495475144,22.86170971,41.98391211,"Complex of Cambisol and Regosol"
"P1672",17.7872274784039,20.53667322,41.66357104,"Complex of Mollic and Umbric Leptosol"
"P1673",15.1295475051835,20.56660965,41.66706447,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1674",16.3405845556616,20.57846181,41.70024472,"Cambisol"
"P1682",29.7465578982323,20.53246614,41.47124346,"Complex of Chromic Luvisol on saprolite and Regosol"
"P1684",28.6552734375,20.55849661,41.472643,"Complex of Chromic Luvisol on saprolite and Regosol"
"P1685",37.8277082465952,20.5487579,41.4750815,"Complex of Chromic Luvisol on saprolite and Regosol"
"P1691",8.98855311355311,20.61635738,41.31045698,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1692",40,20.63155113,41.31853005,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1694",32.1502985200054,20.59183033,41.29453285,"Cambisol"
"P1703",32.3018750221144,20.55585262,41.39687562,"Cambisol"
"P1706",15.1825396825397,20.55929089,41.37649285,"Cambisol"
"P1707",15.0568617538488,20.54447812,41.35257222,"Cambisol"
"P1708",16.9812359765445,20.57680765,41.33917925,"Cambisol"
"P1709",19.8373287671233,20.51001308,41.33017949,"Cambisol"
"P1710",18.221509009009,20.50222814,41.32649009,"Complex of Mollic and Umbric Leptosol"
"P1711",15.0525705500555,20.52918635,41.32864764,"Cambisol"
"P1715",29,20.55250528,41.30946104,"Rendzic Leptosols"
"P1718",16.0517268476681,20.55574795,41.26806859,"Cambisol"
"P1726",20.9859117929102,20.56977003,41.2392426,"Cambisol"
"P1729",40.1364836686859,20.56278687,41.21479446,"Albic Luvisol"
"P1733",5.30850468458859,20.62166114,41.24618761,"Chromic Luvisol on saprolite"
"P1735",31.9301181102362,20.63111973,41.21911294,"Albic Luvisol"
"P1736",27.4579155351401,20.58864207,41.20326409,"Albic Luvisol"
"P1739",52,20.60821472,41.18821267,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1743",11.2391892992122,20.58547073,41.15028421,"Complex of Mollic and Umbric Leptosol"
"P1744",22.8475591267435,20.58712102,41.14929956,"Complex of Mollic and Umbric Leptosol"
"P1747",18.6415030467163,20.63904144,41.13178765,"Cambisol"
"P1752",12.4838185374835,20.6208853,41.11602413,"Cambisol"
"P1756",46.7830394694274,20.7938025,40.96922476,"Complex of Ferric Luvisol and Chromic Luvisol on hard limestones"
"P1758",35,20.80179398,40.94693202,NA
"P1769",12,20.86327281,40.98038686,"Rendzic Leptosols"
"P1772",35,20.84492007,40.99267417,"Rendzic Leptosols"
"P1778",29,20.83320545,41.09456316,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1781",12,20.8911576,41.14951078,"Rendzic Leptosols"
"P1784",11.1189971751412,20.93147918,41.16708404,"Complex of Mollic and Umbric Leptosol"
"P1786",14.2825243923248,20.90133117,41.14206359,"Cambisol"
"P1790",19.8539116433272,20.92866983,41.07629087,"Cambisol"
"P1791",13.5080471812287,20.95152889,41.07873421,"Cambisol"
"P1792",19.1938657407407,20.95990486,41.02372335,"Fluvisol"
"P1796",18.038947044335,20.97571676,41.03235499,"Fluvisol"
"P1798",6,20.97761503,41.04579148,"Fluvisol"
"P1799",12.378566043725,20.96148925,41.01877989,"Fluvisol"
"P1803",16.9803050979431,20.9734481,41.02533924,"Fluvisol"
"P1804",8,20.98260378,41.02775445,"Fluvisol"
"P1805",12.2185549313358,20.98247038,41.03751633,"Fluvisol"
"P1806",4.5127427184466,20.99118843,41.03672485,"Fluvisol"
"P1807",16.0760924796748,20.99893099,41.03867936,"Fluvisol"
"P1808",10.7312916555679,20.99223408,41.04495589,"Fluvisol"
"P1812",14.578125,21.01526064,41.03682323,"Fluvisol"
"P1816",11.0807291666667,21.01636287,41.02124365,"Gleysol"
"P1820",5.421875,21.04569229,41.01449967,"Fluvisol"
"P1821",6.83122772918691,21.05232152,41.00812998,"Fluvisol"
"P1825",10,21.09603625,40.93557125,"Fluvisol"
"P1830",3,21.12048549,40.89533818,"Fluvisol"
"P1835",12.84375,21.0140969,41.04532451,"Fluvisol"
"P1840",10.1260031945117,20.99831182,41.06601978,"Fluvisol"
"P1842",5.9837962962963,21.01090097,41.06834267,"Fluvisol"
"P1850",8.67074275362319,21.04708732,41.07014365,"Gleysol"
"P1852",7.2886860400969,21.04973262,41.07497843,"Fluvisol"
"P1858",5.87824024237867,20.98553181,41.06991822,"Fluvisol"
"P1862",15,20.97895737,41.08874744,"Fluvisol"
"P1867",10.6676264044944,21.01675059,41.09660981,"Fluvisol"
"P1876",9.79459951456311,21.01041072,41.12864248,"Fluvisol"
"P1877",8,21.01619551,41.11459353,"Fluvisol"
"P1878",34.0248226950355,20.51511743,41.47294557,NA
"P1879",18.5788834951456,20.52045959,41.45313055,NA
"P1880",6,20.55184781,41.44192012,"Complex of Cambisol and Regosol"
"P1882",39.8666370394312,20.78846642,40.9473406,"Complex of Ferric Luvisol and Chromic Luvisol on hard limestones"
"P1885",7,21.04556381,41.00059526,"Fluvisol"
"P1886",8.34440104166667,21.11513452,40.88251057,"Fluvisol"
"P1887",18.53125,21.03683261,41.07474913,"Albic Luvisol"
"P1888",8.20751336776938,21.11674643,41.13741798,"Complex of Cambisol, Leptosol and Regosol"
"P1889",16.0670558678661,21.17492878,41.13534515,"Cambisol"
"P1893",8.18361604941154,21.09682593,41.13441967,"Complex of Cambisol, Leptosol and Regosol"
"P1897",8.57313915857605,21.25526503,41.08499956,"Cambisol"
"P1898",2.24367437650423,21.23960526,41.14486442,"Fluvisol"
"P1899",14.030240697548,21.3091411,41.11450412,"Fluvisol"
"P1904",10.8827461183182,21.18904574,41.03645307,"Complex of Cambisol, Leptosol and Regosol"
"P1905",5.22238987377134,21.26990714,41.02159521,"Cambisol"
"P1906",1.447998046875,21.29859882,41.01623825,"Complex of Regosol and Leptosol"
"P1907",18.6433189655172,21.31445667,41.00561467,"Fluvisol"
"P1909",5.26485148514851,21.10552261,40.97911385,"Complex of Cambisol, Leptosol and Regosol"
"P1910",4.62703247238039,21.17180826,40.97080307,"Complex of Mollic and Umbric Leptosol"
"P1912",8.54495734531978,21.19873294,40.96722963,"Complex of Mollic and Umbric Leptosol"
"P1914",9.14168552036199,21.25875133,40.94800979,"Complex of Mollic and Umbric Leptosol"
"P1915",4.60523785339088,21.24187702,40.94246296,"Complex of Mollic and Umbric Leptosol"
"P1916",7.69217495846039,21.2441945,40.93966635,"Complex of Mollic and Umbric Leptosol"
"P1917",2.27403372229875,21.26599384,40.91772553,"Cambisol"
"P1921",17.3744122257053,21.16676654,40.89366854,"Complex of Cambisol, Leptosol and Regosol"
"P1922",5.06949314249581,21.23517573,40.91147956,"Complex of Cambisol, Leptosol and Regosol"
"P1924",3.69597418339201,21.17294352,40.99604383,"Complex of Mollic and Umbric Leptosol"
"P1926",7.70828273228083,21.17189338,41.01274156,"Complex of Mollic and Umbric Leptosol"
"P1929",9.45189089692102,20.67221824,41.48348676,"Chromic Luvisol on hard limestones"
"P1936",8,20.67091876,41.45630675,"Complex of Mollic and Umbric Leptosol"
"P1937",15.7799921073402,20.63848444,41.44489941,"Complex of Mollic and Umbric Leptosol"
"P1941",7.66843971631206,20.73937465,41.44700918,"Complex of Cambisol and Mollic and Umbric Leptosol"
"P1942",1,20.7765211,41.46506986,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1943",7,20.73944977,41.39230505,"Complex of Cambisol and Mollic and Umbric Leptosol"
"P1945",6.64247836791809,20.67150463,41.28295518,"Complex of Cambisol and Regosol"
"P1946",4.13358778625954,20.70236148,41.27830244,"Complex of Cambisol and Regosol"
"P1947",3,20.69330891,41.29195732,"Complex of Cambisol and Regosol"
"P1954",4.04574025142125,20.80177615,41.35239349,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1956",8.20956585583116,20.81734156,41.33325671,"Fluvisol"
"P1959",11.7220424133024,20.80707424,41.39960617,"Fluvisol"
"P1961",13.3541454835509,20.80353832,41.38635402,"Fluvisol"
"P1966",9.94166857292245,20.82999607,41.32770202,"Gleysol"
"P1967",10.8550596597255,20.81638972,41.32760008,"Gleysol"
"P1968",7.36399513238972,20.83172317,41.32503908,"Gleysol"
"P1971",6.68829443759796,20.8579143,41.34963093,"Fluvisol"
"P1972",10.8088463173219,20.85197461,41.32345502,"Fluvisol"
"P1973",5.60751373226951,20.82445953,41.31639246,"Gleysol"
"P1975",4.58159722222222,20.82253667,41.31194104,"Gleysol"
"P1983",5.79208298785589,20.8125065,41.29867877,"Gleysol"
"P1984",4.48687323114172,20.81476102,41.29949287,"Gleysol"
"P1986",11.5780899981484,20.81263685,41.29068252,"Fluvisol"
"P1987",6.18044619422572,20.81959412,41.29190931,"Fluvisol"
"P1990",10.949452566269,20.83769609,41.29128789,"Fluvisol"
"P1992",8.91788289509919,20.85505644,41.28573694,"Fluvisol"
"P1993",4.5993750756567,20.86885562,41.29254329,"Fluvisol"
"P1995",5.27258320634641,20.85180551,41.30318455,"Fluvisol"
"P2004",4.59993284100759,20.86897052,41.28882434,"Fluvisol"
"P2007",6.21080095721141,20.80757431,41.30295702,"Gleysol"
"P2008",11.2615782007706,20.82408987,41.37388848,"Fluvisol"
"P2013",17.0215517241379,20.92735682,41.32787668,"Chromic Luvisol on hard limestones"
"P2016",4.05531106970295,20.94676741,41.34490668,"Complex of Mollic and Umbric Leptosol"
"P2017",18.8459523614752,21.00765054,41.35837212,"Albic Luvisol"
"P2018",12.2355769230769,21.03707441,41.33499856,"Rendzic Leptosols"
"P2019",13.7297297297297,20.89005566,41.43747265,"Cambisol"
"P2020",9.80769230769231,20.89137602,41.42067091,"Cambisol"
"P2022",12.4024891774892,21.00067132,41.41598564,"Cambisol"
"P2023",20,21.0184035,41.38798805,"Rendzic Leptosols"
"P2025",14,21.05286847,41.39347036,"Rendzic Leptosols"
"P2026",10,21.03286006,41.41243304,"Rendzic Leptosols"
"P2028",14.7680185316322,20.96804702,41.44677768,"Cambisol"
"P2029",11.0117716906444,20.92097277,41.43060936,"Cambisol"
"P2030",12.0834500466853,20.92938607,41.48401316,"Fluvisol"
"P2031",7.05297754069786,20.9497855,41.49129069,"Fluvisol"
"P2033",8.67555139105842,20.96600279,41.48822601,"Fluvisol"
"P2036",12.992698324148,21.03892058,41.46577562,"Fluvisol"
"P2037",4.98941102402912,21.05588632,41.46835299,"Fluvisol"
"P2041",2,21.17507096,41.39868921,"Complex of Cambisol, Leptosol and Regosol"
"P2046",15.6422750530351,21.14527402,41.3257728,"Albic Luvisol"
"P2047",5.28647951204254,21.20629172,41.28747138,"Complex of Cambisol, Leptosol and Regosol"
"P2049",0.906522900115703,21.23105042,41.28681201,"Fluvisol"
"P2050",5.56155171097806,21.20836181,41.25515749,"Fluvisol"
"P2051",7.8826486013986,21.12029704,41.26816945,"Complex of Cambisol, Leptosol and Regosol"
"P2053",24.3393428798136,21.33118431,41.46445001,"Mollic Fluvisol"
"P2055",16.1298151745586,21.31044198,41.43761061,"Mollic Fluvisol"
"P2057",23.8160863819996,21.32914126,41.44393402,"Mollic Fluvisol"
"P2059",13.0129550642044,21.33676233,41.44351575,"Mollic Fluvisol"
"P2063",13,21.31520349,41.44728681,"Mollic Fluvisol"
"P2065",20.7723296806943,21.3339408,41.45805767,"Mollic Vertic Gleysol"
"P2066",34.9174456330358,21.34201006,41.46061833,"Mollic Vertic Gleysol"
"P2068",30.6621895039962,21.35526281,41.44991653,"Mollic Vertic Gleysol"
"P2071",18.342395139528,21.35597704,41.44482663,"Mollic Vertic Gleysol"
"P2074",30.9893030587867,21.34874397,41.41488982,"Mollic Vertic Gleysol"
"P2075",22.740882160363,21.35063637,41.40866173,"Mollic Vertic Gleysol"
"P2079",9.01688991785383,21.32305886,41.4071306,"Fluvisol"
"P2081",7.37259893273509,21.32186238,41.42643129,"Mollic Fluvisol"
"P2085",10.0188056985123,21.32076501,41.41981581,"Mollic Fluvisol"
"P2087",27.0803598131174,21.33800282,41.4127337,"Mollic Fluvisol"
"P2090",19.1858079578962,21.32859782,41.40024422,"Fluvisol"
"P2091",11.5265102080281,21.36244272,41.4475529,"Planosol"
"P2094",22.858208046042,21.36843871,41.44543574,"Complex of Solonchak and Solonetz"
"P2095",25.5742730912011,21.37575595,41.44837464,"Mollic Vertic Gleysol"
"P2098",17.2215608587676,21.36891483,41.43441236,"Mollic Vertic Gleysol"
"P2100",42.2991653905299,21.34978726,41.42652087,"Mollic Vertic Gleysol"
"P2101",34.1517022444644,21.35420173,41.42646234,"Mollic Vertic Gleysol"
"P2103",15.039449079944,21.38256153,41.43541235,"Mollic Fluvisol"
"P2106",38.708132504109,21.39817522,41.43121717,"Mollic Fluvisol"
"P2114",10.1978678879402,21.40457568,41.45227501,"Planosol"
"P2115",12.7486961181918,21.40908815,41.44849506,"Complex of Solonchak and Solonetz"
"P2118",12.9862043107383,21.3934691,41.42265179,"Complex of Solonchak and Solonetz"
"P2119",16.9544591929018,21.40319366,41.42430202,"Complex of Solonchak and Solonetz"
"P2120",38.5609169318922,21.41019161,41.43176927,"Complex of Solonchak and Solonetz"
