"id","pH","X","Y","soil"
"P0780",6.5,21.65193168,41.57713174,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P0782",6,21.59677268,41.53061653,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P0783",6.3,21.67468102,41.52301819,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P0784",7.77438159804063,21.73348735,41.52401785,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol"
"P0786",8.08224846653849,21.68731738,41.55315369,"Complex of Humic Calcaric Regosol and Regosol"
"P0787",7.3,21.78299022,41.50455671,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P0788",7.1,21.78995719,41.52192394,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P0789",7.36857209385834,21.78691072,41.55923263,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol"
"P0790",8.20918351715686,21.78735203,41.57583391,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol"
"P0791",7.8,21.81290831,41.59035135,"Complex of Humic Calcaric Regosol and Leptosol"
"P0793",8.20593410108273,21.75412341,41.61706298,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P0795",8.4,21.75371096,41.64346662,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol"
"P0798",7.79529978869743,21.8022583,41.63787047,"Complex of Humic Calcaric Regosol and Regosol"
"P0800",8.10146204140937,21.7780787,41.67832221,"Complex of Rendzic Leptosol and Leptosol"
"P0802",6.8,21.76834392,41.70505847,"Rendzic Leptosols"
"P0804",8.00266773293963,21.75085691,41.71088279,"Regosol"
"P0806",7.11127969606617,21.81336394,41.73250878,"Complex of Humic Calcaric Regosol and Regosol"
"P0807",5.37691140776699,21.78150596,41.74216632,"Complex of Humic Calcaric Regosol and Regosol"
"P0824",7.2,21.24345045,41.88910157,"Rendzic Leptosols"
"P0837",7.3,21.12692004,41.97145125,"Rendzic Leptosols"
"P0839",7.42230075655253,21.22741789,41.99266252,"Complex of Vertisol and Humic Calcaric Regosol"
"P0840",8,21.10008856,41.98847724,"Rendzic Leptosols"
"P0857",8.20044867508051,21.35112679,42.04225029,"Populated Site"
"P0863",8.13161208815068,21.37131261,42.02803271,"Populated Site"
"P0868",8.30160256410256,21.39258932,42.03363434,"Fluvisol"
"P0876",8.10341130296858,21.38031521,42.01683844,"Fluvisol"
"P0881",8.20068748739791,21.39377804,42.00315216,"Populated Site"
"P0890",8.26555989583333,21.38245893,42.04815572,"Fluvisol"
"P0901",8.74963087964048,21.44158645,42.02828809,"Populated Site"
"P0931",8.20780917884874,21.54638313,42.00691213,"Mollic Fluvisol"
"P0944",7.79668912048805,21.5450031,41.98383272,"Mollic Fluvisol"
"P0946",7.72295929119161,21.55361433,41.98322427,"Mollic Fluvisol"
"P0947",7.67206120083172,21.56289619,41.98752802,"Mollic Fluvisol"
"P0955",7.8180827136176,21.56614881,41.97460042,"Mollic Fluvisol"
"P0957",8.05222016290029,21.55497271,41.97427683,"Mollic Fluvisol"
"P0968",7.37902236652237,21.50049954,41.97496843,"Fluvisol"
"P0975",7.86431085724548,21.53672753,41.97269785,"Fluvisol"
"P0978",8.38224051339286,21.51833397,41.9675871,"Fluvisol"
"P0980",7.16822200392927,21.5184679,41.96327361,"Fluvisol"
"P0987",7.7598655355494,21.52573996,41.96002613,"Fluvisol"
"P0988",7.87037859807862,21.53230956,41.95942861,"Fluvisol"
"P0992",7.97436286407767,21.51751285,41.94513495,"Fluvisol"
"P0996",7.62352926869247,21.53823192,41.9507392,"Fluvisol"
"P1001",6.99974500943609,21.54502872,41.93729123,"Fluvisol"
"P1003",7.3265625,21.53683346,41.93500681,"Fluvisol"
"P1005",7.81448702901123,21.54509413,41.92939442,"Fluvisol"
"P1017",7.03618610968229,21.5862472,41.94785691,"Mollic Fluvisol"
"P1018",7.7762180974478,21.59051638,41.93996557,"Mollic Fluvisol"
"P1020",6.0234828557875,21.59853976,41.93649351,"Mollic Fluvisol"
"P1027",8.1031982421875,21.60643816,41.90591053,"Fluvisol"
"P1029",7.28210174953959,21.59964868,41.88363419,"Fluvisol"
"P1035",6.8,21.49386147,41.97319639,"Populated Site"
"P1039",8.26035464576906,21.48318912,41.97877922,"Populated Site"
"P1043",7.09976851851852,21.50997382,41.95709893,"Fluvisol"
"P1049",7.45194160644572,21.4785038,41.96221359,"Vertisol"
"P1055",8,21.58879294,41.98987418,"Populated Site"
"P1058",8.52570133793699,21.57776923,41.98535622,"Complex of Solonchak and Solonetz"
"P1067",7.19674479166667,21.61787759,41.96722058,"Vertisol"
"P1070",7.69522716706243,21.64254571,41.9703896,"Vertisol"
"P1072",6.4,21.64472357,41.96501106,"Vertisol"
"P1077",6.55130287346065,21.63597271,41.94881678,"Vertisol"
"P1084",6.59021705193025,21.6626242,41.93561933,"Vertisol"
"P1091",6.9578125,21.61092505,41.91381928,"Gleysol"
"P1095",7.87902239332403,21.64253381,41.89832193,"Gleysol"
"P1097",7.90303243614432,21.65143084,41.89978448,"Gleysol"
"P1099",7.48406925972854,21.63386305,41.91360491,"Complex of Solonchak and Solonetz"
"P1105",7.50745279593319,21.62013004,41.92950891,"Complex of Solonchak and Solonetz"
"P1107",6.70820428275045,21.60626608,41.93739839,"Complex of Solonchak and Solonetz"
"P1113",8,21.59809906,41.95385544,"Complex of Solonchak and Solonetz"
"P1125",7.4,21.61651053,41.94305236,"Fluvisol"
"P1126",7.1,21.62466179,41.94043317,"Fluvisol"
"P1127",6.7,21.63395848,41.93298996,"Fluvisol"
"P1128",6.79858692558304,21.62846123,41.93067014,"Fluvisol"
"P1137",7.96217637540453,21.48333973,41.93484828,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1138",7.86201923076923,21.45808743,41.92285943,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1139",7.94439102564103,21.41416756,41.91195129,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1140",7.88563629518072,21.40651405,41.9235128,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1141",7.9,21.39410032,41.91053625,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1142",8,21.38185236,41.92453388,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1143",8.06889556927743,21.494639,41.91302847,"Complex of Chromic Luvisol on saprolite and Vertisol"
"P1144",7.8,21.50245111,41.92388041,"Complex of Chromic Luvisol on saprolite and Vertisol"
"P1148",7.9,21.34356282,41.94303201,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1149",8.00127671876749,21.37525939,41.93723326,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1150",8,21.38864696,41.95343192,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1151",7.9,21.33924764,41.91389883,"Rendzic Leptosols"
"P1153",7.6,21.36553078,41.92088634,"Rendzic Leptosols"
"P1154",8.04141221374046,21.4151856,41.94440707,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol"
"P1155",7.9,21.36915379,41.88638922,"Rendzic Leptosols"
"P1156",7.9,21.3716145,41.90970181,"Rendzic Leptosols"
"P1157",6.8,21.56732611,41.88011575,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1159",6.29293893129771,21.5255613,41.87361545,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1160",7.9,21.4628853,41.88272717,"Complex of Chromic Luvisol on saprolite and Vertisol"
"P1161",6.04245689655172,21.45840803,41.86655578,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1162",7.7,21.49075909,41.88018934,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1164",5.5,21.47074931,41.84606652,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1165",6.10324427480916,21.46418084,41.81529904,"Cambisol"
"P1166",5.21503672189468,21.51741872,41.78557383,"Cambisol"
"P1167",5,21.54784781,41.82553738,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1168",6.3,21.51376375,41.8099736,"Cambisol"
"P1169",5.30815991237678,21.44810971,41.81145504,"Cambisol"
"P1170",5.58948293172691,21.47432094,41.78994681,"Cambisol"
"P1171",5.9,21.44182216,41.81948411,"Cambisol"
"P1172",7.7,21.3580509,41.87466503,"Rendzic Leptosols"
"P1175",5.86839596361296,21.70760404,41.97928104,"Chromic Luvisol on saprolite"
"P1176",7.54515390796967,21.67624591,41.96141722,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1180",8,21.75226651,41.98871223,"Complex of Chromic Luvisol on saprolite, Regosol, Humic Calcaric Regosol and Vertisol"
"P1183",8.1,21.81617252,41.95388087,"Vertisol"
"P1185",6.4,21.80527576,41.919968,"Complex of Cambisol and Regosol"
"P1186",8.26889556927743,21.77584348,41.87383609,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1187",8.1,21.81006981,41.85573576,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1189",7.65078377764578,21.78436079,41.80678788,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1190",8.15636924803591,21.76296518,41.7876721,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1191",6.653125,21.81440676,41.77127352,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1193",7.8,21.68317763,41.8082716,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1194",5.89427480916031,21.60218772,41.82422087,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1196",7.58720495672699,21.64793344,41.84587896,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1197",8.24651360544218,21.74021671,41.82027188,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1202",7.8,21.63139008,41.89140562,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol"
"P1203",6.50841192049702,21.66212048,41.88222852,"Chromic Luvisol on saprolite"
"P1266",7.7977415968571,22.07396219,41.85375129,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1278",7.90198846656663,22.11076981,41.8261011,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1279",7.22905354030833,22.08823666,41.83688752,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1280",7.29895922108729,22.11137312,41.81782959,"Fluvisol"
"P1284",8,22.12141994,41.82382765,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1285",7.9,22.12237614,41.83928717,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1286",7.30024998017461,22.10354248,41.83985685,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1287",7.09975715083389,22.10660852,41.84729165,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol"
"P1458",7.28851897993871,22.26565048,41.89446809,"Vertisol"
"P1459",6.20508395779673,22.27498508,41.88453262,"Vertisol"
"P1460",7.82935210893031,22.25628274,41.869036,"Fluvisol"
"P1461",7.84006097560976,22.25911558,41.8660697,"Fluvisol"
"P1472",7.42818567961165,22.29791877,41.86332368,"Fluvisol"
"P1475",6.25012099126861,22.30580183,41.86537723,"Fluvisol"
"P1481",6.37251974004197,22.29075429,41.88977675,"Mollic Vertic Gleysol"
"P1482",7.70535099020194,22.29846856,41.88691659,"Mollic Vertic Gleysol"
"P1483",7.3542933577218,22.30602305,41.88275217,"Mollic Vertic Gleysol"
"P1484",5.64874715417276,22.31580939,41.88582781,"Mollic Vertic Gleysol"
"P1492",7.31078939786805,22.32437416,41.90671725,"Fluvisol"
"P1493",7.2741999390463,22.3345006,41.89870365,"Fluvisol"
"P1494",7.27137307480748,22.34397067,41.89571197,"Fluvisol"
"P1495",6.36341813835443,22.32926563,41.87232912,"Fluvisol"
"P1496",6.17691140776699,22.33927048,41.87550827,"Fluvisol"
"P1499",7.8713046885668,22.3611099,41.8748373,"Fluvisol"
"P1500",7.9,22.30874688,41.84854246,"Fluvisol"
"P1501",7.8,22.3022543,41.84548291,"Fluvisol"
"P1503",7.94872572815534,22.31237124,41.85441665,"Fluvisol"
"P1506",8.30816294346585,22.33767209,41.85951804,"Fluvisol"
"P1507",8.14872572815534,22.32309819,41.86534132,"Fluvisol"
"P1509",7.71291208791209,22.35677506,41.86525448,"Fluvisol"
"P1511",7.22654042635327,22.37335509,41.85820546,"Fluvisol"
"P1516",6.63048701298701,22.41356222,41.85950032,"Fluvisol"
"P1517",6.21608718000977,22.41967737,41.85717392,"Fluvisol"
"P1518",8,22.39887277,41.86467733,"Fluvisol"
"P1519",6.6853581161642,22.40150559,41.86499638,"Fluvisol"
"P1525",7,22.43571231,41.85900042,"Fluvisol"
"P1529",6.8,22.3926931,41.88240895,"Fluvisol"
"P1530",7.59745145631068,22.41725501,41.87673314,"Fluvisol"
"P1533",8.19583341078948,22.45467852,41.86629792,"Fluvisol"
"P1535",8.11950660023975,22.47109244,41.87715447,"Fluvisol"
"P1536",7.92646761877964,22.48025557,41.8779821,"Fluvisol"
"P1538",7.47691140776699,22.41991618,41.88537993,"Fluvisol"
"P1539",6.47691140776699,22.41158077,41.88877809,"Fluvisol"
"P1540",6.73317307692308,22.43745811,41.88531472,"Fluvisol"
"P1541",6.51352636127917,22.4545161,41.8915376,"Fluvisol"
"P1543",6.00254854368932,22.42826978,41.89744043,"Fluvisol"
"P1549",7.59745145631068,22.47305253,41.89377732,"Fluvisol"
"P1550",7.74872572815534,22.47965269,41.89988703,"Fluvisol"
"P1552",6.87546625172637,22.49165397,41.89616625,"Chromic Luvisol on saprolite"
"P1556",6.82308859223301,22.45636812,41.9094046,"Fluvisol"
"P1558",6.27691140776699,22.44840835,41.90920817,"Fluvisol"
"P1560",6.49976851851852,22.43389692,41.91409929,"Populated Site"
"P1562",7.67691140776699,22.43729762,41.91791937,"Populated Site"
"P1564",8.0393001618123,22.42100262,41.90666943,"Fluvisol"
"P1566",6.20254854368932,22.40993274,41.90862467,"Fluvisol"
"P1569",7.92670888097079,22.40080105,41.88568675,"Fluvisol"
"P1570",7.25382281553398,22.38791034,41.89189385,"Fluvisol"
"P1572",7.79731855992707,22.37677115,41.89952813,"Fluvisol"
"P1576",8.09571872922891,22.34989974,41.88483784,"Fluvisol"
"P1577",8.13766893395503,22.34187009,41.88287008,"Fluvisol"
"P1579",7.6579739713561,22.2743041,41.85146891,"Fluvisol"
"P1582",4.90164841070318,22.4841574,42.13806344,"Cambisol"
"P1584",5.3,22.48954099,42.10143076,"Complex of Mollic and Umbric Leptosol"
"P1588",6.27393053939938,22.56985085,41.98407075,"Complex of Albic Luvisol and Regosol"
"P1600",7.23531676616158,22.77301226,41.8567006,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P1601",7.79749653633005,22.74318183,41.84787455,"Cambisol"
"P1602",6.50512833163829,22.79220842,41.85235093,"Complex of Chromic Luvisol on saprolite, Albic Luvisol and Regosol"
"P1603",4.9,22.74703541,41.83504873,"Leptosol"
"P1607",5.50108078469197,22.73604048,41.79439249,"Albic Luvisol"
"P1612",5.9,22.75158959,41.73840482,"Regosol"
"P1614",7.71535982225729,22.76793686,41.65853293,"Complex of Mollic and Umbric Leptosol"
"P1615",6,22.80456051,41.67372947,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P1616",7.09550507834508,22.81984292,41.69442248,"Chromic Luvisol on saprolite"
"P1617",6.29952643972712,22.82291577,41.687954,"Vertisol"
"P1618",6.36983245970601,22.80946827,41.71300825,"Chromic Luvisol on saprolite"
"P1619",4.92782574464135,22.78555027,41.65288523,"Cambisol"
"P1620",5.40604024125702,22.82710275,41.68098151,"Chromic Luvisol on saprolite"
"P1621",5.7,22.81864735,41.63191821,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P1622",5.184375,22.84855286,41.63688842,"Complex of Mollic and Umbric Leptosol"
"P1623",6.02308859223301,22.950147,41.69996475,"Cambisol"
"P1627",6.25268518088538,22.82677325,41.72705047,"Fluvisol"
"P1628",6.1230626734501,22.82522828,41.74294875,"Vertisol"
"P1629",5.53715210228848,22.83494858,41.74106515,"Chromic Luvisol on saprolite"
"P1631",6.00601240077417,22.84509288,41.75988262,"Vertisol"
"P1632",6.4,22.83122916,41.7675416,"Regosol"
"P1633",7.67436286407767,22.84493739,41.77166203,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol"
"P1642",5.10321868704823,22.86759284,41.83282711,"Fluvisol"
"P1643",7.25573458306614,22.86234493,41.84656186,"Fluvisol"
"P1647",5.14969274235817,22.83875085,41.81022515,"Complex of Chromic Luvisol on saprolite and Regosol"
"P1649",5.19185565792582,22.81744803,41.89905211,"Fluvisol"
"P1650",6.73333935601279,22.83965139,41.90341632,"Chromic Luvisol on saprolite"
"P1651",6.83885544166101,22.83884946,41.90948857,"Chromic Luvisol on saprolite"
"P1653",5.888495445237,22.86896198,41.97111738,"Complex of Cambisol and Regosol"
"P1655",6.14446990766802,22.83331225,42.01449475,"Complex of Cambisol and Regosol"
"P1656",7.11654697308224,22.81133084,42.02526078,NA
"P1657",7.80261268928015,22.77128361,41.97936507,"Vertisol"
"P1658",7.86273930826593,22.76681059,41.99171477,"Vertisol"
"P1661",5.92029789068012,22.86170971,41.98391211,"Complex of Cambisol and Regosol"
"P1672",5.4,20.53667322,41.66357104,"Complex of Mollic and Umbric Leptosol"
"P1673",5.22326166935251,20.56660965,41.66706447,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1674",5.19458925790756,20.57846181,41.70024472,"Cambisol"
"P1682",7.29393694040865,20.53246614,41.47124346,"Complex of Chromic Luvisol on saprolite and Regosol"
"P1684",7.06689453125,20.55849661,41.472643,"Complex of Chromic Luvisol on saprolite and Regosol"
"P1685",6.81637430948579,20.5487579,41.4750815,"Complex of Chromic Luvisol on saprolite and Regosol"
"P1691",5.84942765567766,20.61635738,41.31045698,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1694",5.23911524056358,20.59183033,41.29453285,"Cambisol"
"P1703",5.43366608177353,20.55585262,41.39687562,"Cambisol"
"P1706",6.15228174603175,20.55929089,41.37649285,"Cambisol"
"P1707",6.30199210529162,20.54447812,41.35257222,"Cambisol"
"P1708",5.9,20.57680765,41.33917925,"Cambisol"
"P1709",5.73202054794521,20.51001308,41.33017949,"Cambisol"
"P1710",5.30316441441441,20.50222814,41.32649009,"Complex of Mollic and Umbric Leptosol"
"P1711",5.42117977738323,20.52918635,41.32864764,"Cambisol"
"P1715",5.3,20.55250528,41.30946104,"Rendzic Leptosols"
"P1718",5.20238792188912,20.55574795,41.26806859,"Cambisol"
"P1726",5.4,20.56977003,41.2392426,"Cambisol"
"P1728",7.2,20.57266415,41.22350346,"Rendzic Leptosols"
"P1729",6.74094510060577,20.56278687,41.21479446,"Albic Luvisol"
"P1733",6.18018152369289,20.62166114,41.24618761,"Chromic Luvisol on saprolite"
"P1735",5.33801818339054,20.63111973,41.21911294,"Albic Luvisol"
"P1736",6.63089098879852,20.58864207,41.20326409,"Albic Luvisol"
"P1739",7.1,20.60821472,41.18821267,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1740",6.50779857397504,20.61767429,41.17890609,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1743",6.7382147000224,20.58547073,41.15028421,"Complex of Mollic and Umbric Leptosol"
"P1744",5.77174802910855,20.58712102,41.14929956,"Complex of Mollic and Umbric Leptosol"
"P1747",5.23584969532837,20.63904144,41.13178765,"Cambisol"
"P1751",6.81797575118608,20.60940705,41.11590474,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1752",5.04838185374834,20.6208853,41.11602413,"Cambisol"
"P1756",7.17830394694274,20.7938025,40.96922476,"Complex of Ferric Luvisol and Chromic Luvisol on hard limestones"
"P1758",7.61492126731171,20.80179398,40.94693202,NA
"P1762",7.41357366045289,20.74087263,40.9112301,"Ferric Luvisol on hard limestones"
"P1769",7.4,20.86327281,40.98038686,"Rendzic Leptosols"
"P1772",6.5,20.84492007,40.99267417,"Rendzic Leptosols"
"P1778",7.2,20.83320545,41.09456316,"Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones"
"P1781",7.7,20.8911576,41.14951078,"Rendzic Leptosols"
"P1784",5.70396657250471,20.93147918,41.16708404,"Complex of Mollic and Umbric Leptosol"
"P1786",5.71524268230257,20.90133117,41.14206359,"Cambisol"
"P1790",5.26553906285346,20.92866983,41.07629087,"Cambisol"
"P1791",5.23609174328498,20.95152889,41.07873421,"Cambisol"
"P1796",5.7,20.97571676,41.03235499,"Fluvisol"
"P1799",5.74321509344126,20.96148925,41.01877989,"Fluvisol"
"P1803",6.14770185588347,20.9734481,41.02533924,"Fluvisol"
"P1804",6.517193027502,20.98260378,41.02775445,"Fluvisol"
"P1808",5.69617340295313,20.99223408,41.04495589,"Fluvisol"
"P1816",6.5,21.01636287,41.02124365,"Gleysol"
"P1820",6.5,21.04569229,41.01449967,"Fluvisol"
"P1835",6.36875,21.0140969,41.04532451,"Fluvisol"
"P1840",6.19698588872451,20.99831182,41.06601978,"Fluvisol"
"P1842",6.10069444444444,21.01090097,41.06834267,"Fluvisol"
"P1852",5.45584010067056,21.04973262,41.07497843,"Fluvisol"
"P1858",6.39440371154809,20.98553181,41.06991822,"Fluvisol"
"P1867",6.61127106741573,21.01675059,41.09660981,"Fluvisol"
"P1877",6.2815578817734,21.01619551,41.11459353,"Fluvisol"
"P1878",6.66329787234043,20.51511743,41.47294557,NA
"P1879",7.25788834951456,20.52045959,41.45313055,NA
"P1880",6,20.55184781,41.44192012,"Complex of Cambisol and Regosol"
"P1882",6.42963127558716,20.78846642,40.9473406,"Complex of Ferric Luvisol and Chromic Luvisol on hard limestones"
"P1885",6.6823700875947,21.04556381,41.00059526,"Fluvisol"
"P1886",6.6,21.11513452,40.88251057,"Fluvisol"
"P1887",6.17890625,21.03683261,41.07474913,"Albic Luvisol"
"P1888",5.38343352817016,21.11674643,41.13741798,"Complex of Cambisol, Leptosol and Regosol"
"P1889",5.41483930379137,21.17492878,41.13534515,"Cambisol"
"P1893",4.97496078095864,21.09682593,41.13441967,"Complex of Cambisol, Leptosol and Regosol"
"P1895",5.84088987742546,21.16830814,41.08482618,"Fluvisol"
"P1897",5.3179854368932,21.25526503,41.08499956,"Cambisol"
"P1898",5.30575000824234,21.23960526,41.14486442,"Fluvisol"
"P1899",6.15428638738879,21.3091411,41.11450412,"Fluvisol"
"P1904",5.6974024942937,21.18904574,41.03645307,"Complex of Cambisol, Leptosol and Regosol"
"P1905",4.94570682493874,21.26990714,41.02159521,"Cambisol"
"P1906",5.62080078125,21.29859882,41.01623825,"Complex of Regosol and Leptosol"
"P1907",5.12144396551724,21.31445667,41.00561467,"Fluvisol"
"P1909",5.3,21.10552261,40.97911385,"Complex of Cambisol, Leptosol and Regosol"
"P1910",5.02686164648021,21.17180826,40.97080307,"Complex of Mollic and Umbric Leptosol"
"P1912",4.19445937886852,21.19873294,40.96722963,"Complex of Mollic and Umbric Leptosol"
"P1914",4.75312064800779,21.25875133,40.94800979,"Complex of Mollic and Umbric Leptosol"
"P1915",4.8345219319793,21.24187702,40.94246296,"Complex of Mollic and Umbric Leptosol"
"P1916",4.93314394447262,21.2441945,40.93966635,"Complex of Mollic and Umbric Leptosol"
"P1917",4.87142529493959,21.26599384,40.91772553,"Cambisol"
"P1921",5.25418625914316,21.16676654,40.89366854,"Complex of Cambisol, Leptosol and Regosol"
"P1922",4.78755963638145,21.23517573,40.91147956,"Complex of Cambisol, Leptosol and Regosol"
"P1924",4.40043303066679,21.17294352,40.99604383,"Complex of Mollic and Umbric Leptosol"
"P1926",4.51632609958287,21.17189338,41.01274156,"Complex of Mollic and Umbric Leptosol"
"P1929",5.4451890896921,20.67221824,41.48348676,"Chromic Luvisol on hard limestones"
"P1936",5.3,20.67091876,41.45630675,"Complex of Mollic and Umbric Leptosol"
"P1937",5.97799921073402,20.63848444,41.44489941,"Complex of Mollic and Umbric Leptosol"
"P1941",4.56578014184397,20.73937465,41.44700918,"Complex of Cambisol and Mollic and Umbric Leptosol"
"P1942",5.08927897805213,20.7765211,41.46506986,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1943",6.5,20.73944977,41.39230505,"Complex of Cambisol and Mollic and Umbric Leptosol"
"P1945",4.60292885547024,20.67150463,41.28295518,"Complex of Cambisol and Regosol"
"P1946",5.27652671755725,20.70236148,41.27830244,"Complex of Cambisol and Regosol"
"P1947",4.53568702290076,20.69330891,41.29195732,"Complex of Cambisol and Regosol"
"P1954",4.27712987428937,20.80177615,41.35239349,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol"
"P1956",6.19732403761525,20.81734156,41.33325671,"Fluvisol"
"P1959",5.77887064976053,20.80707424,41.39960617,"Fluvisol"
"P1961",5.38027233192278,20.80353832,41.38635402,"Fluvisol"
"P1967",7.62603111714369,20.81638972,41.32760008,"Gleysol"
"P1968",5.72546319852174,20.83172317,41.32503908,"Gleysol"
"P1971",6.59317683398756,20.8579143,41.34963093,"Fluvisol"
"P1972",7.04879753469382,20.85197461,41.32345502,"Fluvisol"
"P1973",7.61189954024128,20.82445953,41.31639246,"Gleysol"
"P1975",6.78368055555556,20.82253667,41.31194104,"Gleysol"
"P1983",7.40480075606329,20.8125065,41.29867877,"Gleysol"
"P1984",7.1749188574607,20.81476102,41.29949287,"Gleysol"
"P1986",6.54512815594239,20.81263685,41.29068252,"Fluvisol"
"P1987",6.22771713194942,20.81959412,41.29190931,"Fluvisol"
"P1990",6.76321338145825,20.83769609,41.29128789,"Fluvisol"
"P1992",6.43735453780409,20.85505644,41.28573694,"Fluvisol"
"P1993",6.16474952588468,20.86885562,41.29254329,"Fluvisol"
"P1995",6.41856885135454,20.85180551,41.30318455,"Fluvisol"
"P2004",6.66288135186239,20.86897052,41.28882434,"Fluvisol"
"P2007",6.4,20.80757431,41.30295702,"Gleysol"
"P2008",6.35129455747543,20.82408987,41.37388848,"Fluvisol"
"P2013",6.54461206896552,20.92735682,41.32787668,"Chromic Luvisol on hard limestones"
"P2016",5.24529514488292,20.94676741,41.34490668,"Complex of Mollic and Umbric Leptosol"
"P2017",6.63085966599595,21.00765054,41.35837212,"Albic Luvisol"
"P2018",7.44711538461539,21.03707441,41.33499856,"Rendzic Leptosols"
"P2019",6.04054054054054,20.89005566,41.43747265,"Cambisol"
"P2020",5.41442307692308,20.89137602,41.42067091,"Cambisol"
"P2022",5.86097402597403,21.00067132,41.41598564,"Cambisol"
"P2023",6.4,21.0184035,41.38798805,"Rendzic Leptosols"
"P2025",7,21.05286847,41.39347036,"Rendzic Leptosols"
"P2026",7.2,21.03286006,41.41243304,"Rendzic Leptosols"
"P2028",5.51159907341839,20.96804702,41.44677768,"Cambisol"
"P2030",6.9250350140056,20.92938607,41.48401316,"Fluvisol"
"P2031",7.25818443155835,20.9497855,41.49129069,"Fluvisol"
"P2033",7.37269063959693,20.96600279,41.48822601,"Fluvisol"
"P2037",7.61949543018343,21.05588632,41.46835299,"Fluvisol"
"P2041",5.8,21.17507096,41.39868921,"Complex of Cambisol, Leptosol and Regosol"
"P2046",7.00281011349568,21.14527402,41.3257728,"Albic Luvisol"
"P2047",5.31405614638724,21.20629172,41.28747138,"Complex of Cambisol, Leptosol and Regosol"
"P2049",6.04258623805891,21.23105042,41.28681201,"Fluvisol"
"P2050",7.95086513933353,21.20836181,41.25515749,"Fluvisol"
