"id","SOC","X","Y","soil","BLD","CRF","OCS","clay"
"P3994",1.25220726643671,21.57317362,40.89074385,"Complex of Chromic Luvisol on saprolite and Regosol",1.46252154287922,3.66501560687854,52.9277921011763,3.96892857143811
"P3996",1.45500934879786,20.80546434,41.08021016,NA,1.42152905498292,17.5103028853546,51.1849741435652,3.93544601521512
"P4013",1.67708113618786,22.17538207,41.44120067,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",1.38301733648731,25.9242424242424,51.5441111203063,3.94243796766799
"P4014",1.44631691330224,22.17511865,41.42659794,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",1.42326150745971,5.98965828969764,58.0557252496617,4.06140332945916
"P4016",1.97215777262181,22.10051615,41.39002058,"Regosol",1.32795070646978,20,62.854279378152,4.14081902147174
"P4025",0.985872873119815,22.12805275,41.33044891,"Regosol",1.51859629303461,9.02856872476447,40.8591694723298,3.71013126300399
"P4027",2.45403835603552,22.10388463,41.31554625,"Complex of Regosol and Vertisol",1.25273971104962,8.8384449602122,84.0766057252258,4.43172835616802
"P4033",1.53981837966048,22.17249218,41.29041081,"Vertisol",1.40474010157232,3.07138059711578,62.8982788219532,4.14151879961107
"P4035",1.45011600928074,22.10287692,41.26637158,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",1.42247510668563,14,53.2190512652105,3.97441643873169
"P4038",1.83935528697669,22.18547043,41.27131377,"Vertisol",1.35206100736506,0.89107370521609,73.9428080103741,4.30329192966558
"P4046",2.99090381912317,22.27643447,41.31376193,"Cambisol",1.20413319539689,7.8629805206556,99.5479659108264,4.60063959746194
"P4052",1.99155747488701,22.24711562,41.34955287,"Cambisol",1.33198691686274,7.1943978805395,73.8564197309018,4.30212293452765
"P4055",1.68213457076566,22.29519957,41.34704969,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",1.37885389664111,37,43.8369965631666,3.78047813124105
"P4059",1.67017928456815,22.23444326,41.38087262,"Fluvisol",1.38162614149866,19.1384934756821,55.9779149202902,4.02495723652493
"P4060",1.70145352966134,22.24673443,41.39969479,"Vertisol",1.37760919047266,5.90548609179614,66.1655125762324,4.19215936913421
"P4061",1.99738020749501,22.2323942,41.39898486,"Fluvisol",1.3231826400041,5.03003014489911,75.2988062669679,4.32146428165187
"P4063",1.45011600928074,22.29107168,41.38788702,"Complex of Humic Calcaric Regosol and Regosol",1.42247510668563,14,53.2190512652105,3.97441643873169
"P4064",2.31193193064402,22.19784521,41.4074539,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",1.27157170334993,1.04192281070408,87.2747072824408,4.46906069901745
"P4065",3.11261369846057,22.32193423,41.36379143,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",1.20303726176592,13.6587662337662,96.9937629181638,4.57464667662332
