ProfID,x,y,soc_0_30,soc_30_60,soc_60_100,clay_0_30,clay_30_60,clay_60_100,ph_0_30,ph_30_60,ph_60_100,ocs_0_30,ocs_30_60,ocs_60_100
P3229,573208.8,4553001.1,2.684952523940994,0.558259097460056,0.43190896910558135,8.884506539312468,7.42863972940502,6.705359487769373,6.181026664733397,6.07880288014277,6.000698056740331,66.15083700089686,19.351784909404316,22.536432640247103
P3231,576916,4553448.6,2.4435946279296874,0.838846876953125,NA,12.2795703125,12.848046875000001,NA,5.63978515625,5.9240234375,NA,74.6962044680505,27.50556631430117,NA
P3233,579260.6,4556668.2,2.990927161417323,1.5207577202040086,0.8481664406764496,7.937204724409448,14.84967340730136,18.012074982104508,5.501377952755905,5.757395311381532,5.8745212956335,87.86324245759774,48.29340813404731,36.675900981883075
P3234,576381.6,4551518.2,0,0,0,16.144326683186264,19.84684477273987,15.966758692145268,0.5504211136854226,0.8402650678588306,5.4301437761485705,0,0,0
P3235,572554.2,4550249.1,3.2975623526284084,1.6924022471846918,0.9366946016331136,13.804926551840245,18.671779045781737,20.320319011360436,5.580090724097955,5.770694924663935,6.204459815740027,62.23300623098689,33.45238215307597,30.56297207020586
P3236,573075.2,4549708.1,1.8066945710051836,0.24346950891368035,NA,8.636528059499662,11.278684922244759,NA,5.1,5.1,NA,51.37577512892531,8.274099513313754,NA
P3238,579541.8,4558585.3,2.2212261810064935,0.0074218636959978755,NA,13.75811688311688,20.686920222634505,NA,5.841396103896103,5.610435992578848,NA,57.241658994492745,0.22829704876459944,NA
P3239,580468.1,4557302.8,1.809745,1.809745,NA,2.2,2.2,NA,5.7,5.7,NA,64.04165343669575,64.04165343669575,NA
P3240,581732.8,4560045.9,2.9229252487260764,1.102511604235092,0.46195268485824853,5.0727474144227545,10.290097118575423,12.348918182420777,4.942068681147876,4.898444670961484,4.8956589916820485,89.46210093865552,47.19567298611111,29.177241047474727
P3241,583072.6,4559629.5,3.265661,NA,NA,5.6,NA,NA,5.1,NA,NA,93.49840054940998,NA,NA
P3243,580151.9,4560756.7,2.7497961294562687,0.8436612030861583,0.28597715352798997,25.014895374780494,19.0099255941642,21.74957442978734,7.574778090495776,7.764648192249404,7.715956954408701,92.19281072987499,37.215755938207195,18.563543549825884
P3247,587020.2,4564058.1,1.1582451030132437,0.8948657641842279,1.062400075927946,1.1605161975402558,4.536324648155193,54.94303389035997,5.629538872863926,5.895547635525409,5.9973803400516275,44.56703065097344,36.52512779350755,55.59367646828779
P3249,584780.9,4565035,1.560325,NA,NA,6,NA,NA,5.9,NA,NA,52.71610584218159,NA,NA
P3250,587100.4,4566823.5,1.579071964390083,0.4706677494815232,NA,0,0,NA,5.592568501759678,5.755197335344393,NA,56.427217326509705,19.8597946944724,NA
P3251,588853.8,4564869.7,2.280704213019422,1.4087204691734418,NA,2.6377766485998198,2.0295054200542006,NA,5.637460478771454,5.724356368563685,NA,66.51538152109742,47.05498255995754,NA
P3252,588563.2,4566698.2,3.453735542929293,1.0047196969696968,NA,0.10819989106753813,0.21447712418300652,NA,5.252181124975243,5.928490790255496,NA,88.90358969147991,30.92353756149822,NA
P3253,590366.7,4566152.2,2.2050252749110317,0.28362731761565796,NA,0.16238879003558718,0.2457695729537366,NA,5.597019572953736,6.127624555160142,NA,62.947706714835014,9.04732841250677,NA
P3254,583516,4556791.7,4.0880454997963795,1.4715513888976466,0.8466199617511124,1.3377151665122085,6.874244031069964,10.234807504359768,5.394708137872173,5.206824295827993,5.1954078713660365,95.39152025109203,54.70859557580919,45.6820694531922
