o,p,iteration
20.4,21.173762012582806,1
10.524407252440724,12.911680223008982,1
15.869158878504674,10.959646831485834,1
20.847619047619048,11.726228006383886,1
13.544951590594742,11.444710291589068,1
46.17270194986072,11.636088702341079,1
20.942857142857143,14.365691939901147,1
26.82377049180328,15.547030540000257,1
22.561904761904763,13.01847032920522,1
20.08571428571429,12.780495477392925,1
12.092669432918395,14.602510884045982,1
12.575136612021858,15.655713676402558,1
7.191780821917809,11.702215067464882,1
7.191780821917809,11.112453003576489,1
13.627450980392156,11.836837286485657,1
4.424076607387141,11.612189732929325,1
13.813084112149536,15.34397947476264,1
29.23364485981308,15.798053569502349,1
9.794392523364486,13.08596747794951,1
14.373831775700936,13.49350711178758,1
15.364902506963787,12.474100957405932,1
15.323809523809524,11.287589344709453,1
5.605809128630705,11.972102155220327,1
12.971962616822433,13.460983898012731,1
12.317757009345796,18.72243777648996,1
19.26478873239437,14.684485021067012,1
15.32112676056338,13.560364995889643,1
7.5514018691588785,17.581585544082223,1
19.98130841121495,11.563749210500815,1
17.457943925233646,11.568904482298203,1
22.411214953271028,13.661461898174856,1
5.962616822429906,11.695353981765395,1
6.423988842398884,15.42188633664335,1
9.514018691588786,11.232758402506828,1
13.626168224299068,12.180551597877594,1
33.53271028037383,13.39512584631772,1
14,10.352460859473023,1
10.925414364640885,10.212324426961969,1
7.967168262653899,10.832325926905762,1
13.148907103825136,12.438254461584071,1
11.698895027624308,12.919327708215617,1
11.892265193370164,12.20375465368212,1
27.585464333781957,11.093550476425362,1
26.927496580027363,10.545813514557487,1
22.14088397790055,11.54362625226272,1
15.8,12.468522878374225,1
16.782786885245905,12.608711040471398,1
30.23842917251052,14.487170609931592,1
7.602459016393443,13.254076416566754,1
11.408839779005524,13.285890177810206,1
7.975409836065574,13.053206032399808,1
8.859813084112151,18.415061158015526,1
11.56267409470752,12.697901249457365,1
9.419398907103824,12.406706070247697,1
12.856338028169016,14.535692226555675,1
15.616901408450708,12.841872914997998,1
13.34929577464789,12.860365847235888,1
9.14018691588785,12.72056951419927,1
9.228142076502731,10.812131403787411,1
9.80191256830601,13.754986681511555,1
12.096994535519126,12.969873210304666,1
5.010928961748634,15.856254686733722,1
13.940845070422537,16.204602599734397,1
4.159836065573771,11.67471579489435,1
17.611341632088518,18.613177140536184,1
14.87743732590529,12.861987769647456,1
8.276190476190475,16.206077358464867,1
13.932226832641769,18.700847221282956,1
6.847619047619048,21.364022876698453,1
10.250336473755048,10.471314046738593,1
4.467289719626169,11.331292658718207,1
10.261682242990654,11.748117289764515,1
8.859813084112151,13.882330497569745,1
10.815612382234184,10.436369321081647,1
11.757738896366083,9.717608910360035,1
14.019337016574587,9.588717985599486,1
12.757746478873242,12.620460406183874,1
11.67323943661972,17.06064491854746,1
13.719626168224302,16.66520279221834,1
6.687587168758718,16.700597200910305,1
6.561904761904763,10.6039570030889,1
14.93457943925234,20.528624706110513,1
4.794520547945206,11.33291225747145,1
22.969044414535663,11.554220254201546,1
15.826502732240437,12.333368583080032,1
13.448132780082986,13.072557354439763,1
8.657142857142857,11.297501833023048,1
10.100278551532034,15.568629215943789,1
17.834699453551913,10.787851070027664,1
9.22284122562674,11.755673220510674,1
16.336448598130843,16.73832652862558,1
7.177570093457945,20.479343554823632,1
54.5607476635514,22.314703300955973,1
17.925233644859812,20.56709106879106,1
22.785046728971963,21.614098922061387,1
14.280373831775702,15.711415392964758,1
30.44859813084112,10.525558720934153,1
16.50422535211268,16.717847988952784,1
20.258019525801956,15.448401836206553,1
9.807799442896936,12.990661476237944,1
14.573770491803277,11.595429784108012,1
10.654696132596683,13.673646384867931,1
22.504672897196265,12.022539950767735,1
31.785915492957756,13.171564326369424,1
8.071038251366119,12.89305243092058,1
14.319502074688796,11.666742039246955,1
10.847619047619048,10.227320077535982,1
7.270718232044199,20.228768857797455,1
28.766355140186914,12.844781889240773,1
17.06967213114754,11.711146798604563,1
14.186915887850466,11.088028108077559,1
9.887850467289722,14.768816176967118,1
20.942857142857143,15.940477690910761,1
15.149394347240914,12.33714549137284,1
18.771830985915496,13.975679888271134,1
9.977900552486188,12.296272356181081,1
12.071625344352618,17.369745845179395,1
36.63911845730028,12.363337092574705,1
20.4,17.180510181441278,1
10.524407252440724,13.36514526301971,1
15.869158878504674,12.54967811830904,1
20.847619047619048,10.98688156013149,1
13.544951590594742,11.840729920561055,1
46.17270194986072,13.349718322521513,1
20.942857142857143,13.040893850921512,1
26.82377049180328,14.879710062842163,1
22.561904761904763,12.495695683311325,1
20.08571428571429,13.023431685944455,1
12.092669432918395,14.431035696517016,1
12.575136612021858,13.90506977138959,1
7.191780821917809,12.221608722458221,1
7.191780821917809,11.033705253665648,1
13.627450980392156,11.472893750049519,1
4.424076607387141,11.255889557307002,1
13.813084112149536,18.196509527211614,1
29.23364485981308,19.0573249853459,1
9.794392523364486,13.68649168842702,1
14.373831775700936,14.960874644878313,1
15.364902506963787,12.190349746805138,1
15.323809523809524,12.49142170581387,1
5.605809128630705,11.266145887012648,1
12.971962616822433,14.278883538145871,1
12.317757009345796,16.945530160697583,1
19.26478873239437,16.298860981910096,1
15.32112676056338,12.896969780717129,1
7.5514018691588785,21.175069394906483,1
19.98130841121495,13.404163496419953,1
17.457943925233646,12.615121671682754,1
22.411214953271028,12.55083486604709,1
5.962616822429906,11.330677597798658,1
6.423988842398884,13.127800347722022,1
9.514018691588786,12.852060081806732,1
13.626168224299068,12.603004513649505,1
33.53271028037383,12.945087038675364,1
14,12.364006082631587,1
10.925414364640885,10.075774359896087,1
7.967168262653899,9.279895382295187,1
13.148907103825136,11.909035882503046,1
11.698895027624308,11.903506486635765,1
11.892265193370164,11.835166770320614,1
27.585464333781957,11.50382444948127,1
26.927496580027363,10.493357770130153,1
22.14088397790055,11.061992363167445,1
15.8,13.65847590958049,1
16.782786885245905,14.484199618266485,1
30.23842917251052,17.08088688305395,1
7.602459016393443,13.250125420585288,1
11.408839779005524,12.771468595312163,1
7.975409836065574,12.488687244033008,1
8.859813084112151,16.0841172380276,1
11.56267409470752,12.619058901369087,1
9.419398907103824,14.593137849791116,1
12.856338028169016,17.118962495499385,1
15.616901408450708,13.130089800798793,1
13.34929577464789,12.353627191514608,1
9.14018691588785,11.422623220687877,1
9.228142076502731,12.318563112738637,1
9.80191256830601,15.104164674763888,1
12.096994535519126,14.570178246338388,1
5.010928961748634,14.470130846988436,1
13.940845070422537,15.783937191013827,1
4.159836065573771,11.491098742970957,1
17.611341632088518,17.096769645232744,1
14.87743732590529,15.590084106260198,1
8.276190476190475,13.67142941241924,1
13.932226832641769,17.9857384237266,1
6.847619047619048,19.214079571989682,1
10.250336473755048,10.630101650544326,1
4.467289719626169,12.89946149813927,1
10.261682242990654,13.95688530509,1
8.859813084112151,14.049196820811488,1
10.815612382234184,11.993493588305931,1
11.757738896366083,10.932043440355951,1
14.019337016574587,10.312506545794143,1
12.757746478873242,12.445301706101514,1
11.67323943661972,17.05098900980812,1
13.719626168224302,17.229919148280935,1
6.687587168758718,15.648135418793744,1
6.561904761904763,12.83429198078508,1
14.93457943925234,17.04025610659507,1
4.794520547945206,11.0628064515694,1
22.969044414535663,10.830287407618025,1
15.826502732240437,11.703353982128359,1
13.448132780082986,13.976244844222787,1
8.657142857142857,11.312620052758131,1
10.100278551532034,13.995017333871225,1
17.834699453551913,11.360428506230809,1
9.22284122562674,11.813966274340489,1
16.336448598130843,16.03458877989735,1
7.177570093457945,17.904842654613468,1
54.5607476635514,29.40249990799513,1
17.925233644859812,16.443428354105336,1
22.785046728971963,15.171310873794642,1
14.280373831775702,18.977948085394537,1
30.44859813084112,11.130498360789971,1
16.50422535211268,15.232900914320261,1
20.258019525801956,13.486706581826516,1
9.807799442896936,12.917642128341098,1
14.573770491803277,11.090472602024555,1
10.654696132596683,14.217972419562939,1
22.504672897196265,13.079743828456289,1
31.785915492957756,13.586095071047406,1
8.071038251366119,13.038174872572142,1
14.319502074688796,11.688306630564716,1
10.847619047619048,11.94395145736065,1
7.270718232044199,23.78453388592573,1
28.766355140186914,12.065138604217564,1
17.06967213114754,11.624765426558136,1
14.186915887850466,12.028078696644624,1
9.887850467289722,13.156883775163678,1
20.942857142857143,15.302276713641037,1
15.149394347240914,12.985071000282858,1
18.771830985915496,20.17734493786232,1
9.977900552486188,12.44698841392913,1
12.071625344352618,15.748428041306228,1
36.63911845730028,12.668756646382683,1
20.4,23.130879086118323,2
10.524407252440724,13.923269837905199,2
15.869158878504674,13.11706724506792,2
20.847619047619048,12.718090968560784,2
13.544951590594742,12.53606071347959,2
46.17270194986072,11.735031343953667,2
20.942857142857143,14.22167194577287,2
26.82377049180328,15.516293208652941,2
22.561904761904763,13.478952844456071,2
20.08571428571429,14.436989489621272,2
12.092669432918395,14.642893003276889,2
12.575136612021858,14.570174534511871,2
7.191780821917809,11.958640250763937,2
7.191780821917809,12.637702691060722,2
13.627450980392156,12.217476379643474,2
4.424076607387141,15.89081184664777,2
13.813084112149536,14.687099119255143,2
29.23364485981308,16.927891064979548,2
9.794392523364486,14.646463002278722,2
14.373831775700936,14.093564306439161,2
15.364902506963787,12.183934027759964,2
15.323809523809524,12.580164023778053,2
5.605809128630705,11.509209822134038,2
12.971962616822433,16.444389032322064,2
12.317757009345796,15.746207432556977,2
19.26478873239437,17.372977687546356,2
15.32112676056338,15.654176689698037,2
7.5514018691588785,20.82485427149463,2
19.98130841121495,12.16124686949449,2
17.457943925233646,11.995026211870579,2
22.411214953271028,13.331895945032336,2
5.962616822429906,12.324109623053694,2
6.423988842398884,14.62185321758252,2
9.514018691588786,11.281061436706654,2
13.626168224299068,12.816946214626176,2
33.53271028037383,11.136449405535886,2
14,15.990260693193692,2
10.925414364640885,12.396706735605102,2
7.967168262653899,12.712897351179503,2
13.148907103825136,10.101285093150478,2
11.698895027624308,13.451441844709946,2
11.892265193370164,18.47550861657347,2
27.585464333781957,10.41194807160517,2
26.927496580027363,10.938723676658698,2
22.14088397790055,11.559568725081897,2
15.8,13.14506541345969,2
16.782786885245905,16.301559649243313,2
30.23842917251052,13.492176428932025,2
7.602459016393443,12.972464012629597,2
11.408839779005524,11.51549920511698,2
