o,p,iteration
7.975409836065574,12.680485440092848,2
8.859813084112151,18.44737793004718,2
11.56267409470752,11.620103995149426,2
9.419398907103824,13.365417578365054,2
12.856338028169016,18.022182548023217,2
15.616901408450708,14.166880749012357,2
13.34929577464789,12.484735045787497,2
9.14018691588785,16.243658823613803,2
9.228142076502731,10.171425921306444,2
9.80191256830601,13.461899867429782,2
12.096994535519126,14.553464485105403,2
5.010928961748634,14.720183367887488,2
13.940845070422537,17.934016060979527,2
4.159836065573771,12.087970194225793,2
17.611341632088518,17.693379295391686,2
14.87743732590529,15.453553352266573,2
8.276190476190475,17.22506919045191,2
13.932226832641769,16.701836908604644,2
6.847619047619048,16.83212394328125,2
10.250336473755048,11.278028339534957,2
4.467289719626169,10.15745243848414,2
10.261682242990654,13.229201379644788,2
8.859813084112151,12.50424832569434,2
10.815612382234184,13.668587012210676,2
11.757738896366083,11.488529516460087,2
14.019337016574587,9.995844594483282,2
12.757746478873242,12.558558221425793,2
11.67323943661972,15.118296976515023,2
13.719626168224302,14.545709751870888,2
6.687587168758718,16.449884292536296,2
6.561904761904763,11.906447200017366,2
14.93457943925234,17.0316053094026,2
4.794520547945206,12.654637993792974,2
22.969044414535663,9.584969645407867,2
15.826502732240437,14.732609077830201,2
13.448132780082986,14.601401572411223,2
8.657142857142857,12.83130225984751,2
10.100278551532034,11.971452349837763,2
17.834699453551913,12.66766988438833,2
9.22284122562674,12.796036558657889,2
16.336448598130843,13.555832626923376,2
7.177570093457945,15.712522466875667,2
54.5607476635514,19.957004342648208,2
17.925233644859812,15.531144082702243,2
22.785046728971963,19.64109334949984,2
14.280373831775702,17.208898957061958,2
30.44859813084112,11.356555242927662,2
16.50422535211268,16.50910157256503,2
20.258019525801956,15.455777883077467,2
9.807799442896936,12.190173973814572,2
14.573770491803277,12.344542972665193,2
10.654696132596683,13.237357770723955,2
22.504672897196265,11.79279921174975,2
31.785915492957756,13.864487585234896,2
8.071038251366119,15.749971843893642,2
14.319502074688796,12.313643351550073,2
10.847619047619048,10.551803430350402,2
7.270718232044199,20.75123369676979,2
28.766355140186914,14.35048981401337,2
17.06967213114754,10.950517952040665,2
14.186915887850466,12.856823760437223,2
9.887850467289722,10.650425554186528,2
20.942857142857143,13.65452407750778,2
15.149394347240914,12.554782911036945,2
18.771830985915496,13.796029639555064,2
9.977900552486188,12.934562214755717,2
12.071625344352618,16.4293764867923,2
36.63911845730028,12.577359847329188,2
20.4,15.371254236247562,3
10.524407252440724,20.06674756393896,3
15.869158878504674,13.371911341763397,3
20.847619047619048,11.403557351620384,3
13.544951590594742,11.566633278066657,3
46.17270194986072,12.540337847558387,3
20.942857142857143,13.002390284976672,3
26.82377049180328,12.132889015046553,3
22.561904761904763,12.392161497595728,3
20.08571428571429,10.851396697368235,3
12.092669432918395,11.567697251243644,3
12.575136612021858,13.164468097998379,3
7.191780821917809,12.088687661259124,3
7.191780821917809,12.546848512794494,3
13.627450980392156,14.344531228218031,3
4.424076607387141,10.91759099208688,3
13.813084112149536,13.6880271424288,3
29.23364485981308,12.370620093012564,3
9.794392523364486,14.994332868859843,3
14.373831775700936,12.883768148140367,3
15.364902506963787,11.236352162820644,3
15.323809523809524,11.742319619119455,3
5.605809128630705,12.3262475896353,3
12.971962616822433,13.943461535964426,3
12.317757009345796,14.603497944688423,3
19.26478873239437,11.628227062289653,3
15.32112676056338,12.903984979114991,3
7.5514018691588785,18.087758295589282,3
19.98130841121495,12.149832902323796,3
17.457943925233646,13.472645042777721,3
22.411214953271028,11.81472097289105,3
5.962616822429906,13.260020073376745,3
6.423988842398884,15.677209329001334,3
9.514018691588786,11.209670926072018,3
13.626168224299068,11.671402598955556,3
33.53271028037383,12.68957766619367,3
14,14.50876603344664,3
10.925414364640885,10.129951572480111,3
7.967168262653899,NA,3
13.148907103825136,10.348778622874743,3
11.698895027624308,11.771832225557715,3
11.892265193370164,11.574195924922002,3
27.585464333781957,10.12717994822484,3
26.927496580027363,10.2309576470639,3
22.14088397790055,11.106880326062997,3
15.8,13.174698147430307,3
16.782786885245905,12.767820873393887,3
30.23842917251052,14.17637455722898,3
7.602459016393443,12.99638266412691,3
11.408839779005524,11.072250814011475,3
7.975409836065574,11.993184052053673,3
8.859813084112151,19.12109697235392,3
11.56267409470752,11.37809815800779,3
9.419398907103824,13.705536260758151,3
12.856338028169016,11.79364754398804,3
15.616901408450708,16.582499399214925,3
13.34929577464789,13.30126973065597,3
9.14018691588785,10.485494656303107,3
9.228142076502731,10.839937183055564,3
9.80191256830601,11.862023153644948,3
12.096994535519126,13.087265866592192,3
5.010928961748634,15.380081244173708,3
13.940845070422537,16.754753584718614,3
4.159836065573771,11.01517984166083,3
17.611341632088518,15.864756894299086,3
14.87743732590529,16.457073859426092,3
8.276190476190475,16.2519503602098,3
13.932226832641769,16.968727229369556,3
6.847619047619048,13.52246285487552,3
10.250336473755048,10.756514739457597,3
4.467289719626169,12.23562176858631,3
10.261682242990654,11.644220725009648,3
8.859813084112151,16.30326115993485,3
10.815612382234184,11.320685022635173,3
11.757738896366083,11.298923822614695,3
14.019337016574587,9.72819556357277,3
12.757746478873242,11.907328819206109,3
11.67323943661972,16.405667724187104,3
13.719626168224302,17.948374348593877,3
6.687587168758718,15.885463340186948,3
6.561904761904763,9.913957253186815,3
14.93457943925234,15.99311084810866,3
4.794520547945206,12.242359936021916,3
22.969044414535663,10.953742005923262,3
15.826502732240437,12.179066933473743,3
13.448132780082986,11.819916302216242,3
8.657142857142857,13.136504718741927,3
10.100278551532034,12.639237313071906,3
17.834699453551913,11.761233699613658,3
9.22284122562674,12.109280722913159,3
16.336448598130843,16.007313495573488,3
7.177570093457945,22.95406951389281,3
54.5607476635514,23.39580864065324,3
17.925233644859812,16.77067579001979,3
22.785046728971963,25.99146983829484,3
14.280373831775702,14.993538100468303,3
30.44859813084112,12.953254752998431,3
16.50422535211268,14.637790161523991,3
20.258019525801956,16.318215667435283,3
9.807799442896936,11.708820673614508,3
14.573770491803277,11.712615824399705,3
10.654696132596683,12.045281013813018,3
22.504672897196265,16.509691062571186,3
31.785915492957756,14.92952495747294,3
8.071038251366119,12.273033479275325,3
14.319502074688796,13.395633950234538,3
10.847619047619048,12.46324098197454,3
7.270718232044199,20.21614121315168,3
28.766355140186914,14.287994318706447,3
17.06967213114754,11.279751665126529,3
14.186915887850466,13.575073444973961,3
9.887850467289722,11.726236562211064,3
20.942857142857143,13.692092884890004,3
15.149394347240914,12.008264275473948,3
18.771830985915496,14.417310358773717,3
9.977900552486188,13.368934105904499,3
12.071625344352618,18.515860192332553,3
36.63911845730028,11.214324068471152,3
20.4,16.355461729357607,4
10.524407252440724,20.314304871472352,4
15.869158878504674,12.835981537017117,4
20.847619047619048,11.79853325557232,4
13.544951590594742,12.242999867985024,4
46.17270194986072,11.625875360275558,4
20.942857142857143,13.584069543786441,4
26.82377049180328,16.403725398695897,4
22.561904761904763,13.34099785321181,4
20.08571428571429,12.695110608227537,4
12.092669432918395,13.41684003587774,4
12.575136612021858,13.965862990696346,4
7.191780821917809,11.95792613592787,4
7.191780821917809,14.39668995698389,4
13.627450980392156,11.559355367291555,4
4.424076607387141,10.6299364326068,4
13.813084112149536,14.94414784241681,4
29.23364485981308,11.577982275014765,4
9.794392523364486,15.162809602011722,4
14.373831775700936,13.850371832160377,4
15.364902506963787,12.691982882287412,4
15.323809523809524,13.181480500631196,4
5.605809128630705,10.99126174145368,4
12.971962616822433,13.273378669447693,4
12.317757009345796,19.346291539908435,4
19.26478873239437,13.696490585375075,4
15.32112676056338,12.92850421646575,4
7.5514018691588785,16.56557194095804,4
19.98130841121495,11.790697804571796,4
17.457943925233646,12.05289132552204,4
22.411214953271028,12.181988702960092,4
5.962616822429906,10.819043213133506,4
6.423988842398884,18.344027168705693,4
9.514018691588786,11.110445926891435,4
13.626168224299068,11.51753106750654,4
33.53271028037383,13.94540956638545,4
14,11.573186801148488,4
10.925414364640885,12.41421281855367,4
7.967168262653899,11.223460753450766,4
13.148907103825136,11.185948015128817,4
11.698895027624308,13.119608819759907,4
11.892265193370164,12.72351720351037,4
27.585464333781957,10.753047881466454,4
26.927496580027363,10.242046730914645,4
22.14088397790055,11.083336941630385,4
15.8,12.685388727991153,4
16.782786885245905,14.030111072307731,4
30.23842917251052,15.591245546404098,4
7.602459016393443,12.637836424298893,4
11.408839779005524,12.779374456923687,4
7.975409836065574,14.13457314272067,4
8.859813084112151,17.087025872137406,4
11.56267409470752,11.933662122566943,4
9.419398907103824,15.178689397059816,4
12.856338028169016,18.224232523742028,4
15.616901408450708,14.073169135783242,4
13.34929577464789,13.022962132343542,4
9.14018691588785,12.968032684099851,4
9.228142076502731,12.506101368277005,4
9.80191256830601,12.944324071909966,4
12.096994535519126,12.120572581508192,4
5.010928961748634,14.755150668714677,4
13.940845070422537,16.21774395518284,4
4.159836065573771,12.663433668453884,4
17.611341632088518,17.574085310238836,4
14.87743732590529,16.46997657541921,4
8.276190476190475,16.7861775044767,4
13.932226832641769,13.789806163169818,4
6.847619047619048,18.360613770882384,4
10.250336473755048,11.29275113637444,4
4.467289719626169,12.797006095190577,4
10.261682242990654,12.030849641533882,4
8.859813084112151,12.088671829496992,4
10.815612382234184,11.520558318870426,4
11.757738896366083,12.176858332648584,4
14.019337016574587,10.81032357831717,4
12.757746478873242,11.918424994167722,4
11.67323943661972,17.89582422461597,4
13.719626168224302,17.789869170041097,4
6.687587168758718,16.298333626918062,4
6.561904761904763,12.562800507610675,4
14.93457943925234,17.240848068310665,4
4.794520547945206,14.2241109884567,4
22.969044414535663,11.890207022968317,4
15.826502732240437,12.918229166028011,4
13.448132780082986,14.310068436517492,4
8.657142857142857,12.104996884995241,4
10.100278551532034,12.38719528329309,4
17.834699453551913,12.034006028092284,4
9.22284122562674,12.75440565980799,4
16.336448598130843,12.743647924657516,4
7.177570093457945,15.282228122484945,4
54.5607476635514,19.111532610399326,4
17.925233644859812,16.9359573887034,4
22.785046728971963,20.21838903695778,4
14.280373831775702,15.223848081191557,4
30.44859813084112,12.385206257031264,4
16.50422535211268,19.74416842090734,4
20.258019525801956,14.285836991031966,4
9.807799442896936,10.744615734116909,4
14.573770491803277,10.923221700002301,4
10.654696132596683,13.76047969455138,4
22.504672897196265,13.474595653250018,4
31.785915492957756,14.474689784815826,4
8.071038251366119,13.102319385850349,4
14.319502074688796,12.479334609591321,4
10.847619047619048,11.066854387070057,4
7.270718232044199,18.527886431404813,4
28.766355140186914,15.617391979789527,4
17.06967213114754,11.823365872720858,4
14.186915887850466,13.982736558261616,4
9.887850467289722,13.954598886653324,4
20.942857142857143,14.419428058914843,4
15.149394347240914,16.929238374705996,4
18.771830985915496,15.26237664069713,4
9.977900552486188,13.220874456843223,4
12.071625344352618,16.966154497369264,4
36.63911845730028,11.739869946405195,4
20.4,18.37107460038373,5
10.524407252440724,13.671207035142205,5
15.869158878504674,12.131751373082906,5
20.847619047619048,11.41741752532806,5
13.544951590594742,11.987386225360103,5
46.17270194986072,12.212846659199938,5
20.942857142857143,15.339199869131987,5
26.82377049180328,20.015824702264148,5
22.561904761904763,15.713234554307988,5
20.08571428571429,12.285994250631346,5
12.092669432918395,12.23942350778875,5
12.575136612021858,12.674872172252325,5
7.191780821917809,11.723565598055488,5
7.191780821917809,12.878066346516999,5
13.627450980392156,11.565063819766541,5
4.424076607387141,11.860918893596313,5
13.813084112149536,14.264470689046366,5
29.23364485981308,13.974089012471559,5
9.794392523364486,15.371314333132483,5
14.373831775700936,13.765586835314547,5
15.364902506963787,12.660182518217832,5
15.323809523809524,13.15667412516928,5
5.605809128630705,10.560064829457122,5
12.971962616822433,15.517491401114935,5
12.317757009345796,17.301936911879594,5
19.26478873239437,11.23513881032903,5
15.32112676056338,12.39352757841026,5
7.5514018691588785,16.843799381616574,5
19.98130841121495,11.543070627162201,5
17.457943925233646,13.926016334586986,5
22.411214953271028,11.597510187389982,5
5.962616822429906,14.43946577305766,5
6.423988842398884,16.461057416317924,5
9.514018691588786,11.217305811542511,5
13.626168224299068,13.413405455551331,5
33.53271028037383,15.268963995136472,5
14,13.785326154576095,5
10.925414364640885,9.912130410145275,5
7.967168262653899,10.85800756852553,5
13.148907103825136,10.65874947640241,5
11.698895027624308,12.747390139779922,5
11.892265193370164,11.710037908616476,5
27.585464333781957,10.880047684731489,5
26.927496580027363,10.47107776963763,5
22.14088397790055,12.082580161704783,5
15.8,13.208683742021192,5
16.782786885245905,12.099216956743827,5
30.23842917251052,12.760883435661212,5
7.602459016393443,12.294625564165425,5
11.408839779005524,13.110138456865876,5
7.975409836065574,12.675063085837524,5
8.859813084112151,18.815110896692143,5
11.56267409470752,11.292539395905276,5
9.419398907103824,14.698358509226662,5
12.856338028169016,17.249029648923297,5
15.616901408450708,12.998734049776331,5
13.34929577464789,13.623215389672705,5
9.14018691588785,10.892616043794249,5
9.228142076502731,12.554112176212422,5
9.80191256830601,13.428213244027638,5
12.096994535519126,12.989235728979535,5
5.010928961748634,14.908180199321196,5
13.940845070422537,17.243104481662844,5
4.159836065573771,12.838401985085959,5
17.611341632088518,17.53063643011915,5
14.87743732590529,14.002459782430572,5
8.276190476190475,16.098393992416398,5
13.932226832641769,15.2938642679031,5
6.847619047619048,20.451126627623715,5
10.250336473755048,10.532780007532587,5
4.467289719626169,11.907699736112471,5
10.261682242990654,13.008271494592302,5
8.859813084112151,12.954315914833339,5
10.815612382234184,10.64604511671221,5
11.757738896366083,14.041040319969602,5
14.019337016574587,9.15764921347297,5
12.757746478873242,11.396737997706428,5
11.67323943661972,16.172125318404497,5
13.719626168224302,16.343525260816133,5
6.687587168758718,19.453522597135354,5
6.561904761904763,12.407534081525188,5
14.93457943925234,17.192843572139456,5
4.794520547945206,13.024814703360713,5
22.969044414535663,9.573857253007414,5
15.826502732240437,11.792865998957963,5
13.448132780082986,12.75284021589286,5
8.657142857142857,13.20601590043114,5
10.100278551532034,13.47743818467939,5
17.834699453551913,11.319545718874934,5
9.22284122562674,12.09299207323408,5
16.336448598130843,14.423357926483227,5
7.177570093457945,15.59460085974446,5
54.5607476635514,23.031494508943023,5
17.925233644859812,17.026555740499884,5
22.785046728971963,17.79938249894622,5
14.280373831775702,15.115922258004623,5
30.44859813084112,13.574321667609045,5
16.50422535211268,16.11036119893191,5
20.258019525801956,14.688557950706327,5
9.807799442896936,12.024886132214215,5
14.573770491803277,12.696323709746224,5
10.654696132596683,16.15517169023701,5
22.504672897196265,13.994109729961238,5
31.785915492957756,15.763804672816525,5
8.071038251366119,13.372295748254121,5
14.319502074688796,14.97728469759281,5
10.847619047619048,11.818197372980894,5
7.270718232044199,20.774153883995602,5
28.766355140186914,14.088863795218218,5
17.06967213114754,14.318215619705585,5
14.186915887850466,11.904433042611199,5
9.887850467289722,15.13022748043714,5
20.942857142857143,13.733977876734116,5
15.149394347240914,10.519449228965376,5
18.771830985915496,12.635912588099165,5
9.977900552486188,15.020529480668278,5
12.071625344352618,16.424142614021353,5
36.63911845730028,11.729235372178675,5
20.4,16.041003609095522,6
10.524407252440724,15.1810984005125,6
15.869158878504674,11.653152001720084,6
20.847619047619048,11.960300397604104,6
13.544951590594742,13.885318044064821,6
46.17270194986072,13.232695352663166,6
20.942857142857143,11.648284537187891,6
26.82377049180328,15.073716888593086,6
22.561904761904763,12.021228772608827,6
20.08571428571429,13.49390936741359,6
12.092669432918395,18.02555983403033,6
12.575136612021858,14.113041589194014,6
7.191780821917809,12.1199281684011,6
7.191780821917809,11.389294924441192,6
13.627450980392156,11.78920632651058,6
4.424076607387141,9.802740858817428,6
13.813084112149536,17.00625488758004,6
29.23364485981308,12.07957133985051,6
9.794392523364486,17.894888243285617,6
14.373831775700936,13.883342868515788,6
15.364902506963787,13.333556045632884,6
15.323809523809524,14.061831934460198,6
5.605809128630705,12.772056652660899,6
12.971962616822433,12.95739554345622,6
12.317757009345796,19.540428293109034,6
19.26478873239437,14.864602110543322,6
15.32112676056338,13.227540803473762,6
7.5514018691588785,15.944535417465461,6
19.98130841121495,10.814323431479144,6
17.457943925233646,12.538988252044836,6
22.411214953271028,14.347990485072572,6
5.962616822429906,12.126419015166158,6
6.423988842398884,24.418737863979345,6
9.514018691588786,12.806445589502312,6
13.626168224299068,14.046073866950048,6
33.53271028037383,14.622561869065652,6
14,11.904766901526184,6
10.925414364640885,9.656643643274183,6
7.967168262653899,10.1277589928675,6
13.148907103825136,13.831451848740398,6
11.698895027624308,13.426271455121821,6
11.892265193370164,10.931603930630727,6
27.585464333781957,11.49757281387736,6
26.927496580027363,10.035209989147958,6
22.14088397790055,11.406732133526084,6
15.8,12.574342390918163,6
16.782786885245905,15.143128653901437,6
30.23842917251052,13.60753372008799,6
7.602459016393443,12.557101347120518,6
11.408839779005524,12.563470899448198,6
7.975409836065574,15.166967797861744,6
8.859813084112151,16.088760110969915,6
11.56267409470752,13.374338276049178,6
9.419398907103824,13.707722046977862,6
12.856338028169016,15.784452339058431,6
15.616901408450708,14.447642872656195,6
13.34929577464789,12.709570148532277,6
9.14018691588785,12.854298969179432,6
9.228142076502731,11.309825462306335,6
9.80191256830601,13.627321630440159,6
12.096994535519126,13.751761929614714,6
5.010928961748634,18.127915630104066,6
13.940845070422537,14.865191681955455,6
4.159836065573771,13.499788967002475,6
17.611341632088518,15.004408086700696,6
14.87743732590529,16.88799196350116,6
8.276190476190475,15.004241894918417,6
13.932226832641769,14.460139160510318,6
6.847619047619048,18.260612530143657,6
10.250336473755048,11.975005879237878,6
4.467289719626169,10.588873633540718,6
10.261682242990654,10.612804162230363,6
8.859813084112151,18.283772032387034,6
10.815612382234184,NA,6
