LabID,STATE,MUNICIPALITY,p_bray,k,ca,stratum,x,y
5089,JALISCO,Lagos de Moreno,352.3,4.3,13.1,14,-101.83414350160376,21.43941714999234
5090,GUANAJUATO,San Diego de la Union,14.1,1.3,2.3,14,-100.72921570215642,21.43492557357173
5091,JALISCO,Teocaltiche,17.8,1.5,14.1,14,-102.4741931415275,21.385518232944985
5093,GUANAJUATO,San Felipe,12.1,1.1,2.3,14,-101.13570336821326,21.38327244473468
5094,"NAyARIT",Compostela,79.8,1.8,27.6,21,-105.20507160520218,21.297932492743037
5095,JALISCO,Teocaltiche,241.6,0.9,3.4,20,-102.53258363499424,21.329373527687327
5096,JALISCO,San Juan de los Lagos,18.9,1.9,15.2,14,-102.29902166112733,21.331619315897633
5097,JALISCO,Lagos de Moreno,40.7,0.7,11.3,14,-101.9509244885372,21.331619315897633
5098,JALISCO,Lagos de Moreno,25.7,1.7,12.1,20,-101.89253399507048,21.331619315897633
5099,GUANAJUATO,Dolores Hidalgo,7,1.1,2.3,14,-100.9043871825566,21.32712773947702
5101,GUANAJUATO,San Luis de la Paz,2,1.8,2.8,14,-100.5562900099665,21.324881951266715
5102,VERACRUZ,Platon S nchez,14.1,0.6,0,10,-98.29028970581538,21.286703551691502
5104,"NAyARIT",Compostela,47.9,1,21.5,6,-105.20282581699192,21.24403357569568
5105,"NAyARIT",Compostela,69.8,1.1,18.5,21,-105.1444353235252,21.24403357569568
5107,"NAyARIT",Compostela,34.9,1.7,14.9,23,-104.91311913786852,21.248525152116297
5108,"NAyARIT",Compostela,32.9,1.8,9,23,-104.8547286444018,21.250770940326603
5109,JALISCO,Jalostotitlan,28.3,2.2,32.8,20,-102.4741931415275,21.27547461063997
5113,JALISCO,San Juan de los Lagos,385.7,5.6,25.6,14,-102.18224067419384,21.27547461063997
5115,GUANAJUATO,Dolores Hidalgo,12.1,2.3,2.8,14,-100.73146149036668,21.27098303421936
5117,"NAyARIT",Compostela,109.7,1.2,15.3,21,-105.1444353235252,21.19013465864833
5118,"NAyARIT",Compostela,47.9,1.3,7.4,15,-104.85248285619154,21.19462623506894
5119,GUANAJUATO,Leon,6,0.9,2.1,14,-101.4276558355469,21.22157569359262
5121,GUANAJUATO,San Luis de la Paz,14.1,3.4,4.7,14,-100.61468050343322,21.2148383289617
5122,GUANAJUATO,Victoria,2,1.4,3.7,14,-100.2081928373764,21.212592540751395
5123,"NAyARIT",Compostela,41.9,1.4,24.2,21,-105.14218953531493,21.136235741600977
5124,"NAyARIT",San Pedro Lagunillas,8,1.4,16,23,-104.85248285619154,21.14072731802159
5128,GUANAJUATO,Dolores Hidalgo,10.1,1.1,4.7,20,-100.73146149036668,21.16318520012465
5129,GUANAJUATO,San Luis de la Paz,12.1,2.7,3.8,14,-100.67307099689997,21.160939411914345
5130,GUANAJUATO,San Luis de la Paz,22.1,3.3,3.9,20,-100.61468050343322,21.160939411914345
5131,GUANAJUATO,Doctor Mora,12.1,2.4,3.3,14,-100.38336431777655,21.15869362370404
5132,"NAyARIT",Ahuacatlan,109.7,0.7,4.8,23,-104.61892088232464,21.091319977394846
5134,JALISCO,Jalostotitlan,402.7,2.7,10.4,14,-102.47194735331723,21.11153207128761
5136,GUANAJUATO,Dolores Hidalgo,4,1.9,2.7,20,-100.73146149036668,21.107040494866993
5137,GUANAJUATO,San Luis de la Paz,26.2,2.9,3.6,14,-100.61692629164348,21.107040494866993
5138,GUANAJUATO,San Luis de la Paz,9.9,1.1,2.8,20,-100.55853579817676,21.107040494866993
5139,GUANAJUATO,San Luis de la Paz,4,1.5,4.7,14,-100.50014530471005,21.104794706656687
5140,GUANAJUATO,Doctor Mora,20.9,1.1,2.8,14,-100.4417548112433,21.104794706656687
5141,GUANAJUATO,Doctor Mora,26.2,2,2.7,14,-100.38336431777655,21.104794706656687
5142,"NAyARIT",Ahuacatlan,109.7,2.1,19.2,23,-104.44374940192444,21.0396668485578
5143,JALISCO,yahualica de Gonzalez Gallo,72.9,0.7,3.4,29,-102.87843501937408,21.055387366029944
5144,JALISCO,San Miguel el Alto,55.6,0.8,7.8,14,-102.29902166112733,21.05763315424025
5148,GUANAJUATO,Leon,30.2,1.1,3,20,-101.6028273159471,21.05763315424025
5149,GUANAJUATO,Allende,48.3,2.8,4.3,14,-100.61692629164348,21.05314157781964
5150,GUANAJUATO,San Jose Iturbide,12.1,2.2,3.1,14,-100.50014530471005,21.05089578960933
5151,JALISCO,Cuqu!o,80.5,1.3,4.5,29,-102.99297021809728,21.00148844898259
5153,GUANAJUATO,San Francisco del Rincon,29.8,2.9,2.5,14,-101.83414350160376,21.003734237192894
5154,GUANAJUATO,Leon,17.9,1.4,2.7,14,-101.71960830288054,21.003734237192894
5159,VERACRUZ,Temapache,5.9,0.8,15.7,10,-97.54693380821972,20.93860637909401
5160,VERACRUZ,Tuxpam,7.8,0.6,15.8,10,-97.488543314753,20.93860637909401
5163,JALISCO,Cuqu!o,50.3,0.8,3.3,29,-103.051360711564,20.94534374372493
5164,GUANAJUATO,Purisima del Rincon,10.1,2.2,3.7,14,-101.89253399507048,20.949835320145542
5165,GUANAJUATO,San Francisco del Rincon,4,1.6,3.1,14,-101.71960830288054,20.949835320145542
5167,GUANAJUATO,Leon,4,0.9,2.9,20,-101.6028273159471,20.949835320145542
5168,GUANAJUATO,Allende,4,2.5,5.4,14,-100.79209777204368,20.94534374372493
5170,GUANAJUATO,Allende,10.1,1.3,3.6,20,-100.61692629164348,20.943097955514624
5172,JALISCO,San Juanito de Escobedo,66.4,1.2,19.2,23,-104.03501594765734,20.88246167383635
5173,JALISCO,Cuqu!o,0,1.6,4.1,29,-103.10975120503072,20.891444826677574
5175,GUANAJUATO,Purisima del Rincon,8.1,1.1,2.9,14,-101.89253399507048,20.89593640309819
5176,GUANAJUATO,San Francisco del Rincon,6,1.4,3.4,14,-101.77799879634728,20.89593640309819
5177,GUANAJUATO,San Francisco del Rincon,2,1.9,5.3,20,-101.71960830288054,20.89593640309819
5178,GUANAJUATO,Silao,16.1,1.5,3,14,-101.48829211722388,20.893690614887884
5179,GUANAJUATO,Silao,8.1,0.6,3,20,-101.42990162375716,20.893690614887884
5184,GUANAJUATO,Purisima del Rincon,8.1,3.4,3.3,14,-101.9509244885372,20.842037486050835
5185,GUANAJUATO,San Francisco del Rincon,14.1,2.7,4.8,14,-101.89253399507048,20.842037486050835
5186,GUANAJUATO,Romita,2,2,3.8,20,-101.6028273159471,20.83979169784053
5187,GUANAJUATO,Romita,6,1.3,3.4,20,-101.48829211722388,20.83979169784053
5188,GUANAJUATO,Silao,6,1.1,3.5,20,-101.42990162375716,20.83979169784053
5189,GUANAJUATO,Silao,2,1.1,3.4,20,-101.37151113029044,20.83979169784053
5192,JALISCO,Puerto Vallarta,43.9,1.6,35.5,21,-105.19159687594062,20.75220595763858
5193,JALISCO,Puerto Vallarta,46.9,0.3,14.1,21,-105.13320638247389,20.75445174584889
5196,GUANAJUATO,Manuel Doblado,16.1,1.9,3,14,-101.89253399507048,20.785892780793176
5197,GUANAJUATO,Manuel Doblado,2,1.8,2.8,14,-101.83414350160376,20.785892780793176
5198,GUANAJUATO,Romita,2,1.6,3.9,20,-101.6612178094138,20.785892780793176
5199,GUANAJUATO,Romita,25.8,1.6,3.6,14,-101.54668261069062,20.785892780793176
5200,GUANAJUATO,Romita,10.1,1.4,2.9,20,-101.48829211722388,20.785892780793176
5201,GUANAJUATO,Irapuato,12.1,1.9,3.1,20,-101.42990162375716,20.785892780793176
5202,GUANAJUATO,Irapuato,30.2,1,3,14,-101.37151113029044,20.785892780793176
5203,QUERETARO,Colon,4,0.7,3.1,14,-100.21493020200715,20.77690962795195
5205,VERACRUZ,Cazones,18.9,0.6,37.2,10,-97.26396449372712,20.71402755806337
5209,JALISCO,San Juanito de Escobedo,47.3,0.7,19.6,23,-103.97437966598036,20.718519134483984
5210,JALISCO,El Arenal,77.1,0.9,12.6,15,-103.68691877506724,20.723010710904596
5211,GUANAJUATO,Manuel Doblado,18.1,2.7,3.2,14,-101.89253399507048,20.73199386374582
5212,GUANAJUATO,Abasolo,57.6,1,3.1,14,-101.6028273159471,20.73199386374582
5213,GUANAJUATO,Irapuato,11.9,0.9,3.8,14,-101.42990162375716,20.73199386374582
5214,GUANAJUATO,Irapuato,2,0.6,2.9,20,-101.37151113029044,20.73199386374582
5215,GUANAJUATO,Comonfort,6,0.4,3.8,20,-100.7359530667872,20.72750228732521
5220,JALISCO,Ahualulco de Mercado,70.5,0.9,17.3,23,-103.91598917251363,20.664620217436628
5221,JALISCO,Teuchitlan,80.5,0.5,1.9,23,-103.80145397379044,20.666866005646938
5223,GUANAJUATO,Manuel Doblado,1,1.2,2.8,14,-101.89253399507048,20.67809494669847
5224,GUANAJUATO,Manuel Doblado,6,1.3,3.7,14,-101.77799879634728,20.67809494669847
5225,GUANAJUATO,Cueramaro,16.1,2.2,2.9,14,-101.6612178094138,20.67809494669847
5227,GUANAJUATO,Salamanca,19.9,1.5,3.2,14,-101.25697593156724,20.675849158488163
5229,QUERETARO,Ezequiel Montes,112.8,2.7,4,14,-99.92746931109404,20.664620217436628
5235,JALISCO,Teuchitlan,48.3,1.5,5.1,23,-103.8575986790469,20.612967088599586
5236,JALISCO,Tala,201.3,0.6,3.2,23,-103.80145397379044,20.612967088599586
5237,JALISCO,Tala,27.2,0.6,2.4,23,-103.74306348032373,20.612967088599586
5238,JALISCO,Tepatitlan de Morelos,13.1,0.1,2.9,14,-102.87618923116382,20.6197044532305
5239,GUANAJUATO,Cueramaro,58.4,0.8,2.8,14,-101.6612178094138,20.621950241440807
5240,GUANAJUATO,Cueramaro,8.1,1.9,4.3,20,-101.6028273159471,20.621950241440807
5241,GUANAJUATO,Abasolo,25.8,1.2,3,20,-101.54668261069062,20.621950241440807
5243,GUANAJUATO,Irapuato,14.1,1.1,3.4,20,-101.42990162375716,20.621950241440807
5244,GUANAJUATO,Irapuato,20.1,0.6,3.3,20,-101.37375691850067,20.621950241440807
5245,GUANAJUATO,Salamanca,70.5,1.9,4.4,20,-101.25697593156724,20.621950241440807
5246,GUANAJUATO,Salamanca,4,1.5,3.9,20,-101.19858543810052,20.621950241440807
5247,GUANAJUATO,Salamanca,16.1,2.7,4,20,-101.14244073284404,20.621950241440807
5248,GUANAJUATO,Santa Cruz de Juventino Rosa,2,0.9,3.6,20,-101.0256597459106,20.6197044532305
5250,GUANAJUATO,Celaya,8.9,2.3,3.3,20,-100.85273405372064,20.6197044532305
5251,GUANAJUATO,Celaya,16.1,2.2,3.2,20,-100.79434356025394,20.617458665020195
5252,GUANAJUATO,Apaseo el Grande,4,1.8,6,14,-100.56302737459728,20.617458665020195
5255,QUERETARO,Ezequiel Montes,6,1.9,4.5,14,-99.86907881762733,20.60847551217897
5256,HIDALGO,Metztitlan,8.1,1,0.4,30,-98.77088838281075,20.58826341828621
5260,JALISCO,Mascota,179.5,1.7,4.4,32,-104.83900812693,20.543347654080083
5261,JALISCO,Mascota,159.5,2.3,12,32,-104.78286342167353,20.543347654080083
5262,JALISCO,Ameca,58.4,0.8,37.1,23,-104.08891486470355,20.554576595131618
5263,JALISCO,Ameca,60.4,1.2,35.2,23,-104.03052437123684,20.554576595131618
5264,JALISCO,Ameca,25.7,1,26.4,23,-103.9721338777701,20.55682238334192
5265,JALISCO,Ameca,31.2,0.4,9.7,23,-103.91598917251363,20.55682238334192
5266,JALISCO,San Martin de Hidalgo,70.5,0.4,5,23,-103.8575986790469,20.55682238334192
5267,JALISCO,Tala,29.2,0.4,3.2,23,-103.62628249339024,20.561313959762536
5269,JALISCO,Tlaquepaque,70.5,0.6,2.6,20,-103.3949663077336,20.56355974797284
5270,JALISCO,Zapotlanejo,33.6,0.7,18,14,-102.93233393642028,20.56580553618315
5272,JALISCO,Tototlan,30.2,0.9,16.9,20,-102.75940824423036,20.568051324393455
5273,JALISCO,Tototlan,15.2,1.1,28.1,20,-102.70101775076364,20.568051324393455
5274,JALISCO,Atotonilco el Alto,8.6,0.7,42,14,-102.47194735331723,20.568051324393455
5275,GUANAJUATO,Cueramaro,10.1,1.8,3.6,14,-101.60507310415734,20.568051324393455
5276,GUANAJUATO,Abasolo,23.8,1.5,2.7,20,-101.54668261069062,20.568051324393455
5277,GUANAJUATO,Abasolo,12.1,1.3,3.6,20,-101.48829211722388,20.568051324393455
5279,GUANAJUATO,Pueblo Nuevo,22.8,1.3,4.4,14,-101.37375691850067,20.568051324393455
5280,GUANAJUATO,Pueblo Nuevo,397.4,1.5,3.5,14,-101.31536642503396,20.568051324393455
5281,GUANAJUATO,Salamanca,42.3,1.2,3.3,14,-101.25697593156724,20.568051324393455
5284,GUANAJUATO,Santa Cruz de Juventino Rosa,99.3,2.5,2.8,20,-101.0256597459106,20.56580553618315
5285,GUANAJUATO,Villagran,23.8,1.9,2.8,20,-100.96951504065412,20.56580553618315
5286,GUANAJUATO,Celaya,14.1,3.6,3.1,20,-100.91112454718738,20.56580553618315
5288,GUANAJUATO,Celaya,4,1.4,3,20,-100.79434356025394,20.56355974797284
5289,GUANAJUATO,Celaya,6,1.1,3,20,-100.73819885499746,20.56355974797284
5291,GUANAJUATO,Apaseo el Grande,14.1,1.6,5.6,20,-100.5068826693408,20.561313959762536
5292,QUERETARO,Corregidora,20.1,1.1,4.2,14,-100.44849217587408,20.561313959762536
5296,QUERETARO,Tequisquiapan,8.1,1.5,3.7,14,-100.04425029802748,20.55682238334192
5297,QUERETARO,Tequisquiapan,29.8,1.5,3,14,-99.92746931109404,20.554576595131618
5298,QUERETARO,Tequisquiapan,17.9,0.9,2.7,20,-99.87132460583756,20.554576595131618
5300,HIDALGO,Tecozautla,12.1,2.3,6.1,14,-99.64000842018092,20.550085018711
5301,HIDALGO,Tasquillo,1,0.7,26,14,-99.35030174105754,20.54559344229039
5302,HIDALGO,Tasquillo,14.7,3.4,25,14,-99.29415703580106,20.54559344229039
5307,JALISCO,Ameca,58.4,2.6,44.1,23,-103.9721338777701,20.500677678084266
5309,JALISCO,San Martin de Hidalgo,32.2,0.8,11.3,23,-103.8575986790469,20.50292346629457
5310,JALISCO,Tototlan,8.1,1.2,16.7,20,-102.70101775076364,20.511906619135793
5311,JALISCO,Atotonilco el Alto,3.2,1.4,25.1,20,-102.5280920585737,20.5141524073461
5312,GUANAJUATO,Abasolo,15.9,0.9,3,14,-101.60507310415734,20.5141524073461
5314,GUANAJUATO,Irapuato,40.3,1.3,3.1,20,-101.48829211722388,20.5141524073461
5315,GUANAJUATO,Irapuato,41.7,1.7,3.2,20,-101.42990162375716,20.5141524073461
5316,GUANAJUATO,Pueblo Nuevo,38.2,1.5,3.2,20,-101.37375691850067,20.5141524073461
5317,GUANAJUATO,Valle de Santiago,16.1,1.4,3,20,-101.31536642503396,20.511906619135793
5318,GUANAJUATO,Salamanca,32.2,1.9,3.2,14,-101.0840502393773,20.511906619135793
5319,GUANAJUATO,Villagran,18.1,1.7,3.7,20,-101.0256597459106,20.511906619135793
5321,GUANAJUATO,Celaya,10.1,1.9,3.3,20,-100.91112454718738,20.509660830925487
5322,GUANAJUATO,Celaya,22.1,1.7,3.7,20,-100.85273405372064,20.509660830925487
5323,GUANAJUATO,Apaseo el Grande,44.3,4.3,5,20,-100.73819885499746,20.509660830925487
5324,GUANAJUATO,Apaseo el Grande,4,2.5,4.5,14,-100.621417868064,20.50741504271518
5325,GUANAJUATO,Corregidora,4,2.4,5.4,14,-100.5068826693408,20.50741504271518
5328,QUERETARO,San Juan del Rio,30.8,1.6,4.4,14,-100.04425029802748,20.50292346629457
5329,HIDALGO,Alfajayucan,31.4,0.9,6.5,14,-99.3525475292678,20.491694525243037
5330,HIDALGO,Tasquillo,23.5,0.9,9.7,14,-99.29415703580106,20.48944873703273
5331,HIDALGO,Ixmiquilpan,11.8,1,26.2,14,-99.23576654233432,20.48944873703273
5332,HIDALGO,Ixmiquilpan,90.2,1.5,24.2,14,-99.17962183707786,20.48944873703273
5333,JALISCO,Ixtlahuacan de los Membrillo,38.3,1,17.7,20,-103.22204061554368,20.455761913878135
5336,JALISCO,Zapotlan del Rey,36.4,1,16.5,20,-102.87394344295356,20.45800770208844
5337,JALISCO,Zapotlan del Rey,22.2,1.8,7.8,20,-102.81779873769707,20.45800770208844
5340,JALISCO,Atotonilco el Alto,56.4,1.2,18.7,20,-102.46970156510696,20.460253490298747
5343,GUANAJUATO,Penjamo,47.7,1.8,3.6,14,-101.9509244885372,20.460253490298747
5344,GUANAJUATO,Penjamo,8.1,0.8,3.5,14,-101.6612178094138,20.460253490298747
5346,GUANAJUATO,Abasolo,12.1,1.2,4.8,20,-101.54668261069062,20.460253490298747
5347,GUANAJUATO,Valle de Santiago,16.9,1.3,3,14,-101.37375691850067,20.45800770208844
5348,GUANAJUATO,Valle de Santiago,30.2,1.7,5,20,-101.31536642503396,20.45800770208844
5349,GUANAJUATO,Valle de Santiago,20.1,1.1,4.8,14,-101.20083122631075,20.45800770208844
5352,GUANAJUATO,Cortazar,99.3,1.3,3,20,-101.02790553412083,20.45800770208844
5353,GUANAJUATO,Cortazar,119.2,2.2,3.8,20,-100.96951504065412,20.455761913878135
5358,QUERETARO,San Juan del Rio,44.7,1.2,3.6,14,-100.04649608623777,20.446778761036907
5359,HIDALGO,Alfajayucan,45.1,1.6,37.3,14,-99.3525475292678,20.43779560819568
5360,HIDALGO,Atotonilco el Grande,0,0.6,0.2,30,-98.66084476050808,20.424320878933845
5361,JALISCO,Ixtlahuacan de los Membrillo,37.2,1.5,31.8,20,-103.21979482733342,20.40186299683078
5362,JALISCO,Ixtlahuacan de los Membrillo,15.1,0.5,23.2,20,-103.16365012207694,20.40186299683078
5363,JALISCO,Zapotlan del Rey,26.3,1.1,17.3,20,-102.990724429887,20.40186299683078
5364,JALISCO,Zapotlan del Rey,54.5,1.1,14.3,20,-102.93233393642028,20.40186299683078
5365,JALISCO,Ocotlan,34.3,0.6,17.2,20,-102.70101775076364,20.404108785041085
5366,JALISCO,Ocotlan,66.7,0.7,24.4,20,-102.64262725729692,20.404108785041085
5368,JALISCO,La Barca,241.6,2.6,25.4,20,-102.41355685985052,20.404108785041085
5370,GUANAJUATO,Penjamo,30.8,0.8,3.1,14,-102.0654596872604,20.40635457325139
5371,GUANAJUATO,Penjamo,12.1,0.8,3.9,14,-102.00931498200391,20.40635457325139
5372,GUANAJUATO,Penjamo,10.1,1.3,5.8,14,-101.9509244885372,20.40635457325139
5373,GUANAJUATO,Penjamo,26.8,0.9,4.2,14,-101.6612178094138,20.40635457325139
5374,GUANAJUATO,Abasolo,30.2,1.3,5.6,14,-101.43214741196742,20.404108785041085
5375,GUANAJUATO,Valle de Santiago,18.1,1.3,3.6,20,-101.37375691850067,20.404108785041085
5377,GUANAJUATO,Valle de Santiago,10.1,1.5,3.9,20,-101.2592217197775,20.404108785041085
5378,GUANAJUATO,Valle de Santiago,12.1,1.4,4.7,14,-101.14244073284404,20.404108785041085
5379,GUANAJUATO,Jaral del Progreso,12.1,1,3.5,20,-101.0840502393773,20.40186299683078
5380,GUANAJUATO,Jaral del Progreso,8.1,0.3,3.8,20,-101.02790553412083,20.40186299683078
5381,GUANAJUATO,Apaseo el Alto,12.1,1,3.9,14,-100.56527316280751,20.399617208620473
5382,HIDALGO,Alfajayucan,29.4,1,10.4,14,-99.35479331747806,20.381650902938024
5383,HIDALGO,Chilcuautla,45.1,11.2,20.4,14,-99.18186762528812,20.379405114727717
5384,JALISCO,Villa Corona,87.9,1.9,34.2,23,-103.7385719039032,20.34122671515251
5385,JALISCO,Ixtlahuacan de los Membrillo,9.1,0.8,21.8,14,-103.16140433386668,20.34571829157312
5386,JALISCO,La Barca,35.2,1.4,23,20,-102.46970156510696,20.350209867993733
5387,JALISCO,La Barca,12.9,1,25.8,20,-102.41131107164026,20.350209867993733
5392,GUANAJUATO,Penjamo,208.6,1.7,4.5,14,-101.66346359762407,20.350209867993733
5393,GUANAJUATO,Huanimaro,158.9,1.7,4.5,20,-101.54668261069062,20.350209867993733
5394,GUANAJUATO,Valle de Santiago,24.2,1.3,5.4,14,-101.43214741196742,20.350209867993733
5395,GUANAJUATO,Jaral del Progreso,63.6,1.2,3.3,20,-101.02790553412083,20.347964079783427
5397,HIDALGO,San Salvador,2,0.6,20.5,14,-99.0089419330982,20.32101462125975
5399,JALISCO,Zacoalco de Torres,10.7,0.9,33.4,14,-103.62403670518,20.287327798105153
5400,JALISCO,Jocotepec,23.6,1,23.9,14,-103.45111101299008,20.28957358631546
5401,JALISCO,La Barca,7.2,0.4,11.8,14,-102.58423676383018,20.296310950946378
5403,MICHOACAN,Tanhuato,23.6,2.3,16.6,20,-102.35516636638378,20.296310950946378
5404,MICHOACAN,yurecuaro,25.7,1.4,10.5,20,-102.29677587291704,20.296310950946378
5411,MICHOACAN,Jose Sixto Verduzco,18.1,1.2,3.8,14,-101.60507310415734,20.296310950946378
5412,MICHOACAN,Jose Sixto Verduzco,29.8,1.3,3.8,20,-101.54668261069062,20.296310950946378
5413,MICHOACAN,Jose Sixto Verduzco,38.2,2.3,6,20,-101.49053790543417,20.296310950946378
5414,GUANAJUATO,Jaral del Progreso,49.7,0.8,3.1,20,-101.02790553412083,20.29406516273607
5415,GUANAJUATO,Salvatierra,16.1,1.5,3.4,20,-100.91337033539764,20.29406516273607
5416,GUANAJUATO,Salvatierra,26.2,1.3,4,20,-100.85497984193093,20.291819374525765
5417,GUANAJUATO,Tarimoro,4,0.7,3.5,20,-100.79658934846418,20.291819374525765
5418,GUANAJUATO,Jerecuaro,16.9,0.9,3.1,14,-100.50912845755106,20.28957358631546
5419,HIDALGO,Chilcuautla,39.2,1.2,24.3,14,-99.24025811875484,20.27160728063301
5420,HIDALGO,Progreso de Obregon,51,1,22.9,14,-99.18411341349838,20.27160728063301
5422,HIDALGO,San Salvador,78.4,1.6,15,14,-99.01118772130846,20.267115704212394
5424,JALISCO,Jamay,30.8,1.6,19.2,14,-102.70101775076364,20.24016624568872
5425,JALISCO,Jamay,45.2,2.2,25.4,14,-102.64262725729692,20.24016624568872
5427,MICHOACAN,Vista Hermosa,12.3,0.9,16.3,14,-102.46970156510696,20.242412033899026
5428,MICHOACAN,yurecuaro,25.7,3,43.3,14,-102.23838537945032,20.242412033899026
5430,GUANAJUATO,Salvatierra,16.1,2.7,3.2,20,-101.02790553412083,20.24016624568872
5431,GUANAJUATO,Salvatierra,24.2,1.4,4.1,20,-100.97176082886438,20.237920457478413
5432,GUANAJUATO,Salvatierra,20.1,1.3,4.1,20,-100.91337033539764,20.237920457478413
5433,GUANAJUATO,Salvatierra,12.1,2,6.5,20,-100.85497984193093,20.237920457478413
5434,GUANAJUATO,Jerecuaro,20.9,1,3.2,14,-100.5675189510178,20.235674669268107
5435,MEXICO,Polotitlan,6,1.1,2.6,14,-99.87581618225808,20.22669151642688
5438,HIDALGO,Nopala de Villagran,4,0.7,3.3,14,-99.58835529134495,20.222199940006263
5440,HIDALGO,Mixquiahuala de Juarez,74.5,1.5,14.1,14,-99.18411341349838,20.215462575375348
5441,HIDALGO,Francisco I. Madero,120,1.7,16.9,14,-99.0695782147752,20.21321678716504
5443,HIDALGO,Huasca de Ocampo,22.8,0.5,0,15,-98.5508011382054,20.204233634323817
5444,HIDALGO,Huasca de Ocampo,69.5,0.4,0,23,-98.49241064473868,20.20198784611351
5445,HIDALGO,Acatlan,43.7,1.1,0.4,23,-98.4362659394822,20.199742057903205
5446,HIDALGO,Acatlan,84.6,2.3,1.3,30,-98.37787544601548,20.199742057903205
5447,HIDALGO,Metepec,32.8,1,0.5,30,-98.31948495254876,20.1974962696929
5448,JALISCO,Zacoalco de Torres,8.6,8.2,43.1,14,-103.50725571824654,20.179529964010445
5449,MICHOACAN,Venustiano Carranza,5.1,1.7,24.6,20,-102.64262725729692,20.186267328641364
5450,MICHOACAN,Venustiano Carranza,6.2,1.2,16.8,20,-102.58423676383018,20.186267328641364
5451,MICHOACAN,Pajacuaran,12.3,0.6,17.1,20,-102.5280920585737,20.186267328641364
5452,MICHOACAN,Pajacuaran,8.2,0.8,27,20,-102.46970156510696,20.186267328641364
5455,MICHOACAN,Penjamillo,16.9,0.9,2.1,20,-101.89253399507048,20.18851311685167
5456,MICHOACAN,Angamacutiro,6,1.8,2.5,14,-101.66346359762407,20.18851311685167
5457,GUANAJUATO,yuriria,27.8,1.4,4.3,14,-101.2592217197775,20.186267328641364
5458,GUANAJUATO,Santiago Maravatio,8.1,0.4,5.1,20,-100.97176082886438,20.184021540431058
5459,MEXICO,Aculco,13.9,0.5,2.5,14,-99.9342066757248,20.175038387589833
5460,MEXICO,Polotitlan,44.7,1.1,3.5,14,-99.76128098353487,20.17054681116922
5461,HIDALGO,Tezontepec de Aldama,52.9,1.4,16.2,14,-99.30089440043184,20.163809446538306
5462,HIDALGO,Tezontepec de Aldama,60.8,2,21.9,14,-99.24250390696513,20.163809446538306
5464,HIDALGO,Acatlan,2,0.9,0.5,23,-98.4362659394822,20.14584314085585
5466,JALISCO,Tomatlan,21.8,0.9,2.9,19,-105.290411557192,20.098681588439415
5467,JALISCO,Teocuitatlan de Corona,36.4,1.6,40.5,20,-103.39047473131308,20.1278768351734
5468,JALISCO,Teocuitatlan de Corona,6.4,1.5,22,20,-103.27593953258987,20.1278768351734
5469,MICHOACAN,Cojumatlan de Regules,6.2,0.9,23.9,14,-102.8716976547433,20.130122623383706
5471,MICHOACAN,Venustiano Carranza,2.1,3.8,59,20,-102.69877196255338,20.132368411594012
5472,MICHOACAN,Venustiano Carranza,8.2,1.1,20.9,20,-102.64262725729692,20.132368411594012
5473,MICHOACAN,Pajacuaran,7.2,0.8,22.9,14,-102.58423676383018,20.132368411594012
5474,MICHOACAN,Pajacuaran,16.4,2,30.1,20,-102.52584627036345,20.132368411594012
5475,MICHOACAN,Puruandiro,16.9,0.4,1.7,14,-101.43214741196742,20.132368411594012
5476,GUANAJUATO,yuriria,49.7,1.3,2.5,14,-101.37600270671096,20.132368411594012
5477,GUANAJUATO,Acambaro,53.6,0.8,4.3,20,-100.74044464320772,20.1278768351734
5478,GUANAJUATO,Acambaro,11.9,1,5.2,14,-100.62590944448452,20.1278768351734
5480,MEXICO,Aculco,8.9,0.9,2.7,14,-99.81967147700162,20.11889368233217
5481,HIDALGO,Tezontepec de Aldama,60.8,1.1,11.5,14,-99.30089440043184,20.109910529490943
5482,HIDALGO,Tlaxcoapan,68.6,1,12.5,14,-99.24474969517536,20.10766474128064
5483,HIDALGO,Tlahuelilpan,54.9,1.2,18.2,14,-99.18635920170864,20.10766474128064
5484,HIDALGO,Tetepango,105.9,16.7,19.4,14,-99.12796870824192,20.105418953070338
5487,JALISCO,Tomatlan,6,0.5,6.7,19,-105.34655626244847,20.042536883181754
5488,JALISCO,Tomatlan,19.9,0.3,4,19,-105.290411557192,20.042536883181754
5490,MICHOACAN,Sahuayo,14.4,0.5,19.7,20,-102.69877196255338,20.078469494546656
5494,GUANAJUATO,Acambaro,26.8,1.1,4.2,20,-100.79883513667444,20.073977918126044
5495,GUANAJUATO,Acambaro,16.9,1.2,4.9,20,-100.74269043141796,20.073977918126044
5496,GUANAJUATO,Acambaro,20.9,0.8,3.8,20,-100.68429993795124,20.073977918126044
5498,MICHOACAN,Epitacio Huerta,2,0.7,0.8,14,-100.2239133548482,20.06948634170543
5500,VERACRUZ,Misantla,0,1.1,71,11,-96.88667207440363,19.993129542555018
5503,JALISCO,Tomatlan,149,0.5,2.3,19,-105.28816576898176,19.9886379661344
5505,JALISCO,Atoyac,6,0.4,27.8,14,-103.50500993003628,20.017833212868386
5506,MICHOACAN,Villamar,44.3,2.5,21.2,20,-102.64262725729692,20.024570577499304
5507,MICHOACAN,Villamar,0,2,1.2,14,-102.52584627036345,20.024570577499304
