LabID,STATE,MUNICIPALITY,p_bray,k,ca,stratum,x,y
2072,MEXICO,Tepotzotlan,31.8,0.4,0,15,-99.36602225852934,19.730372321949165
2073,MEXICO,Tepotzotlan,188.7,0.3,1.3,24,-99.21330866023176,19.72812653373886
2074,MEXICO,Nextlalpan,32.2,2.3,1.5,24,-99.06059506193417,19.723634957318247
2075,MEXICO,Teotihuacan,4,1.1,0.1,24,-98.90788146363656,19.721389169107937
2076,MEXICO,San Martin de las Piramides,149,0.5,0.1,15,-98.83152466448776,19.71914338089763
2077,MEXICO,Axapusco,4,1.5,0.1,24,-98.75516786533896,19.71914338089763
2080,HIDALGO,Apan,3.9,0.9,11.4,24,-98.5238516796823,19.712406016266712
2088,VERACRUZ,Jalacingo,1,1.5,7.6,15,-97.29989710509126,19.680964981322425
2089,VERACRUZ,Villa Aldama,13,3.4,23.5,15,-97.22354030594246,19.67647340490181
2092,VERACRUZ,Naolinco,0,0.4,5.5,28,-96.84175631019848,19.66524446385028
2093,VERACRUZ,Alto Lucero de Gutierrez Bar,8,2.6,19.3,11,-96.68904271190088,19.660752887429663
2095,JALISCO,San Gabriel,2,0.6,3.4,19,-103.8081913384212,19.66973604027089
2098,JALISCO,Tamazula de Gordiano,53.6,0.5,2,19,-103.19509115702056,19.67647340490181
2100,MICHOACAN,Los Reyes,0,1.1,5.3,15,-102.42927737732232,19.678719193112116
2101,MICHOACAN,Charapan,0,0.3,2,15,-102.27656377902473,19.680964981322425
2102,MICHOACAN,Charapan,0,1.1,5.2,15,-102.20020697987592,19.680964981322425
2103,MICHOACAN,Paracho,0,1.9,8.3,15,-102.12385018072712,19.680964981322425
2104,MICHOACAN,Paracho,20.9,1,4.1,15,-102.04749338157832,19.680964981322425
2106,MICHOACAN,Erongaricuaro,0,1.4,7,15,-101.73982039677288,19.680964981322425
2108,MICHOACAN,Morelia,0,0.4,19.4,15,-101.35803640102888,19.678719193112116
2109,MICHOACAN,Charo,0,0.3,14.8,15,-101.0526092044337,19.67647340490181
2110,MICHOACAN,Irimbo,17.9,0.1,0,15,-100.43950902303304,19.671981828481197
2111,MEXICO,San Felipe del Progreso,15.9,0.8,0,15,-100.21043862558663,19.66973604027089
2112,MEXICO,San Felipe del Progreso,25.8,1.4,0,15,-100.13408182643784,19.66973604027089
2113,MEXICO,San Felipe del Progreso,29.8,0.4,0,15,-100.05772502728904,19.667490252060585
2118,MEXICO,Otumba,188.7,1.3,0.1,24,-98.75516786533896,19.64503236995752
2119,HIDALGO,Apan,17,0.4,3,24,-98.52609746789255,19.640540793536907
2120,HIDALGO,Apan,15.2,0.8,7.7,24,-98.44974066874376,19.6382950053266
2121,HIDALGO,Almoloya,80.8,0.8,5.4,24,-98.37338386959496,19.636049217116295
2122,TLAXCALA,Tlaxco,21.6,1.9,9.5,24,-98.29702707044616,19.636049217116295
2123,TLAXCALA,Tlaxco,15.2,0.9,12.5,24,-98.22067027129737,19.63380342890599
2125,PUEBLA,Cuyoaco,20.2,0.3,3.1,15,-97.68617267725575,19.618082911433845
2126,PUEBLA,Cuyoaco,40.4,1.2,10.1,15,-97.60981587810696,19.615837123223535
2127,PUEBLA,Cuyoaco,23.2,1.4,6.2,15,-97.53345907895816,19.61359133501323
2128,VERACRUZ,Perote,46.9,3,13.6,24,-97.22578609415272,19.604608182172004
2129,VERACRUZ,Las Vigas de Ramirez,0,3.1,12.1,15,-97.073072495855115,19.600116605751392
2133,VERACRUZ,Alto Lucero de Gutierrez Bar,36.9,2.1,34.5,13,-96.61493170096232,19.58439608827925
2136,JALISCO,Tuxpan,34.8,1,2.1,19,-103.50051835361576,19.600116605751392
2137,JALISCO,Tuxpan,4,1,4.8,19,-103.42416155446696,19.600116605751392
2140,MICHOACAN,Erongaricuaro,0,2,9.4,15,-101.73982039677288,19.60685397038231
2141,MICHOACAN,Tzintzuntzan,0,0.8,1.8,15,-101.51074999932648,19.60685397038231
2143,MICHOACAN,Ocampo,25.8,0.7,0,15,-100.36315222388424,19.600116605751392
2145,MEXICO,San Felipe del Progreso,15.9,0.1,0,15,-100.13408182643784,19.59562502933078
2146,MEXICO,San Felipe del Progreso,20.9,0.1,0,15,-100.05772502728904,19.59562502933078
2147,MEXICO,San Felipe del Progreso,17.9,0.3,0,15,-99.98136822814024,19.593379241120473
2150,TLAXCALA,Calpulalpan,14.1,1.1,0.7,24,-98.6047000552516,19.570921359017408
2151,TLAXCALA,Calpulalpan,8.9,0.4,0.9,24,-98.5283432561028,19.568675570807105
2152,TLAXCALA,Calpulalpan,18.9,0.6,1,24,-98.45198645695402,19.566429782596796
2153,TLAXCALA,Hueyotlipan,9.9,0.6,0.7,24,-98.37562965780522,19.56418399438649
2154,TLAXCALA,Tlaxco,26.8,1.3,1.1,24,-98.29927285865642,19.561938206176183
2155,TLAXCALA,Atlangatepec,53.6,0.9,1.3,15,-98.22291605950764,19.559692417965877
2156,TLAXCALA,Tlaxco,18.2,0.7,6.7,15,-98.14655926035884,19.559692417965877
2158,TLAXCALA,Emiliano Zapata,69.5,2,1,15,-97.91748886291244,19.55295505333496
2159,PUEBLA,Ixtacamaxtitlan,2,1.7,8.2,15,-97.76477526461484,19.548463476914343
2160,PUEBLA,Cuyoaco,50.5,1,3.2,15,-97.53570486716843,19.541726112283424
2161,PUEBLA,Tepeyahualco,10.5,1.1,6.9,24,-97.45934806801964,19.53948032407312
2162,VERACRUZ,Perote,4.2,1.1,5.1,24,-97.30438868151178,19.534988747652505
2163,VERACRUZ,Perote,16,0.9,12.8,15,-97.1516750832142,19.530497171231893
2166,JALISCO,La Huerta,53.6,0.5,5.7,19,-104.56951354169894,19.512530865549444
2168,MICHOACAN,Periban,0,1,3.9,15,-102.42927737732232,19.534988747652505
2171,MICHOACAN,Uruapan,5,0.2,0.4,15,-102.20020697987592,19.534988747652505
2173,MICHOACAN,Patzcuaro,2,0.7,6.4,15,-101.51074999932648,19.534988747652505
2174,MICHOACAN,Huiramba,2,0.7,7.6,15,-101.43439320017768,19.534988747652505
2177,MICHOACAN,Tuxpan,0,2.1,8.5,15,-100.4417548112433,19.528251383021587
2178,MEXICO,San Felipe del Progreso,47.7,1.2,0,15,-100.13632761464812,19.523759806600975
2181,MEXICO,Jiquipilco,0,0.7,0,15,-99.59958423239624,19.517022441970056
2183,MEXICO,Texcoco,23.8,0.3,0,24,-98.83601624090826,19.50130192449791
2185,TLAXCALA,Hueyotlipan,19.9,0.7,0.8,15,-98.37787544601548,19.492318771656684
2186,TLAXCALA,Muqoz de Domingo Arenas,16.9,0.7,0.8,24,-98.22516184771789,19.487827195236072
2187,TLAXCALA,Tetla de la Solidaridad,7.9,0.7,0.7,15,-97.99609145027148,19.48333561881546
2190,VERACRUZ,Ayahualulco,149.6,1,6.6,15,-97.2325234587835,19.46087773671239
2191,VERACRUZ,Coatepec,10,1.8,9.2,28,-96.92709626218831,19.449648795660863
2200,MICHOACAN,Salvador Escalante,0,1.6,7,15,-101.74206618498312,19.4631235249227
2204,MEXICO,Villa Victoria,17.9,0.3,0,15,-100.05997081549933,19.449648795660863
2205,MEXICO,Villa Victoria,31.8,0.1,0.1,15,-99.9072572172017,19.447403007450557
2208,TLAXCALA,Hueyotlipan,7,0.7,1.1,15,-98.30376443507694,19.418207760716573
2209,TLAXCALA,Xaltocan,2,0.2,0.5,24,-98.22740763592816,19.415961972506267
2212,TLAXCALA,Altzayanca,49.7,1.2,0.6,15,-97.76926684103536,19.404733031454736
2214,PUEBLA,Tepeyahualco,6,0.2,0.7,24,-97.46383964444016,19.395749878613508
2222,VERACRUZ,Puente Nacional,4,0.9,35.8,25,-96.39484445635698,19.359817267248605
2223,COLIMA,Comala,10.9,0.8,22.8,15,-103.72734296285188,19.380029361141364
2230,MICHOACAN,Ziracuaretiro,24.8,0.9,4,15,-101.81842298413191,19.391258302192895
2232,MEXICO,Villa Victoria,17.9,0.8,0,15,-99.98361401635051,19.377783572931055
2233,MEXICO,Almoloya de Juarez,33.8,0.3,0,15,-99.9072572172017,19.375537784720752
2234,MEXICO,Lerma,12.9,0.4,0.2,15,-99.44911642230892,19.368800420089833
2236,MEXICO,Ixtapaluca,51.7,1.1,0,15,-98.83826202911852,19.3575714790383
2243,TLAXCALA,Huamantla,40.4,0.1,1.9,15,-98.000583026692,19.337359385145543
2244,TLAXCALA,Huamantla,5.2,0.2,3.5,15,-97.9242262275432,19.335113596935237
2245,TLAXCALA,Cuapiaxtla,21.2,0.2,1.5,15,-97.7715126292456,19.330622020514625
2250,VERACRUZ,Tlaltetela,18.9,0.7,34.2,11,-96.70251744116244,19.29693519736003
2253,JALISCO,Cihuatlan,55.6,1.1,5.3,19,-104.717735563576,19.292443620939416
2254,COLIMA,Villa de Alvarez,26.8,0.7,1.7,19,-103.72509717464165,19.30816413841156
2255,COLIMA,Cuauhtemoc,208.5,1.5,2.9,19,-103.64874037549284,19.30816413841156
2256,COLIMA,Cuauhtemoc,17.9,1.1,11.4,19,-103.57238357634404,19.310409926621865
2264,MICHOACAN,Taretan,0,0.4,1.4,15,-101.81842298413191,19.317147291252784
2266,MICHOACAN,Salvador Escalante,0,0.8,0.8,15,-101.66570938583432,19.317147291252784
2267,MICHOACAN,Tacambaro,0,0.6,0.5,15,-101.51299578753674,19.317147291252784
2268,MICHOACAN,Tacambaro,119.2,3.4,2.5,15,-101.43663898838794,19.317147291252784
2270,MEXICO,Donato Guerra,21.9,0.7,0,15,-100.13857340285836,19.305918350201253
2274,MEXICO,Zinacantepec,38.7,0.3,0.1,15,-99.83314620626317,19.30142677378064
2276,MEXICO,Lerma,8.9,0.9,0,15,-99.45136221051918,19.29693519736003
2278,MEXICO,Chalco,53.6,0.7,0.1,15,-98.84050781732878,19.285706256308497
2280,TLAXCALA,Chiautempan,37.4,0.1,1.1,15,-98.1532966249896,19.26998573883635
2282,PUEBLA,San Jose Chiapa,29.8,1.4,1.3,15,-97.77375841745588,19.25875679778482
2283,PUEBLA,Tlachichuca,6,0.7,1,15,-97.39197442171188,19.247527856733285
2287,VERACRUZ,Totutla,21.4,0.7,4,11,-96.93383362681908,19.234053127471448
2288,VERACRUZ,Puente Nacional,9,1.1,21.3,13,-96.70476322937267,19.225069974630223
2289,VERACRUZ,Puente Nacional,2,0.8,17.1,13,-96.62840643022388,19.222824186419917
2291,VERACRUZ,Paso de Ovejas,41.9,2.5,13.2,25,-96.40158182098776,19.21384103357869
2292,VERACRUZ,Veracruz,10,1.1,7.9,25,-96.24886822269016,19.209349457158076
2296,COLIMA,Cuauhtemoc,36.7,1.7,12.9,19,-103.64874037549284,19.23629891568175
2303,MICHOACAN,Ario,0,1.1,0.8,15,-101.66570938583432,19.24528206852298
2304,MICHOACAN,Tacambaro,317.9,2.8,2.3,15,-101.51299578753674,19.24528206852298
2305,MICHOACAN,Tacambaro,22.8,0.8,0.2,15,-101.43663898838794,19.24528206852298
2306,MICHOACAN,Juarez,10.5,0.3,46.8,5,-100.52035739860236,19.23854470389206
2307,MICHOACAN,Susupuato,4.6,0.7,8.7,15,-100.36764380030476,19.23629891568175
2309,MEXICO,Zinacantepec,208.6,0.6,0,15,-99.75903519532464,19.229561551050836
2310,MEXICO,Toluca,347.7,0.2,0,15,-99.68267839617585,19.22731576284053
2313,DISTRITO FEDERAL,Tlalpan,51.7,0.2,0,15,-99.22453760128305,19.22057839820961
2314,DISTRITO FEDERAL,Xochimilco,15.9,0.6,0,15,-99.14818080213423,19.2183326099993
2316,MEXICO,Cocotitlan,22.8,0.8,0.1,15,-98.84275360553904,19.211595245368382
2319,TLAXCALA,Acuamanala de Miguel Hidalgo,56.6,0.3,2.1,15,-98.15554241319988,19.19587472789624
2320,TLAXCALA,Teolocholco,42.4,0.2,2.4,15,-98.07918561405106,19.193628939685933
2321,TLAXCALA,Zitlaltepec de Trinidad,60.6,0.2,2.9,15,-97.92871780396372,19.191383151475627
2322,PUEBLA,Nopalucan,9.1,0.3,3.1,15,-97.85236100481492,19.18913736326532
2323,PUEBLA,Mazapiltepec de Juarez,38.3,8.3,3.5,9,-97.69964740651731,19.184645786844705
2324,PUEBLA,San Salvador el Seco,4.2,1.1,36.1,9,-97.62329060736852,19.1823999986344
2325,PUEBLA,San Nicolas Buenos Aires,10.5,0.3,4,24,-97.54693380821972,19.180154210424092
2326,PUEBLA,San Nicolas Buenos Aires,23.2,0.2,1.5,24,-97.47057700907094,19.177908422213783
2327,PUEBLA,Tlachichuca,39.7,0.7,0.6,15,-97.39422020992214,19.17566263400348
2329,VERACRUZ,Huatusco,64.3,1.1,14,11,-96.93607941502934,19.159942116531337
2330,VERACRUZ,Comapa,0,0.2,3.6,11,-96.85972261588054,19.15769632832103
2331,VERACRUZ,Comapa,10.7,0.2,10.6,11,-96.785611604942,19.155450540110724
2332,VERACRUZ,Soledad de Doblado,12,0.9,24.7,13,-96.48018440834682,19.144221599059193
2333,VERACRUZ,Soledad de Doblado,26.9,1.7,8.7,13,-96.403827609198,19.141975810848884
2334,VERACRUZ,Manlio Fabio Altamirano,9,1.5,10.6,25,-96.3274708100492,19.139730022638577
2335,VERACRUZ,Medell!n,7,0.4,12.8,25,-96.2511140109004,19.135238446217965
2336,COLIMA,Manzanillo,29.8,0.9,3,19,-104.33370577962177,19.155450540110724
2337,COLIMA,Coquimatlan,28.8,1,8.6,19,-103.95192178387778,19.159942116531337
2338,COLIMA,Colima,28.2,1.9,30.4,19,-103.64874037549284,19.16443369295195
2339,COLIMA,Colima,6,0.5,21.7,19,-103.57238357634404,19.16443369295195
2340,JALISCO,Pihuamo,11.9,1.2,7.2,19,-103.49602677719524,19.166679481162255
2348,MEXICO,Rayon,188.7,0.3,0,15,-99.60632159702703,19.153204751900414
2352,DISTRITO FEDERAL,Milpa Alta,20.9,2.4,0.1,15,-98.9977129920469,19.144221599059193
2353,MEXICO,Tenango del Aire,26.8,0.6,0,15,-98.9213561928981,19.141975810848884
2356,PUEBLA,Huejotzingo,22.2,0.4,3.1,15,-98.38685859885652,19.130746869797353
2358,PUEBLA,Cuautlancingo,0,0.2,3.3,15,-98.23414500055893,19.12625529337674
2360,PUEBLA,Soltepec,17.2,0.5,9.9,15,-97.7782499938764,19.11502635232521
2363,PUEBLA,Aljojuca,16.1,0.7,3.2,24,-97.54917959643,19.108288987694287
2364,PUEBLA,Tlachichuca,0,0.1,2.1,15,-97.4728227972812,19.10604319948398
2365,PUEBLA,Tlachichuca,202,0,0.3,15,-97.39646599813238,19.103797411273675
2367,VERACRUZ,Zentla,27.9,0.3,4.8,11,-96.78785739315228,19.08358531738092
2369,VERACRUZ,Manlio Fabio Altamirano,29.9,1.5,5,25,-96.32971659825948,19.065619011698463
2370,VERACRUZ,Medell!n,27.9,2.3,9.7,25,-96.25335979911068,19.06337322348816
2371,VERACRUZ,Medell!n,34.9,3.5,13.9,25,-96.17924878817212,19.061127435277857
2373,JALISCO,Pihuamo,14.9,1.7,16,19,-103.49378098898498,19.092568470222144
2378,MICHOACAN,Tuzantla,4.2,0.5,15.4,5,-100.6753167851102,19.09481425843245
2380,MEXICO,Valle de Bravo,5,2.2,0,15,-100.06446239191982,19.08807689380153
2382,MEXICO,Tenango del Valle,19.9,0.3,0,15,-99.6085673852373,19.081339529170613
2383,MEXICO,Tenango del Valle,25.8,0.3,0,15,-99.5322105860885,19.081339529170613
2386,MEXICO,Juchitepec,20.9,0.7,0,15,-98.9213561928981,19.07011058811908
2387,MEXICO,Juchitepec,59.6,0.9,0,15,-98.8449993937493,19.067864799908772
2390,PUEBLA,San Jeronimo Tecuanipan,52,0.1,0.8,15,-98.38910438706678,19.05663585885724
2392,PUEBLA,Acajete,16.2,0.1,1.4,23,-98.00732039132278,19.047652706016017
2394,PUEBLA,Tepeaca,13.6,0.5,9.1,15,-97.85685258123544,19.043161129595404
2395,PUEBLA,Acatzingo,16.2,0.8,8.6,15,-97.78049578208665,19.040915341385094
2396,PUEBLA,General Felipe Angeles,31.5,0.7,8.2,15,-97.70413898293783,19.038669553174792
2398,PUEBLA,San Juan Atenco,46.7,0.8,1.2,24,-97.55142538464024,19.034177976754176
2399,PUEBLA,Chalchicomula de Sesma,32.3,0.2,1.8,24,-97.47506858549144,19.03193218854387
2400,PUEBLA,Chalchicomula de Sesma,43.4,0.2,2.3,15,-97.39871178634266,19.029686400333564
2402,VERACRUZ,Chocaman,85.7,0.5,5.9,1,-97.01917357880892,19.018457459282033
2403,VERACRUZ,Ixhuatlan del Cafe,0,0.4,10.8,1,-96.94281677966012,19.016211671071726
2405,VERACRUZ,Paso del Macho,72.9,0.1,5.7,11,-96.79010318136253,19.009474306440808
2406,VERACRUZ,Paso del Macho,21.4,0.3,15.6,13,-96.71374638221371,19.0072285182305
2407,VERACRUZ,Paso del Macho,15,0.4,9.5,13,-96.63738958306492,19.004982730020195
2409,VERACRUZ,Soledad de Doblado,72.9,0,25.8,13,-96.48467598476732,19.000491153599583
2411,VERACRUZ,Medell!n,41.9,1.6,17.4,25,-96.1814945763824,18.98926221254805
2412,VERACRUZ,Medell!n,14,0.6,6.7,25,-96.1051377772336,18.984770636127436
2416,COLIMA,Colima,0,0.7,69,19,-103.57013778813378,19.02070324749234
2423,MEXICO,Tenancingo,20.9,0.4,0,15,-99.5322105860885,19.0072285182305
2425,MEXICO,Ocuilan,3,0.8,0,15,-99.38174277600116,19.004982730020195
2427,MORELOS,Totolapan,26,1.1,3,15,-98.92360198110836,18.995999577178967
2428,MEXICO,Tepetlixpa,387.4,0.6,0,15,-98.84724518195956,18.995999577178967
2430,PUEBLA,Quecholac,12.6,1,13.8,23,-97.70638477114812,18.966804330444987
2431,PUEBLA,Quecholac,4.2,1.1,22.8,15,-97.63002797199933,18.964558542234677
2434,VERACRUZ,Atzacan,214.3,0.8,13.2,1,-97.09777616616798,18.948838024762537
2435,VERACRUZ,Fortin,214.3,0.1,3.8,1,-97.02141936701918,18.946592236552227
2436,VERACRUZ,Cordoba,98.6,0.4,6.5,1,-96.94506256787038,18.94434644834192
2437,VERACRUZ,Amatlan de los Reyes,19.3,0.2,54.4,26,-96.86870576872158,18.93985487192131
2440,VERACRUZ,Paso del Macho,85.7,0.2,20.8,13,-96.63963537127518,18.93311750729039
2441,VERACRUZ,Paso del Macho,6.4,0.9,20.9,13,-96.56552436033664,18.93087171908008
2448,MICHOACAN,Tiquicheo de Nicolas Romero,2.1,0.5,49.6,5,-100.751673584259,18.95108381297284
2452,MORELOS,Ocuituco,18,1.6,4.4,15,-98.77313417102104,18.921888566238856
2454,PUEBLA,Atlixco,240,0,0.4,15,-98.54406377357463,18.915151201607937
2459,VERACRUZ,Cordoba,64.3,0.7,3,26,-96.94730835608064,18.87023543740181
2460,VERACRUZ,Amatlan de los Reyes,21.4,1.1,19.9,26,-96.87095155693184,18.867989649191504
2466,VERACRUZ,Cotaxtla,32.1,0.3,6.4,25,-96.4150565502493,18.852269131719357
2471,MICHOACAN,Tiquicheo de Nicolas Romero,6.1,0.3,13.7,5,-100.8280303834078,18.879218590243035
2472,MEXICO,Almoloya de Alquisiras,79.5,0.4,0,15,-99.83988357089396,18.867989649191504
2473,MORELOS,Miacatlan,32,0.4,2.8,15,-99.38398856421142,18.861252284560585
2477,PUEBLA,Atlixco,8.1,0.1,1.1,5,-98.46995276263608,18.841040190667822
2479,PUEBLA,Tochtepec,NA,1.5,28.1,33,-97.86358994586622,18.825319673195683
2480,PUEBLA,Tecamachalco,6.3,0.7,33.8,33,-97.7108763475686,18.823073884985376
2482,PUEBLA,Caqada Morelos,2,0.4,8.2,31,-97.33133814003487,18.81184494393384
2484,VERACRUZ,Naranjal,0,0.5,8.4,1,-96.9495541442909,18.798370214672005
2485,VERACRUZ,Amatlan de los Reyes,0,0.5,41,26,-96.8731973451421,18.7961244264617
2494,MEXICO,Tonatico,44.7,0.7,0.2,5,-99.6130589616578,18.791632850041086
2495,MORELOS,Miacatlan,23,0.5,20.2,5,-99.38398856421142,18.78714127362047
2496,MORELOS,Miacatlan,42,0.3,2.6,5,-99.30987755327288,18.78714127362047
2498,PUEBLA,Acteopan,26.3,0.3,8.2,5,-98.70126894829276,18.773666544358633
2499,PUEBLA,La Magdalena Tlatlauquitepec,6.3,0.5,48.5,5,-98.09266034331262,18.760191815096796
2500,PUEBLA,Huitziltepec,14.7,2.5,46.9,33,-97.86358994586622,18.75345445046588
2501,PUEBLA,yehualtepec,4.2,0.6,34.1,33,-97.71312213577887,18.74896287404526
2503,PUEBLA,Palmar de Bravo,6.3,1.1,44.9,33,-97.56040853748128,18.74447129762465
2504,PUEBLA,Caqada Morelos,69.2,1.2,30,33,-97.48405173833248,18.742225509414343
2505,PUEBLA,Caqada Morelos,16.8,1.5,27.2,33,-97.40769493918368,18.739979721204037
2506,VERACRUZ,Acultzingo,0,1.5,52.6,31,-97.33358392824516,18.73773393299373
2509,VERACRUZ,Omealca,15,0.7,21,26,-96.724975323265,18.717521839100975
2510,VERACRUZ,Omealca,4.3,0.2,13.9,26,-96.64861852411622,18.71527605089067
2513,VERACRUZ,Ignacio de la Llave,55.7,1.2,24.8,25,-95.96589890819754,18.690572380577297
5007,ZACATECAS,Tlaltenango de Sanchez Roman,0,1.2,6.2,3,-103.2916600500617,21.87060848637117
5008,AGUASCALIENTES,Calvillo,14.7,1.2,13.8,3,-102.7077551153944,21.87285427458148
5009,AGUASCALIENTES,Aguascalientes,42,0.7,12.5,16,-102.3596579428043,21.875100062791784
5010,AGUASCALIENTES,El Llano,26.8,1,4.8,16,-102.00931498200391,21.875100062791784
5012,SAN LUIS POTOSI,Ciudad Valles,10.5,0.3,53.9,12,-98.97525510994431,21.8459048160578
5013,SAN LUIS POTOSI,San Vicente Tancuayalab,22.3,2.7,72.4,18,-98.56652165567722,21.836921663216575
5014,VERACRUZ,Panuco,4.1,0.9,59.7,18,-98.50813116221047,21.836921663216575
5015,VERACRUZ,Panuco,8.1,0.9,77.8,18,-98.15778820141011,21.82793851037535
5017,"NAyARIT",Santiago Ixcuintla,79.8,3,26.7,17,-105.39147202665366,21.78302274616922
5018,"NAyARIT",Santiago Ixcuintla,42.9,7.1,28.9,17,-105.33308153318691,21.78526853437953
5019,"NAyARIT",Santiago Ixcuintla,32,5.1,23.9,17,-105.2746910397202,21.78526853437953
5020,"NAyARIT",Santiago Ixcuintla,79.8,3.6,26.8,17,-105.21630054625346,21.787514322589832
5021,"NAyARIT",Santiago Ixcuintla,26,1.6,17.1,17,-105.15791005278676,21.787514322589832
5022,"NAyARIT",Santiago Ixcuintla,59.8,3.1,21.2,17,-105.04112906585328,21.792005899010448
5023,ZACATECAS,Tlaltenango de Sanchez Roman,44.6,6.2,10.7,3,-103.2916600500617,21.816709569323816
5024,AGUASCALIENTES,Calvillo,16.8,2.4,32,3,-102.76614560886114,21.81895535753412
5025,AGUASCALIENTES,Calvillo,22.2,1.6,12.9,29,-102.7077551153944,21.81895535753412
5026,AGUASCALIENTES,Aguascalientes,21,0.5,9.6,16,-102.3596579428043,21.82120114574443
5027,AGUASCALIENTES,Aguascalientes,8.1,1.4,7.7,16,-102.30126744933756,21.82120114574443
5028,JALISCO,Lagos de Moreno,15.2,1.1,2.9,16,-102.00931498200391,21.82120114574443
5030,SAN LUIS POTOSI,Rioverde,4.2,1,47.4,22,-99.90950300541196,21.80772641648259
5031,VERACRUZ,El Higo,70.9,1.8,55.8,18,-98.45198645695402,21.780776957958913
5032,VERACRUZ,Panuco,4.1,1.2,60.2,18,-98.16003398962036,21.774039593327995
5034,"NAyARIT",Santiago Ixcuintla,89.7,3.3,36.3,17,-105.3892262384434,21.729123829121868
5035,"NAyARIT",Santiago Ixcuintla,22,6.6,33.8,17,-105.33083574497668,21.731369617332177
5036,"NAyARIT",Santiago Ixcuintla,109.7,5.4,18.6,17,-105.27244525150994,21.731369617332177
5037,"NAyARIT",Santiago Ixcuintla,79.8,3.7,21.4,17,-105.2140547580432,21.73361540554248
5038,"NAyARIT",Santiago Ixcuintla,35.9,2.5,22.4,17,-105.15566426457649,21.73361540554248
5039,"NAyARIT",Tepic,36.9,2.3,16.1,17,-105.03888327764302,21.735861193752783
5040,ZACATECAS,Huanusco,4.2,3.6,14.8,3,-102.82453610232788,21.76505644048677
5041,AGUASCALIENTES,Calvillo,101,0.6,4.2,29,-102.76614560886114,21.76505644048677
5044,JALISCO,Lagos de Moreno,16.8,0.9,13.7,16,-102.06770547547066,21.767302228697076
5045,JALISCO,Lagos de Moreno,21,0.8,12.7,16,-102.00931498200391,21.767302228697076
5046,VERACRUZ,El Higo,10.1,1.1,60.7,18,-98.39584175169756,21.724632252701255
5047,VERACRUZ,Ozuluama de Mascareqas,2,1.6,92.4,18,-98.1038892843639,21.717894888070337
5049,"NAyARIT",San Blas,99.7,3.1,22.3,17,-105.27244525150994,21.677470700284815
5050,"NAyARIT",San Blas,79.8,2.2,20.7,17,-105.2140547580432,21.677470700284815
5051,"NAyARIT",San Blas,40.9,1.9,23.2,17,-105.15566426457649,21.679716488495124
5052,"NAyARIT",Tepic,18.9,2.1,13.5,21,-105.09727377110976,21.68196227670543
5053,ZACATECAS,Jalpa,2.1,1.7,46.3,3,-102.99970758272804,21.70891173522911
5054,ZACATECAS,Jalpa,8.1,1.3,18.1,29,-102.94131708926132,21.70891173522911
5055,AGUASCALIENTES,Aguascalientes,16.2,1.8,16.1,16,-102.41580264806076,21.711157523439415
5057,AGUASCALIENTES,Aguascalientes,17.1,1.2,6.5,16,-102.29902166112733,21.711157523439415
5058,JALISCO,Encarnacion de Diaz,111.1,0.9,6.6,16,-102.1260959689374,21.711157523439415
5059,JALISCO,Encarnacion de Diaz,10.1,1.8,19.2,16,-102.06770547547066,21.711157523439415
5060,JALISCO,Encarnacion de Diaz,2,2.8,8.4,16,-102.00931498200391,21.711157523439415
5061,GUANAJUATO,San Felipe,20,2.5,13.1,14,-101.0189223812798,21.70891173522911
5062,GUANAJUATO,San Felipe,22,3.1,17.5,14,-100.96053188781308,21.70891173522911
5063,SAN LUIS POTOSI,Tierra Nueva,6,2,26.9,14,-100.61018892701271,21.7066659470188
5066,JALISCO,Villa Hidalgo,70.7,1.3,7,16,-102.53258363499424,21.657258606392062
5067,JALISCO,Encarnacion de Diaz,65,2.5,9.8,16,-102.1260959689374,21.657258606392062
5068,JALISCO,Encarnacion de Diaz,67.1,1.4,5.4,16,-102.00931498200391,21.657258606392062
5069,GUANAJUATO,San Felipe,16,3.7,15.4,14,-101.0189223812798,21.655012818181756
5071,"NAyARIT",San Blas,38.9,1.3,9.7,21,-105.15341847636624,21.571918654400417
5072,"NAyARIT",Tepic,23.9,2.4,11,15,-104.86146600903258,21.576410230821033
5073,ZACATECAS,Jalpa,8.4,2,53.4,29,-102.9974617945178,21.598868112924094
5074,JALISCO,Teocaltiche,4.2,1.1,19.8,16,-102.4741931415275,21.603359689344707
5075,GUANAJUATO,San Felipe,10,2.3,26.4,14,-101.07731287474654,21.6011139011344
5077,ZACATECAS,Jalpa,6.1,3.2,47.7,3,-103.05585228798452,21.544969195876742
5079,GUANAJUATO,San Felipe,8,1.2,9.2,14,-101.07731287474654,21.544969195876742
5080,JALISCO,Lagos de Moreno,50.3,1.3,3.9,14,-101.83414350160376,21.493316067039693
5081,JALISCO,Lagos de Moreno,432.9,1.5,10.4,14,-101.77575300813702,21.493316067039693
5082,GUANAJUATO,Ocampo,24.9,2,6,16,-101.48604632901365,21.493316067039693
5084,"NAyARIT",Santa Maria del Oro,89.7,1.8,19.4,3,-104.56726775348868,21.41920505609958
5085,ZACATECAS,Juchipila,6.1,2.6,15.7,3,-103.11424278145124,21.43492557357173
5086,JALISCO,Teocaltiche,29.4,2,43.2,20,-102.4741931415275,21.43941714999234
5088,JALISCO,Lagos de Moreno,20.1,2.1,15.3,14,-101.89253399507048,21.43941714999234
