ID_SAMPLE,SOIL_TYPE,AGRICULTURAL_TYPE,STATE,MUNICIPALITY,X_COORD,Y_COORD,BRIGADE,pH,ELECTRICAL_CONDUCTIVITY,ORGANIC_MATTER,BULK_DENSITY,P,SAND_PERCENT,SILT_PERCENT,CLAY_PERCENT,TEXTURE,TEXTURE_CLASS,N,K,Ca,Mg,Na,CEC,REL_ABS_Na,ESP
291,Rendzina,Temporal,DURANGO,Inde,25.82226,-105.01516,Torreón,8.2,0.5,1.4,1.5,4.1,54.8,23.3,22,Migajon arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.2,35.6,1.1,0.3,29.1,0,0
292,Casta?ozem,Temporal,NUEVO LEON,Doctor Gonzalez,25.8346,-99.72406,Monterrey,8.4,0.5,2.8,1.4,3.9,29.5,40,30.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.4,25.2,0.9,0.1,4.3,0,0
293,Rendzina,Temporal,NUEVO LEON,Los Ramones,25.83343,-99.6439,Monterrey,8.5,0.4,2,1.3,9.8,43.5,30,26.5,Franco,Franco arenosa y franco,0.1,0.7,23,1.5,0.1,4.7,0,0
294,Xerosol,Temporal,NUEVO LEON,General Bravo,25.82409,-99.08285,Monterrey,8.6,1.2,2.3,1.2,15.7,35.5,24,40.5,Arcilla,Arcillosa,0.1,1.8,4.5,3.1,1.3,8.5,0.3,0.2
295,Xerosol,Temporal,NUEVO LEON,General Bravo,25.8226,-99.0027,Monterrey,9.4,0.7,1.5,1.3,5.9,47.5,18,34.5,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.8,26.1,2.6,4,10.1,0.2,0.4
301,Vertisol,Temporal,SINALOA,Sinaloa,25.66256,-108.05537,Los Mochis,8.4,0.5,1.5,1.3,14.4,44,34,22,Franco,Franco arenosa y franco,0.1,0.6,27.2,5.7,0.8,26.2,0,0
302,Vertisol,Temporal,SINALOA,Sinaloa,25.6656,-107.97538,Los Mochis,5.7,0.1,0.7,1.7,23.2,84,8,8,Arena migajosa,Arena y Areno franco,0,0,2.1,0.8,0.2,4.6,0.1,0
304,Feozem,Temporal,DURANGO,Inde,25.74972,-105.01347,Torreón,8.1,0.3,1.4,1.3,2,20,34,46,Arcilla,Arcillosa,0.2,1.2,53.6,1.6,0.6,37.9,0,0
305,Litosol,Temporal,DURANGO,Mapimi,25.7618,-104.29252,Torreón,8.1,0.4,2.1,1.4,10.3,22.9,45.3,31.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.1,40.1,1.9,1.2,16.4,0,0.1
307,Xerosol,Temporal,DURANGO,Mapimi,25.76709,-103.89195,Torreón,8.1,1.6,2.6,1.3,29.8,12.9,37.3,49.8,Arcilla,Arcillosa,0.2,2.8,40.1,5.5,0.7,21,0,0
314,Vertisol,Temporal,SINALOA,Salvador Alvarado,25.58698,-108.13194,Los Mochis,6.8,0.3,1.2,1.5,7.1,72,14,14,Migajon arenoso,Franco arenosa y franco,0,0.1,6.5,2.5,0.5,12.4,0.1,0
315,Vertisol,Temporal,SINALOA,Salvador Alvarado,25.59006,-108.05199,Los Mochis,7.6,0.3,1.2,1.4,4.1,42,28,30,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.1,7.8,8.8,0.7,20.8,0.1,0
316,Vertisol,Temporal,SINALOA,Mocorito,25.5961,-107.89209,Los Mochis,6.8,0.1,0.8,1.6,5,78.8,12,9.2,Arena migajosa,Arena y Areno franco,0,0,5.5,2.6,0.5,7.8,0.1,0.1
317,yermosol,Temporal,COAHUILA,Parras,25.70557,-102.28923,Monterrey,8.4,6.4,1.2,1.4,9.8,47.5,24,28.5,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.9,25.3,3.9,1.2,6.7,0.1,0.2
324,Vertisol,Temporal,SINALOA,Salvador Alvarado,25.51448,-108.12852,Los Mochis,8.4,0.4,1.2,1.3,10.3,34,18,48,Arcilla,Arcillosa,0,0.6,45.8,2.2,1.2,36.8,0,0
326,Vertisol,Temporal,SINALOA,Mocorito,25.5206,-107.96872,Los Mochis,8.1,0.3,2.3,1.3,4.1,54,18,28,Migajon arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.4,20.9,2.5,0.3,22.8,0,0
328,Xerosol,Temporal,DURANGO,San Pedro del Gallo,25.61175,-104.61005,Torreón,8.1,0.3,2.7,1.3,4.1,28.8,31.3,40,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.5,59.3,2.1,0.7,40.8,0,0
330,Xerosol,Temporal,COAHUILA,Ramos Arizpe,25.63065,-101.08843,Monterrey,8.5,0.7,1.5,1.4,19.6,33.5,36,30.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.7,24.4,1.1,0.1,6.7,0,0
334,Xerosol,Temporal,TAMAULIPAS,Matamoros,25.57339,-97.64788,Matamoros,8.2,0.4,2.3,1.4,0,50.2,18.7,31.1,Migajon arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.8,21.9,1.6,0.2,11.2,0,0
337,Vertisol,Temporal,SINALOA,Salvador Alvarado,25.44506,-108.04525,Los Mochis,8.2,0.4,1.3,1.3,24.7,22,30,48,Arcilla,Arcillosa,0.1,0.5,36.4,8.5,1.2,48.8,0,0
338,Vertisol,Temporal,SINALOA,Mocorito,25.45109,-107.88553,Los Mochis,8.2,0.4,4.5,1.3,18.5,32.8,28,39.2,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.9,60.9,3.2,0.3,57.4,0,0
339,Vertisol,Temporal,SINALOA,Mocorito,25.45405,-107.80566,Los Mochis,7.6,0.4,1.1,1.2,16.4,50.8,22,27.2,Migajon arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,21.5,13.2,1,46,0.1,0
340,Rendzina,Temporal,DURANGO,San Pedro del Gallo,25.53919,-104.60859,Torreón,8.2,0.3,2.5,1.4,4.1,46.8,25.3,28,Migajon arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.6,92,3,0.6,27.6,0,0
344,Xerosol,Temporal,COAHUILA,Ramos Arizpe,25.55809,-101.08894,Monterrey,8.3,1.6,2.3,1.3,35.3,33.5,30,36.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1,26.3,1.5,0.1,6.9,0,0
346,Rendzina,Temporal,NUEVO LEON,Cadereyta Jimenez,25.54868,-100.04906,Monterrey,8.5,0.3,3.1,1.3,3.9,17.5,30,52.5,Arcilla,Arcillosa,0.2,0.3,11.6,0.6,0.1,17.9,0,0
351,Vertisol,Temporal,TAMAULIPAS,Matamoros,25.50086,-97.65031,Matamoros,8.1,2.7,1.8,1.4,0,46.2,26.7,27.1,Migajon arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.9,17.1,2.3,15.2,12.6,1.2,1.2
352,Vertisol,Temporal,SINALOA,Angostura,25.37255,-108.04188,Los Mochis,8.3,0.3,1.1,1.2,12.3,6.8,24,69.2,Arcilla,Arcillosa,0.1,0.8,54.3,9.7,2,65.2,0.1,0
354,Vertisol,Temporal,SINALOA,Mocorito,25.37858,-107.88225,Los Mochis,8.3,0.4,1.1,1.3,12.3,14.8,16,69.2,Arcilla,Arcillosa,0,0.7,64.8,12,1.7,77.7,0,0
355,Xerosol,Temporal,COAHUILA,Parras,25.48788,-102.28875,Monterrey,8.4,0.6,2.5,1.3,7.8,31.5,36,32.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,25.5,1.7,0,7.5,0,0
356,Xerosol,Temporal,COAHUILA,General Cepeda,25.48672,-101.3293,Monterrey,8.8,0.4,1.2,1.3,6.9,65.5,24,10.5,Migajon Arenoso,Franco arenosa y franco,0,0.2,21.5,0.6,0,4.3,0,0
357,Rendzina,Temporal,NUEVO LEON,Santiago,25.47801,-100.21003,Monterrey,7.4,1.5,16,1.7,16.7,59.5,22,18.5,Migajon Arenoso,Franco arenosa y franco,0.9,0.4,24.4,2.2,0.2,13.9,0,0
358,Vertisol,Temporal,NUEVO LEON,Cadereyta Jimenez,25.47511,-99.97021,Monterrey,8.3,0.4,4.4,1.1,8.8,11.5,38,50.5,Arcilla,Arcillosa,0.2,0.9,10,2.3,0.1,18.3,0,0
359,Xerosol,Temporal,NUEVO LEON,Cadereyta Jimenez,25.47406,-99.89027,Monterrey,8.4,0.2,1.7,1.4,8.8,9.5,30,60.5,Arcilla,Arcillosa,0.1,0.9,18.8,2,0.1,24.3,0,0
360,Xerosol,Temporal,NUEVO LEON,Cadereyta Jimenez,25.47297,-99.81034,Monterrey,8.3,0.3,4.1,1.3,5.9,13.5,24,62.5,Arcilla,Arcillosa,0.2,1,16,1.7,0.1,13.9,0,0
364,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.44463,-98.29186,Matamoros,8.1,0.3,2.3,1.4,2,50.2,18.7,31.1,Migajon arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.8,12.5,2,0,16.6,0,0
365,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.44273,-98.21196,Matamoros,7.6,0.3,1.8,1.4,0,52.2,26.7,21.1,Migajon arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.6,10.4,1.8,0,3,0,0
366,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.44079,-98.13206,Matamoros,8.1,0.3,2.6,1.3,6,44.2,24.7,31.1,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.8,16.8,2.2,0,2.2,0,0
370,Solonchak,Temporal,TAMAULIPAS,Matamoros,25.43264,-97.8125,Matamoros,7.1,0.3,1.8,1.4,6,80.2,8.7,11.1,Migajon Arenoso,Franco arenosa y franco,0.1,0.8,3.3,1.2,0,2,0,0
371,Solonchak,Temporal,TAMAULIPAS,Matamoros,25.42832,-97.65273,Matamoros,8.2,0.2,2.3,1.4,6,48.2,26.7,25.1,Migajon arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.2,10.9,2.7,0,13.6,0,0
372,Vertisol,Temporal,SINALOA,Salvador Alvarado,25.30307,-107.95875,Los Mochis,8,2.2,0.3,1.3,14.4,12.8,22,65.2,Arcilla,Arcillosa,0.1,0.9,64.9,7.6,1.5,66.1,0,0
377,Regosol,Temporal,COAHUILA,General Cepeda,25.41447,-101.40958,Monterrey,8.4,0.5,1.5,1.7,16.7,29.5,38,32.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,24.2,0.8,0.1,5.9,0,0
379,Vertisol,Temporal,NUEVO LEON,Cadereyta Jimenez,25.4015,-99.89145,Monterrey,8.5,0.2,2.5,1.4,2,31.5,26,42.5,Arcilla,Arcillosa,0.1,0.3,16.6,0.8,0.1,19.7,0,0
380,Xerosol,Temporal,NUEVO LEON,Cadereyta Jimenez,25.40041,-99.81156,Monterrey,8.5,0.3,2.5,1.4,17.6,7.5,30,62.5,Arcilla,Arcillosa,0.2,1,11.5,2.5,0.2,17.5,0,0
381,Vertisol,Temporal,NUEVO LEON,China,25.3826,-98.7731,Matamoros,8.3,0.2,2.9,1.4,10.1,20.2,24.7,55.1,Arcilla,Arcillosa,0.1,3,21.7,2.9,0.1,16.6,0,0
384,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.37018,-98.21407,Matamoros,8.2,0.3,1.5,1.4,6,54.2,18.7,27.1,Migajon arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.4,16.4,1.3,0,11.6,0,0
385,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.36825,-98.13422,Matamoros,8.2,0.5,1.8,1.4,6,52.2,18.7,29.1,Migajon arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.6,19.9,1.5,0.2,17.2,0,0
389,Solonchak,Temporal,TAMAULIPAS,Matamoros,25.3601,-97.81483,Matamoros,8.1,0.3,3.5,1.4,10.1,26.2,34.7,39.1,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,2.1,19.7,2.9,0,13,0,0
390,Feozem,Temporal,SINALOA,Mocorito,25.23355,-107.87571,Los Mochis,7.4,0.6,1.6,1.3,18.5,44.8,32,23.2,Franco,Franco arenosa y franco,0.1,0.2,15.8,7.3,0.7,28.1,0.1,0
391,Vertisol,Temporal,SINALOA,Mocorito,25.2365,-107.79597,Los Mochis,8.5,0.3,0.8,1.3,12.3,24.8,20,55.2,Arcilla,Arcillosa,0,0.4,47.2,11.2,2.4,54.1,0.1,0
394,Litosol,Temporal,COAHUILA,General Cepeda,25.34218,-101.48978,Monterrey,8.3,0.9,2.3,1.5,7.8,11.5,46,42.5,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.1,0.7,24.9,2.1,0.4,13.9,0,0
395,Litosol,Temporal,COAHUILA,Arteaga,25.33822,-100.77102,Monterrey,8.5,0.9,3.3,1.4,23.5,35.5,30,34.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.9,25.3,3.5,0.3,8.1,0,0
396,Feozem,Temporal,COAHUILA,Arteaga,25.33757,-100.69116,Monterrey,8.4,0.7,3.6,1.3,12.7,7.5,40,52.5,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.2,1,7.3,1.4,0.1,11.3,0,0
398,Vertisol,Temporal,NUEVO LEON,Allende,25.32998,-99.97247,Monterrey,8.4,0.3,2.8,1.4,3.9,33.5,30,36.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.1,9.1,0.9,0.1,13.7,0,0
399,Vertisol,Temporal,NUEVO LEON,Montemorelos,25.32784,-99.81277,Monterrey,8.6,0.3,2,1.3,5.9,11.5,26.6,62,Arcilla,Arcillosa,0.2,0.7,13.4,3.3,0.1,20.9,0,0
403,Vertisol,Temporal,TAMAULIPAS,Mendez,25.29763,-98.21618,Matamoros,8.5,0.2,2.6,1.3,4,28.2,22.7,49.1,arcilla,Arcillosa,0.1,1.1,30,3.3,0.6,22,0,0
404,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.29569,-98.13637,Matamoros,8.2,0.3,1.2,1.3,4,32.2,22.7,45.1,Arcilla,Arcillosa,0.1,2,19.1,2.2,0.1,22.2,0,0
411,Regosol,Temporal,DURANGO,El Oro,25.24335,-104.92195,Durango,5.4,0.2,3.5,1.5,24.2,48.9,29.8,21.2,Franco,Franco arenosa y franco,0.2,0.8,7.8,1,0.4,15.9,0.1,0
418,Litosol,Temporal,COAHUILA,Arteaga,25.26564,-100.7717,Monterrey,8.6,0.5,3.3,1.3,23.5,13.5,36.6,50,Arcilla,Arcillosa,0.1,2.5,9.7,3.8,0.1,15.1,0,0
419,Litosol,Temporal,COAHUILA,Arteaga,25.26432,-100.61207,Monterrey,8.5,0.4,3.8,1.3,24.5,12,37.3,50.7,Arcilla,Arcillosa,0.2,1.1,11.3,1.6,0.1,15.7,0,0
420,Vertisol,Temporal,NUEVO LEON,Montemorelos,25.25741,-99.9736,Monterrey,8.1,1,8.2,1.4,7.8,61.5,14.6,24,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.4,0.1,25.3,0.6,0.1,5.7,0,0
421,Vertisol,Temporal,NUEVO LEON,Montemorelos,25.25527,-99.81399,Monterrey,8.3,0.6,3.3,1.3,6.9,11.5,26.6,62,Arcilla,Arcillosa,0.2,0.6,15.1,3.7,0.2,21.9,0,0
425,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.22507,-98.21828,Matamoros,8.1,0.3,2.6,1.3,6,42.2,22.7,35.1,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.5,26,1.7,0,18.8,0,0
431,Feozem,Temporal,SINALOA,Mocorito,25.09145,-107.78953,Los Mochis,8.2,0.4,1.8,1.3,18.5,22.8,18,59.2,Arcilla,Arcillosa,0,1.1,63.7,7,1.3,69.2,0,0
432,Regosol,Temporal,SINALOA,Mocorito,25.10005,-107.55058,Los Mochis,6.6,0.1,2.6,1.3,2,18,22,60,Arcilla,Arcillosa,0.2,0.4,13.7,9.1,1.8,44.7,0.2,0
433,Regosol,Temporal,SINALOA,Culiacan,25.10284,-107.47092,Los Mochis,6.7,0.3,4.7,1.1,17.1,14.8,32,53.2,Arcilla,Arcillosa,0.3,0.8,14.5,6,1.9,41.5,0.2,0
440,Casta?ozem,Temporal,NUEVO LEON,General Teran,25.17534,-99.33669,Monterrey,8.6,0.2,2.5,1.4,25.5,25.5,42.6,32,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.7,26,1.8,0.1,10.7,0,0
441,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.16157,-98.61902,Matamoros,8,0.2,1.8,1.4,2,36.2,30.7,33.1,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.8,24.1,1.4,0,14.2,0,0
448,Feozem,Temporal,SINALOA,Culiacan,25.02752,-107.5475,Los Mochis,7.2,0.4,1.6,1.4,22.6,50.8,24,25.2,Migajon arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.1,14.3,4.9,0.3,37.7,0,0
449,Feozem,Temporal,SINALOA,Culiacan,25.03031,-107.46788,Los Mochis,6.9,0.3,1.8,1.3,0,34,22,44,Arcilla,Arcillosa,0.1,0.3,12.4,6.4,5,33.6,0.5,0.1
450,Casta?ozem,Temporal,DURANGO,Santiago Papasquiaro,25.08689,-105.47655,Durango,6.9,0.4,1.2,1.4,10.1,58.9,13.8,27.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0,1,14.6,2.7,0.6,23.4,0.1,0
452,Vertisol,Temporal,DURANGO,Santiago Papasquiaro,25.0936,-105.15779,Durango,5.8,0.3,2.7,1.7,23.6,66.9,19.8,13.2,Migajon Arenoso,Franco arenosa y franco,0.1,0.8,2.7,0.5,0.2,26,0.1,0
453,Feozem,Temporal,DURANGO,Coneto de Comonfort,25.09967,-104.839,Durango,6,0.1,0.7,1.6,47.1,78.9,5.8,15.2,Migajon Arenoso,Franco arenosa y franco,0,1,8,1.4,0.6,15.6,0.1,0
454,Xerosol,Temporal,DURANGO,Rodeo,25.1051,-104.52019,Durango,8.9,0.8,5.1,1.3,6.4,44.9,21.8,33.2,Migajon Arcilloso Arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,2.3,49.5,3.2,1.8,35.9,0.1,0.1
459,Rendzina,Temporal,NUEVO LEON,Montemorelos,25.11012,-99.81642,Monterrey,6.9,0.6,2.8,1.4,20.6,33.5,28.6,38,Migajjon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.1,15,2.1,0.1,14.7,0,0
462,Casta?ozem,Temporal,NUEVO LEON,Linares,25.10277,-99.33817,Monterrey,7.7,0.3,2.5,1.4,19.6,47.5,26.6,26,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,25.2,2.2,0.2,5.1,0,0
464,Vertisol,Temporal,NUEVO LEON,China,25.09705,-99.01936,Matamoros,8.2,0.4,3.2,1.3,34.2,40.2,26.7,33.1,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.2,19.3,1.8,0.1,7.2,0,0
465,Rendzina,Temporal,NUEVO LEON,China,25.09553,-98.93966,Matamoros,8.2,0.6,2.6,1.4,34.2,20.2,38.7,41.1,Arcilla,Arcillosa,0.2,0.9,16.4,2.4,0.3,8.2,0,0
466,Rendzina,Temporal,TAMAULIPAS,Burgos,25.09396,-98.85997,Matamoros,8.1,0.4,3.2,1.3,36.2,12.2,44.7,43.1,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.2,1.8,18.2,2.3,0,9.6,0,0
467,Vertisol,Temporal,TAMAULIPAS,Mendez,25.09235,-98.78028,Matamoros,8,1.3,3.5,1.3,26.2,12.2,34.7,53.1,Arcilla,Arcillosa,0.2,1.4,17.4,1.8,0.1,9.4,0,0
468,Vertisol,Temporal,TAMAULIPAS,Mendez,25.08901,-98.6209,Matamoros,8.1,0.3,2.6,1.3,24.2,8.2,38.7,53.1,Arcilla,Arcillosa,0.1,1.5,27,1.9,0.1,15.2,0,0
469,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.08728,-98.54121,Matamoros,8.1,0.2,2.6,1.3,4,12.2,38.7,49.1,Arcilla,Arcillosa,0.1,2,30.9,2.1,0.1,18,0,0
470,Casta?ozem,Temporal,TAMAULIPAS,Mendez,25.0837,-98.38184,Matamoros,8.1,0.2,2.3,1.4,8.1,44.2,22.7,33.1,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.6,15.4,1.6,0,14.4,0,0
477,Vertisol,Temporal,SINALOA,Culiacan,24.95777,-107.46485,Los Mochis,7.9,1,1.8,1.4,39,52,26,22,Migajon arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.7,14,4.3,0.4,25.8,0,0
479,Vertisol,Temporal,DURANGO,Santiago Papasquiaro,25.01941,-105.23569,Durango,8.1,0.4,2.5,1.3,2.1,34.9,21.8,43.2,Arcilla,Arcillosa,0.1,1.2,62.6,7.8,0.8,62.2,0,0
480,Vertisol,Temporal,DURANGO,Santiago Papasquiaro,25.02103,-105.15604,Durango,8.5,0.5,2.5,1.2,10.7,18.9,11.8,69.2,Arcilla,Arcillosa,0.1,2.2,69.7,6.4,1.6,81.6,0,0
481,Vertisol,Temporal,DURANGO,Nuevo Ideal,25.02261,-105.07639,Durango,6.2,0.3,0.9,1.7,36.4,58.9,23.8,17.2,Migajon arenoso,Franco arenosa y franco,0,0.8,7,1.6,0.4,15,0.1,0
482,Vertisol,Temporal,DURANGO,Nuevo Ideal,25.02414,-104.99673,Durango,5.3,0.2,1.2,1.5,23.6,50.9,25.8,23.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0,0.7,8.9,1.5,0.4,20.7,0.1,0
483,Feozem,Temporal,NUEVO LEON,Montemorelos,25.03754,-99.81763,Monterrey,8.4,0.3,3.8,1.4,23.5,11.5,26.6,62,Arcilla,Arcillosa,0.2,0.3,20.8,2.4,0.1,18.1,0,0
488,Regosol,Temporal,SINALOA,Culiacan,24.88522,-107.46181,Culiacan,8.4,0.8,2,1.3,25.2,16.2,20,63.8,Arcilla,Arcillosa,0.1,1.8,71.2,14.8,2.6,71.1,0.1,0
490,Casta?ozem,Temporal,DURANGO,Santiago Papasquiaro,24.94348,-105.39309,Durango,5,0.8,0.9,1.7,30,78.9,7.8,13.2,Migajon Arenoso,Franco arenosa y franco,0.1,1.2,5.2,1.3,0.3,14,0.1,0
491,Rendzina,Temporal,DURANGO,Santiago Papasquiaro,24.94518,-105.31349,Durango,7.9,0.4,0.1,1.3,4.3,30.9,21.8,47.2,Arcilla,Arcillosa,0.1,1.3,39.5,7,1,49.8,0,0
493,Feozem,Temporal,NUEVO LEON,Linares,24.96496,-99.81885,Monterrey,8.2,0.3,3.6,1.2,25.5,9.5,24.6,66,Arcilla,Arcillosa,0.2,0.4,46.6,2.3,0.2,25.1,0,0
494,Feozem,Temporal,NUEVO LEON,Linares,24.96383,-99.73922,Monterrey,8.3,0.3,4.1,1.3,26.5,3.5,22.6,74,Arcilla,Arcillosa,0.3,0.5,60.9,1.7,0.2,26.5,0,0
495,Vertisol,Temporal,TAMAULIPAS,Burgos,24.9472,-98.78385,Matamoros,8.1,0.2,3.5,1.3,2,18.2,32.7,49.1,Arcilla,Arcillosa,0.2,1.1,34,4.3,0.2,27,0,0
496,Casta?ozem,Temporal,TAMAULIPAS,Burgos,24.94555,-98.70425,Matamoros,8,0.2,4,1.3,4,16.2,34.7,49.1,Arcilla,Arcillosa,0.2,1.1,26.9,2.2,0,28,0,0
497,Rendzina,Temporal,TAMAULIPAS,Mendez,24.94214,-98.54505,Matamoros,8,0.3,4.6,1.3,3,28.2,30.7,41.1,Arcilla,Arcillosa,0.2,1.6,29.2,2.1,0,21.4,0,0
506,Xerosol,Temporal,DURANGO,Cuencame,24.89892,-103.64058,Torreón,8.4,1.4,1.3,1.6,7.2,54.9,27.3,17.8,Migajon Arenoso,Franco arenosa y franco,0.1,3.9,36.7,2.2,0.8,16.8,0,0
511,Regosol,Temporal,DURANGO,Santiago Papasquiaro,24.79833,-105.38933,Durango,5.1,0.2,1.7,1.7,32.1,64.9,19.8,15.2,Migajon Arenoso,Franco arenosa y franco,0.1,0.6,4.7,0.6,0.7,13.1,0.2,0.1
512,Feozem,Temporal,DURANGO,Nuevo Ideal,24.80487,-105.07127,Durango,5.2,0.2,2,1.7,27.9,62.9,17.8,19.2,Migajon Arenoso,Franco arenosa y franco,0,0.9,10.8,2,0.6,21.2,0.1,0
513,Feozem,Temporal,DURANGO,San Juan del Rio,24.81477,-104.51459,Durango,8.5,0.4,1.6,1.4,0,68.9,9.8,21.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0,0.8,28,1.6,0.4,22.1,0,0
515,Feozem,Temporal,NUEVO LEON,Galeana,24.82387,-100.13942,Monterrey,8.4,0.4,3.1,1.3,12.7,31.5,28.6,40,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.5,25.7,0.8,0.2,8.1,0,0
516,Regosol,Temporal,NUEVO LEON,Galeana,24.82291,-100.05988,Monterrey,8,2.7,5.2,1.1,6.9,29.5,62.6,8,Migajon Limoso,Franco limoso y Franco arcillo limoso,0.2,0.2,264.8,0.7,0.1,2.9,0,0
517,Vertisol,Temporal,TAMAULIPAS,Cruillas,24.79341,-98.38987,Matamoros,8.2,0.3,2.6,1.3,18.1,36.2,28.7,35.1,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.9,16.1,2.5,0.1,17.4,0,0
525,Vertisol,Temporal,DURANGO,Canatlan,24.73531,-104.91061,Durango,4.8,0.2,2.2,1.6,62.1,80.9,7.8,11.2,Arena migajosa,Arena y Areno franco,0.1,0.7,3.8,0.5,0.4,11,0.2,0
526,Feozem,Temporal,DURANGO,San Juan del Rio,24.74218,-104.5132,Durango,7.5,0.4,2,1.5,1.1,64.9,15.8,19.2,Migajon Arenoso,Franco arenosa y franco,0.1,0.8,16,1.5,0.2,18.6,0,0
527,Feozem,Temporal,DURANGO,Peqon Blanco,24.74803,-104.11575,Durango,6.3,0.3,3.3,1.5,32.1,36.9,19.8,43.2,Arcilla,Arcillosa,0.1,0.9,11.7,1.4,0.5,21.5,0.1,0
528,Rendzina,Temporal,DURANGO,Peqon Blanco,24.7501,-103.95676,Durango,8.5,0.5,3,1.4,10.7,50.9,23.8,25.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,1.3,56.1,2,0.7,33.1,0,0
529,Vertisol,Temporal,NUEVO LEON,Linares,24.74246,-99.50451,Monterrey,8.4,0.4,3.8,1.3,6.9,19.5,30.6,50,Arcilla,Arcillosa,0.1,1,26.6,1.1,0.1,11.5,0,0
534,Vertisol,Temporal,SINALOA,Culiacan,24.60312,-107.21165,Culiacan,7.6,0.3,0.8,1.3,6.3,26.2,20,53.8,Arcilla,Arcillosa,0.1,1,28.1,13.6,0.3,45.6,0,0
536,Feozem,Temporal,DURANGO,Canatlan,24.66696,-104.67069,Durango,6.4,0.2,2,1.4,79.3,50.9,23.8,25.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,2,19.7,4.9,0.5,40.7,0,0
537,Feozem,Temporal,DURANGO,Peqon Blanco,24.67847,-103.87622,Durango,8.6,0.4,0.9,1.6,4.3,56.9,11.8,31.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.6,32.5,0.7,0.4,19.7,0,0
