pid,x,y,year,kod_t
P2029,493829.3,4587425.6,1969,095.146
P2040,515308.2,4594984.5,1969,098.564
P2041,515072.9,4583892.9,1969,098.701
P2045,523190.6,4575663,1969,098.873
P2046,512595.2,4575791,1969,098.830
P2047,517713.3,4571547.7,1969,098.908
P2049,519787.4,4571480,1969,098.907
P2050,517895.2,4567960.2,1969,106.912
P2051,510512.7,4569391.2,1969,098.931
P2523,519963.3,4592378.2,1969,098.588
P2525,522252.3,4590329.8,1969,098.612
P2527,519803,4568545.4,1969,098.902
P2528,512464.4,4578858.7,1969,098.790
P5117,496275.6,4576801.4,1969,105.307
P5640,482259,4587220.3,1969,080.1092
P5641,480643.7,4590594.6,1969,080.982
P5643,474691.9,4574814.4,1969,080.1315
P1136,538232.8,4645446.7,1969,039.113
P1137,540516.4,4643535,1969,039.3
P1138,538429.1,4642191.7,1969,039.8
P1139,534791.8,4640962,1969,039.13
P1140,534151.1,4642243.3,1969,039.106
P1141,533128.1,4640796.7,1969,039.18
P1142,532105.1,4642346.7,1969,039.25
P1143,541467.1,4641117,1969,039.129
P1144,542107.8,4642326,1969,039.118
P1145,545156.1,4640993,1969,039.350
P1146,545972.4,4640032,1969,039.339
P1147,548121.8,4640259.3,1969,039.388
P1148,528920.5,4644388.3,1969,039.72
P1149,531552.1,4643754.5,1969,039.85
P1150,532654.3,4645559.4,1969,039.86
P1151,528576.1,4641150.5,1969,039.61
P1152,531414.3,4639814.1,1969,039.37
P1153,530752.9,4641935.9,1969,039.56
P1154,534858.8,4644567.4,1969,039.95
P1155,531069.8,4638105.7,1969,039.43
P1156,531262.8,4640695.9,1969,039.29
P1157,547520.5,4637499.4,1969,039.406
P1158,546910.9,4639070.1,1969,039.393
P1159,544058.9,4636755.4,1969,039.368
P1160,538850.8,4637737.1,1969,039.152
P1161,538489.2,4635939.1,1969,039.173
P1162,541165.5,4637468.4,1969,039.148
P1163,541671.9,4639359.4,1969,039.140
P1164,539525.9,4633669.2,1969,039.194
P1165,538998.9,4630248.9,1969,039.225
P1166,543442.3,4626973.2,1969,039.417
P1167,545942.9,4631426.9,1969,039.429
P1168,543121.9,4629680.5,1969,039.422
P1169,537665.9,4629814.9,1969,039.236
P1170,539856.6,4627438.2,1969,039.282
P1171,537138.9,4630703.5,1969,039.328
P1172,530153.6,4636800.2,1969,039.49
P0067,528412.6,4654502.9,1970,005.1
P0068,528210.3,4655944.4,1970,005.2
P0069,528007.9,4657878.9,1970,005.3
P0071,531839.1,4660192.7,1970,005.5
P0072,529702.3,4661305.4,1970,005.6
P0073,530675.9,4663366.4,1970,005.7
P0074,531029.9,4664390.5,1970,005.8
P0075,532483.9,4663821.6,1970,005.9
P0076,531383.9,4668032,1970,005.10
P0077,531346,4669384.9,1970,005.11
P0078,533103.5,4670876.9,1970,005.12
P0079,535113.9,4663872.1,1970,005.13
P0080,534936.9,4665477.9,1970,005.14
P0081,535809.3,4664441.1,1970,005.15
P0082,536669.1,4665819.3,1970,005.16
P0083,539273.8,4662253.7,1970,005.17
P0084,539918.6,4663050.3,1970,005.18
P0085,542270.4,4660711.1,1970,005.19
P0086,542978.5,4658991.6,1970,005.20
P0087,543964.7,4658195,1970,005.21
P0088,547593.6,4655628.3,1970,005.22
P0089,548377.4,4660230.7,1970,005.23
P0090,545380.8,4663454.9,1970,005.24
P0091,546379.7,4662291.6,1970,005.25
P0092,547707.3,4663075.6,1970,005.26
P0093,547542.9,4668942.4,1970,005.27
P0094,547163.6,4670737.8,1970,005.28
P0095,546076.3,4672520.6,1970,005.29
P0096,545671.6,4674354,1970,005.30
P0097,543775.1,4673266.6,1970,005.31
P0098,542889.9,4676212.7,1970,005.32
P0099,548288.9,4672444.8,1970,005.34
P0100,535733.4,4675529.9,1970,005.33
P0101,549809.1,4672354.6,1970,007.35
P0102,551593.2,4671190.2,1970,007.36
P0103,553804.6,4674758.4,1970,007.38
P0104,553697.8,4677482.6,1970,007.39
P0105,548719.4,4663551.7,1970,007.37
P0106,549456.6,4655069.2,1970,007.48
P0107,550727.8,4656361.9,1970,007.49
P0108,550770.6,4654353.5,1970,007.50
P0109,552661.5,4654225.3,1970,007.51
P0110,550920.1,4651992.5,1970,007.52
P0111,550225.8,4652772.4,1970,007.53
P0112,556742.4,4652996.7,1970,007.54
P0114,558206.1,4656223,1970,007.56
P0115,560225.2,4654684.6,1970,007.57
P0116,561485.8,4653648.4,1970,007.58
P0117,563323.3,4652954,1970,007.59
P0118,564883.1,4651949.7,1970,007.60
P0119,568248.3,4652056.6,1970,007.61
P0120,567457.7,4654065,1970,007.62
P0122,564669.4,4656864,1970,007.64
P0123,567137.2,4660346.7,1970,007.46
P0124,568205.5,4660603.1,1970,007.47
P0125,563772,4661254.8,1970,007.45
P0126,564669.4,4675591.6,1970,007.42
P0127,563259.2,4677429.1,1970,007.41
P0128,562842.6,4678476.1,1970,007.40
P0129,565481.3,4676830.9,1970,007.43
P0130,566677.8,4678059.5,1970,007.44
P0320,574091.2,4679605.5,1970,011.67
P0321,575083.2,4681438.7,1970,011.69
P0322,577054.5,4680961.6,1970,011.70
P0323,576464.4,4679555.3,1970,011.68
P0324,579251.9,4680132.9,1970,011.71
P0325,581901.3,4680949,1970,011.78
P0326,585429.6,4681011.8,1970,011.73
P0327,587049.4,4682330.2,1970,011.74
P0328,590803.8,4683422.7,1970,012.76
P0329,591042.4,4681903.3,1970,012.75
P0330,594181.4,4680848.6,1970,012.77
P0331,602041.8,4681112.3,1970,012.136
P0332,604364.7,4680471.9,1970,012.135
P0333,601376.3,4683573.3,1970,012.137
P0334,600032.8,4685582.4,1970,012.138
P0335,605231.1,4687591.4,1970,012.142
P0336,607980.9,4680848.6,1970,012.134
P0337,609437.5,4681476.4,1970,012.139
P0338,608847.4,4683598.4,1970,012.140
P0339,606637.4,4685368.9,1970,012.141
P0340,572316.6,4676898.9,1970,013.66
P0341,571877.1,4674990.3,1970,013.65
P0342,575882.6,4676107.8,1970,013.86
P0343,577866.5,4675668.4,1970,013.87
P0344,580515.9,4675505.1,1970,013.88
P0345,578707.8,4674161.6,1970,013.90
P0346,580302.4,4673784.9,1970,013.91
P0347,580402.9,4677501.6,1970,013.89
P0348,574564.2,4672893.4,1970,013.85
P0349,572931.8,4669829.6,1970,013.84
P0350,575970.5,4670382.1,1970,013.113
P0351,578594.8,4668975.8,1970,013.117
P0352,575104.1,4666828.7,1970,013.93
P0353,574212.6,4666100.4,1970,013.92
P0354,577251.3,4665698.6,1970,013.94
P0355,578921.3,4665409.8,1970,013.94
P0356,582261.3,4666979.3,1970,013.115
P0357,585940.3,4667695,1970,013.118
P0358,585789.6,4668875.4,1970,013.116
P0359,573321.1,4662672.5,1970,013.107
P0360,570495.9,4661868.9,1970,013.112
P0361,572869.1,4660035.6,1970,013.108
P0362,570370.3,4657574.6,1970,013.111
P0363,576686.2,4661906.5,1970,013.106
P0364,574137.3,4656595.2,1970,013.109
P0365,579410.9,4658717.2,1970,013.104
P0366,580666.6,4659608.7,1970,013.105
P0367,578167.9,4656293.8,1970,013.103
P0368,573522,4654096.5,1970,013.110
P0369,580867.5,4653418.4,1970,013.102
P0370,587396.8,4655967.4,1970,013.99
P0371,584446.1,4654422.9,1970,013.100
P0372,586982.4,4658353.1,1970,013.98
P0373,585626.4,4660186.3,1970,013.97
P0374,582650.5,4661090.4,1970,013.96
P0375,587786.1,4668762.3,1970,013.83
P0376,587823.8,4670947.2,1970,013.82
P0377,589581.6,4674525.7,1970,013.79
P0378,588476.7,4678430.8,1970,013.78
P0379,586788.5,4665713,1970,013.117
P0380,579656.5,4655098.6,1970,013.101
P0381,589433.8,4669965.4,1970,013.81
P0382,590689.4,4673347.3,1970,015.80
P0383,594439.6,4673832.8,1970,015.121
P0384,598223.3,4674301.6,1970,015.125
P0385,598340.4,4675674.4,1970,015.126
P0386,601161.4,4675253.8,1970,015.130
P0387,595087.3,4670940.6,1970,015.120
P0388,597375.7,4671449.2,1970,015.124
P0389,602969.6,4672428.6,1970,015.129
P0390,605079.1,4670827.6,1970,015.131
P0391,608488.1,4678041.3,1970,015.133
P0392,607951.3,4675508,1970,015.132
P0393,595558.1,4676261.4,1970,015.122
P0394,590698.8,4669047.8,1970,015.119
P0395,590557.6,4666891.2,1970,015.160
P0396,596462.2,4669396.2,1970,015.123
P0397,599560.5,4669744.7,1970,015.127
P0398,602300.9,4669951.8,1970,015.128
P0399,601293.3,4664461.5,1970,015.147
P0400,592864.8,4663378.6,1970,015.159
P0401,595011.9,4661448,1970,015.158
P0402,595106.1,4657502.1,1970,015.157
P0403,600106.7,4657605.7,1970,015.149
P0404,602724.7,4657229,1970,015.150
P0405,602310.4,4660176.7,1970,015.148
P0406,594154.9,4654008.3,1970,015.156
P0407,596405.7,4653000.7,1970,015.155
P0408,604787.1,4653217.3,1970,015.133
P0409,607141.4,4652303.8,1970,015.154
P0410,605898.3,4655703.4,1970,015.152
P0411,605276.8,4658076.6,1970,015.151
P0412,604033.7,4665092.5,1970,015.146
P0413,606077.3,4664762.9,1970,015.145
P0414,608547.8,4667553.6,1970,015.144
P0044,509895.6,4651896.3,1972,003.1432
P0045,511691.8,4653171.5,1972,003.1437
P0046,515812.9,4651468.7,1972,003.1421
P0047,515292,4656647.3,1972,003.1454
P0048,518569.4,4652127,1972,003.1461
P0049,520456.3,4654252.4,1972,003.1405
P0050,526189.6,4652489.9,1972,003.1326
P0051,525412.1,4654967.7,1972,003.1329
P0052,525847.5,4656668,1972,003.1346
P0056,518942.7,4660390,1972,003.1383
P0057,517211.3,4661478.6,1972,003.1502
P0058,511861.6,4662536.1,1972,003.1563
P0059,515096.3,4663925.4,1972,003.1493
P0060,515562.8,4665159.1,1972,003.1485
P0061,514774.9,4667336.3,1972,003.1473
P0062,512048.2,4667937.6,1972,003.1514
P0063,508429.9,4665729.3,1972,003.1548
P0064,510814.4,4667595.5,1972,003.1537
P0066,513105.7,4669409.8,1972,003.1522
P0707,533030.4,4610807.4,1972,045.1065
P0709,534596.7,4608885.4,1972,045.1087
P0710,537540.1,4608650.9,1972,045.1094
P0712,537192.1,4604080.6,1972,045.1023
P0713,533529.8,4603543.4,1972,045.1251
P0716,530223.2,4598587.2,1972,045.1214
P0718,538349.8,4600176.2,1972,045.1264
P0719,542768.8,4598087.8,1972,045.910
P0721,544456.1,4600849.6,1972,045.1058
P0722,546173.8,4601023.7,1972,045.932
P0725,539378.9,4603785.5,1972,045.1032
P0727,544153.4,4608522.2,1972,045.991
P0728,546045.1,4615952.7,1972,045.1288
P0729,548178.9,4615930,1972,045.1273
P0730,541588.3,4620318.7,1972,045.1305
P0731,545144.7,4621022.4,1972,045.1302
P0732,547429.8,4621045.1,1972,045.1296
P0009,495075.1,4652932.6,1976,001A.6
P0010,494798.2,4651945,1976,001A.9
P0011,492500.1,4651760.4,1976,001A.16
P0012,493699.9,4652388,1976,001A.12
P0013,490921.8,4651714.3,1976,001A.19
P0014,489842,4653024.9,1976,001A.25
P0015,490414.2,4650948.2,1976,001A.20
P0016,488863.7,4654049.3,1976,001A.28
P0017,493524.5,4654344.7,1976,001A.67
P0018,497548.5,4660934.5,1976,001A.132
P0019,499809.8,4659430.1,1976,001A.125
P0020,497899.3,4655784.5,1976,001A.90
P0021,498748.4,4662817.3,1976,001A.192
P0022,500871.1,4662254.3,1976,001A.210
P0023,502873.9,4660676.1,1976,001A.108
P0024,506399.6,4663084.9,1976,001A.195
P0025,502117.1,4657944.2,1976,001A.117
P0026,500908.1,4658064.1,1976,001A.107
P4361,642403.4,4617992.7,1976,069.57
P4362,641098.7,4617084.3,1976,069.56
P4380,651360,4605354,1976,069.78
P4384,648387.7,4608412.2,1976,069.71
P4387,648812.9,4611779.7,1976,069.70
P4979,655076.6,4622020.4,1976,070.24
P4988,642197.8,4622972,1976,069.142
P4991,644064.4,4622269.2,1976,069.143
P4993,647079.8,4621974.4,1976,069.140
P4997,644306.3,4616903.5,1976,069.137
P5000,648923.8,4615339.2,1976,069.132
P5003,652539.5,4611083.6,1976,069.76
P5011,662549.8,4618567.1,1976,070.112
P5022,660966,4617847.4,1976,070.113
P5023,659408.7,4615690,1976,070.114
P5030,659896.8,4610096.5,1976,070.120
P5033,656939.9,4609737.5,1976,070.118
P5034,653994.3,4611902.5,1976,070.21
P5035,658086.3,4609344.4,1976,070.121
P5038,654052.6,4607401.6,1976,070.123
P5042,659692.9,4605795,1976,070.125
P5046,663008.8,4605099.9,1976,070.126
P5048,656404.1,4599414.4,1976,070.37
P5050,661508.9,4597895.1,1976,070.35
P5104,653879.7,4618207.9,1976,070.22
P5439,652166.6,4614850.4,1976,069.115
P5819,657050,4622108.7,1976,070.101
P5820,655919.3,4622260.5,1976,070.103
P1681,463131.3,4594250,1979,083.2
P1682,461383,4592040.5,1979,083.5
P1683,463310.3,4592012.9,1979,083.3
P1684,463558.1,4592185,1979,083.4
P1685,462745.8,4592460.3,1979,083.1
P1956,485144.8,4576628,1979,092.90
P1957,483703.8,4585564.2,1979,092.11
P1958,484421.3,4585600,1979,092.12
P1959,484301.7,4583997.6,1979,092.14
P1960,486645.6,4583638.8,1979,092.13
P1961,484002.7,4582526.6,1979,092.17
P1962,485198.6,4582502.7,1979,092.16
P1963,484564.8,4577743.2,1979,092.20
P1964,484349.5,4577336.6,1979,092.93
P1965,483859.2,4576415.8,1979,092.21
P1966,486203.1,4576009.2,1979,092.97
P1967,485064.1,4576000.2,1979,092.28
P1968,486346.6,4575713.2,1979,092.29
P1970,487279.4,4576520.4,1979,092.23
P1971,488544,4578439.8,1979,092.22
P1972,488041.8,4575533.8,1979,092.24
P1973,485736.7,4574753.5,1979,092.116
P1975,485575.3,4574260.2,1979,092.100
P1976,485799.5,4573937.3,1979,092.117
P1978,487907.2,4572690.6,1979,092.35
P1980,488687.5,4572780.3,1979,092.115
P1981,483736.6,4573668.2,1979,092.43
P1983,484732.2,4572789.3,1979,092.101
P1984,484920.6,4572879,1979,092.40
P1985,484382.4,4571838.6,1979,092.104
P1986,484741.2,4571901.4,1979,092.42
P1987,485324.2,4572035.9,1979,092.103
P1988,485593.2,4571309.4,1979,092.37
P1989,486463.2,4572340.8,1979,092.102
P1990,486839.9,4571964.1,1979,092.36
P1992,488292.9,4571345.3,1979,092.33
P1993,489449.9,4572098.7,1979,092.32
P1995,488023.8,4573282.6,1979,092.113
P1997,488849,4573121.1,1979,092.34
P1998,490481.3,4572609.9,1979,092.31
P2000,491243.7,4571946.2,1979,092.30
P2004,489458.9,4571686.1,1979,092.109
P2006,485144.8,4576421.7,1979,092.25
P2007,484319.6,4573264.6,1979,092.98
P2008,485718.8,4581139.4,1979,092.18
P2009,485431.8,4584314.5,1979,092.15
P5106,486186.2,4574646.9,1979,092.38
P4247,615184.5,4621164.4,1981,067.634
P4253,621338.3,4622846,1981,067.543
P4254,620939.6,4619881.5,1981,067.536
P4256,624498.4,4621751.5,1981,067.551
P4263,624778.7,4614174.7,1981,067.562
P4267,619038.1,4610666.6,1981,067.541
P4273,615162.8,4611546.1,1981,067.568
P4296,618991.8,4600686,1981,067.596
P4300,619036.7,4598686.9,1981,067.669
P4302,618857.3,4597206.9,1981,067.670
P4303,616478.1,4596529.6,1981,067.667
P4308,615042.9,4600972.8,1981,067.675
P4316,613962.9,4605756.6,1981,067.581
P4327,612629.3,4610692.6,1981,067.569
P4390,626571.1,4623135.3,1981,068.548
P4397,628281.7,4617083.1,1981,068.685
P4399,629666.1,4617496.2,1981,068.684
P4401,629608.1,4615314.5,1981,068.683
P4408,630758.1,4609245.4,1981,068.677
P4409,631598.9,4606964.6,1981,068.676
P4414,627346.7,4598711.3,1981,068.594
P4417,629221.5,4598701.6,1981,068.662
P4422,630458.6,4597290.7,1981,068.661
P4702,611425.4,4650747.7,1981,064.500
P4705,613224.1,4648927.6,1981,064.507
P4706,615079.8,4648877.9,1981,064.506
P4713,612872.2,4645168.3,1981,064.503
P4714,611300.9,4644727.5,1981,064.505
P4717,618105.1,4644300.9,1981,064.497
P4720,619527.1,4644208.4,1981,064.511
P4722,612875.8,4643360,1981,064.502
P4725,619272.5,4643095.9,1981,064.512
P4728,622384.1,4646981.3,1981,064.485
P4731,623635.4,4644611.3,1981,064.484
P4732,622603.3,4648436.4,1981,064.490
P4736,626257.8,4649403.4,1981,064.488
P4742,629044.8,4647867.7,1981,064.14
P4756,626485.3,4637970.7,1981,064.461
P4759,627672.6,4635752.4,1981,064.462
P4760,628788.9,4637423.2,1981,064.464
P4761,628838.6,4634828.1,1981,064.463
P4763,631682.6,4635645.8,1981,064.465
P4766,626321.8,4630704.4,1981,064.459
P4771,615386.8,4633889.6,1981,064.473
P4772,615834.6,4631970,1981,064.474
P4774,613061.8,4632211.7,1981,064.475
P4777,617114.4,4631081.2,1981,064.514
P4778,617526.8,4629744.6,1981,064.34
P4781,618948.8,4627071.3,1981,064.521
P4787,619674.8,4631289.8,1981,064.517
P4789,618842.1,4629851.8,1981,064.35
P4790,621104.8,4625850.7,1981,064.520
P4792,613451.9,4625559.2,1981,064.526
P4794,624429.5,4624834,1981,064.519
P4798,627670.8,4628524.1,1981,064.458
P4800,624801.9,4631158.3,1981,064.460
P4806,621507.6,4635581.9,1981,064.470
P4808,611857.3,4634726.4,1981,064.476
P4810,618739.6,4650368.2,1981,064.493
P4812,633507.8,4648006.9,1981,065.437
P4813,633490.1,4645458.9,1981,065.440
P4827,640381.7,4646437.3,1981,065.176
P4836,645229.1,4650768.2,1981,065.267
P4842,651371.8,4651197.4,1981,065.244
P4843,650052.7,4650386.8,1981,065.246
P4852,645435.8,4643369.9,1981,065.161
P4859,642720.3,4643868.4,1981,065.166
P4861,640691.6,4640231,1981,065.429
P4862,638259.9,4641232.3,1981,065.430
P4864,638077.2,4642853.4,1981,065.431
P4865,637282.5,4643544.8,1981,065.434
P4866,636050.8,4644093.1,1981,065.435
P4867,633396.6,4643147.4,1981,065.439
P4868,633396.6,4640469.4,1981,065.438
P4869,635359.4,4641852.1,1981,065.432
P4871,638466.6,4644935.4,1981,065.185
P4878,635875.9,4638562.2,1981,065.426
P4879,635256.1,4637274.9,1981,065.478
P4880,634517.1,4635097.5,1981,065.467
P4881,636837.5,4635709.4,1981,065.416
P4884,639436.1,4634374.4,1981,065.424
P4886,637854.7,4638673.5,1981,065.428
P4888,641470.4,4638578.1,1981,065.420
P4897,640866.4,4632999.6,1981,065.425
P4901,645801.3,4635081.6,1981,065.73
P4929,641001,4631090.2,1981,065.413
P4930,641071.5,4629845.4,1981,065.410
P4934,645019.3,4629077.5,1981,065.10
P4940,634040.8,4629962.8,1981,065.450
P4941,633680.7,4627488.8,1981,065.451
P4944,638409.6,4626909.4,1981,065.408
P4945,640241.6,4627316.5,1981,065.401
P4946,641439.4,4626118.7,1981,065.400
P4957,649456.6,4627606.2,1981,065.22
P4969,645914.1,4632684.8,1981,065.60
P5102,611245.4,4630615,1981,064.516
P5818,611526.4,4627812.8,1981,064.527
P1697,471071.6,4580098.7,1982,084.48
P1698,472449.9,4580785.3,1982,084.45
P1699,473177.8,4581002.1,1982,084.46
P1700,472983.3,4578364.1,1982,084.44
P1702,474470,4575274.3,1982,084.17
P4972,465087.3,4574359.4,1982,085.47
P4973,466966.8,4576492.8,1982,085.9
P4974,466938.6,4577171.8,1982,085.10
P4975,467153.2,4579029.7,1982,085.8
P4976,464375.3,4580734.7,1982,085.7
P4977,463330.8,4583250.5,1982,085.6
P0733,551936.4,4621682.8,1984,047.1083
P0734,553457.8,4621763.4,1984,047.1084
P0735,550707.3,4620745.8,1984,047.1082
P0736,550656.9,4618378.1,1984,047.1099
P0737,554727.3,4618640,1984,047.1085
P0738,556903.6,4618499,1984,047.1086
P0739,557346.9,4617108.6,1984,047.1081
P0740,557346.9,4621199.1,1984,047.1088
P0741,557326.7,4622438.4,1984,047.1087
P0742,558646.6,4617622.4,1984,047.1096
P0743,559392.1,4621310,1984,047.1091
P0744,560379.5,4622549.2,1984,047.1089
P0745,559321.6,4619425.9,1984,047.1092
P0746,561296.3,4620866.7,1984,047.1090
P0747,560621.3,4618116.1,1984,047.1095
P0748,562706.9,4621078.2,1984,047.1093
P0749,562253.5,4617078.4,1984,047.1097
P0750,560419.8,4616514.2,1984,047.1080
P0751,558072.3,4615607.4,1984,047.1079
P0752,554979.2,4616483.9,1984,047.1077
P0753,553165.6,4616322.7,1984,047.1076
P0754,551231.2,4615607.4,1984,047.1072
P0755,551160.6,4616937.3,1984,047.1100
P0756,550445.3,4613965.1,1984,047.1071
P0757,553699.6,4613592.3,1984,047.1075
P0759,551603.9,4611859.4,1984,047.1070
P0760,555029.6,4612453.8,1984,047.1074
P0761,553367.1,4609370.8,1984,047.1069
P0762,557215.9,4610438.8,1984,047.1057
P0763,555765.1,4610731,1984,047.1101
P0764,561155.3,4614015.5,1984,047.1102
P0765,559251.1,4612796.4,1984,047.1061
P0766,559412.3,4610428.7,1984,047.1060
P0769,557215.9,4608625.3,1984,047.1058
P0770,551311.8,4608907.4,1984,047.1068
P0771,555432.6,4608101.3,1984,047.1056
P0772,553669.4,4606821.8,1984,047.1055
P0773,557024.4,4606287.8,1984,047.1053
P0774,553155.6,4605139.2,1984,047.1054
P0775,559865.6,4606318,1984,047.1051
P0776,561256.1,4612131.4,1984,047.1163
P0777,562807.6,4605602.7,1984,047.1043
P0778,556722.2,4604665.7,1984,047.1057
P0779,558334.2,4604413.8,1984,047.1040
P0780,554797.8,4603900,1984,047.1048
P0781,553074.9,4599779.2,1984,047.1047
P0782,550233.8,4598701.2,1984,047.1046
P0783,556742.3,4597905.2,1984,047.1050
P0784,561648.9,4598056.3,1984,047.1038
P0786,557770,4601260.3,1984,047.1049
P0787,565799.9,4595930.5,1984,047.1036
P0788,566364.2,4597864.9,1984,047.1037
P0789,566072,4602005.8,1984,047.1042
P0790,566092.1,4603849.6,1984,047.1041
P0791,568207.9,4605481.8,1984,047.1025
P0792,568147.5,4607164.3,1984,047.1026
P0793,563281.1,4608403.6,1984,047.1044
P0794,568711.7,4609642.9,1984,047.1027
P0795,563220.7,4611335.5,1984,047.1045
P0796,564923.4,4612987.8,1984,047.1065
P0797,567119.8,4613703.2,1984,047.1099
P0798,567270.9,4610751.1,1984,047.1028
P0799,568600.9,4615315.2,1984,047.1030
P0800,565215.6,4615224.5,1984,047.1066
P0801,562938.6,4615254.8,1984,047.1064
P0802,564379.4,4618186.6,1984,047.1098
P0803,567784.8,4618670.3,1984,047.1034
P0804,562918.4,4618821.4,1984,047.1094
P0805,565024.2,4620534.2,1984,047.1031
P0806,568097.1,4621269.7,1984,047.1033
P0807,565437.3,4622317.5,1984,047.1032
P3209,577931.3,4557663.5,1985,117.1322
P3215,578194.5,4564277.8,1985,117.1316
P3216,577592.9,4562472.8,1985,117.1317
P3221,575813.9,4561751.4,1985,117.1318
P3222,575065.8,4559340.1,1985,117.1326
P3224,576742.3,4561036.7,1985,117.1319
P3225,574224.1,4557416.3,1985,117.1323
P3226,574965.6,4555646.2,1985,117.1325
P3227,576688.9,4554590.9,1985,117.1324
P3232,579307.3,4554510.7,1985,117.1334
P3233,579260.6,4556668.2,1985,117.1321
P3237,582415.6,4555159.4,1985,117.1335
P3238,579541.8,4558585.3,1985,117.1339
P3239,580468.1,4557302.8,1985,117.1338
P3240,581732.8,4560045.9,1985,117.1346
P3241,583072.6,4559629.5,1985,117.1345
P3242,582346.1,4560912,1985,117.1347
P3243,580151.9,4560756.7,1985,117.1327
P3244,579054.8,4561362.9,1985,117.1320
P3245,583628.6,4562830.7,1985,117.1318
P3246,585477.2,4563106.3,1985,117.1350
P3247,587020.2,4564058.1,1985,117.1361
P3248,586594.4,4564724.4,1985,117.1360
P3249,584780.9,4565035,1985,117.1349
P3250,587100.4,4566823.5,1985,117.1359
P3251,588853.8,4564869.7,1985,117.1362
P3252,588563.2,4566698.2,1985,117.1363
P3253,590366.7,4566152.2,1985,117.1358
P3254,583516,4556791.7,1985,117.1342
P3255,586201.2,4556215,1985,117.1340
P3256,586548.6,4558072,1985,117.1343
P3257,586929.3,4559207.5,1985,117.1344
P3258,584534.6,4555770.8,1985,117.1341
P3259,589729.7,4559473,1985,117.1354
P3260,587430.3,4560785.5,1985,117.1351
P3261,587415.3,4562243.4,1985,117.1352
P3262,589549.4,4561512,1985,117.1356
P3263,590816.8,4561151.3,1985,117.1355
P4001,585459.4,4593211.7,1985,115.1245
P4423,584156.3,4594924,1985,115.1246
P4424,587734.5,4595102.9,1985,115.1247
P4425,587702.9,4592998.1,1985,115.1333
P4426,589418.4,4592871.8,1985,115.1332
P4427,589050.1,4591093.2,1985,115.1331
P4429,586840,4588872.6,1985,115.1329
P4430,588387,4588630.6,1985,115.1330
P4431,584335.3,4586620.4,1985,115.1293
P4432,586176.9,4587315,1985,115.1328
P4433,584861.4,4584684,1985,115.1292
P4434,587134.6,4585073.4,1985,115.1315
P4435,589165.8,4583652.6,1985,115.1313
P4436,587187.3,4582631.8,1985,115.1312
P4437,585145.6,4582621.3,1985,115.1291
P4438,583809,4581810.9,1985,115.1287
P4439,587313.6,4581526.8,1985,115.1311
P4440,588629.1,4581621.5,1985,115.1314
P4441,584272.1,4580232.3,1985,115.1286
P4442,585587.6,4580274.4,1985,115.1285
P4443,585387.6,4579190.4,1985,115.1284
P4444,586871.6,4578674.7,1985,115.1308
P4445,589207.9,4578801,1985,115.1310
P4446,588850.1,4577422.3,1985,115.1307
P4447,587071.5,4576727.7,1985,115.1309
P4448,589639.4,4575643.7,1985,115.1306
P4449,589628.9,4573581,1985,115.1305
P4450,587881.9,4572960.1,1985,115.1299
P4451,585040.3,4572991.7,1985,115.1297
P4452,585092.9,4571370.9,1985,115.1298
P4453,586871.6,4570623.7,1985,115.1300
P4454,589281.6,4571486.7,1985,115.1304
P4455,588565.9,4569455.5,1985,115.1303
P4456,587145.2,4568582,1985,115.1302
P4457,586166.4,4569255.6,1985,115.1301
P5545,581041.8,4553789,1985,117.1336
P5546,580593.1,4554895.3,1985,117.1337
P5547,591173.6,4557418.4,1985,117.1353
P1588,630519.3,4650080.7,1985,075A.312
P1597,644143.8,4640780.7,1985,075A.381
P1600,647646.8,4636262.5,1985,075A.75
P1601,645190.1,4635231.7,1985,075A.73
P1602,649251.1,4635813,1985,075A.57
P1603,645538.8,4633813.5,1985,075A.58
P1607,644717.3,4629279.7,1985,075A.10
P1612,646135.6,4623087.5,1985,075A.144
P1613,642345.8,4618840.5,1985,075A.138
P1614,647677.8,4614244.7,1985,075A.136
P1615,650692.6,4615996.2,1985,075A.131
P1616,651917.1,4618321.2,1985,075A.130
P1617,652188.3,4617608.2,1985,075A.52
P1618,651010.3,4620367.2,1985,075A.38
P1619,649158.1,4613648,1985,075A.133
P1620,652552.6,4616841,1985,075A.53
P1621,651963.6,4611377.2,1985,075A.116
P1622,654443.6,4611981.7,1985,075A.117
P1623,662749.9,4619173.7,1985,075A.111
P1624,653174.3,4619986.6,1985,075A.48
P1625,653339.6,4621171.5,1985,075A.35
P1626,654207.6,4620523.9,1985,075A.27
P1627,652416.6,4621956.8,1985,075A.34
P1628,652251.2,4623720.4,1985,075A.31
P1629,653064.1,4623527.5,1985,075A.32
P1630,652554.3,4624299,1985,075A.30
P1631,653863.2,4625635.5,1985,075A.13
P1632,652692.1,4626462.2,1985,075A.12
P1633,653821.9,4626944.4,1985,075A.15
P1634,657652.1,4625387.5,1985,075A.137
P1635,657211.2,4627412.8,1985,075A.20
P1642,655557.9,4633778.2,1985,075A.63
P1643,655089.4,4635293.7,1985,075A.67
P1644,651521,4636630.2,1985,075A.43
P1647,653215.6,4631215.5,1985,075A.107
P1649,651236.7,4641043.5,1985,075A.112
P1650,653069.1,4641568.3,1985,075A.106
P1651,652987.8,4642240.9,1985,075A.99
