"ProfID","HorID","DepthFrom","DepthTo","CaCO3_perc","OM_perc","pH_H2O","pH_nKCl","P2O5_mg100g","K2O_mg100g","Bulk_density_gcm3","Higroscopic_water","Stones_perc","Sand_perc","Silt_perc","Clay_perc"
"P0857","P0857H01",3,30,11.9,2.4,8.2,7.4,1,25,NA,NA,0,0,0,0
"P0857","P0857H02",30,60,2.6,2.1,8.4,7.3,1,25,NA,NA,0,0,0,0
"P0857","P0857H03",62,90,11.6,1.8,8.6,7.6,1,17.8,NA,NA,0,0,0,0
"P0863","P0863H01",0,18,1.9,3,8.2,7.3,19.2,25,NA,NA,0,0,0,0
"P0863","P0863H02",18,43,1.9,2.5,8,7,6.2,15,NA,NA,0,0,0,0
"P0863","P0863H03",43,85,5.6,1.5,8.2,7.2,1,7.3,NA,NA,0,0,0,0
"P0957","P0957H04",80,110,4,1.6,8,7.6,NA,NA,NA,NA,0,0,0,0
"P4440","P4440H01",0,30,0,3.6,6.2,5.2,11.7,16.6,NA,NA,0,0,0,0
"P5083","P5083H01",0,20,0,2.1,6,NA,NA,NA,NA,NA,0,0,0,NA
"P5083","P5083H02",20,40,0,1.7,6.9,NA,NA,NA,NA,NA,0,0,0,NA
"P5083","P5083H03",40,60,0,2.1,7,NA,NA,NA,NA,NA,0,0,0,NA
"P5085","P5085H01",0,70,12.6,10.5,NA,NA,NA,NA,NA,NA,0,0,0,0
"P5085","P5085H02",70,100,1.8,5.1,NA,NA,NA,NA,NA,NA,0,0,0,0
"P0364","P0364H02",20,50,0,3,7.1,6.1,7.7,25,NA,4.3,1,3,47,50
"P6184","P6184H02",20,57,0,5.5,7.4,6.5,1,25.6,NA,4.8,0,7,30,63
"P0364","P0364H03",50,75,0,2.2,6.6,5.4,1,25,NA,3.6,1,8,47,46
"P1643","P1643H04",80,103,5.6,1.9,7.8,7,12.7,21.1,NA,NA,1,8,64,29
"P6501","P6501H04",100,120,40.4,0.7,8.5,7.8,NA,NA,NA,5.3,1,8,18,74
"P5882","P5882H03",63,91,0,0.9,5.1,4.2,1,15.6,NA,4,0,9,15,77
"P5882","P5882H04",91,115,0,0.6,5.2,4.1,1,14,NA,4.1,0,9,11,80
"P0364","P0364H01",0,20,0,0.9,6.4,5.3,1.7,18.6,NA,4.6,0,10,46,44
"P1020","P1020H03",50,90,0,4.7,6.1,5.5,NA,NA,NA,NA,0,10,68,22
"P1482","P1482H01",0,35,0.2,3.5,7.7,6.9,7.6,NA,NA,8.3,0,11,39,40
"P1967","P1967H05",116,130,0,3.4,7.5,6.8,6.4,8.3,NA,3.5,NA,11,63,26
"P2425","P2425H04",67,97,0.2,1.7,6.6,5.8,NA,NA,NA,3.9,NA,11,66,23
"P4207","P4207H02",30,62,19.9,1.5,8,7.7,1,30.7,NA,2.3,0,11,42,47
"P6356","P6356H01",0,20,0,5.9,6.7,5.8,NA,NA,NA,4.3,10,11,51,39
"P3504","P3504H02",42,63,0,2.1,6.4,5.6,15.3,20,1.7,4.2,NA,12,54,35
"P5609","P5609H04",98,135,5.6,1.4,8,6.8,3.5,20,NA,4,1,12,37,51
"P4212","P4212H03",54,90,53.3,1.6,8.6,7.5,6.4,7,NA,2,2,13,54,33
"P1732","P1732H03",42,85,0,1.2,NA,NA,1,20,NA,4.7,2,14,14,71
"P1753","P1753H02",20,52,0,2.2,NA,NA,4,22.1,NA,5.5,2,14,10,76
"P1967","P1967H04",93,116,0,3.6,7.6,6.9,5.2,8.3,NA,3.6,NA,14,59,27
"P5268","P5268H04",90,130,13.6,1.1,8.5,7.8,2.3,20.6,NA,2.7,0,14,42,44
"P5882","P5882H02",31,63,0,1.3,5.3,4.3,1,19.2,NA,3.7,2,14,20,66
"P6214","P6214H04",85,130,13.6,1.1,8.5,7.8,NA,NA,NA,2.7,0,14,42,44
"P6501","P6501H03",65,100,23.7,1.5,8.3,7.6,NA,NA,NA,6.9,1,14,35,51
"P1483","P1483H01",0,14,0,4.8,7.3,7.1,32.1,NA,NA,8.4,0,16,46,39
"P1751","P1751H02",21,55,0,2.9,6.9,6.1,1.3,20.8,NA,4.1,1,16,19,65
"P2055","P2055H03",92,127,0.3,1.6,7.3,6.5,NA,NA,NA,NA,NA,16,67,17
"P4212","P4212H02",30,54,46.6,2.4,8.6,7.5,5.3,7.8,NA,2.3,2,16,48,36
"P5202","P5202H03",55,100,9.7,2.5,8.3,7.2,5.3,20.5,NA,4,0,16,28,56
"P5855","P5855H03",53,75,44.8,0.8,8.4,7.4,1.6,30.2,NA,NA,1,16,23,61
"P6209","P6209H02",9,39,0,6.5,7.4,6.6,7.1,29.2,NA,4.5,3,16,37,47
"P6298","P6298H03",78,120,2.8,0.4,8.8,7.5,NA,NA,NA,2.7,2,16,51,34
"P1758","P1758H01",0,28,6.3,7.7,7.6,6.5,1,40,NA,4.3,4,17,48,35
"P2322","P2322H03",87,112,2,0.9,7.1,6.5,NA,NA,NA,3.8,NA,17,61,23
"P3849","P3849H04",67,94,0.2,2.5,6.7,5.9,NA,NA,NA,4.4,NA,17,62,21
"P4207","P4207H03",62,90,30.7,0.9,8.3,8,1,26.3,NA,1.9,0,17,33,51
"P4220","P4220H01",0,30,27.6,1.7,8.6,7.5,5.6,15.3,NA,2.1,9,17,46,37
"P6177","P6177H02",23,62,0,3.8,7.1,6.2,2.2,20.8,NA,4.3,0,17,22,61
"P6288","P6288H03",48,80,20.8,1.3,8.8,7.6,NA,NA,NA,4.1,1,17,32,52
"P2332","P2332H02",24,50,0.1,2,6.2,5.5,1.5,13.5,1.4,5.3,NA,18,22,61
"P2339","P2339H02",16,45,8,1.5,8,7.2,3,8.2,1.5,5.4,NA,18,78,3
"P2871","P2871H01",0,25,0,2.4,6.2,5.7,NA,NA,NA,5,1,18,80,2
"P2979","P2979H03",36,70,1,0.9,8.9,7.5,NA,NA,NA,8.2,2,18,59,23
"P2981","P2981H01",0,18,0.8,2.8,7.5,6.7,NA,NA,NA,3.6,1,18,54,28
"P3404","P3404H03",85,107,0.1,1.1,6.8,5.8,NA,NA,NA,4.9,NA,18,36,46
"P3581","P3581H03",66,101,0.4,1.8,7.6,6.8,NA,NA,NA,4.9,NA,18,53,29
"P3592","P3592H03",82,103,0.2,1.2,7.6,6.7,NA,NA,NA,3.8,NA,18,57,25
"P1692","P1692H02",10,47,0,1,NA,NA,1.3,25,NA,4.2,0,19,10,71
"P1740","P1740H02",11,45,0,6.4,6.4,5.5,1.8,14.8,NA,4.5,0,19,25,56
"P1762","P1762H02",22,63,0.4,2.3,7.5,6,1,20,NA,5.3,1,19,12,69
"P2522","P2522H01",0,26,0.1,4.4,6.4,5.5,2.3,20,1.2,5.4,NA,19,46,35
"P3380","P3380H01",0,24,0,3,6.5,5.3,6,14,1.1,4.3,NA,19,60,21
"P3403","P3403H03",78,116,0,2.2,6.5,5.5,NA,NA,NA,2.8,NA,19,54,26
"P3504","P3504H01",0,30,0,4.4,5.7,4.9,2.8,20,1.4,4.2,NA,19,55,27
"P3578","P3578H02",43,70,0.2,1.5,7.1,6.2,NA,NA,1.4,3.8,NA,19,68,13
"P4013","P4013H02",25,45,37.5,1.2,8,7.1,1,12.7,NA,NA,1,19,61,20
"P5857","P5857H01",0,26,NA,2.5,7.5,6.4,1.2,27,NA,NA,0,19,19,63
"P5893","P5893H03",40,60,0,2.5,7,5.7,NA,NA,NA,8.8,2,19,30,50
"P6310","P6310H03",90,120,0,2.9,6.8,5.9,NA,NA,NA,2.5,0,19,58,23
"P6501","P6501H02",23,65,12.2,2.2,8.1,7.5,NA,NA,NA,7.2,2,19,26,55
"P1091","P1091H02",20,50,6.7,0.9,6.8,6.3,NA,NA,NA,NA,0,20,61,19
"P1878","P1878H02",14,27,0,2.2,6.5,4.7,1,10.6,NA,2.1,0,20,34,46
"P2147","P2147H04",103,112,2.4,7,7.5,7,NA,NA,NA,3.3,NA,20,77,4
"P3815","P3815H04",103,112,2.4,0.7,7.5,7,NA,NA,NA,3.3,NA,20,77,4
"P4586","P4586H02",20,130,0.3,1.5,6,5.6,0.9,9.1,NA,2.4,1,20,53,28
"P4628","P4628H04",95,150,0,1.2,7,6.5,NA,NA,NA,2.9,NA,20,68,13
"P4698","P4698H02",30,65,39.4,1.2,8.9,7.7,1,18.2,NA,2.4,1,20,49,31
"P5848","P5848H01",0,29,NA,3.6,7.2,6.1,1,24.7,1.3,3.9,0,20,29,52
"P0350","P0350H02",18,45,NA,2.1,8,7.3,1,25,NA,5.2,1,21,33,46
"P1628","P1628H03",38,60,0,2.3,6.4,5.6,1,51.1,1.1,6.7,4,21,15,63
"P1628","P1628H04",60,82,0,2.2,6.6,5.7,1,50.2,1.1,6.6,2,21,16,63
"P1758","P1758H02",28,49,7.9,5.4,8,6.7,1,28.6,NA,4.2,31,21,44,35
"P2273","P2273H02",50,80,0,1.7,6.7,5.9,2.1,20,1.3,7,NA,21,40,39
"P2506","P2506H03",95,120,0.1,1.3,6.3,5.5,NA,NA,NA,2.7,NA,21,60,19
"P3387","P3387H01",0,40,0.1,3.7,6,5,3.7,17.8,1.2,6.4,NA,21,45,34
"P3579","P3579H03",92,127,2.4,1.5,7.6,6.8,NA,NA,NA,3.3,NA,21,50,29
"P3828","P3828H01",0,29,0,2.2,6.5,5.7,7,11.2,1.6,2.1,NA,21,65,15
"P4154","P4154H03",65,100,29.2,1.3,7.8,6.7,6.4,16.7,NA,3.2,2,21,37,42
"P4225","P4225H03",70,100,34.3,0.9,9,8.1,2.7,15.1,NA,2.1,3,21,51,28
"P4888","P4888H03",52,82,0,1.4,6.1,3.8,1.4,11.1,NA,2.9,15,21,68,11
"P5855","P5855H02",22,53,16.4,1.6,8.1,7,2.8,39,NA,NA,0,21,21,58
"P6217","P6217H03",35,60,34.3,0.9,9,8.1,NA,NA,NA,2.1,3,21,51,28
"P6288","P6288H02",30,48,16.8,1.8,8.4,7.4,NA,NA,NA,3.9,0,21,36,43
"P0349","P0349H02",16,40,0,1.4,6.4,5.3,1.5,13.8,NA,4.4,2,22,37,40
"P0350","P0350H03",45,60,0,1.9,5.4,4.9,1.9,14.5,NA,5.2,0,22,29,50
"P0367","P0367H02",18,43,0,3.2,6.8,5.3,1.6,15,NA,6.5,3,22,24,54
"P0367","P0367H03",43,75,0,2.2,5.9,5.1,5,21.9,NA,5.6,4,22,35,43
"P1459","P1459H03",30,55,0,1,6.4,NA,NA,NA,1.3,9.2,NA,22,41,37
"P1628","P1628H05",82,105,18.4,0.6,7.3,6.7,1,45.4,1.2,5.8,4,22,18,60
"P1732","P1732H01",0,17,0,3.6,NA,NA,1,28.8,NA,4.2,7,22,17,61
"P1967","P1967H02",20,55,2.4,4.3,7.7,7.4,7.2,9.9,NA,2.8,NA,22,64,14
"P2123","P2123H03",70,114,0.3,1.9,7.2,6.5,NA,NA,NA,NA,NA,22,45,33
"P2322","P2322H01",0,42,0.1,2.7,5.9,5,20,20,1.6,2.7,NA,22,59,19
"P2465","P2465H01",0,30,0.3,1.7,7.1,6.5,0,6.8,1.6,3.3,NA,22,61,18
"P2964","P2964H02",30,65,0.4,NA,7.6,6.9,NA,NA,NA,4.4,1,22,62,16
"P3572","P3572H01",0,28,0,2.7,5.6,4.9,2.8,13.6,1.6,3.6,NA,22,50,29
"P3578","P3578H01",0,20,0.1,4.1,6.3,5,7.4,18.4,1.2,4.4,NA,22,55,23
"P4064","P4064H02",33,65,22.6,1.7,8.3,6.9,4.9,16.7,NA,NA,0,22,43,35
"P4154","P4154H04",100,120,32.8,1.3,7.9,7,5.6,17.2,NA,3.4,0,22,40,38
"P4199","P4199H04",85,115,34.2,0.7,8.3,7.7,1,17,NA,1.4,0,22,47,31
"P5857","P5857H02",26,51,NA,1.2,7.8,6.8,1.6,19.3,NA,NA,0,22,20,58
"P5893","P5893H05",90,105,7.3,1.6,7.8,6.7,NA,NA,NA,8.4,1,22,40,38
"P5894","P5894H02",12,35,0,2.2,6.9,5.8,1.8,21.9,NA,8.7,5,22,31,47
"P5902","P5902H03",56,75,25.1,2.2,8,6.8,3.7,15.6,NA,8.8,NA,22,43,36
"P6179","P6179H03",50,75,0,1.1,6.9,5.7,0,16.4,NA,4.1,1,22,17,61
"P6184","P6184H01",0,20,0,7.3,7.2,6.5,3.1,59.3,NA,5.3,4,22,25,53
"P6244","P6244H01",0,31,0,3.2,8.4,7.6,NA,NA,NA,3.4,NA,22,41,37
"P0361","P0361H04",100,150,13.3,2.5,7.8,6,2.6,25,NA,5.9,2,23,33,43
"P0369","P0369H01",0,18,0,1.1,7.1,6.4,2,7.5,NA,6.5,8,23,31,46
"P1628","P1628H01",0,20,0,3.9,6.1,5.4,1,57.6,1.1,6.4,2,23,21,57
"P1628","P1628H02",20,38,0,2.5,6.2,5.1,1,50.1,1.1,6.6,4,23,16,61
"P1736","P1736H03",37,92,0,1.4,6.7,5.3,1.4,17.4,NA,2.2,6,23,28,49
"P1971","P1971H03",53,100,0,2.6,7.1,6.7,7.8,15.6,NA,2.4,8,23,55,22
"P2087","P2087H03",79,111,0.2,1.3,7.4,5.8,NA,NA,NA,NA,NA,23,52,25
"P2123","P2123H01",0,41,0.1,1,6.6,5.9,4,20,1.2,5,NA,23,37,40
"P2332","P2332H04",84,117,1.4,1.6,7.1,6.3,NA,NA,NA,5.8,NA,23,52,26
"P2511","P2511H02",38,68,0.1,1.7,6.3,5.6,0.6,5,1.3,2.9,NA,23,64,13
"P3364","P3364H03",86,97,0.1,1.4,7.5,5.6,3,27.7,NA,4,1,23,23,54
"P3445","P3445H02",33,67,0.4,1.7,7.2,6.7,2.6,20,1.4,7.3,1,23,49,28
"P3734","P3734H02",40,115,0,4.1,6,5,NA,NA,1.5,5.2,NA,23,49,28
"P4064","P4064H03",65,90,57.2,1.1,8.4,7,13,10.3,NA,NA,0,23,46,32
"P5893","P5893H02",18,40,0,2.8,6.5,5.5,NA,NA,NA,9.2,2,23,31,46
"P6244","P6244H02",31,63,3,2.3,8.8,7.7,NA,NA,NA,4.2,1,23,25,52
"P0980","P0980H03",40,60,8.4,1.3,7.7,7.2,NA,NA,NA,NA,0,24,64,12
"P1017","P1017H02",10,33,7.8,3.4,7.2,6.8,NA,NA,NA,NA,0,24,65,11
"P1732","P1732H02",17,42,0,1.5,NA,NA,1,20.5,NA,4.5,1,24,11,65
"P1739","P1739H01",0,27,0,7.8,7.1,6.2,1.8,29.6,NA,4.4,3,24,24,52
"P2158","P2158H02",19,50,0.1,1.9,6.9,6.1,2.7,18.2,1.6,5.7,NA,24,49,27
"P2273","P2273H03",80,120,2.8,1.4,7.6,6.7,NA,NA,NA,7.2,NA,24,53,23
"P2442","P2442H02",36,55,2.4,1,7,6.3,1.5,7.2,1.4,2.2,NA,24,62,14
"P2504","P2504H01",0,35,NA,2.2,6.1,5.3,0,8.6,1.5,3.5,NA,24,63,13
"P2979","P2979H04",70,120,2,0.7,9,7.1,NA,NA,NA,7,11,24,51,25
"P3014","P3014H01",0,20,0,2.3,7.1,6.6,NA,NA,NA,4.2,0,24,67,9
"P3380","P3380H03",62,103,0.8,1.2,7.4,6.8,NA,NA,NA,4.2,NA,24,49,27
"P3445","P3445H01",0,33,0.1,2.4,6.9,6.3,4,20,1.5,7.5,2,24,46,30
"P3578","P3578H03",80,111,0.6,1.7,7.3,6.5,NA,NA,NA,5.7,NA,24,57,19
"P3994","P3994H03",55,90,5.6,0.7,8,6.8,1,33.9,NA,4.8,1,24,12,65
"P5809","P5809H02",28,63,0,0.9,4.7,3.5,1,11.2,1.5,4.2,4,24,16,60
"P5894","P5894H05",95,110,10.5,1.1,8.2,6.9,9.2,15.8,NA,8.6,3,24,20,56
"P5958","P5958H02",20,51,0,2.5,5.8,5.4,21.8,36.8,NA,8.2,1,24,20,56
"P6179","P6179H02",13,50,0,1.1,6.4,4.9,0,16.4,NA,3.8,1,24,14,62
"P6244","P6244H03",63,100,13.1,1.8,9,7.8,NA,NA,NA,3.6,2,24,29,47
"P6356","P6356H02",20,40,0,3.5,7.2,6,NA,NA,NA,4.8,1,24,25,51
"P6458","P6458H02",20,51,0,2.5,5.8,5.4,NA,NA,NA,8.2,1,24,20,56
"P0108","P0108H03",40,62,34.6,1.9,8,6.6,1,18.3,NA,6,1,25,51,24
"P0536","P0536H04",88,120,0,1.2,6.4,5,14.3,6.5,NA,1.3,0,25,54,21
"P1459","P1459H02",15,30,0,1.7,6.1,NA,NA,NA,1.3,8.1,NA,25,40,35
"P1685","P1685H02",22,55,0,1.5,6.9,5,2.7,21.6,NA,4.7,2,25,27,48
"P1685","P1685H03",55,70,0,1.2,6.9,5.1,3.4,21,NA,5,2,25,23,52
"P1685","P1685H04",70,110,0,0.9,6.7,5,3.5,20.1,NA,3.1,2,25,19,56
"P1685","P1685H05",110,130,0,1.4,6.7,4.9,2.1,17.1,NA,5.2,5,25,21,54
"P1734","P1734H01",0,18,0,6.3,NA,6.1,1.3,23.8,NA,6.2,11,25,19,56
"P1740","P1740H01",0,11,0,6.1,6.6,5.6,3,25.8,NA,4.3,0,25,19,57
"P1772","P1772H01",0,34,0.3,7.9,6.5,5.6,1.5,25.3,NA,4.4,6,25,41,35
"P1966","P1966H03",30,90,0,2,NA,NA,0.9,NA,NA,4.4,NA,25,55,20
"P2066","P2066H01",0,30,4,3.7,8.2,6.7,11.6,18.2,1.5,8.8,NA,25,40,35
"P2174","P2174H01",0,25,0.2,3.9,6.1,5.2,4.6,34.6,1.3,3.6,NA,25,52,23
"P2268","P2268H03",89,112,27.6,1.1,8.3,7.4,NA,NA,NA,5.3,NA,25,64,11
"P2273","P2273H01",0,50,0,3.5,6.1,5.2,0,20,1.4,6.3,NA,25,36,40
"P2441","P2441H02",40,72,1.1,1.2,8.1,6.9,NA,NA,1.5,2.5,NA,25,56,19
"P2469","P2469H03",82,124,0.5,0.6,7.2,6.4,NA,NA,NA,3.6,NA,25,67,8
"P3358","P3358H03",60,85,8.3,1,7.9,6,2.3,34.6,NA,5.8,2,25,14,62
"P3410","P3410H02",32,68,0.1,1.5,6.8,5.7,6.4,9.2,1.5,3.7,NA,25,50,25
"P3734","P3734H01",0,40,0,3.4,5.7,4.3,12,21,1.2,4.6,NA,25,53,22
"P4064","P4064H01",0,33,15.6,3.9,8.1,6.7,4.2,29.5,NA,NA,1,25,29,45
"P5834","P5834H01",0,10,0,2.8,6.3,5.6,2.8,12.5,NA,NA,1,25,25,50
"P5893","P5893H04",60,90,0.7,1.9,7.5,6.4,NA,NA,NA,9.1,3,25,35,40
"P6178","P6178H01",0,19,0,7.2,6.9,6,2.2,23.6,NA,3.9,10,25,32,43
"P6222","P6222H03",55,90,20.1,1.2,8.8,7.5,NA,NA,NA,4,1,25,33,42
"P6244","P6244H04",100,120,8.2,1.7,9,7.6,NA,NA,NA,4.6,5,25,22,53
"P6296","P6296H02",29,80,0,0.5,5.5,3.9,NA,NA,NA,4.3,2,25,13,63
"P6310","P6310H01",0,40,0,3.4,6.1,5.8,NA,NA,NA,3.2,1,25,55,20
"P6397","P6397H04",95,115,39.6,1.3,8.3,6.9,NA,NA,NA,1.8,9,25,45,30
"P6425","P6425H01",0,14,0,3.8,6,5.2,NA,NA,NA,NA,10,25,24,51
"P6441","P6441H02",27,60,0,4.7,5.4,5.1,NA,NA,NA,3.4,NA,25,53,22
"P6461","P6461H02",25,50,0,3.4,6.4,5.9,NA,NA,NA,9.4,2,25,18,56
"P0349","P0349H01",0,16,0,2.2,6.1,5,1,14.3,NA,2.4,5,26,36,38
"P0367","P0367H04",75,94,0,3.1,6.4,5.7,21.1,25,NA,6.2,3,26,30,43
"P0372","P0372H02",18,32,0,3.4,6.6,5.1,2.8,24.8,NA,5.5,2,26,27,47
"P1091","P1091H01",0,20,8.7,3.3,7,6.6,1,NA,NA,NA,0,26,62,12
"P1459","P1459H04",55,70,1.4,1.1,7.5,NA,NA,NA,1.3,9.1,NA,26,46,29
"P1735","P1735H03",75,90,0,0.7,5.1,4.2,1,23.1,NA,2.7,18,26,17,58
"P1778","P1778H01",0,30,0.3,6.3,7.2,6,1.1,32,NA,4.8,1,26,44,29
"P2135","P2135H03",80,123,0.7,0.9,7.4,6.5,NA,NA,NA,4.1,NA,26,53,21
"P2156","P2156H03",80,106,0.3,1.4,7.2,6.6,NA,NA,NA,8,NA,26,45,30
"P2158","P2158H01",0,19,1.2,4.1,7.3,6.4,3.5,20,1.5,6,NA,26,41,33
"P2198","P2198H01",0,31,0,3,6.7,5.3,9.2,21.2,1.7,4.5,NA,26,39,35
"P2253","P2253H03",89,109,NA,0.5,8.4,7.4,NA,NA,NA,4.2,NA,26,36,38
"P2511","P2511H01",0,38,0.2,2.4,6.3,5.5,1,7.2,1.3,2.8,NA,26,69,5
"P2522","P2522H02",26,65,0.1,3.7,6.4,5.4,2.6,15.8,1.4,5,NA,26,37,37
"P3247","P3247H03",70,100,0,1.9,6,4.7,1,3.9,NA,NA,13,26,10,64
"P3380","P3380H02",24,50,0.1,2.3,6.8,6,4.5,10.4,1.6,4.5,NA,26,45,30
"P3585","P3585H01",0,30,0.1,4.3,6.9,6.1,12,20,1.3,3.5,NA,26,47,27
"P3628","P3628H03",44,110,0,2.5,7.1,6.1,NA,NA,NA,3.1,NA,26,51,23
"P3735","P3735H03",73,130,0,2.9,6.9,6,NA,NA,NA,5.4,NA,26,44,30
"P5804","P5804H03",72,100,0,0.7,5.3,3.7,1,10.6,NA,NA,12,26,16,59
"P5853","P5853H03",68,100,13.9,0.8,8.4,7.3,1.2,27.8,NA,NA,0,26,17,57
"P5897","P5897H03",65,100,0,0.6,6.8,5.4,1,25.8,NA,6.4,2,26,15,58
"P6177","P6177H01",0,23,0,7.6,7,6.3,2.6,24,NA,3.7,3,26,32,42
"P6187","P6187H01",0,18,0,20.1,7.3,6.7,1.2,21.2,NA,5.3,18,26,39,35
"P6194","P6194H02",14,43,0,4.3,5.2,4.1,2.7,11.2,NA,2.1,1,26,35,40
"P6222","P6222H02",29,55,15.9,1.4,8.7,7.4,NA,NA,NA,3.9,1,26,29,45
"P6226","P6226H04",70,100,44.1,1,8.2,7,NA,NA,NA,NA,7,26,29,45
"P6296","P6296H03",80,100,0,0.7,5.7,3.8,NA,NA,NA,4.8,1,26,15,59
"P0249","P0249H02",100,120,29,0.7,8,7.5,NA,10.1,NA,6.5,1,27,41,32
"P0535","P0535H03",56,89,0,1.9,6.8,5.5,2.2,7.3,NA,1.6,17,27,54,19
"P0611","P0611H03",58,78,0,5,6.2,3.7,1,0,NA,5.2,19,27,68,4
"P1657","P1657H01",0,12,0.4,3.6,7.7,6.9,9.1,23.2,NA,NA,0,27,35,38
"P1808","P1808H05",123,145,0,0.5,NA,NA,NA,NA,NA,3.5,1,27,54,19
"P2059","P2059H02",60,84,0.1,3.1,5.6,5.3,NA,NA,1.4,7.7,NA,27,46,26
"P2094","P2094H02",17,48,0.1,1.7,6.7,5.9,7.2,19.6,1.5,8.2,NA,27,47,26
"P2147","P2147H01",0,40,0.1,4,6.6,5.5,3.4,12.2,1.3,6.9,NA,27,39,34
"P2332","P2332H03",59,84,0.1,1,6.5,5.7,NA,NA,NA,4.4,NA,27,57,16
"P2977","P2977H01",0,25,2.5,1.3,8.2,7.3,NA,NA,NA,3.8,1,27,61,13
"P3364","P3364H02",31,86,0,1.3,7.2,5.6,1.1,34.8,NA,4.9,1,27,19,54
"P3650","P3650H02",40,105,NA,3.2,7.2,6.1,NA,NA,1.4,6.6,NA,27,49,23
"P3815","P3815H01",0,40,0.1,4,6.6,5.5,3.4,12.2,1.3,6.9,NA,27,39,34
"P4062","P4062H03",75,110,53,0.8,8.1,6.9,4.7,10.2,NA,NA,5,27,47,26
"P4454","P4454H02",24,70,0,0.9,5.7,4.5,1.1,30.1,NA,NA,0,27,27,45
"P4586","P4586H01",0,20,0.1,2.4,6.1,5.8,1.3,10.7,NA,2.1,2,27,59,15
"P5853","P5853H04",100,130,33.4,0.5,8.5,7.5,3.2,16.4,NA,NA,1,27,26,47
"P5894","P5894H04",65,95,0.6,1.8,7.9,6.7,2.4,17.3,NA,9.2,5,27,14,59
"P5897","P5897H02",30,65,0,0.7,6.5,5.2,1,27,NA,7.1,3,27,17,55
"P5902","P5902H04",75,105,65.9,0.9,8.3,7,2.9,7.2,NA,3.8,NA,27,42,32
"P5903","P5903H02",40,60,19.7,2.4,8.2,6.7,3.1,16.8,NA,7.6,NA,27,20,54
"P5978","P5978H04",110,140,45.8,0.8,8.2,7.4,NA,NA,NA,3.5,7,27,33,40
"P6179","P6179H01",0,13,0,4.4,7,6.1,1.4,32.8,NA,3.9,3,27,18,55
"P6188","P6188H01",0,24,0,11.4,6.7,6.2,1.6,22.8,NA,4.5,6,27,39,34
"P6441","P6441H01",0,27,0,4.2,5.8,5.4,NA,NA,NA,3.6,NA,27,53,21
"P6461","P6461H03",50,61,16.8,2.4,5.5,7,NA,NA,NA,8.7,2,27,19,54
"P0108","P0108H02",25,40,23.4,3.2,7.9,7.3,1,25.7,NA,4.5,1,28,47,26
"P0465","P0465H03",69,109,0,0.6,6,5.2,7.1,10.8,NA,0.4,5,28,51,22
"P1628","P1628H06",105,125,37.4,0.5,7.9,7.1,1,36.7,1.4,4.4,15,28,27,45
"P1657","P1657H03",83,113,9.8,2.3,7.8,7,3.3,11.6,NA,NA,0,28,42,30
"P1812","P1812H02",20,50,0,2.8,NA,NA,0.9,NA,NA,4.3,1,28,58,13
"P1816","P1816H02",12,60,0,2.2,NA,NA,0.6,NA,NA,3.8,0,28,55,17
"P1882","P1882H02",9,45,0.4,7.1,6.2,5.4,1,19.2,NA,5.7,0,28,28,44
"P2068","P2068H03",80,110,10.4,1.7,8.1,7.1,NA,NA,1.8,NA,NA,28,60,12
"P2086","P2086H02",39,82,0.2,1.8,7.8,6.8,NA,NA,1.6,6.6,NA,28,45,27
"P2086","P2086H02",39,82,0.2,1.8,7.8,6.8,NA,NA,1.6,6.6,NA,28,45,27
"P2237","P2237H02",47,76,20.8,1.4,8.5,7.4,11.2,15,1.5,7.1,NA,28,61,12
"P2321","P2321H01",0,26,0.1,2.5,6.1,5,9.4,7.8,1.4,3.1,NA,28,58,14
"P2336","P2336H03",69,114,NA,0.9,8.3,7.4,NA,NA,NA,2.8,NA,28,32,41
"P2448","P2448H01",0,30,0.1,5.8,6.1,5.4,1,8.4,1.6,3.2,NA,28,62,10
"P2504","P2504H03",81,107,0.2,1.1,6.5,5.6,NA,NA,NA,3.4,NA,28,53,20
"P2712","P2712H02",29,51,44.2,1.2,8.3,7,11.8,10.6,NA,4,4,28,39,33
"P2712","P2712H03",51,82,46.4,0.7,8.4,7.1,8.1,7.6,NA,3.7,15,28,36,36
"P3396","P3396H03",94,114,0.5,0.7,7,6.6,NA,NA,NA,6.4,NA,28,62,10
"P3475","P3475H02",33,54,NA,1.8,6.7,6.3,NA,NA,1.5,4.3,NA,28,49,23
"P3572","P3572H03",80,112,0.1,1.3,6.9,6.2,NA,NA,NA,4.9,NA,28,49,23
"P3585","P3585H02",48,70,2.4,2.2,7.3,6.5,1.9,13.8,1.6,4,NA,28,43,29
"P3735","P3735H02",38,73,0,3.2,6.8,5.8,NA,NA,1.5,4.4,NA,28,47,26
"P3849","P3849H02",21,41,0.1,1.5,6.5,5.5,10.6,6,1.4,2.8,NA,28,60,12
"P3885","P3885H03",100,130,0,0.8,6.9,6.1,NA,NA,NA,1.4,NA,28,58,14
"P3994","P3994H02",21,55,0,1.4,6.7,5.2,1,37.2,NA,5.3,2,28,8,64
"P4098","P4098H03",56,85,27.3,1.5,8.3,7.5,1,18,NA,1.9,0,28,46,26
"P4300","P4300H03",50,74,0,1.3,6,4.2,1,21.1,NA,5.4,10,28,9,63
"P5609","P5609H03",70,98,6,1,8,6.8,12.2,17.8,NA,3.1,0,28,43,29
