"ProfID","HorID","DepthFrom","DepthTo","CaCO3_perc","OM_perc","pH_H2O","pH_nKCl","P2O5_mg100g","K2O_mg100g","Bulk_density_gcm3","Higroscopic_water","Stones_perc","Sand_perc","Silt_perc","Clay_perc"
"P3704","P3704H01",0,39,0,2.8,6.7,6.2,14.5,15.5,1.5,1.5,8,80,12,8
"P3895","P3895H01",0,16,0,3.2,6.2,5.1,25,12,1.4,1.5,6,80,10,10
"P4256","P4256H01",0,22,0,7.3,6.1,5.3,2.4,11.1,NA,1.3,24,80,13,7
"P4409","P4409H01",0,18,0,2.4,6.4,5,1,17.5,NA,0.6,28,80,15,5
"P4439","P4439H01",0,25,0,3.9,6.4,5.4,7.3,30.5,NA,NA,8,80,17,3
"P4465","P4465H02",20,70,0.1,1.8,7.7,7,1,6.5,1.7,2.5,6,80,18,2
"P4469","P4469H02",20,40,2.6,1.4,7.7,7.1,1,15.1,NA,1,1,80,17,3
"P4487","P4487H01",0,20,0,1.5,6.4,5.8,4.9,12,NA,1.1,9,80,15,5
"P4787","P4787H03",47,80,0,1.8,5.4,4.3,1,8.5,NA,1.1,26,80,19,1
"P4871","P4871H02",16,35,0,1.2,5.8,4.5,1.2,8.7,NA,NA,13,80,14,7
"P4929","P4929H01",0,21,0,3.7,5.9,5.1,1.2,9.7,NA,0.8,36,80,19,1
"P4945","P4945H01",0,17,0,6,5.5,4.5,2,15.8,NA,1.5,21,80,18,2
"P5499","P5499H03",48,75,0,1,6.1,5.2,3.4,2.2,NA,1.4,17,80,16,4
"P5946","P5946H03",27,60,0,7.2,5.8,4.7,1,7.2,NA,2.1,16,80,10,10
"P5950","P5950H05",76,105,0,0.1,6.2,4.5,5.5,10,NA,1.4,14,80,13,7
"P6243","P6243H01",0,28,0,0.7,7.1,5.6,NA,NA,NA,0.8,9,80,9,12
"P6321","P6321H02",10,38,0,1.6,5.8,4.5,NA,NA,NA,NA,22,80,11,9
"P6326","P6326H01",0,18,0,2.2,6.5,5.5,NA,NA,NA,NA,24,80,1,19
"P6328","P6328H01",0,25,3.6,1.2,8.3,7.4,NA,NA,NA,NA,4,80,11,9
"P6428","P6428H03",53,70,0,2.9,5.4,4.5,NA,NA,NA,1.6,18,80,10,9
"P6498","P6498H03",65,110,0,0,7.3,5.5,NA,NA,NA,2.4,2,80,13,8
"P0018","P0018H02",20,50,0,3.1,5,4,1,8.1,NA,2.8,42,81,16,3
"P0035","P0035H03",56,85,0,1.6,7.4,6.1,11,4,NA,1,59,81,16,3
"P0425","P0425H01",0,14,0,2.9,4.8,3.4,15.2,4.8,NA,NA,14,81,16,3
"P0426","P0426H03",33,50,0,1.4,5.3,3.7,1,6.8,NA,NA,30,81,14,5
"P0430","P0430H02",19,48,0,8.7,4.6,3.5,1.1,12.8,NA,NA,41,81,16,3
"P0436","P0436H01",0,10,0,1.6,5.1,3.9,1,6.9,NA,NA,22,81,19,0
"P0437","P0437H03",50,75,0,7.5,5.1,4.1,1,5.1,NA,NA,42,81,18,1
"P0447","P0447H02",28,44,0,8.1,5,4,62,25,NA,NA,15,81,18,2
"P0449","P0449H03",11,24,0,8.5,4.5,3.5,2.3,13.3,NA,NA,15,81,18,2
"P0638","P0638H03",42,52,0,1.4,5.2,4.2,15.6,5.1,NA,1.6,41,81,17,2
"P0647","P0647H02",27,55,0,1.9,6.7,6.4,5,3.6,NA,0.7,41,81,12,7
"P0719","P0719H02",12,35,0,3,5.1,4.2,1,9,NA,NA,23,81,16,4
"P0722","P0722H03",40,65,0,1.4,5.8,5,6.5,15.3,NA,NA,41,81,11,8
"P0755","P0755H01",0,27,0,2.8,6.1,5.2,12.5,NA,NA,NA,44,81,13,6
"P1107","P1107H03",23,53,0,0.2,6.1,4.8,NA,NA,NA,NA,0,81,19,NA
"P1150","P1150H01",0,6,25.3,5,8,7.2,1,16.1,NA,NA,25,81,19,1
"P1496","P1496H01",0,20,0,1.5,6.1,5.8,1.4,NA,1.5,0.6,1,81,13,6
"P1501","P1501H02",20,40,8.3,1.1,7.8,7.5,1,NA,1.4,1.3,5,81,15,4
"P1506","P1506H03",60,85,1.6,0.8,7.7,7.7,NA,NA,NA,2.3,0,81,13,6
"P1511","P1511H03",53,126,1.6,0.6,7.9,7.5,0.8,NA,NA,1.4,0,81,14,4
"P1556","P1556H01",0,20,0,1,6.9,6,3.7,NA,NA,NA,5,81,14,5
"P1622","P1622H02",20,50,0,3.8,5.5,4.1,1,5.7,NA,1.2,20,81,11,8
"P1917","P1917H02",16,60,0,9.4,4.6,4,1,14.8,NA,6.6,28,81,18,1
"P1917","P1917H03",60,119,0,4.1,4.5,4,NA,NA,NA,3.7,30,81,17,2
"P1942","P1942H01",0,15,0,8.9,4.9,4.4,1,29.1,NA,3.8,38,81,19,1
"P2031","P2031H03",36,52,2.4,1.4,7.6,6.6,NA,NA,NA,0.8,39,81,12,6
"P2056","P2056H01",0,40,0.6,1.7,6.2,5.5,13.4,8.6,1.8,0.8,NA,81,12,7
"P2056","P2056H01",0,40,0.6,1.7,6.2,5.5,13.4,8.6,1.8,0.8,NA,81,12,7
"P2124","P2124H03",79,117,0.1,1.6,6.5,5.5,NA,NA,NA,NA,NA,81,14,5
"P2277","P2277H02",25,50,0.1,0.9,6.5,5.3,11,4.2,1.7,1.1,NA,81,13,6
"P2301","P2301H03",89,117,0.4,0.9,7.3,6.1,NA,NA,NA,NA,NA,81,13,7
"P2380","P2380H03",83,113,2.8,0.4,7.4,6.4,NA,NA,NA,1.1,1,81,17,3
"P2397","P2397H03",90,126,0.1,0.4,6.8,5.8,NA,NA,NA,1,NA,81,14,6
"P2528","P2528H01",0,15,0,9.4,6.1,5.8,23.3,77.3,NA,3.4,44,81,18,1
"P2714","P2714H01",0,8,0,6.1,6.1,5.3,5.1,28.6,NA,2.1,27,81,10,10
"P2771","P2771H02",20,53,0,1.2,7.5,6.2,19.3,7.3,0,3.8,10,81,11,9
"P2773","P2773H02",13,30,0,0.7,7.6,6,8.3,7.2,NA,2.5,32,81,8,11
"P2913","P2913H01",0,20,0,3.9,7,6.8,NA,NA,NA,4.9,1,81,5,14
"P3070","P3070H03",64,90,0,0.6,6.2,4.1,14.3,5,NA,NA,20,81,13,6
"P3086","P3086H01",0,20,3,1.3,7.2,6.7,1.2,0,NA,2.4,0,81,12,8
"P3086","P3086H02",20,36,3.5,0.8,7.2,6.7,1,6,2.8,2.4,1,81,11,8
"P3277","P3277H01",0,32,0,1.4,6.9,5.7,3,7,NA,0.7,22,81,11,8
"P3296","P3296H01",0,19,0,2.1,6.2,5.5,40,10.8,NA,0.6,27,81,12,7
"P3331","P3331H01",0,19,0,5.4,5.4,4.4,6.8,21.2,NA,1.5,25,81,12,7
"P3342","P3342H02",29,65,0,2,5.5,4.2,1,4,NA,1.1,15,81,12,7
"P3460","P3460H02",40,72,0.1,0.8,6.5,5.5,NA,NA,1.6,1.3,NA,81,12,7
"P3895","P3895H02",16,40,0,1.3,6.4,5.2,NA,NA,1.5,1.4,2,81,12,8
"P4016","P4016H01",0,25,0,3.4,6.3,5.5,14.7,30.3,NA,NA,20,81,10,9
"P4156","P4156H01",0,20,0,2.2,6.3,5.5,1.6,12.5,NA,0.5,30,81,12,7
"P4548","P4548H03",54,82,NA,NA,NA,NA,NA,NA,NA,NA,23,81,18,1
"P4761","P4761H01",0,28,0,1.5,6,4.8,4.2,9.7,NA,1,13,81,14,6
"P4861","P4861H01",0,25,0,4.7,6.1,5.6,1,18.5,NA,1,40,81,19,0
"P4884","P4884H01",0,21,0,3.5,5.5,5,3.8,17.6,NA,1,40,81,18,1
"P5252","P5252H01",0,23,0,4.2,7.1,6.5,52.3,27.7,NA,4.4,6,81,15,4
"P5924","P5924H03",45,63,0,2.6,5.5,4.5,1.2,13.4,NA,1.3,17,81,12,7
"P5930","P5930H03",22,50,0,4.6,5.2,4.2,2.9,13.4,NA,1.6,10,81,11,8
"P5945","P5945H05",72,115,0,0.7,5.3,4,1.7,2.8,NA,0.6,39,81,14,5
"P6218","P6218H01",0,27,0,1.1,6.7,5.1,NA,NA,NA,1.5,4,81,6,14
"P6257","P6257H02",25,54,0,0.9,6.7,5.8,NA,NA,NA,0.6,8,81,10,10
"P6263","P6263H02",22,45,0,0.9,6.2,4.4,NA,NA,NA,1.2,17,81,12,7
"P6299","P6299H03",47,72,0,2.6,5.1,4,NA,NA,NA,0.9,4,81,12,8
"P6346","P6346H01",0,18,0,2.3,6.3,4.5,NA,NA,NA,NA,23,81,12,7
"P6429","P6429H03",45,63,0,2.6,5.5,4.5,NA,NA,NA,1.3,17,81,12,7
"P6484","P6484H03",55,89,0,0.7,7.9,6.8,NA,NA,NA,1.1,9,81,10,9
"P0018","P0018H01",0,20,0,8.1,4.6,3.9,1,8.4,NA,3.9,38,82,18,0
"P0024","P0024H01",0,8,0,3,6.6,5.3,1.2,12.8,NA,1.4,29,82,17,1
"P0066","P0066H01",0,8,0,6.5,5.7,5.3,1,13.1,NA,1.5,34,82,17,1
"P0320","P0320H02",8,22,0,2,5.6,4.4,1,4.9,NA,1.1,16,82,12,6
"P0337","P0337H01",0,15,0,3.6,6.4,5.1,1,7.3,NA,1.7,39,82,16,1
"P0376","P0376H01",0,10,0,4,4.9,4.5,1,17.7,NA,2,16,82,10,8
"P0409","P0409H01",0,15,0,4.9,3.9,3.2,1,7,NA,1.6,9,82,15,3
"P0426","P0426H02",13,33,0,2,5.3,3.9,1,9.8,NA,NA,31,82,14,4
"P0432","P0432H01",0,14,0,1.7,5,3.8,1,2.6,NA,NA,25,82,17,1
"P0434","P0434H01",0,23,0,1.3,5.1,3.7,1,7.4,NA,NA,16,82,16,2
"P0435","P0435H01",0,16,0,2.5,5.5,4.3,1,4.6,NA,NA,7,82,12,6
"P0598","P0598H02",10,20,0,2.6,4.9,4.2,4.6,18.4,NA,2.3,44,82,15,3
"P0770","P0770H01",0,8,0,6,5.9,5.1,2.6,1.8,NA,NA,5,82,10,7
"P0771","P0771H01",0,8,0,6,5.9,5.1,2.6,1.8,NA,NA,5,82,10,7
"P0783","P0783H01",0,20,0,1.9,6.3,5.4,11.5,2.6,NA,NA,37,82,12,6
"P1164","P1164H01",0,15,0,2.4,5.5,4.8,1,22.7,NA,NA,13,82,15,3
"P1185","P1185H01",0,12,0,2.5,6.4,5.2,1,5.5,NA,NA,26,82,17,0
"P1475","P1475H01",0,20,0,0.6,6.3,5.5,1,NA,NA,0.9,1,82,12,6
"P1543","P1543H01",0,20,0,1.6,5.9,5,1,NA,NA,1.1,1,82,12,6
"P1651","P1651H01",0,18,0,3,6.9,6,31,21.2,NA,NA,9,82,14,4
"P1808","P1808H03",85,112,0,0.7,5.9,4.9,0.4,NA,NA,2.2,17,82,11,7
"P1898","P1898H02",20,40,0,0.9,5.6,4.2,1,5.5,NA,1,6,82,15,3
"P1926","P1926H01",3,23,0,9.7,4.6,3.1,1,15.7,NA,4.2,17,82,9,9
"P2091","P2091H04",79,103,0,0.4,6.8,5.9,NA,NA,NA,2.1,25,82,14,5
"P2188","P2188H01",0,23,0,0.9,5.9,5.1,0.8,7,1.6,0.6,NA,82,12,6
"P2269","P2269H01",0,23,0,0.8,6.3,5.4,6.1,10.2,1.7,0.6,NA,82,11,7
"P2300","P2300H04",91,113,2,0.3,7.4,6.6,NA,NA,NA,3,NA,82,16,2
"P2397","P2397H01",0,25,0,0.9,6.3,5.4,20,10,1.5,0.7,NA,82,11,7
"P2501","P2501H01",0,38,0,0.9,6.2,5.3,8.5,10.4,1.5,0.9,23,82,11,7
"P2747","P2747H01",0,32,0,2.7,6,4.7,2.6,10.6,NA,1.3,27,82,14,5
"P2774","P2774H02",20,41,0,1.3,8.1,6.7,50,14.7,NA,1.4,4,82,11,8
"P3202","P3202H01",0,19,0,3.3,6,5,1,15.5,NA,NA,24,82,13,5
"P3246","P3246H02",11,50,0,6.5,5.3,4.1,7.5,7.8,NA,NA,13,82,14,4
"P3253","P3253H02",5,55,0,1.9,5.9,4.7,14.8,17.1,NA,NA,32,82,18,0
"P3293","P3293H01",0,20,0,2.7,5.9,5,1,15.4,NA,0.9,7,82,10,9
"P3310","P3310H01",0,23,0,4.1,5.8,5,3.6,16.5,NA,0.6,31,82,13,5
"P3334","P3334H02",27,71,0,1.1,5.5,4.4,4.1,10.5,NA,1.2,34,82,14,4
"P3404","P3404H02",43,72,0.1,0.5,6.5,5.4,NA,NA,1.8,1.5,12,82,4,14
"P3508","P3508H03",100,134,0,0.3,6.8,6.1,NA,NA,NA,1.9,14,82,8,9
"P3522","P3522H03",76,124,0,0.2,6.7,5.3,NA,NA,NA,1.6,3,82,11,8
"P3539","P3539H01",0,25,0.1,0.6,6,5,13.4,19,1.7,0.8,NA,82,14,4
"P3849","P3849H01",0,21,0.1,1.3,6,5.3,10,2.4,1.3,0.9,NA,82,17,1
"P4179","P4179H01",0,21,2.4,1.6,8.5,7.4,8.5,16.6,NA,1.5,0,82,13,5
"P4361","P4361H01",0,20,0,2,6.8,6.3,3.2,11.1,NA,1.3,22,82,14,4
"P4483","P4483H03",80,150,3.3,0.5,8.4,7.8,1.2,2.5,NA,NA,0,82,15,3
"P4626","P4626H03",45,60,0,1.2,6.4,5.6,NA,NA,NA,1.5,5,82,17,2
"P4681","P4681H02",24,44,8,0.9,8.1,7.8,4.8,81.4,NA,0.5,2,82,13,6
"P4778","P4778H03",24,52,NA,1.9,5.5,4,1.5,2.8,NA,1.4,19,82,8,10
"P4812","P4812H01",0,22,0,2.1,5.6,4.8,2.6,14.6,NA,1.6,42,82,17,1
"P4880","P4880H01",0,20,0,2,6.1,5.4,3.8,23.2,NA,1.1,20,82,14,4
"P4930","P4930H02",12,37,0,2.7,6.1,4.9,1,10.5,NA,0.7,26,82,17,2
"P5022","P5022H02",25,60,0,1.6,5.6,4.3,1,6.4,NA,1.5,18,82,16,2
"P5927","P5927H04",38,55,0,1.9,5.9,4.7,3.2,6.4,NA,0.6,8,82,10,7
"P5936","P5936H03",24,52,0,1.9,5.5,4,1.5,2.8,NA,1.4,19,82,8,10
"P6219","P6219H04",82,110,2.6,0.6,8.6,7.5,NA,NA,NA,1.4,1,82,9,10
"P6252","P6252H02",18,61,0,0.7,6.6,5.1,NA,NA,NA,0.5,21,82,14,5
"P6263","P6263H01",0,22,0,1.2,6.3,4.3,NA,NA,NA,1.1,18,82,12,6
"P6299","P6299H02",10,47,0,1.5,5.1,3.8,NA,NA,NA,0.9,4,82,12,6
"P6327","P6327H01",0,20,0,1.9,6.3,5.4,NA,NA,NA,NA,37,82,12,6
"P6418","P6418H01",0,16,0,8,5.4,4.7,NA,NA,NA,2.2,32,82,11,7
"P6481","P6481H03",60,100,5,0.2,8.8,8,NA,NA,NA,0.4,0,82,13,5
"P0321","P0321H01",0,13,0,2.5,5.8,4,1.1,9,NA,1.1,17,83,16,2
"P0331","P0331H03",19,33,6.8,3.3,5,3.8,1,5.6,NA,1,40,83,15,2
"P0502","P0502H03",63,85,0,1.6,7.1,6.1,4.1,2.9,NA,1.8,49,83,14,3
"P0731","P0731H02",29,60,0,0.5,6.7,5.3,26.1,33.7,NA,NA,18,83,11,7
"P0779","P0779H01",0,25,2.1,1.5,8.2,7.1,11.8,12,NA,NA,0,83,11,5
"P1038","P1038H02",40,60,12.3,0.9,8.2,7.5,NA,NA,NA,NA,0,83,16,1
"P1804","P1804H01",0,46,0,0.3,6.5,5.5,0.4,NA,1.2,3.7,63,83,9,8
"P1898","P1898H01",0,20,0,1.2,5.2,4,3.8,8.3,NA,1,11,83,15,2
"P1947","P1947H01",0,8,0,3.5,4.6,3.9,3,3,NA,1.5,36,83,14,3
"P2081","P2081H01",0,25,0,1.5,5.8,4.9,0.7,8,1.6,1.6,NA,83,12,6
"P2217","P2217H01",0,26,0.1,1,6.3,5.5,1.7,6.2,1.7,0.6,NA,83,10,7
"P2234","P2234H03",70,102,8.4,0.8,7.9,7.2,NA,NA,NA,2.4,10,83,14,2
"P2392","P2392H03",71,111,0,0.6,6.5,5.6,NA,NA,NA,1.3,NA,83,12,5
"P2413","P2413H03",107,129,0.2,0.4,7.1,8.2,NA,NA,NA,2.2,NA,83,13,4
"P2780","P2780H04",100,130,0,0.7,6.8,5.3,14.6,5.1,NA,1.7,7,83,9,8
"P2962","P2962H01",0,20,0,1.5,7.9,7.3,NA,NA,NA,1.2,24,83,16,1
"P3000","P3000H01",0,20,0,0.7,5.8,5.2,NA,NA,NA,0.8,0,83,15,2
"P3179","P3179H02",18,68,0,1.7,5.1,3.8,8.7,14.1,NA,NA,17,83,9,9
"P3180","P3180H02",23,70,0,2,5.6,4.5,7.7,9.1,NA,NA,36,83,12,5
"P3207","P3207H02",11,47,0,1.5,5.8,4.9,1,10.1,NA,NA,36,83,10,7
"P3246","P3246H01",1,11,0,8,5.8,4.9,4.3,12.7,NA,NA,23,83,18,0
"P3250","P3250H01",0,8,0,3.8,5.5,4.3,22.8,22.9,NA,NA,17,83,18,0
"P3261","P3261H01",2,24,0,8.5,5.8,4.9,36.9,24.6,NA,NA,23,83,13,5
"P3314","P3314H01",0,19,0,1.9,5.6,5,8.8,10.7,NA,0.4,21,83,14,3
"P3336","P3336H01",0,27,0,9.1,5.4,4.7,5.3,25.6,NA,2.2,15,83,10,7
"P3340","P3340H01",0,26,0,5.4,4.8,3.7,1,5.6,NA,1.6,20,83,10,8
"P3369","P3369H01",0,30,0,2.2,5.7,4.2,3.9,6.1,NA,1.2,21,83,10,6
"P3463","P3463H01",0,35,0,1,5.7,5,4.9,15.2,1.9,0.8,NA,83,5,12
"P3879","P3879H01",0,23,0,1.2,6.3,5.5,4.9,6.6,1.3,0.8,NA,83,13,4
"P3985","P3985H01",0,31,0,2.4,5.5,4.5,2.1,12.1,NA,0.8,13,83,11,7
"P4384","P4384H02",12,40,0,0.9,5.1,4.5,1,5,NA,0.9,47,83,13,4
"P4456","P4456H02",29,60,0,0.5,6.7,5.3,26.1,33.7,NA,NA,18,83,11,7
"P4469","P4469H01",0,20,2.2,2.8,7.7,7.1,3.7,25.1,NA,1.2,4,83,14,3
"P4492","P4492H01",0,30,0.1,1.3,6.8,6.3,1,14.4,1.6,0.8,10,83,12,5
"P4682","P4682H02",28,65,2.9,1.9,8,7.5,NA,NA,NA,0.8,3,83,12,6
"P4736","P4736H02",20,52,0,1.5,5.7,4.2,1,9.3,NA,0.8,32,83,16,2
"P4774","P4774H02",23,43,2.9,2.1,7.6,6.4,9.2,6.7,NA,2.1,21,83,17,0
"P4862","P4862H01",0,20,0,1.8,5.6,4.8,1,10.9,NA,0.6,33,83,15,2
"P4867","P4867H01",0,25,0,3.1,6.2,5.4,1.1,12.9,NA,5.6,41,83,14,3
"P4901","P4901H01",0,19,NA,7.3,6,5.2,5,24.4,NA,NA,39,83,16,1
"P5046","P5046H02",10,40,0,2.7,5.8,4.5,1,6.8,NA,1.4,24,83,13,4
"P5252","P5252H02",23,53,0,1.7,6.9,6.1,9.6,33.1,NA,6.3,3,83,13,4
"P5492","P5492H01",0,30,0,1.5,6.2,5.6,1,5.7,1.6,1.3,3,83,9,8
"P5930","P5930H04",50,89,0,2,5.3,4.3,3.4,13.4,NA,1.2,16,83,12,6
"P5934","P5934H01",0,15,0,6.3,5.3,4.1,2.2,8.4,NA,1.5,28,83,7,10
"P5947","P5947H04",50,75,0,0.8,5.7,4.2,1,8.5,NA,1.2,16,83,11,6
"P6257","P6257H01",0,25,0,1.9,6.8,5.8,NA,NA,NA,0.7,8,83,10,7
"P6491","P6491H01",3,25,0,8.3,5.9,5,NA,NA,NA,2.4,27,83,11,6
"P6491","P6491H02",25,62,0,2.8,5.9,4.8,NA,NA,NA,1.3,22,83,7,10
"P0019","P0019H01",0,13,0,8.4,4.9,4,1,25,NA,4.9,35,84,16,0
"P0077","P0077H01",0,20,0,5.7,6.5,5.6,1,11.1,NA,2,5,84,14,3
"P0092","P0092H04",53,84,0,0.7,4.1,2.8,1,6.4,NA,3.3,22,84,12,5
"P0331","P0331H01",0,7,0,2.2,5.3,3.7,1,6.4,NA,0.4,23,84,15,1
"P0334","P0334H01",0,14,0,1.4,6,5,1,4.6,NA,1.1,40,84,13,2
"P0383","P0383H01",0,14,7.6,0.9,7.3,6,1,6.4,NA,0.6,17,84,14,2
"P0442","P0442H01",0,22,0,9.9,4.9,3,2.7,4.5,NA,NA,18,84,14,2
"P0547","P0547H01",0,10,0,2.6,5.4,5,1.6,16.2,NA,1.5,18,84,16,0
"P0622","P0622H01",1,12,0,14,7.5,7.1,15.1,44.2,NA,10,45,84,13,3
"P0736","P0736H01",0,19,0,2.5,6.4,5.5,15,NA,NA,NA,46,84,9,7
"P1097","P1097H04",60,90,10.6,1.1,8.4,7.9,NA,NA,NA,NA,0,84,15,1
"P1472","P1472H01",0,20,0.3,2.2,7.3,6.3,0.6,NA,1.3,0.8,0,84,9,7
"P1481","P1481H04",42,52,NA,0.3,7,NA,NA,NA,NA,0.7,NA,84,10,7
"P1511","P1511H04",126,165,0.5,0.4,8.3,7.9,0,NA,NA,1.3,1,84,10,6
"P1924","P1924H02",17,42,0,9.2,4.5,4,1,5.2,NA,4.4,17,84,13,3
"P1946","P1946H01",0,10,0,2.1,5.9,4.6,2,14,NA,1.4,31,84,13,3
"P1975","P1975H01",0,22,1.3,2.6,6.9,6.9,0.4,7.1,NA,1.7,18,84,13,4
"P2065","P2065H04",97,124,27.6,0.3,8,7.2,NA,NA,NA,1.5,18,84,14,2
"P2071","P2071H03",77,105,2.8,0.6,7.7,7.3,NA,NA,NA,NA,5,84,14,2
"P2259","P2259H03",100,119,0.2,1.6,7.4,6.5,NA,NA,NA,4.9,17,84,10,7
"P2334","P2334H02",33,56,0.1,0.7,6.5,5.4,6.4,4.4,1.6,1.1,12,84,12,5
"P2345","P2345H03",75,90,NA,0.8,8.7,7.6,NA,NA,NA,3.8,NA,84,12,4
"P2454","P2454H03",73,102,0.1,0.1,6.7,6,NA,NA,NA,1.5,26,84,15,1
"P2528","P2528H02",15,31,0,1.3,6.3,4.9,15.1,20.6,NA,0.8,51,84,15,2
"P2738","P2738H01",0,17,0,2.5,6.9,5.7,4.5,7.7,NA,2.4,9,84,9,6
"P2913","P2913H04",80,150,1.7,0.9,8.8,8,NA,NA,NA,2.4,1,84,14,3
"P3191","P3191H03",70,105,0,2.6,5.9,5.1,4.9,5.9,NA,NA,36,84,12,4
"P3220","P3220H01",0,23,0,5.9,5.9,4.8,11.4,24.9,NA,1.64,20,84,12,4
"P3253","P3253H01",0,5,0,6.3,5.2,4.2,27.3,23.9,NA,NA,23,84,16,0
"P3260","P3260H01",2,19,0,7.8,5.4,4.5,18.6,28.6,NA,NA,19,84,14,2
"P3281","P3281H01",0,19,0,2.64,6.8,5.6,2.21,9.65,NA,0.59,26.35,84,10.3,5.7
"P3331","P3331H02",19,45,0,2.2,5.3,4.1,3.5,11.8,NA,0.9,31,84,8,8
"P3331","P3331H03",45,70,0,1.3,5.4,4,2.4,5.3,NA,1.6,34,84,10,7
"P3336","P3336H02",27,59,0,2.6,5.1,4,1.5,9.7,NA,1.2,26,84,11,5
"P3362","P3362H01",0,26,0,3.1,6.5,5.5,25.1,26.6,NA,1,25,84,10,7
"P3546","P3546H02",30,65,0.2,0.7,6.1,5,9,14.4,1.7,0.8,8,84,10,5
"P4465","P4465H01",0,20,0.3,1.9,7.8,6.8,1,5.7,1.4,1.3,0,84,12,4
"P4484","P4484H02",20,40,0.3,1.1,6.3,5.5,3.2,6.5,NA,1.4,0,84,15,2
"P4766","P4766H01",0,20,0,2.4,4.9,4.1,1,5.5,NA,2,23,84,17,0
"P4778","P4778H05",87,115,NA,1,5.5,4,1.5,5.6,NA,1.2,25,84,8,8
"P5122","P5122H01",0,32,0.1,1.8,7.4,6.4,21.2,19,1.8,1,8,84,11,6
"P5265","P5265H02",30,55,21.1,1.4,7.8,7.4,7.9,18.5,NA,0.7,4,84,10,6
"P5616","P5616H01",0,30,0.5,1.1,7.4,6.8,8.6,NA,2.7,1.6,6,84,12,4
"P5812","P5812H01",0,20,0.1,2,7.4,7,3.4,NA,NA,NA,2,84,4,13
"P5925","P5925H05",60,77,0,1.5,5.5,4.4,1.2,10.1,NA,1.2,16,84,6,10
"P5934","P5934H02",15,32,0,2.1,5.2,3.7,1.5,4.2,NA,1.2,29,84,7,9
"P5936","P5936H05",87,115,0,1,5.5,4,1.5,5.6,NA,1.2,25,84,8,8
"P5946","P5946H04",60,90,0,1.5,5.7,4.4,1,5.7,NA,1.2,18,84,11,6
"P6303","P6303H03",87,110,0,0.4,7.5,6.5,NA,NA,NA,0.8,20,84,11,5
"P6321","P6321H03",38,60,0,0.8,5.8,4.4,NA,NA,NA,NA,26,84,8,8
"P6384","P6384H01",0,27,0,2.2,7.7,6.6,NA,NA,NA,1.9,0,84,14,3
"P6410","P6410H01",0,20,0,7,8,7.5,NA,NA,NA,2.6,40,84,13,4
"P6431","P6431H04",60,77,0,1.5,5.5,4.4,NA,NA,NA,1.2,16,84,6,10
"P6519","P6519H01",0,3,0,1.8,7.2,6.1,5.9,33.9,NA,1.4,0,84,9,7
"P0020","P0020H01",0,7,0,7.1,6.5,6,2.6,23.9,NA,2.7,44,85,15,0
"P0025","P0025H01",0,6,0,1.5,6.3,5.3,1,12.3,NA,2.5,39,85,14,1
"P0085","P0085H01",0,10,0,6.1,5.9,5,1,25,NA,2,31,85,11,4
"P0102","P0102H01",0,17,0,1.5,5.5,4.5,1,4.1,NA,1.7,17,85,12,3
"P0331","P0331H02",7,19,5.6,1.4,6.1,4.5,1,2.7,NA,1.3,32,85,14,1
"P0431","P0431H01",0,22,0,1.3,5.2,3.6,1,5.6,NA,NA,31,85,15,1
"P0548","P0548H02",18,28,0,1.6,3.9,3.1,2.1,5.3,NA,2.6,57,85,11,4
"P0657","P0657H04",105,125,0,0.9,5.8,5.2,1,1,NA,0.7,7,85,10,5
"P0683","P0683H02",10,23,0,2,4.9,3.7,2.4,1,NA,2.6,19,85,13,2
"P1166","P1166H01",0,10,0,5.7,5.6,4.9,2.8,18.5,NA,NA,22,85,14,2
"P1170","P1170H01",0,12,0,5.7,5.7,5.1,1,25,NA,NA,29,85,15,0
"P1519","P1519H02",21,40,0.1,1.2,6.3,5.6,1,NA,1.5,0.8,0,85,13,2
"P1649","P1649H01",0,15,0,8.5,5.1,4.3,1,16.6,NA,2.6,9,85,14,1
"P1910","P1910H02",25,50,0,9.7,5.2,4,NA,NA,NA,5,18,85,13,2
"P1915","P1915H02",18,40,0,8.8,4.7,3.8,1,8.2,NA,4.9,40,85,8,7
"P2041","P2041H01",0,12,0,1.7,5.8,4.8,18.2,17.7,NA,1.1,37,85,14,2
"P2095","P2095H03",93,122,0.1,0.3,7.1,6.3,NA,NA,NA,1.5,NA,85,9,7
"P2206","P2206H01",0,37,0.1,1.1,6.1,5.2,10,8.6,1.6,0.6,4,85,7,8
"P2217","P2217H02",26,50,0,0.6,6.1,5.2,1.6,7.4,1.8,1,NA,85,7,9
"P2234","P2234H02",39,70,9.6,1,7.7,6.9,NA,NA,1.2,3.4,2,85,11,4
"P2276","P2276H02",32,68,0,0.3,5.9,5,1.2,5,1.8,0.4,14,85,13,3
"P2330","P2330H03",100,142,2.8,0.9,8.4,7.3,NA,NA,NA,1.8,NA,85,14,1
"P2774","P2774H01",0,20,0,1.6,7.7,6.6,50,41.9,NA,1,13,85,9,7
"P2780","P2780H02",21,53,0,1.4,6,5,50,11.2,NA,1.3,33,85,9,6
"P3266","P3266H01",0,24,0,2.7,6.6,5.3,5.1,5.9,NA,1,15,85,10,5
"P3299","P3299H01",0,24,0,1.8,5.9,4.7,6.1,18.6,NA,0.8,8,85,7,8
"P3340","P3340H02",26,53,0,2,5.2,4.1,1,4,NA,0.9,25,85,6,9
