pid,hid,hor_no,top,bottom,hor_code,hor_mk,mak,caco3,humus,total_N,ph_h2o,ph_kcl,ap,ak,Y1,sum_bases,cec,base_sat,bd,Real_density,h_water,porosity,wp,fc,ret_cap,air_cap,coarse_frag,clay,silt,Fine_sand,Coarse_sand,total,sand
P1099,P1099H02,2,25,39,H01-15,Bt,"Argiluvicen horizont B, zona na akumuliranje na glina promiena od horizont E",15.17,2.64,NA,8.1,7.48,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.1,50.5,23.56,10.84,100,34.4
P1099,P1099H03,3,39,51,H01-15,Bt,"Argiluvicen horizont B, zona na akumuliranje na glina promiena od horizont E",11.1,1.07,NA,8.5,7.8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.9,23,68.66,1.44,100,70.1
P1100,P1100H01,1,0,20,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,8.28,2.45,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.4,53.5,36.48,0.62,100,37.099999999999994
P1100,P1100H02,2,20,40,H01-45,IIC,Geoloski sloj,13.85,1.04,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.6,47.4,38.57,0.43,100,39
P1100,P1100H03,3,48,69,H01-46,IIIC,Geoloski sloj,10.5,1.08,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,7.9,53.2,36.75,2.15,100,38.9
P1100,P1100H04,4,90,120,H01-47,IVC,Geoloski sloj,11.19,1.3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,56.6,39.82,0.58,100,40.4
P1101,P1101H01,1,3,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.7,49.7,36.19,0.41,100,36.599999999999994
P1101,P1101H02,2,20,60,H01-15,Bt,"Argiluvicen horizont B, zona na akumuliranje na glina promiena od horizont E",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28.6,52.4,18.8,0.2,100,19
P1102,P1102H01,1,0,30,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.4,64,19.43,0.17,100,19.6
P1102,P1102H02,2,30,60,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,12.7,59,27.85,0.45,100,28.3
P1104,P1104H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,42.7,30.06,0.24,100,30.299999999999997
P1104,P1104H02,2,20,40,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.7,59.5,25.36,0.44,100,25.8
P1104,P1104H03,3,40,105,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.9,22.3,24.64,50.16,100,74.8
P1104,P1104H04,4,105,140,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.6,14.1,81.62,0.68,100,82.30000000000001
P1105,P1105H01,1,0,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,5.14,3.3,NA,7.15,6.95,1.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,10,42,30.28,17.72,100,48
P1105,P1105H02,2,15,60,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,6.96,1.52,NA,8.31,7.69,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,7.9,34.9,55.59,1.61,100,57.2
P1107,P1107H01,1,0,10,H01-07,Amo,Molicen horizont A,9.82,7.87,NA,7.11,6.85,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,11.8,21.4,67.21,100.40999999999998,88.60999999999999
P1107,P1107H02,2,10,23,H01-07,Amo,Molicen horizont A,0,7.74,NA,6.57,5.59,1,NA,22.05,30.69,37.86,81.06180665610142,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,9.2,40.2,50.43,99.83,90.63
P1107,P1107H03,3,23,53,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,0.16,NA,6.13,4.83,NA,NA,28.25,16.02,25.2,63.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,18.7,60.4,20.84,99.94,81.24
P1108,P1108H01,1,0,18,H01-07,Amo,Molicen horizont A,8.25,3.96,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.2,51,30.15,1.65,100,31.799999999999997
P1108,P1108H02,2,18,38,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,13.67,2.26,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.6,57.3,28.75,1.35,100,30.1
P1108,P1108H03,3,38,58,H01-21,C,Rastresit maticen supstrat,13.94,1.54,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,4.7,59.4,33.41,2.49,100,35.9
P1109,P1109H01,1,0,25,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,6.91,0.69,NA,8.03,7.89,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,7.1,22,63.41,7.49,99.99999999999999,70.89999999999999
P1109,P1109H02,2,25,50,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,10.37,0.24,NA,8.76,8.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.8,16.2,22,53.65,99.65,75.65
P1110,P1110H01,1,0,45,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,9.07,1.6,NA,8.05,7.77,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.8,49.4,40,2.38,99.58,42.38
P1110,P1110H02,2,45,100,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,9.5,0.29,NA,8.55,7.99,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,7.2,32.1,59.55,1.15,100,60.699999999999996
P1111,P1111H01,1,0,18,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,10.37,2.69,NA,7.98,7.36,20,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,9.5,40.7,45.1,4.7,100,49.800000000000004
P1111,P1111H02,2,18,50,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,9.89,2.58,NA,8.42,7.44,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,15.5,46.5,34.89,3.11,100,38
P1111,P1111H03,3,50,100,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,12.39,0.3,NA,8.2,7.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,4.3,12.8,81.9,1,100,82.9
P1112,P1112H01,1,0,10,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,10.82,6.07,NA,8.26,7.66,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.3,36.96,56.96,1.78,100,58.74
P1112,P1112H02,2,10,23,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,11.14,2.54,NA,8.24,7.58,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,5.5,30.8,57.33,6.37,100,63.699999999999996
P1112,P1112H03,3,23,53,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,10.64,1.39,NA,8.82,7.32,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,5.5,35,52.98,6.52,100,59.5
P1113,P1113H01,1,0,19,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,13.94,5.57,NA,7.98,7.52,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.1,35.3,60.38,1.22,100,61.6
P1113,P1113H02,2,19,39,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,14.78,1.52,NA,7.96,7.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.3,34.7,50.89,8.11,100,59
P1113,P1113H03,3,39,69,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,12.89,NA,NA,8,7.23,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.08,43.4,49.67,0.85,100,50.52
P1117,P1117H01,1,0,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.3,20.5,56.48,3.72,99.99999999999999,60.199999999999996
P1117,P1117H02,2,15,47,H01-21,C,Rastresit maticen supstrat,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.5,36.1,41.29,12.11,100,53.4
P1117,P1117H03,3,47,95,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,2.2,22.6,73.74,1.46,99.99999999999999,75.19999999999999
P1119,P1119H01,1,0,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,5.4,44.2,48.22,2.18,100,50.4
P1119,P1119H02,2,15,35,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,7.2,41.3,49.03,2.47,100,51.5
P1119,P1119H03,3,50,80,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.9,31.7,59.87,3.53,100,63.4
P1122,P1122H01,1,0,22,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.5,37.6,54.63,0.27,100,54.900000000000006
P1122,P1122H02,2,22,46,H01-15,Bt,"Argiluvicen horizont B, zona na akumuliranje na glina promiena od horizont E",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20.2,29.7,50.1,0,100,50.1
P1122,P1122H03,3,46,63,H01-15,Bt,"Argiluvicen horizont B, zona na akumuliranje na glina promiena od horizont E",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,7.8,43.3,48.57,0.33,99.99999999999999,48.9
P1122,P1122H04,4,63,90,H01-21,C,Rastresit maticen supstrat,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,10.3,52.4,36.92,0.38,100,37.300000000000004
P1123,P1123H01,1,0,34,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.3,48.5,33.54,0.66,99.99999999999999,34.199999999999996
P1123,P1123H02,2,34,82,H01-22,G,Gleen horizont so znaci na redukcija i sekundarna oksidacija,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.8,46.8,44.89,1.51,99.99999999999999,46.4
P1125,P1125H01,1,0,50,NA,NA,NA,4.27,3.28,NA,7.4,7.04,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,13.5,43.3,35.1,8.1,100,43.2
P1125,P1125H02,2,50,80,NA,NA,NA,2.55,1.2,NA,7.4,6.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.8,44.9,31.1,9.3,100.10000000000001,40.400000000000006
P1126,P1126H01,1,0,45,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,0,NA,NA,7.12,6.06,19.8,NA,6.2,30.25,32.27,93.74031608304925,NA,NA,NA,NA,NA,NA,NA,NA,35.59,10.5,14.36,26.38,48.76,100,75.14
P1127,P1127H01,1,0,50,H01-07,Amo,Molicen horizont A,0,3,NA,6.7,5.8,1,NA,9.5,20.8,23.900000000000002,87.02928870292887,NA,NA,NA,NA,NA,NA,NA,NA,4,31.3,24.3,30.32,14.08,100,44.4
P1128,P1128H01,1,0,15,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,3.41,2.18,NA,6.85,6.25,6.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18.1,44.3,34.34,3.26,100,37.6
P1128,P1128H02,2,15,65,H01-45,IIC,Geoloski sloj,5.14,1.74,NA,6.83,6.51,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.2,44.8,34.1,2.19,100.29,36.29
P1128,P1128H03,3,65,95,H01-46,IIIC,Geoloski sloj,12.85,0.75,NA,7.78,7.38,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.7,36.2,44.59,3.51,100.00000000000001,48.1
P1129,P1129H01,1,0,22,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,0,3.16,NA,NA,NA,1.3,NA,5.3,15.48,17.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
P1129,P1129H02,2,22,53,H01-45,IIC,Geoloski sloj,0,2.83,NA,NA,NA,NA,NA,6.7,20.68,22.87,90.42413642326191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
P1136,P1136H01,1,0,18,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,57.89,3.25,0.36,8,7.1,1,13.87,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1137,P1137H01,1,0,18,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,4.31,2.82,0.12,7.9,6.95,1,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04,11,34.8,27.88,26.32,100,54.2
P1137,P1137H02,2,18,40,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,4.64,1.48,0.07,8.1,7.15,1,8.72,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87,12.2,41.1,27.52,18.88,99.7,46.4
P1138,P1138H01,1,0,18,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,2.65,1.71,0.08,7.9,7.2,1,13.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,5.7,27.9,27.36,39.04,100.00000000000001,66.4
P1138,P1138H02,2,18,30,H01-21,C,Rastresit maticen supstrat,5.04,1.35,0.07,7.75,7.1,1,13.41,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.44,5.8,17,18.84,58.36,100,77.2
P1139,P1139H01,1,0,16,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,17.5,1.61,0.07,7.9,7.2,1,13.95,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,7.5,25.9,35.58,31.02,100,66.6
P1139,P1139H02,2,16,30,H01-21,C,Rastresit maticen supstrat,26.56,1.37,0.07,8,7.3,1,10.73,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,11.5,37.7,38.59,12.21,100,50.800000000000004
P1140,P1140H01,1,0,16,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,28.66,5.34,0.26,7.8,7.1,1,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,33.8,27.5,28.47,10.23,100,38.7
P1140,P1140H02,2,16,32,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,28.54,3.7,0.19,8,7.2,1,17.45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64,13.7,37.9,28.47,19.93,100,48.4
P1141,P1141H01,1,0,18,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,43.32,2.02,0.17,7.9,7.2,1,12.82,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,9.3,39.4,31.04,20.26,99.99999999999999,51.3
P1141,P1141H02,2,18,30,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,46.04,1.15,0.11,7.9,7.2,1,12.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,12.6,44.9,32.78,9.72,100,42.5
P1142,P1142H01,1,0,23,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,10.92,2.81,0.15,7.95,7,1,22.15,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.54,9.3,28,20.91,41.79,100,62.7
P1143,P1143H01,1,0,18,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,12.7,2.21,0.21,8,7,1,13.29,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.36,10.3,31,24.94,33.36,99.6,58.3
P1143,P1143H02,2,18,35,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,46.76,1.9,0.1,8.15,7.2,1,7.71,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.26,8.6,34.5,22.72,34.18,100,56.9
P1144,P1144H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,6.86,4.37,0.22,7.8,7,1,13.51,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.99,5.4,28.8,25.04,40.76,100,65.8
P1145,P1145H01,1,0,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.91,0.18,6.55,5.9,1.1,24.86,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.14,15.2,29.1,29.01,26.69,100.00000000000001,55.7
P1146,P1146H01,1,0,10,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,22.27,7.11,0.32,7.9,6.95,2.4,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.84,5.4,22.4,30.79,41.41,100,72.19999999999999
P1147,P1147H01,1,0,14,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,25.02,6.99,0.29,7.8,6.9,1,21.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.72,10.4,40.1,27.05,22.45,100,49.5
P1147,P1147H02,2,14,35,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,45.43,3.25,0.16,7.9,7.15,1,11.28,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87,5.3,56.7,24.49,13.51,100,38
P1148,P1148H01,1,0,12,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,21.51,2.19,0.14,7.85,7.15,1,18.93,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,12.5,24.1,31.34,32.06,100,63.400000000000006
P1149,P1149H01,1,0,14,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,29.4,2,0.14,8,6.9,1,20.97,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,16.9,52.4,22.96,7.74,100,30.700000000000003
P1149,P1149H02,2,14,30,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,21.14,1.87,0.08,8,7.05,1,17.69,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20.2,43.4,28.41,7.99,100,36.4
P1149,P1149H03,3,30,48,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,20.38,1.63,0.08,8.1,6.95,1,20.21,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,21.8,44,26.25,7.99,100.04,34.24
P1149,P1149H04,4,48,60,H01-21,C,Rastresit maticen supstrat,45.37,1.53,0.08,8.05,7,1,14.76,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,36.2,40.7,4.1,100,44.800000000000004
P1150,P1150H01,1,0,6,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,25.27,5,0.3,8,7.2,1,16.06,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,0.6,18.5,25.06,55.84,100,80.9
P1151,P1151H01,1,0,5,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,6.18,0.37,7.85,6.8,1.3,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,16.4,42.8,34.42,6.38,100,40.800000000000004
P1152,P1152H01,1,0,8,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
P1153,P1153H01,1,0,16,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,2.14,0.2,7.55,6.7,1,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.25,14.8,26,22.06,37.14,100,59.2
P1154,P1154H01,1,0,14,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,54.22,4.11,0.23,8,7.3,1,18.29,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27,5.5,55.3,22.33,16.87,100,39.2
P1154,P1154H02,2,14,25,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,59.4,3.79,0.21,8.1,7.35,1,9.98,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,9.8,58.5,13.58,18.12,100,31.700000000000003
P1155,P1155H01,1,0,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,2.66,6.91,0.31,7.85,6.8,1,25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.97,10.4,27.2,49.38,13.02,100.00000000000001,62.400000000000006
P1156,P1156H01,1,0,23,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,4.01,6.4,0.31,7.9,7.1,1,17.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.15,8.2,23.8,29.94,38.06,100,68
P1157,P1157H01,1,0,18,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.59,0.13,6.8,5.82,1.8,17.03,7.8,19.03,20.39,93.33006375674351,NA,NA,NA,NA,NA,NA,NA,NA,18.05,17,36.3,26.26,20.44,100,46.7
P1158,P1158H01,1,0,10,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,6.77,0.35,6.85,6.35,17.9,25,12.51,1.38,3.57,38.655462184873954,NA,NA,NA,NA,NA,NA,NA,NA,2.94,6.8,26.6,28.77,37.83,99.99999999999999,66.6
P1159,P1159H01,1,0,14,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,4.09,0.2,6.5,5.8,1,25,8.94,11.25,12.81,87.82201405152225,NA,NA,NA,NA,NA,NA,NA,NA,10.75,7.8,28.2,33.3,30.7,100,64
P1159,P1159H02,2,14,25,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,3.12,0.15,6,5.25,1,13.05,11.67,10.12,12.16,83.2236842105263,NA,NA,NA,NA,NA,NA,NA,NA,38.91,7.8,19,21.8,51.4,100,73.2
P1160,P1160H01,1,0,18,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,26.8,2.82,0.13,7.9,6.95,1,20.59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06,16.3,36.5,29.31,17.89,100,47.2
P1161,P1161H01,1,0,10,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,1.97,0.08,6.35,5.5,1,9.85,10.02,9.35,11.1,84.23423423423422,NA,NA,NA,NA,NA,NA,NA,NA,34.73,11.5,16.7,22.79,49.01,100,71.8
P1161,P1161H02,2,10,22,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.14,0.07,5.7,4.7,1,8.31,12.59,12.58,14.780000000000001,85.11502029769959,NA,NA,NA,NA,NA,NA,NA,NA,25.19,21.2,20.4,8.94,49.49,100.03,58.43
P1162,P1162H01,1,0,6,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,4.65,0.22,7.7,6.7,1,25,2.98,41.24,41.760000000000005,98.75478927203064,NA,NA,NA,NA,NA,NA,NA,NA,2.15,19.8,43,32.57,4.63,100,37.2
P1163,P1163H01,1,0,25,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,28.8,32.8,26.09,12.31,99.99999999999999,38.4
P1163,P1163H02,2,25,40,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.26,27.2,29.1,22.89,20.81,100.00000000000001,43.7
P1164,P1164H01,1,0,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.41,0.09,5.5,4.75,1,22.65,14.68,1,3.57,28.011204481792717,NA,NA,NA,NA,NA,NA,NA,NA,12.58,3.2,14.5,36.04,46.46,100.2,82.5
P1165,P1165H01,1,0,10,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,8.47,0.31,6.45,5.9,2.1,21.89,12.48,11.25,13.44,83.70535714285715,NA,NA,NA,NA,NA,NA,NA,NA,29.96,0.3,11.3,8.46,80.337,100.39699999999999,88.797
P1165,P1165H02,2,10,25,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,2.68,0.1,5.8,5.2,1,15.14,12.57,3.37,5.57,60.502692998204665,NA,NA,NA,NA,NA,NA,NA,NA,27.87,1.1,9.2,5.74,83.96,99.99999999999999,89.69999999999999
