LabID,x,y,p
110,-60.0152777777778,-35.0186666666667,11.9366391184573
111,-60.255,-34.9422222222222,7.404958677685951
112,-59.7795833333333,-36.93775,15.469613259668506
113,-59.8623055555556,-37.0071111111111,6.530779753761969
114,-59.7787777777778,-37.14375,8.177658142664873
115,-60.5380277777778,-37.1999166666667,4.424076607387141
124,-58.3980277777778,-37.6855555555556,13.813084112149536
125,-58.4503333333333,-37.9201111111111,29.23364485981308
126,-58.2519444444444,-38.0359444444444,9.794392523364486
127,-58.5568333333333,-37.6858888888889,14.373831775700936
128,-59.8451666666667,-37.5996111111111,15.364902506963787
129,-59.8878611111111,-37.6647777777778,15.323809523809523
130,-59.8248055555556,-37.67625,38.371428571428574
131,-59.68775,-37.8689444444444,5.605809128630705
132,-61.27108333333333,-36.078694444444444,10.438761776581428
133,-61.5475555555556,-36.4045,19.860026917900406
134,-61.0266111111111,-36.3329444444444,8.962343096234308
135,-60.89075,-36.0899722222222,6.764705882352941
136,-60.9501111111111,-35.9396111111111,9.92
137,-61.0731944444444,-36.1420277777778,6.521617852161786
139,-62.5450611111111,-35.5928305555556,17.60724233983287
140,-61.5219166666667,-35.3921111111111,9.612813370473537
141,-61.2213611111111,-35.7620833333333,12.67241379310345
142,-61.3199722222222,-35.6291944444444,27.941988950276244
143,-61.4825833333333,-35.9215,17.553695955369594
144,-61.1003611111111,-33.8730833333333,6.818057455540355
146,-61.0480555555556,-33.9251666666667,11.077127659574469
148,-61.1730555555556,-38.4100277777778,12.971962616822431
149,-61.3985833333333,-38.4673888888889,12.317757009345796
150,-61.0098888888889,-38.43,19.26478873239437
151,-61.1863888888889,-38.5445277777778,15.32112676056338
152,-61.0402222222222,-38.3117777777778,7.5514018691588785
153,-61.8188888888889,-36.6483333333333,24.867403314917123
154,-62.1925,-36.3844444444444,12.00828729281768
155,-62.1408333333333,-36.4263888888889,10.00697350069735
156,-61.1420555555556,-34.1039361111111,15.452127659574469
157,-61.2441555555556,-34.1668055555556,31.81121751025992
158,-61.246975,-34.2301444444444,13.961432506887054
159,-61.7607777777778,-36.2614166666667,7.6574585635359105
160,-61.616,-36.3071111111111,11.08089260808926
161,-61.6686111111111,-36.1550555555556,12.13458950201884
162,-61.5185,-36.0548055555556,14.866756393001346
163,-61.7882222222222,-36.3145555555556,11.471408647140866
166,-60.9848611111111,-34.8301944444444,25.039893617021278
167,-61.535075,-35.1296333333333,15.364902506963787
168,-61.6212444444444,-35.3031972222222,7.210382513661202
169,-58.5793888888889,-37.8440555555556,19.981308411214954
170,-58.6760277777778,-37.9168333333333,17.457943925233646
171,-58.7423333333333,-38.1996666666667,22.411214953271028
172,-58.6738888888889,-37.9845555555556,5.962616822429906
173,-58.7414833333333,-38.0017666666667,6.423988842398884
174,-58.8196388888889,-38.1353333333333,9.514018691588786
176,-58.9304444444444,-38.3371277777778,13.626168224299068
177,-58.6331111111111,-38.3640555555556,33.53271028037383
178,-58.7256111111111,-38.5254444444444,14
179,-61.8046944444444,-35.8546666666667,6.110497237569061
180,-62.2265555555556,-35.9562777777778,16.455801104972377
181,-61.9582777777778,-36.0404166666667,10.3646408839779
182,-61.6985611111111,-35.7365555555556,21.841530054644807
183,-61.7847222222222,-36.02775,16.185733512786
184,-61.8678611111111,-36.1859444444444,9.204419889502761
185,-63.08825,-36.1914722222222,30.129205921938087
186,-63.2379722222222,-36.3539444444444,53.9650067294751
187,-60.6988333333333,-33.6702833333333,9.499316005471956
188,-60.6403611111111,-33.9147638888889,11.3187414500684
189,-60.5649722222222,-33.9350555555555,19.175531914893618
190,-60.0785555555556,-33.4445833333333,6.60904255319149
191,-60.0117777777778,-33.5411944444444,3.849521203830369
192,-60.1725277777778,-33.6528888888889,9.71900826446281
193,-63.4334444444444,-35.67925,22.40376850605653
194,-63.3195,-35.8093611111111,16.91988950276243
196,-63.2522888888889,-35.3403083333333,18.972677595628415
197,-62.9360083333333,-35.4892447222222,18.617021276595743
198,-60.7451222222222,-34.3019388888889,5.573002754820936
200,-60.88945,-34.0173361111111,12.225895316804408
201,-63.1131388888889,-36.4921944444444,12.781767955801104
205,-62.9220277777778,-36.7256111111111,32.107671601615074
207,-59.9205555555556,-34.3294444444444,8.604972375690608
208,-59.9769444444445,-34.3197222222222,16.10372340425532
209,-60.2966944444444,-33.3856111111111,7.726063829787234
210,-60.3426388888889,-33.5433055555556,47.287234042553195
211,-60.2560833333333,-33.5201944444444,8.121546961325965
212,-58.7833055555556,-36.7256111111111,60.72897196261684
213,-58.9397222222222,-37.4496666666667,10.925414364640883
214,-58.9434722222222,-37.4506666666667,7.967168262653899
215,-59.2148055555556,-37.3503333333333,13.148907103825136
216,-58.9848611111111,-37.3463055555556,11.698895027624308
217,-59.358944444444504,-37.1104166666667,11.892265193370164
218,-59.4040833333333,-37.2755833333333,27.585464333781957
219,-59.214,-37.2913055555556,26.927496580027363
220,-58.9464722222222,-37.6057777777778,22.140883977900554
221,-62.9135555555556,-36.0530555555556,16.199453551912566
223,-62.5032222222222,-35.8338333333333,10.653005464480874
224,-62.5292222222222,-36.0850833333333,9.591160220994475
226,-62.6356111111111,-35.9059444444444,13.26514131897712
227,-64.6859444444444,-36.2228611111111,87.3779637377964
228,-59.83630556,-38.44405556,15.8
229,-60.1816944444444,-38.4007222222222,16.782786885245905
230,-62.8691111111111,-36.6535833333333,11.524861878453038
232,-62.8254722222222,-36.4049722222222,18.823687752355315
234,-62.9818888888889,-36.5541944444444,7.468619246861924
255,-61.158136,-33.763075,9.856321839080461
257,-60.540556,-33.627056,9.022662889518413
258,-62.203086,-33.864961,6.894664842681259
260,-62.7741666666667,-34.4163611111111,19.259562841530055
261,-61.4469,-31.55839,13.355648535564853
262,-61.47065,-31.45344,9.288645690834475
263,-61.48693,-31.45068,24.01960784313726
267,-61.50425,-32.13125,7.383561643835616
268,-61.4469,-32.55839,28.06834030683403
269,-61.32427,-32.20034,9.313725490196077
270,-61.32564,-32.20417,7.767123287671232
271,-61.4122,-32.19523,12.545327754532776
272,-61.41053,-32.19115,21.958904109589042
340,-61.0050277777778,-34.6000277777778,20.106382978723403
441,-61.37901,-31.72965,17.140902872777016
442,-60.59049,-31.40193,15.73087431693989
443,-61.65039,-31.66561,13.10803324099723
445,-61.03823,-31.41862,15.278940027894002
446,-60.85224,-31.26854,16.855524079320112
447,-60.68203,-30.98533,7.277701778385774
448,-60.63413,-30.86325,20
449,-60.60341,-30.8415,8.22946175637394
455,-58.29905,-37.7546166666667,30.23842917251052
457,-59.8953166666667,-38.4251694444444,7.602459016393443
487,-63.0648888888889,-35.6255833333333,15.243169398907103
488,-63.2582222222222,-35.1317777777778,29.778688524590166
489,-62.8045277777778,-38.0233611111111,5.704419889502762
490,-61.08002,-33.53096,16.27906976744186
491,-62.59908,-34.89684,10.46174863387978
492,-62.34714,-34.83817,18.48467966573816
493,-62.42293,-34.12487,12.772988505747128
495,-62.49362,-33.60009,6.703146374829003
496,-60.96759,-33.26046,10.708215297450426
497,-61.5524,-32.81007,26.082191780821923
499,-62.2201388888889,-37.5363888888889,40.54205607476636
500,-62.576666666666696,-37.2009166666667,6.053521126760564
501,-61.48504,-31.00282,32.066390041493776
502,-59.67165,-37.00352,13.64199192462988
503,-59.6828388888889,-36.997,8.931359353970391
504,-59.90295,-36.8532805555556,18.446837146702556
505,-62.2884166666667,-38.4930833333333,11.771830985915493
506,-62.1279833333333,-38.68395,27.17079889807163
507,-60.96969,-32.28256,20.37950138504155
508,-58.56958,-35.62511,11.988950276243093
509,-58.62061,-35.91319,14.055851063829786
510,-62.70258,-32.56568,20.232876712328768
511,-62.75716,-33.55289,8.130311614730878
512,-61.16223,-33.3663,6.543909348441927
513,-59.67165,-37.0035194444444,7.272980501392757
514,-59.8396194444444,-37.6137388888889,11.408839779005524
515,-63.49911,-34.63225,15.390070921985817
516,-60.3477611111111,-37.5427194444444,7.975409836065574
517,-61.24001,-32.72229,7.8591352859135295
519,-61.7175833333333,-38.45,8.859813084112151
520,-61.9184722222222,-38.5730833333333,9.405633802816903
521,-63.21333,-31.66522,24.582984658298468
522,-62.08076,-33.29933,12.352941176470589
523,-62.99674,-33.50906,30.071839080459775
524,-63.12303,-32.46541,14.234309623430963
525,-61.11779,-32.8684,17.955678670360108
526,-62.8061388888889,-37.2134166666667,6.152112676056339
527,-63.55894,-33.32945,9.23404255319149
528,-61.78781,-30.96816,31.98770491803279
529,-61.54717,-32.13296,25.22714681440443
531,-61.12316,-33.0336,12.01418439716312
532,-61.34334,-33.22343,9.617563739376772
533,-59.9555694444445,-37.1025,10.371428571428572
534,-62.0242,-34.21126,10.761494252873563
535,-64.08013,-32.94871,7.468619246861924
536,-62.64929,-32.27969,25.324099722991686
537,-59.48345,-37.9448388888889,11.562674094707521
538,-60.97696,-31.95665,23.650205761316872
539,-61.91552,-31.14613,69.60784313725489
540,-61.8226944444445,-37.4433611111111,8.29906542056075
541,-60.3920805555556,-37.9798388888889,9.419398907103824
542,-62.11501,-34.36521,7.24822695035461
543,-61.3675,-38.5663333333333,12.856338028169016
544,-61.5538055555556,-38.7795833333333,15.616901408450708
545,-61.2444722222222,-38.7229166666667,13.34929577464789
546,-62.4652222222222,-37.4824722222222,8.222535211267607
547,-62.3431388888889,-37.9016111111111,11.102803738317759
548,-64.05367,-33.1691,9.152298850574713
550,-63.04225,-37.9973055555556,11.261707988980717
552,-61.43951,-33.00655,11.219178082191782
553,-60.9991944444445,-38.6932777777778,9.14018691588785
554,-59.302,-38.5524194444444,9.228142076502731
555,-62.4365833333333,-37.2951944444444,5.516039051603904
556,-61.20216,-31.13832,23.333333333333336
557,-61.48267,-33.4258,4.368794326241135
558,-61.18944,-32.08445,9.255230125523012
559,-61.21934,-32.00711,14.136680613668064
560,-63.92024,-33.64334,6.453900709219859
561,-60.0534111111111,-37.8954694444444,9.80191256830601
562,-60.14485,-38.0467805555556,12.096994535519126
563,-62.962,-38.3105,10.201101928374657
564,-61.8440833333333,-38.7681388888889,11.66355140186916
565,-63.90171,-32.82849,15.083682008368202
566,-61.2895111111111,-37.2615555555556,5.010928961748634
567,-63.94688,-34.03785,15.51299589603283
568,-62.0169166666667,-37.1249722222222,8.112149532710282
569,-61.35706,-33.80262,4.626436781609195
571,-63.00733,-32.8201,24.80392156862745
572,-60.8234722222222,-38.2268611111111,13.940845070422537
573,-63.75131,-31.83571,17.834699453551913
574,-62.10316,-32.72324,22.616120218579237
575,-62.11005,-32.717060000000004,18.98884239888424
576,-60.74812,-31.38544,13.32876712328767
577,-61.8161,-32.42074,13.041095890410961
578,-59.2969111111111,-38.0819388888889,4.159836065573771
579,-63.889,-34.51393,7.237960339943342
580,-61.01694,-34.60391,5.317679558011049
581,-60.8142,-34.44947,4.998632010943912
582,-63.41468,-34.08895,5.758865248226951
583,-63.44108,-33.97004,17.971631205673763
584,-63.31811,-33.39233,3.3711048158640233
585,-62.96693,-33.9326,10.326241134751774
586,-61.5522194444444,-37.3624611111111,17.611341632088518
587,-61.4674694444445,-37.1276,14.87743732590529
588,-61.95113,-32.02046,30.876712328767127
589,-60.6942,-37.5250194444444,8.276190476190475
592,-61.54134,-32.47953,31.387726638772662
593,-62.68179,-31.89528,42.253835425383535
594,-62.82471,-34.25557,5.028735632183908
595,-62.37542,-32.63893,21.36122733612273
596,-61.3548805555556,-37.5792388888889,13.932226832641769
597,-61.0830305555556,-37.5999694444444,6.847619047619048
599,-60.73436,-31.19194,8.80984952120383
600,-59.10475,-35.20229,9.236914600550964
602,-60.88538,-32.47698,11.598326359832637
603,-62.18953,-33.67468,4.979480164158686
604,-61.89508,-32.24932,11.219178082191782
605,-61.02081,-31.80148,5.833333333333334
606,-64.11296,-34.49484,14.992907801418442
607,-61.32295,-33.61215,6.156028368794327
608,-59.42127,-34.58532,14.095759233926128
609,-62.19108,-32.67194,16.157601115760112
610,-62.42286,-32.92844,16.568627450980394
611,-60.70312,-33.10087,7.049645390070921
612,-62.53846,-33.2163,9.225941422594142
613,-61.81909,-32.55411,17.54957507082153
614,-60.8345,-31.47296,7.41120218579235
615,-60.81975,-36.9350888888889,10.250336473755047
616,-64.38097,-34.43728,34.652482269503544
617,-59.32015,-34.94545,6.344352617079889
618,-59.04335,-38.5280111111111,4.467289719626169
619,-58.8159,-38.4776111111111,10.261682242990654
620,-59.0868805555556,-38.2915611111111,8.859813084112151
621,-61.31,-31.33198,10.719665271966527
622,-62.32404,-33.25604,4.525862068965518
623,-60.5032805555556,-36.7208805555556,10.815612382234185
625,-60.38825,-37.0084444444444,11.757738896366083
626,-63.89493,-33.04203,14.268125854993158
627,-60.4814111111111,-36.8982805555556,14.019337016574587
628,-63.59805,-32.01069,14.917712691771268
629,-60.83843,-32.63138,13.32876712328767
630,-60.6541111111111,-38.6028888888889,12.757746478873242
634,-62.16331,-35.64411,18.30327868852459
635,-61.319,-31.58432,9.780821917808222
636,-60.60735,-33.80898,16.10670314637483
637,-60.41617,-33.9207,10.073871409028728
638,-62.03138,-34.79915,22.31967213114754
640,-61.2042222222222,-37.8466388888889,11.673239436619719
641,-62.70797,-32.87439,17.352941176470587
642,-61.3335555555556,-38.0226111111111,13.719626168224302
643,-61.0605833333333,-38.0873333333333,6.687587168758718
644,-60.9301,-31.14487,23.269493844049247
645,-62.7022222222222,-37.545888888888896,11.550964187327825
646,-61.1212194444444,-37.03925,6.561904761904763
647,-61.6578611111111,-37.7556111111111,12.363380281690143
648,-61.76388,-33.36109,19.20977011494253
650,-61.5429,-31.41115,73
651,-61.65006,-33.85509,8.340425531914894
652,-63.56949,-33.66454,11.303116147308783
653,-64.39336,-33.17396,5.531609195402299
654,-64.37713,-34.15916,12.370689655172415
655,-63.05851,-34.18108,3.47517730496454
656,-62.63648,-34.23802,14.215686274509803
657,-61.87602,-33.95772,9.829787234042556
658,-62.16313,-32.95666,16.372549019607845
659,-62.4379166666667,-37.6984166666667,6.842253521126762
660,-61.5375277777778,-38.2793888888889,14.934579439252339
661,-62.50459,-32.61536,21
662,-59.47848,-34.37429,12.569060773480663
664,-59.5214,-34.21607,20.851063829787233
665,-64.17151,-33.53486,8.73758865248227
666,-59.6400111111111,-38.5188694444444,4.794520547945206
667,-62.2696,-33.97535,7.040229885057473
668,-62.14814,-33.79937,6.798905608755129
669,-60.99614,-32.16576,25
670,-61.37239,-32.36727,9.767441860465116
671,-61.0948,-31.60914,9.714086471408645
672,-63.65124,-34.50862,12.831737346101233
673,-61.59512,-31.90759,15.704011065006913
674,-58.86791,-35.35152,3.753761969904241
675,-58.70566,-35.49491,13.138166894664842
676,-61.307,-31.81151,12.195467422096318
677,-61.8673888888889,-37.6331944444444,17.39154929577465
678,-60.77563,-33.4825,9.384404924760602
679,-60.92376,-31.64709,12.672245467224545
681,-61.58095,-31.6971,15.991792065663477
682,-59.82899,-34.1468,13.808481532147743
683,-63.46816,-34.40067,6.224350205198359
684,-60.69836,-33.647,13.149171270718233
685,-64.41994,-33.39683,16.087551299589606
686,-61.87967,-33.00642,14.117647058823529
687,-59.2437611111111,-37.2798611111111,22.969044414535666
688,-62.40548,-35.42901,12.8
689,-63.32333,-32.32328,18.269503546099294
690,-62.554,-38.2502777777778,5.764705882352941
691,-62.27685,-38.2864,46.26170798898072
692,-62.3698055555556,-38.11,10.8
693,-61.76632,-32.74599,30.098039215686274
694,-61.06795,-32.60069,8.669456066945607
695,-62.784,-35.14017,30.448087431693992
696,-60.1548388888889,-38.4410888888889,15.826502732240437
697,-60.2454111111111,-38.2598611111111,13.448132780082986
698,-60.3209388888889,-38.3888305555556,8.657142857142857
699,-60.5354611111111,-38.2970611111111,10.100278551532034
700,-60.4696388888889,-38.5064305555556,17.834699453551913
701,-59.9229388888889,-38.4735194444444,9.22284122562674
702,-63.53747,-33.02929,8.534246575342467
703,-63.51055,-31.57235,29.68698060941828
704,-61.90327,-33.67195,3.638850889192887
705,-62.2098611111111,-38.0649166666667,13.447887323943666
706,-61.8069444444444,-38.1095833333333,27.457943925233643
707,-63.04376,-33.7498,15.864022662889518
708,-64.38367,-33.95099,12.831737346101233
709,-63.19675,-38.1416666666667,8.024861878453038
710,-61.60494,-34.02273,6.246458923512749
711,-61.70715,-33.5706,4.596443228454172
712,-63.80075,-33.2429,9.671682626538988
713,-62.71546,-33.18524,10.068493150684933
714,-61.7841111111111,-37.13,8.518309859154929
715,-60.57972,-31.89075,9.70124481327801
716,-60.58621,-32.02073,24.611341632088518
717,-60.49759,-32.08571,47.62326869806094
718,-60.49782,-32.19731,56.34903047091412
719,-60.45855,-32.30922,18.925207756232687
720,-60.35115,-32.36052,31.775933609958507
721,-60.24577,-32.49321,44.13296398891967
722,-60.18103,-32.56488,14.562326869806093
724,-59.89706,-32.7947,28.643347050754453
725,-60.12129,-32.22925,14.853185595567869
726,-59.95567,-32.3465,7.183955739972337
727,-59.81745,-32.37362,9.714681440443211
728,-59.68087,-32.40025,88
729,-59.54017,-32.40825,8.64819944598338
730,-59.74792,-32.77938,10.959889349930844
731,-59.74626,-32.71294,8.163434903047092
732,-59.52244,-32.70904,14.348547717842322
733,-59.33001,-32.91572,11.263374485596707
734,-59.63407,-32.73361,11.540802213001383
735,-59.10175,-33.09257,8.190672153635116
736,-58.91546,-33.05632,25.28907330567081
737,-58.66162,-33.04422,9.81163434903047
738,-58.6608,-32.75908,8.669456066945607
739,-58.75249,-32.72412,6.312586445366528
740,-60.35276,-31.93837,16.113573407202217
741,-60.00638,-31.58359,41.222222222222214
742,-59.69662,-31.86816,30.850415512465375
743,-59.89695,-31.72594,17.456066945606693
745,-59.42309,-32.37912,8.8298755186722
746,-59.33514,-32.36262,17.651324965132495
747,-59.15928,-32.32091,5.694101508916322
748,-59.287,-32.29702,6.1274238227146824
749,-59.29641,-32.47238,11.551440329218105
750,-58.79991,-32.39958,23.675900277008306
751,-58.59872,-32.44087,13.767634854771783
752,-58.38968,-32.48701,7.377593360995851
753,-58.30556,-32.54025,12.429362880886424
754,-58.45306,-32.5875,7.280774550484095
755,-58.2149166666667,-38.2992666666667,16.336448598130843
756,-57.6744,-38.0946833333333,7.177570093457945
757,-58.14445,-38.3702833333333,54.5607476635514
758,-57.96105,-38.21755,17.925233644859812
760,-57.6268,-37.9065,22.785046728971963
761,-57.91695,-38.0105,14.280373831775702
762,-58.6798333333333,-37.9070833333333,30.44859813084112
763,-58.5337833333333,-37.6029833333333,16.50422535211268
764,-58.2501833333333,-37.7477666666667,20.258019525801956
765,-59.332,-37.9038166666667,9.807799442896936
766,-59.2045,-38.2388833333333,14.573770491803277
768,-58.54045,-38.4659333333333,10.654696132596683
769,-58.3667333333333,-38.0090166666667,22.504672897196265
770,-58.3276333333333,-37.9936666666667,31.785915492957756
771,-59.4910666666667,-38.2963333333333,8.071038251366119
772,-59.6850833333333,-38.1739,14.319502074688796
773,-59.3992,-38.2516666666667,10.847619047619048
774,-57.9541,-38.2840833333333,7.270718232044199
775,-58.4367166666667,-37.8211666666667,28.766355140186914
778,-59.2079,-38.5336222222222,17.06967213114754
780,-58.5257666666667,-38.0784,14.186915887850466
782,-58.7416833333333,-38.3105333333333,9.887850467289722
784,-59.2138333333333,-38.2022833333333,20.942857142857143
785,-62.631367,-33.501431,9.220963172804533
786,-61.608708,-34.163614,13.88101983002833
835,-62.61607,-35.24106,6.7855153203342615
938,-60.1160388888889,-36.8997388888889,15.149394347240914
1113,-64.0741111111111,-36.6721666666667,16.84254143646409
1115,-63.9610277777778,-36.5907222222222,13.651933701657459
1123,-58.311475,-37.7633416666667,18.771830985915496
1130,-64.2787722222222,-36.4831694444444,10.202231520223151
1131,-64.25525,-36.1039722222222,21.193370165745854
1133,-64.4111666666667,-35.6223333333333,47.93539703903096
1134,-64.4899166666667,-35.5625555555556,16.450488145048816
1135,-64.5117777777778,-35.4054722222222,23.722745625841178
1136,-64.4771388888889,-35.1517777777778,30.86187845303867
1137,-64.2794166666667,-35.1637777777778,12.39502762430939
1138,-64.2661666666667,-35.45175,15.149394347240914
1139,-63.9414722222222,-36.31125,9.714086471408645
1140,-63.9404444444444,-36.1811666666667,25.060773480662977
1141,-63.9368611111111,-35.9156666666667,14.232044198895029
1142,-63.8930555555556,-35.75175,13.521617852161787
1143,-63.7395,-35.7345277777778,9.78453038674033
1144,-63.6476666666667,-35.9001944444444,21.039051603905158
1145,-63.562,-36.0863888888889,14.532394366197185
1146,-63.4408611111111,-36.2840555555556,18.305439330543933
1147,-63.5085,-36.4373888888889,16.091520861372814
1148,-64.6500944444445,-35.6280472222222,46.911602209944746
1149,-64.2428333333333,-35.6770833333333,37.28936742934051
1150,-64.1553888888889,-36.8064444444444,17.519337016574582
1151,-60.2183,-33.9982666666667,26.104972375690608
1152,-60.1463666666667,-34.03865,25.874145006839946
1153,-60.0632666666667,-34.0674166666667,16.853994490358126
1154,-60.38655,-34.4152,6.329787234042554
1155,-60.35315,-34.3878166666667,15.436388508891929
1156,-60.28435,-34.1883,11.165289256198347
1157,-59.9812,-34.1029166666667,9.571823204419887
1158,-59.9667833333333,-34.1591666666667,9.571823204419887
1159,-59.9375,-34.14825,13.233926128590971
1160,-59.8772333333333,-34.3023833333333,11.606019151846786
1161,-59.8713166666667,-34.3142666666667,13.961432506887054
1162,-59.9010166666667,-34.4299333333333,28.134986225895318
1163,-60.1102333333333,-34.4763666666667,43.39808481532148
1164,-60.2328666666667,-34.51885,8.6374829001368
1165,-60.4757833333333,-34.5831,32.57729138166894
1166,-60.67275,-33.435333,7.843971631205674
1168,-60.977917,-32.250583,9.610655737704917
1170,-61.079639,-32.845472,12.740585774058578
1172,-60.837028,-32.733111,10.686274509803921
1174,-60.868139,-32.562444,12.592067988668557
1218,-62.7633055555556,-34.8638055555556,18.28969359331476
1219,-63.126,-34.996,16.10372340425532
1221,-63.1791388888889,-35.0539444444444,14.893617021276595
1223,-63.0974166666667,-35.5505,20.53203342618384
1228,-62.1568888888889,-34.730755555555604,6.88300835654596
1229,-63.433167,-34.732889,8.836879432624114
1231,-63.6475,-34.913194,23.836206896551726
1233,-62.8087222222222,-35.0932777777778,18.398907103825135
1235,-63.2206111111111,-34.6277222222222,7.272980501392757
1237,-61.8026666666667,-34.6190333333333,16.39071038251366
1239,-61.76745,-34.82825,28.03899721448468
1243,-62.1578611111111,-35.0013055555556,9.027855153203342
1244,-62.1571666666667,-34.9815277777778,13.610027855153202
1260,-60.5378,-31.84772,65.15957446808511
´1503,-61.0505555555556,-36.5405555555556,6.787292817679558
´1504,-61.3747222222222,-36.9069444444444,9.977900552486187
´1505,-61.5897222222222,-36.9513888888889,6.497237569060772
´1506,-62.6694444444444,-36.3633333333333,20.33109017496635
´1507,-62.6858333333333,-36.6486111111111,22.74033149171271
´1509,-63.9802777777778,-35.4463888888889,35.40607734806629
´1510,-63.9361111111111,-36.9230555555555,25.157458563535908
´1511,-63.5433333333333,-36.8344444444444,11.524861878453038
´1512,-63.6855555555556,-37.2880555555556,34.92265193370165
´1513,-63.8302777777778,-37.4680555555556,15.682320441988951
´1514,-62.7972222222222,-38.5169444444444,22.67768595041322
´1515,-63.6205555555556,-38.2161111111111,7.0578512396694215
´1516,-63.1075,-37.8688888888889,12.93939393939394
´1517,-63.3130555555556,-37.7211111111111,7.15426997245179
´1518,-63.4566666666667,-38.0216666666667,9.564738292011022
´1519,-62.93,-37.7708333333333,6.2865013774104685
´1520,-63.1613888888889,-37.3102777777778,27.787878787878793
´1521,-62.77,-37.99,19.206611570247933
´1522,-62.3086111111111,-38.4561111111111,8.793388429752067
´1523,-61.9638888888889,-37.9725,17.37465564738292
´1524,-61.2158333333333,-37.8244444444444,12.071625344352618
´1525,-61.8997222222222,-38.4958333333333,19.881542699724516
´1526,-62.2366666666667,-38.6597222222222,7.15426997245179
´1527,-61.9088888888889,-38.8452777777778,14.289256198347108
´1528,-60.7102777777778,-38.9672222222222,33.3801652892562
´1530,-60.15038,-33.88251,10.197163120567378
´1531,-60.42884,-33.72615,13.47375886524823
´1532,-61.05298,-34.39808,13.672340425531917
´1533,-61.18543,-34.56293,8.409929078014185
´1534,-61.45465,-34.523,33.53049645390071
´1535,-61.48328,-34.83737,10.097872340425534
´1536,-61.16498,-34.72509,9.50212765957447
´1537,-60.71947,-34.18203,23.70070921985816
´1538,-62.81384,-34.5664,17.04822695035461
´1539,-60.6693,-35.63383,5.431034482758621
´1548,-60.0683777777778,-31.9751722222222,23.358799454297408
´1549,-59.7883527777778,-32.0334916666667,19.92087312414734
´1550,-60.2064111111111,-31.666175,9.129604365620736
´1551,-59.1793611111111,-31.8075472222222,17.819918144611183
´1552,-59.7833777777778,-31.283625,14.4774897680764
´1553,-59.5348916666667,-30.9365833333333,24.313778990450203
´1554,-59.4686722222222,-31.4160416666667,11.708049113233287
´1556,-58.5880333333333,-32.1497305555556,6.9331514324693035
´1557,-58.6315361111111,-32.2915916666667,8.938608458390176
´1558,-58.4355805555556,-31.6045472222222,9.416098226466573
´1559,-58.7063,-31.5735361111111,9.798090040927693
´1560,-58.648075,-31.3104333333333,4.354706684856753
´1561,-58.4232972222222,-31.6071277777778,5.117969821673525
´1562,-58.7097777777778,-31.5719361111111,16.352537722908092
´1563,-58.6534583333333,-31.3312888888889,4.733882030178326
´1564,-58.5274833333333,-31.9016194444444,93.1
´1565,-58.5983194444445,-32.1276333333333,6.0781893004115215
´1566,-58.6293861111111,-32.2689638888889,10.495198902606308
´1567,-59.7860027777778,-31.3018805555556,5.021947873799725
´1568,-59.5426361111111,-30.9702166666667,9.82304526748971
´1569,-59.4039833333333,-31.443825,6.3662551440329205
´1571,-60.47425,-35.10066,13.374468085106386
´1572,-60.22469,-35.36209,15.459574468085108
´1573,-60.07242,-35.47054,12.679432624113478
´1574,-60.61603,-35.07391,31.941843971631204
