ProfID,soiltype,X,Y
P4439,Complex of Mollic and Umbric Leptosol and Regosol,22.03859093,41.37282994
P4440,Complex of Regosol and Vertisol,22.05432211,41.37354232
P4441,Aric Anthrosol,22.00205246,41.36149279
P4443,NA,22.01524335,41.35199421
P4444,Complex of Regosol and Vertisol,22.03290184,41.34719962
P4445,Complex of Regosol and Vertisol,22.06083001,41.34808016
P4447,Complex of Mollic and Umbric Leptosol and Regosol,22.0350138,41.32964835
P4449,Albic Luvisol,22.06509439,41.30103581
P4450,Complex of Regosol and Vertisol,22.04414733,41.29563573
P4453,Complex of Regosol and Vertisol,22.03175824,41.27471211
P4454,Albic Luvisol,22.06064605,41.28222076
P4456,Complex of Regosol and Vertisol,22.03472606,41.25629749
P4457,Complex of Mollic and Umbric Leptosol and Regosol,22.02314013,41.26247034
P4463,Fluvisol,22.45855581,41.6197915
P4464,Fluvisol,22.44962251,41.61310636
P4465,Populated Site,22.43657672,41.61347725
P4469,Populated Site,22.46475668,41.63185926
P4470,Fluvisol,22.47157536,41.63088074
P4472,Fluvisol,22.4722559,41.6191216
P4475,Fluvisol,22.49912033,41.61489355
P4476,Fluvisol,22.48751812,41.60603112
P4477,Fluvisol,22.5027465,41.59743214
P4478,Fluvisol,22.51322454,41.60950433
P4482,Complex of Solonchak and Solonetz,22.51525967,41.60111265
P4483,Fluvisol,22.51243004,41.5955223
P4484,Fluvisol,22.50315726,41.58670277
P4486,Fluvisol,22.54961701,41.59313611
P4487,Fluvisol,22.54986304,41.5853712
P4489,Fluvisol,22.48903805,41.59126258
P4492,Fluvisol,22.52717436,41.57477079
P4494,Fluvisol,22.56708572,41.58193221
P4495,Fluvisol,22.57043654,41.56332886
P4499,Chromic Luvisol on saprolite,22.59731643,41.54778644
P4501,Fluvisol,22.60189918,41.5392137
P4504,Chromic Luvisol on saprolite,22.62113026,41.5294627
P4506,Fluvisol,22.46712905,41.60415918
P4509,Complex of Fluvisol and Mollic Fluvisol,21.09333141,40.92061516
P4533,Fluvisol,21.3270949,41.27685375
P4536,Fluvisol,22.5735654,41.17796649
P4541,Fluvisol,20.83021739,41.11775651
P4542,Complex of Mollic and Umbric Leptosol,22.25242535,42.35040679
P4543,Complex of Mollic and Umbric Leptosol,22.24534276,42.31133803
P4544,Complex of Mollic and Umbric Leptosol,22.24059016,42.3065188
P4545,Complex of Mollic and Umbric Leptosol,22.21404934,42.25398962
P4547,Complex of Mollic and Umbric Leptosol,22.15878277,42.25181536
P4548,Complex of Mollic and Umbric Leptosol,22.48479751,42.14837304
P4549,Complex of Mollic and Umbric Leptosol,22.43326663,42.17508425
P4550,Complex of Mollic and Umbric Leptosol,22.43505564,42.15784743
P4552,Chromic Luvisol on saprolite,20.46833807,41.55664409
P4561,Fluvisol,20.48765825,41.55420151
P4566,Fluvisol,20.49825299,41.54675641
P4567,Fluvisol,20.50317613,41.55344118
P4573,Fluvisol,20.48270959,41.54188809
P4575,Chromic Luvisol on saprolite,20.48475571,41.53476563
P4578,Chromic Luvisol on saprolite,20.49654363,41.52451655
P4581,Chromic Luvisol on saprolite,20.51199582,41.520378
P4584,Chromic Luvisol on saprolite,20.4888149,41.51236222
P4585,Chromic Luvisol on saprolite,20.49528939,41.51167945
P4586,Chromic Luvisol on saprolite,20.5011166,41.51258733
P4588,Chromic Luvisol on saprolite,20.49665593,41.50693098
P4591,Chromic Luvisol on saprolite,20.48441843,41.50177113
P4594,Chromic Luvisol on saprolite,20.50911133,41.50729097
P4595,Populated Site,20.5226358,41.51542508
P4597,Complex of Regosol and Fluvisol,20.48281819,41.51320886
P4602,Fluvisol,20.50064905,41.53289074
P4604,Fluvisol,20.50295439,41.54326504
P4608,Fluvisol,20.51254787,41.54739419
P4611,Fluvisol,20.51080617,41.53515854
P4614,Fluvisol,20.65576937,41.23997306
P4626,Fluvisol,20.66544932,41.25076267
P4628,Fluvisol,20.71569226,41.20741197
P4644,Fluvisol,20.74077453,41.23316281
P4652,Fluvisol,20.76063918,41.24867659
P4653,Fluvisol,20.68891588,41.25408831
P4666,Complex of Regosol and Leptosol,22.24518068,41.99695681
P4670,Complex of Regosol and Vertisol,22.28038944,41.96142795
P4671,Complex of Regosol and Vertisol,22.26505751,41.9571951
P4681,Fluvisol,22.2713645,41.83377277
P4682,Fluvisol,22.26273027,41.82509818
P4687,Fluvisol,22.27615999,41.81638699
P4698,Complex of Humic Calcaric Regosol and Regosol,22.30876817,41.76208616
P4713,Complex of Regosol and Leptosol,22.35601309,41.94256108
P4720,Regosol,22.43605535,41.93294413
P4728,Regosol,22.47106874,41.95746803
P4732,Complex of Chromic Luvisol on saprolite and Regosol,22.47401156,41.9705306
P4736,Cambisol,22.51830237,41.97865979
P4742,Complex of Cambisol and Regosol,22.55158552,41.96439414
P4760,Complex of Humic Calcaric Regosol and Regosol,22.54622664,41.87042287
P4761,Chromic Luvisol on saprolite,22.54626586,41.84705753
P4763,Chromic Luvisol on saprolite,22.58068241,41.85395402
P4766,Leptosol,22.51509056,41.81034125
P4774,NA,22.35583557,41.8259096
P4778,NA,22.40908367,41.803056
P4787,Cambisol,22.43523513,41.81664322
P4789,Complex of Mollic and Umbric Leptosol,22.42492487,41.80382398
P4800,Cambisol,22.49689825,41.81466756
P4806,"Complex of Cambisol, Leptosol and Regosol",22.45816788,41.85499889
P4808,Complex of Mollic and Umbric Leptosol and Regosol,22.34180615,41.84871018
P4812,Complex of Cambisol and Regosol,22.60543922,41.96490503
P4813,Complex of Chromic Luvisol on saprolite and Albic Luvisol,22.60464668,41.9419749
P4827,Cambisol,22.68796192,41.9495855
P4836,NA,22.74746267,41.98768933
P4842,Complex of Chromic Luvisol on saprolite and Regosol,22.82167422,41.99039783
P4843,Albic Luvisol,22.80555681,41.98335974
P4852,Cambisol,22.74813884,41.92107083
P4859,Complex of Mollic and Umbric Leptosol,22.71552927,41.92604659
P4861,Cambisol,22.69022427,41.89367575
P4862,Complex of Cambisol and Regosol,22.66116222,41.9031126
P4864,Complex of Chromic Luvisol on saprolite and Regosol,22.65933538,41.91773394
P4865,Complex of Chromic Luvisol on saprolite and Regosol,22.64992776,41.92410005
P4866,Complex of Chromic Luvisol on saprolite and Regosol,22.63520594,41.92924469
P4867,Complex of Chromic Luvisol on saprolite and Regosol,22.6030043,41.92118142
P4868,Complex of Chromic Luvisol on saprolite and Regosol,22.60240125,41.89707798
P4869,Chromic Luvisol on saprolite,22.62635304,41.90919327
P4871,Cambisol,22.66452221,41.93640439
P4878,Chromic Luvisol on saprolite,22.63182828,41.87949344
P4879,Chromic Luvisol on saprolite,22.62406799,41.86801569
P4880,Chromic Luvisol on saprolite,22.61467632,41.84854698
P4884,Complex of Mollic and Umbric Leptosol,22.67371882,41.84118286
P4886,Complex of Cambisol and Regosol,22.65568808,41.88016027
P4888,Cambisol,22.69920147,41.87866018
P4897,Cambisol,22.69060464,41.82856436
P4901,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22.7504995,41.84641267
P4929,Cambisol,22.69177652,41.81134991
P4930,Cambisol,22.69233568,41.80013196
P4934,Albic Luvisol,22.73962342,41.79251951
P4940,Complex of Mollic and Umbric Leptosol,22.60778932,41.80240911
P4941,Cambisol,22.60290384,41.78020188
P4944,Complex of Mollic and Umbric Leptosol,22.65963438,41.77417394
P4945,Complex of Mollic and Umbric Leptosol,22.6817573,41.77752571
P4946,Cambisol,22.6958659,41.76653167
P4957,Complex of Mollic and Umbric Leptosol and Regosol,22.79262667,41.7784509
P4969,Complex of Mollic and Umbric Leptosol and Regosol,22.75127125,41.82481901
P4973,Aric Anthrosol,20.60017752,41.33149154
P4974,Aric Anthrosol,20.5998056,41.33760461
P4975,Aric Anthrosol,20.60226059,41.35434427
P4977,Hortic Anthrosol,20.55632698,41.39218593
P4979,Albic Luvisol,22.85874561,41.72710482
P4983,Complex of Chromic Luvisol on saprolite and Regosol,22.93576086,41.83016752
P4988,Cambisol,22.70424091,41.73807259
P4993,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22.76265871,41.72820521
P5000,Cambisol,22.78316215,41.66814798
P5011,Cambisol,22.94758057,41.69454299
P5022,Complex of Mollic and Umbric Leptosol,22.92836804,41.68838434
P5023,Cambisol,22.90910087,41.66928484
P5030,Cambisol,22.91346775,41.61885346
P5033,Complex of Cambisol and Regosol,22.87791017,41.61620759
P5035,Complex of Mollic and Umbric Leptosol,22.89155016,41.61243634
P5038,Cambisol,22.84268811,41.59574444
P5046,Cambisol,22.94943525,41.5732563
P5065,Fluvisol,21.55129466,41.95353148
P5069,Fluvisol,21.56115061,41.94540718
P5073,Complex of Solonchak and Solonetz,21.62722999,41.91822437
P5076,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.52636012,42.01190379
P5083,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.53030302,42.03164008
P5085,Fluvisol,21.57911717,42.00758
P5087,Chromic Luvisol on saprolite,21.62770425,41.96290842
P5088,Chromic Luvisol on saprolite,21.61796684,41.95772996
P5090,Complex of Chromic Luvisol on saprolite and Vertisol,21.50384365,41.88478779
P5104,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22.8433847,41.69302972
P5106,Gleysol,20.8298249,41.31543698
P5117,Rendzic Leptosols,20.95032391,41.33494879
P5119,Mollic Fluvisol,21.4026291,41.30953667
P5120,Mollic Fluvisol,21.40254212,41.30316144
P5121,Fluvisol,21.41181014,41.32045423
P5122,Fluvisol,21.41245199,41.32752983
P5123,Fluvisol,22.15216291,41.48155081
P5125,Fluvisol,22.17324282,41.46260831
P5133,Complex of Chromic Luvisol on saprolite and Regosol,21.8427265,41.98172707
P5136,Complex of Chromic Luvisol on saprolite and Regosol,21.89859491,41.97716158
P5137,NA,21.85335245,41.95148562
P5143,NA,21.9525438,41.97792411
P5151,"Complex of Vertisol, Regosol and Leptosol",22.05275289,41.97617548
P5152,Vertisol,22.06230836,41.97756407
P5156,"Complex of Vertisol, Regosol and Leptosol",22.02699566,41.9411408
P5163,Gleysol,22.01685641,41.908682
P5164,Complex of Regosol and Vertisol,22.01272483,41.8951316
P5167,"Complex of Vertisol, Humic Calcaric Regosol and Regosol",21.98784797,41.89021606
P5169,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",21.96649033,41.92985299
P5176,NA,21.87435106,41.91257477
P5177,Complex of Regosol and Vertisol,21.85114286,41.91503615
P5178,Complex of Humic Calcaric Regosol and Regosol,21.85168842,41.88987502
P5183,NA,21.84820274,41.83677705
P5185,Complex of Regosol and Leptosol,21.92550146,41.84519324
P5187,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.89791236,41.83475145
P5189,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",21.85571068,41.80655766
P5194,Regosol,21.99648555,41.77907671
P5199,NA,22.04403049,41.76752537
P5200,Regosol,22.06394044,41.76419127
P5202,Gleysol,21.93532838,41.93693604
P5215,"Complex of Vertisol, Regosol and Leptosol",22.1640306,41.94448815
P5217,"Complex of Vertisol, Regosol and Leptosol",22.14436179,41.93513284
P5231,"Complex of Vertisol, Regosol and Leptosol",22.13353155,41.86690079
P5234,"Complex of Vertisol, Regosol and Leptosol",22.15585094,41.87552017
P5236,"Complex of Vertisol, Regosol and Leptosol",22.17090077,41.88820726
P5252,Complex of Regosol and Vertisol,22.23434842,41.94294329
P5254,Fluvisol,22.20566071,41.93798093
P5261,Complex of Regosol and Vertisol,22.12365758,41.93927202
P5265,Regosol,22.15491961,41.80635205
P5267,Complex of Vertisol and Humic Calcaric Regosol,22.12313049,41.81080914
P5268,Complex of Vertisol and Humic Calcaric Regosol,22.13407542,41.7919822
P5270,Fluvisol,22.21129876,41.79731657
P5272,NA,22.23473113,41.78565899
P5276,Aric Anthrosol,22.2439959,41.77639293
P5283,Regosol,22.08687119,41.76467894
P5439,Complex of Mollic and Umbric Leptosol and Regosol,22.82196325,41.66313636
P5443,Fluvisol,20.8322471,41.1296825
P5447,Gleysol,20.79716983,41.14190927
P5451,Fluvisol,20.79321714,41.15258248
P5464,Fluvisol,20.81678597,41.17739576
P5469,Fluvisol,20.83087039,41.18341477
P5479,Fluvisol,21.15581839,41.06275356
P5480,Fluvisol,21.17561619,41.06254499
P5485,Fluvisol,21.19848841,41.05999536
P5486,Fluvisol,21.19618903,41.07494823
P5487,Fluvisol,21.18154946,41.07412572
P5488,Chromic Luvisol on saprolite,21.20551321,41.07696719
P5492,Fluvisol,21.22939933,41.06030719
P5494,Fluvisol,21.24150295,41.04832329
P5498,Fluvisol,21.25111398,41.04819469
P5499,Fluvisol,21.16459386,41.08448934
P5501,Fluvisol,21.15444416,41.08055004
P5504,Fluvisol,21.22102082,41.05953109
P5505,Leptosol,21.23617923,41.06314821
P5508,Fluvisol,21.21363741,41.06840632
P5510,Fluvisol,21.25486166,41.05143741
P5511,Chromic Luvisol on saprolite,21.30698988,41.01814338
P5512,Populated Site,21.3145313,41.01880746
P5517,Chromic Luvisol on saprolite,21.2615807,41.05688863
P5519,Fluvisol,21.26765182,41.0460502
P5521,Fluvisol,21.27191509,41.03855672
P5525,Fluvisol,21.28507975,41.03266238
P5528,Chromic Luvisol on saprolite,21.30176332,41.02706356
P5530,Fluvisol,21.31098147,41.0325774
P5531,Fluvisol,21.26802075,41.0578194
P5533,Fluvisol,21.1712208,41.08812685
P5534,Complex of Mollic and Umbric Leptosol and Regosol,21.34563434,41.20921637
P5544,Complex of Regosol and Leptosol,21.34732652,40.89232053
P5545,Cambisol,21.95996132,41.12373383
P5546,Cambisol,21.95475926,41.13373672
P5547,Cambisol,22.0811403,41.15533964
P5569,Fluvisol,22.15152898,41.47753214
P5588,Complex of Chromic Luvisol on saprolite and Vertisol,22.2108913,41.43628506
P5602,Complex of Regosol and Leptosol,22.56326934,41.15646825
P5609,Fluvisol,22.5386861,41.15986997
P5616,Fluvisol,22.51654402,41.32222121
P5617,Fluvisol,22.47737268,41.32358619
P5623,Fluvisol,22.52749942,41.30850641
P5629,Complex of Solonchak and Solonetz,22.52659999,41.2970825
P5639,Rendzic Leptosols,21.2890967,41.81161411
P5641,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",20.76311166,41.4589288
P5643,Rendzic Leptosols,20.69253624,41.31665597
P5645,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.5285227,41.88943101
P5798,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.51405442,41.86737367
P5799,Complex of Mollic and Umbric Leptosol,21.03778092,41.21358305
P5800,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,21.01193539,41.19538017
P5801,"Complex of Cambisol, Leptosol and Regosol",20.98806163,41.22746556
P5803,Rendzic Leptosols,20.8615242,41.24190819
P5804,Albic Luvisol,21.11564043,42.13892548
P5806,Albic Luvisol,21.10394675,42.13428175
P5807,Albic Luvisol,21.10763166,42.13160425
P5809,Albic Luvisol,21.10525226,42.12642031
P5810,NA,22.52554274,40.68542805
P5812,Fluvisol,22.47318437,41.88325922
P5822,Complex of Chromic Luvisol on saprolite and Regosol,22.85975209,41.88215914
P5823,Complex of Mollic and Umbric Leptosol and Regosol,22.8587022,41.91201395
P5824,Complex of Mollic and Umbric Leptosol,22.89502766,41.88659727
P5825,Complex of Mollic and Umbric Leptosol and Regosol,22.88336778,41.86907911
P5827,Chromic Luvisol on saprolite,22.86845886,41.76447496
P5828,Fluvisol,22.77845278,41.75915103
P5829,Fluvisol,22.78336159,41.75794044
P5830,Chromic Luvisol on saprolite,22.85570688,41.76891346
P5834,Vertisol,22.8216724,41.68986453
P5837,Chromic Luvisol on saprolite,22.85388563,41.81923761
P5838,Chromic Luvisol on saprolite,22.87058066,41.86678516
P5839,Chromic Luvisol on saprolite,22.82288542,41.91649585
P5840,Vertisol,22.82891111,41.93078766
P5844,Mollic Vertic Gleysol,21.37600489,41.44588851
P5845,Mollic Vertic Gleysol,21.35914958,41.44720303
P5846,Mollic Vertic Gleysol,21.35206842,41.43906659
P5848,Mollic Vertic Gleysol,21.36708138,41.4360571
P5851,Mollic Vertic Gleysol,21.41409658,41.33822179
P5852,Mollic Vertic Gleysol,21.40843794,41.33132622
P5853,Mollic Vertic Gleysol,21.39379398,41.33575366
P5855,Mollic Vertic Gleysol,21.41095317,41.36275344
P5856,Mollic Vertic Gleysol,21.39270251,41.36288921
P5857,Mollic Vertic Gleysol,21.36627956,41.37214332
P5865,Regosol,22.06317271,42.19662327
P5866,Complex of Chromic Luvisol on saprolite and Vertisol,22.0599082,42.19255691
P5867,Complex of Chromic Luvisol on saprolite and Vertisol,22.05643964,42.1907522
P5869,Complex of Chromic Luvisol on saprolite and Vertisol,22.04637667,42.18329052
P5871,Complex of Chromic Luvisol on saprolite and Vertisol,22.05244035,42.18540488
P5872,Complex of Chromic Luvisol on saprolite and Vertisol,22.06167467,42.17873825
P5873,Complex of Chromic Luvisol on saprolite and Vertisol,22.06401545,42.1883953
P5874,Complex of Chromic Luvisol on saprolite and Vertisol,22.06705809,42.18502674
P5876,Complex of Chromic Luvisol on saprolite and Vertisol,22.07230314,42.17733388
P5877,Complex of Chromic Luvisol on saprolite and Vertisol,22.07241547,42.17323624
P5879,Albic Luvisol,21.28047838,41.41812011
P5880,Albic Luvisol,21.01483522,41.36580049
P5882,Albic Luvisol,21.03261948,41.38583273
P5889,Fluvisol,21.05341312,40.9907849
P5891,Complex of Cambisol and Mollic and Umbric Leptosol,21.22590222,41.37942026
P5893,Vertisol,21.67474961,42.16906162
P5894,Vertisol,21.69513107,42.2154613
P5895,Chromic Luvisol on saprolite,21.62121703,42.14052537
P5897,Chromic Luvisol on saprolite,21.61975634,42.10113317
P5898,Chromic Luvisol on saprolite,21.6638011,42.12782585
P5899,Chromic Luvisol on saprolite,21.65392983,42.13237536
P5900,Complex of Vertisol and Humic Calcaric Regosol,21.66718969,42.01030725
P5901,Complex of Vertisol and Humic Calcaric Regosol,21.66648087,42.01179701
P5902,Complex of Vertisol and Humic Calcaric Regosol,21.66447462,42.01391553
P5903,Complex of Vertisol and Humic Calcaric Regosol,21.6693475,42.01115006
P5905,Complex of Cambisol and Mollic and Umbric Leptosol,21.11782751,42.17669366
P5907,Gleysol,21.02964932,41.0051212
P5908,Histosol,21.12269521,42.05215782
P5909,Histosol,21.120965,42.05076406
P5910,Histosol,21.12231556,42.04947508
P5911,Histosol,21.11983876,42.04930662
P5912,Histosol,21.1202102,42.04768554
P5914,Gleysol,21.12615944,42.06285061
P5915,Gleysol,21.12558898,42.06155469
P5917,Gleysol,21.12723054,42.06070652
P5918,Cambisol,22.4813736,42.13177003
P5919,Cambisol,22.49844103,42.13487062
P5920,Cambisol,22.97147195,41.71648282
P5922,Cambisol,23.01038532,41.74006438
P5924,Cambisol,22.77636133,41.56745347
P5925,Complex of Mollic and Umbric Leptosol,22.83085677,41.55143557
P5926,Cambisol,22.67303943,41.74755313
P5927,Cambisol,22.63138953,41.77547896
P5928,Cambisol,22.47332264,41.74173444
P5929,Cambisol,22.53210725,41.72996265
P5930,Cambisol,22.98953547,41.72939787
P5933,Cambisol,21.43149515,41.79628354
P5934,Cambisol,21.42972698,41.8413921
P5935,Cambisol,21.46279166,41.72758525
P5936,Cambisol,21.52068601,41.70905872
P5937,Cambisol,20.88157192,41.66061698
P5938,Cambisol,20.85353737,41.6699583
P5942,"Complex of Cambisol, Leptosol and Regosol",21.09553988,41.11001638
P5944,"Complex of Cambisol, Leptosol and Regosol",21.17950111,40.93336422
P5945,"Complex of Cambisol, Leptosol and Regosol",21.22703003,40.91775479
P5946,Cambisol,22.76961296,41.37255315
P5947,Cambisol,22.57090031,41.7947441
P5950,Albic Luvisol,22.18924847,41.28679007
P5952,Fluvisol,21.4577946,41.2329138
P5957,"Complex of Vertisol, Regosol and Leptosol",22.152612,41.96069315
P5958,"Complex of Vertisol, Regosol and Leptosol",22.16652098,41.96928632
P5962,"Complex of Vertisol, Regosol and Leptosol",22.21105681,41.87196192
P5975,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",21.99899876,41.82394923
P5976,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",21.98928116,41.82765296
P5978,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.00767115,41.83195909
P5979,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.01049473,41.83925456
P5980,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",21.99127247,41.8318767
P5987,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.04257384,41.84240737
P5989,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.14332277,41.83568606
P5990,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.13529607,41.82704982
P5991,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.13048309,41.83812718
P6001,Complex of Chernozem and Humic Calcaric Regosol,22.01781937,41.53544057
P6002,Complex of Chernozem and Humic Calcaric Regosol,22.01972377,41.53918757
P6004,Complex of Chernozem and Humic Calcaric Regosol,22.01474197,41.54863231
P6171,Rendzic Leptosols,20.57749125,41.4182175
P6173,Rendzic Leptosols,20.59992477,41.12829948
P6174,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.60061569,41.11452381
P6175,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.59692813,41.09639231
P6177,Complex of Ferric Luvisol and Chromic Luvisol on hard limestones,20.62978174,41.10729091
P6178,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.62444319,41.09765596
P6179,Ferric Luvisol on hard limestones,20.75768072,40.90500773
P6180,Ferric Luvisol on hard limestones,20.75318161,40.90833028
P6182,Rendzic Leptosols,20.82568321,40.93633502
P6184,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.87511546,40.97040416
P6186,Rendzic Leptosols,20.69348792,41.66808516
P6187,Rendzic Leptosols,20.67675172,41.64565426
P6188,Rendzic Leptosols,20.70818961,41.64350525
P6189,Rendzic Leptosols,20.71708114,41.6498216
P6190,Rendzic Leptosols,21.01577697,41.79874958
P6191,Rendzic Leptosols,21.02787677,41.81357725
P6192,Rendzic Leptosols,21.00604521,41.83173294
P6194,Chromic Luvisol on hard limestones,20.94702659,41.2904716
P6195,Chromic Luvisol on hard limestones,20.94996103,41.29392184
P6196,Chromic Luvisol on hard limestones,20.9617319,41.29724021
P6197,Rendzic Leptosols,21.00936588,41.31848901
P6198,Rendzic Leptosols,21.03851525,41.30656032
P6199,Rendzic Leptosols,21.03483838,41.3090829
P6201,Rendzic Leptosols,21.00728211,41.48398958
P6202,Rendzic Leptosols,21.68100067,41.40910771
P6203,Rendzic Leptosols,21.68100315,41.40705461
P6204,Rendzic Leptosols,21.69060744,41.39688499
P6205,Rendzic Leptosols,21.68500466,41.40199719
P6206,Rendzic Leptosols,21.59187028,41.42124392
P6207,Rendzic Leptosols,21.61957288,41.40948191
P6208,Rendzic Leptosols,21.21941158,41.89295874
P6209,Chromic Luvisol on hard limestones,21.21761524,41.88563283
P6210,Rendzic Leptosols,21.23264512,41.89010541
P6211,Rendzic Leptosols,21.27450286,41.90017859
P6212,"Complex of Vertisol, Regosol and Leptosol",22.17619795,41.84721229
P6214,Fluvisol,22.18317758,41.75473236
P6215,Complex of Mollic and Umbric Leptosol and Regosol,22.28531222,41.72143651
P6216,Complex of Chromic Luvisol on saprolite and Regosol,22.19605085,41.69808016
P6217,Regosol,22.11440623,41.69340839
P6218,Regosol,22.31058813,41.7143979
P6219,Fluvisol,22.16267208,41.69654987
P6221,Regosol,22.2506326,41.66839759
P6222,Complex of Chromic Luvisol on saprolite and Regosol,22.21050614,41.62961381
P6224,Regosol,22.10786477,41.52475741
P6226,Fluvisol,22.19269869,41.44059921
P6227,Fluvisol,22.23463225,41.43002666
P6229,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.25008046,41.36336086
P6230,Complex of Vertisol and Humic Calcaric Regosol,22.13464555,41.38884263
P6231,Complex of Vertisol and Humic Calcaric Regosol,22.11301499,41.40003959
P6233,Fluvisol,22.2266251,41.39172576
P6234,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",20.80079587,41.38385495
P6241,Fluvisol,20.75970023,41.19228446
P6243,"Complex of Cambisol, Leptosol and Regosol",21.30666477,41.47152368
P6244,"Complex of Cambisol, Leptosol and Regosol",21.30988226,41.46584207
P6247,Complex of Humic Calcaric Regosol and Regosol,21.80961041,41.3864741
P6248,NA,21.76962654,41.39251154
P6249,Complex of Rendzic Leptosol and Leptosol,21.72176501,41.41140756
P6250,Complex of Chromic Luvisol on saprolite and Regosol,21.78010282,41.32455361
P6251,Fluvisol,21.69626232,41.34853103
P6252,Cambisol,21.65274253,41.35944785
P6255,Mollic Vertic Gleysol,21.39548923,41.33158756
P6256,Mollic Fluvisol,21.46992161,41.33378409
P6257,Mollic Vertic Gleysol,21.42512486,41.33826263
P6259,Complex of Regosol and Vertisol,22.15545837,41.90655153
P6261,Chromic Luvisol on saprolite,22.36875878,41.62181437
P6262,Complex of Chromic Luvisol on saprolite and Regosol,22.31072677,41.54766514
P6263,Regosol,22.3754396,41.50466078
P6265,Complex of Humic Calcaric Regosol and Regosol,22.45690118,41.59478984
P6266,Fluvisol,22.48743071,41.59021189
P6269,Fluvisol,21.02445734,41.04523272
P6273,Fluvisol,21.10509539,40.904548
P6274,"Complex of Cambisol, Leptosol and Regosol",21.17575763,40.90537153
P6280,Complex of Solonchak and Solonetz,22.00434769,41.8172846
P6282,Complex of Solonchak and Solonetz,21.97499284,41.79916921
P6283,Complex of Mollic and Umbric Leptosol,22.02902722,41.75664869
P6284,Regosol,21.88801241,41.71505517
P6285,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.82747293,41.76502129
P6288,Complex of Fluvisol  and Gleysol,21.93698358,41.91737506
P6290,NA,21.9622941,41.97795084
P6294,Fluvisol,22.69309904,41.43708632
P6295,Chromic Luvisol on saprolite,22.59101755,41.41146751
P6296,Albic Luvisol,22.58782136,41.34305077
P6298,Fluvisol,22.7250546,41.40619489
P6299,Fluvisol,22.7630267,41.40264774
P6303,Aric Anthrosol,22.75525007,41.49929229
P6310,Fluvisol,20.69197938,41.21919275
P6313,Chromic Luvisol on hard limestones,21.12156034,42.16646161
P6318,"Complex of Cambisol, Leptosol and Regosol",21.11650659,41.24410274
P6319,Fluvisol,21.09113675,41.27501306
P6321,Cambisol,21.52541487,41.72902679
P6322,Regosol,21.59741649,41.68241977
P6323,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",21.66957066,41.65011955
P6325,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.6445846,41.59802759
P6326,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.66325011,41.56756723
P6327,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.66090603,41.52696115
P6328,Fluvisol,21.69881964,41.56375474
P6329,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",21.73529889,41.52950807
P6330,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.74427801,41.61340831
P6333,Fluvisol,21.95215769,41.52474739
P6336,Vertisol,22.01794447,41.48071899
P6345,Complex of Vertisol and Humic Calcaric Regosol,21.95759772,41.19047212
P6346,Complex of Mollic and Umbric Leptosol and Regosol,21.9956775,41.21121187
P6347,Cambisol,22.0293628,41.16999696
P6349,Chromic Luvisol on hard limestones,22.20778125,41.2313345
P6350,Cambisol,22.13249068,41.24241929
P6355,Complex of Cambisol and Regosol,20.96228653,41.39148624
P6356,Albic Luvisol,21.00616894,41.36277562
P6360,"Complex of Vertisol, Regosol and Leptosol",22.07392116,42.11339366
P6362,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",22.07794996,42.18767097
