ProfID,soiltype,X,Y
P1140,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",21.40651405,41.9235128
P1141,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",21.39410032,41.91053625
P1142,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",21.38185236,41.92453388
P1143,Complex of Chromic Luvisol on saprolite and Vertisol,21.494639,41.91302847
P1144,Complex of Chromic Luvisol on saprolite and Vertisol,21.50245111,41.92388041
P1148,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",21.34356282,41.94303201
P1149,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",21.37525939,41.93723326
P1150,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",21.38864696,41.95343192
P1151,Rendzic Leptosols,21.33924764,41.91389883
P1153,Rendzic Leptosols,21.36553078,41.92088634
P1154,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",21.4151856,41.94440707
P1155,Rendzic Leptosols,21.36915379,41.88638922
P1156,Rendzic Leptosols,21.3716145,41.90970181
P1157,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.56732611,41.88011575
P1159,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.5255613,41.87361545
P1160,Complex of Chromic Luvisol on saprolite and Vertisol,21.4628853,41.88272717
P1161,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.45840803,41.86655578
P1162,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.49075909,41.88018934
P1164,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.47074931,41.84606652
P1165,Cambisol,21.46418084,41.81529904
P1166,Cambisol,21.51741872,41.78557383
P1167,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.54784781,41.82553738
P1168,Cambisol,21.51376375,41.8099736
P1169,Cambisol,21.44810971,41.81145504
P1170,Cambisol,21.47432094,41.78994681
P1171,Cambisol,21.44182216,41.81948411
P1172,Rendzic Leptosols,21.3580509,41.87466503
P1175,Chromic Luvisol on saprolite,21.70760404,41.97928104
P1176,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.67624591,41.96141722
P1180,"Complex of Chromic Luvisol on saprolite, Regosol, Humic Calcaric Regosol and Vertisol",21.75226651,41.98871223
P1183,Vertisol,21.81617252,41.95388087
P1185,Complex of Cambisol and Regosol,21.80527576,41.919968
P1186,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.77584348,41.87383609
P1187,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.81006981,41.85573576
P1189,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.78436079,41.80678788
P1190,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.76296518,41.7876721
P1191,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.81440676,41.77127352
P1193,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.68317763,41.8082716
P1194,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.60218772,41.82422087
P1196,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.64793344,41.84587896
P1197,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.74021671,41.82027188
P1202,"Complex of Vertisol, Chromic Luvisol on saprolite and Regosol",21.63139008,41.89140562
P1203,Chromic Luvisol on saprolite,21.66212048,41.88222852
P1266,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.07396219,41.85375129
P1278,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.11076981,41.8261011
P1279,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.08823666,41.83688752
P1280,Fluvisol,22.11137312,41.81782959
P1284,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.12141994,41.82382765
P1285,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.12237614,41.83928717
P1286,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.10354248,41.83985685
P1287,"Complex of Chernozem, Humic Calcaric Regosol and Vertisol",22.10660852,41.84729165
P1458,Vertisol,22.26565048,41.89446809
P1459,Vertisol,22.27498508,41.88453262
P1460,Fluvisol,22.25628274,41.869036
P1461,Fluvisol,22.25911558,41.8660697
P1472,Fluvisol,22.29791877,41.86332368
P1475,Fluvisol,22.30580183,41.86537723
P1481,Mollic Vertic Gleysol,22.29075429,41.88977675
P1482,Mollic Vertic Gleysol,22.29846856,41.88691659
P1483,Mollic Vertic Gleysol,22.30602305,41.88275217
P1484,Mollic Vertic Gleysol,22.31580939,41.88582781
P1492,Fluvisol,22.32437416,41.90671725
P1493,Fluvisol,22.3345006,41.89870365
P1494,Fluvisol,22.34397067,41.89571197
P1495,Fluvisol,22.32926563,41.87232912
P1496,Fluvisol,22.33927048,41.87550827
P1499,Fluvisol,22.3611099,41.8748373
P1500,Fluvisol,22.30874688,41.84854246
P1501,Fluvisol,22.3022543,41.84548291
P1503,Fluvisol,22.31237124,41.85441665
P1506,Fluvisol,22.33767209,41.85951804
P1507,Fluvisol,22.32309819,41.86534132
P1509,Fluvisol,22.35677506,41.86525448
P1511,Fluvisol,22.37335509,41.85820546
P1516,Fluvisol,22.41356222,41.85950032
P1517,Fluvisol,22.41967737,41.85717392
P1518,Fluvisol,22.39887277,41.86467733
P1519,Fluvisol,22.40150559,41.86499638
P1525,Fluvisol,22.43571231,41.85900042
P1529,Fluvisol,22.3926931,41.88240895
P1530,Fluvisol,22.41725501,41.87673314
P1533,Fluvisol,22.45467852,41.86629792
P1535,Fluvisol,22.47109244,41.87715447
P1536,Fluvisol,22.48025557,41.8779821
P1538,Fluvisol,22.41991618,41.88537993
P1539,Fluvisol,22.41158077,41.88877809
P1540,Fluvisol,22.43745811,41.88531472
P1541,Fluvisol,22.4545161,41.8915376
P1543,Fluvisol,22.42826978,41.89744043
P1549,Fluvisol,22.47305253,41.89377732
P1550,Fluvisol,22.47965269,41.89988703
P1552,Chromic Luvisol on saprolite,22.49165397,41.89616625
P1556,Fluvisol,22.45636812,41.9094046
P1558,Fluvisol,22.44840835,41.90920817
P1560,Populated Site,22.43389692,41.91409929
P1562,Populated Site,22.43729762,41.91791937
P1564,Fluvisol,22.42100262,41.90666943
P1566,Fluvisol,22.40993274,41.90862467
P1569,Fluvisol,22.40080105,41.88568675
P1570,Fluvisol,22.38791034,41.89189385
P1572,Fluvisol,22.37677115,41.89952813
P1576,Fluvisol,22.34989974,41.88483784
P1577,Fluvisol,22.34187009,41.88287008
P1579,Fluvisol,22.2743041,41.85146891
P1582,Cambisol,22.4841574,42.13806344
P1584,Complex of Mollic and Umbric Leptosol,22.48954099,42.10143076
P1588,Complex of Albic Luvisol and Regosol,22.56985085,41.98407075
P1600,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22.77301226,41.8567006
P1601,Cambisol,22.74318183,41.84787455
P1602,"Complex of Chromic Luvisol on saprolite, Albic Luvisol and Regosol",22.79220842,41.85235093
P1603,Leptosol,22.74703541,41.83504873
P1607,Albic Luvisol,22.73604048,41.79439249
P1612,Regosol,22.75158959,41.73840482
P1614,Complex of Mollic and Umbric Leptosol,22.76793686,41.65853293
P1615,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22.80456051,41.67372947
P1616,Chromic Luvisol on saprolite,22.81984292,41.69442248
P1617,Vertisol,22.82291577,41.687954
P1618,Chromic Luvisol on saprolite,22.80946827,41.71300825
P1619,Cambisol,22.78555027,41.65288523
P1620,Chromic Luvisol on saprolite,22.82710275,41.68098151
P1621,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22.81864735,41.63191821
P1622,Complex of Mollic and Umbric Leptosol,22.84855286,41.63688842
P1623,Cambisol,22.950147,41.69996475
P1627,Fluvisol,22.82677325,41.72705047
P1628,Vertisol,22.82522828,41.74294875
P1629,Chromic Luvisol on saprolite,22.83494858,41.74106515
P1631,Vertisol,22.84509288,41.75988262
P1632,Regosol,22.83122916,41.7675416
P1633,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22.84493739,41.77166203
P1642,Fluvisol,22.86759284,41.83282711
P1643,Fluvisol,22.86234493,41.84656186
P1647,Complex of Chromic Luvisol on saprolite and Regosol,22.83875085,41.81022515
P1649,Fluvisol,22.81744803,41.89905211
P1650,Chromic Luvisol on saprolite,22.83965139,41.90341632
P1651,Chromic Luvisol on saprolite,22.83884946,41.90948857
P1653,Complex of Cambisol and Regosol,22.86896198,41.97111738
P1655,Complex of Cambisol and Regosol,22.83331225,42.01449475
P1656,NA,22.81133084,42.02526078
P1657,Vertisol,22.77128361,41.97936507
P1658,Vertisol,22.76681059,41.99171477
P1661,Complex of Cambisol and Regosol,22.86170971,41.98391211
P1672,Complex of Mollic and Umbric Leptosol,20.53667322,41.66357104
P1673,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.56660965,41.66706447
P1674,Cambisol,20.57846181,41.70024472
P1682,Complex of Chromic Luvisol on saprolite and Regosol,20.53246614,41.47124346
P1684,Complex of Chromic Luvisol on saprolite and Regosol,20.55849661,41.472643
P1685,Complex of Chromic Luvisol on saprolite and Regosol,20.5487579,41.4750815
P1691,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.61635738,41.31045698
P1692,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.63155113,41.31853005
P1694,Cambisol,20.59183033,41.29453285
P1703,Cambisol,20.55585262,41.39687562
P1706,Cambisol,20.55929089,41.37649285
P1707,Cambisol,20.54447812,41.35257222
P1708,Cambisol,20.57680765,41.33917925
P1709,Cambisol,20.51001308,41.33017949
P1710,Complex of Mollic and Umbric Leptosol,20.50222814,41.32649009
P1711,Cambisol,20.52918635,41.32864764
P1715,Rendzic Leptosols,20.55250528,41.30946104
P1718,Cambisol,20.55574795,41.26806859
P1724,Rendzic Leptosols,20.53858298,41.22597442
P1726,Cambisol,20.56977003,41.2392426
P1728,Rendzic Leptosols,20.57266415,41.22350346
P1729,Albic Luvisol,20.56278687,41.21479446
P1731,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.58496646,41.24904187
P1732,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.58826887,41.24566782
P1733,Chromic Luvisol on saprolite,20.62166114,41.24618761
P1734,Rendzic Leptosols,20.60182913,41.2308391
P1735,Albic Luvisol,20.63111973,41.21911294
P1736,Albic Luvisol,20.58864207,41.20326409
P1739,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.60821472,41.18821267
P1740,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.61767429,41.17890609
P1743,Complex of Mollic and Umbric Leptosol,20.58547073,41.15028421
P1744,Complex of Mollic and Umbric Leptosol,20.58712102,41.14929956
P1747,Cambisol,20.63904144,41.13178765
P1750,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.59791096,41.10115054
P1751,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.60940705,41.11590474
P1752,Cambisol,20.6208853,41.11602413
P1753,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.6239368,41.09669074
P1756,Complex of Ferric Luvisol and Chromic Luvisol on hard limestones,20.7938025,40.96922476
P1758,NA,20.80179398,40.94693202
P1762,Ferric Luvisol on hard limestones,20.74087263,40.9112301
P1769,Rendzic Leptosols,20.86327281,40.98038686
P1772,Rendzic Leptosols,20.84492007,40.99267417
P1778,Complex of Rendzic Leptosol and Chromic Luvisol on hard limestones,20.83320545,41.09456316
P1781,Rendzic Leptosols,20.8911576,41.14951078
P1784,Complex of Mollic and Umbric Leptosol,20.93147918,41.16708404
P1786,Cambisol,20.90133117,41.14206359
P1790,Cambisol,20.92866983,41.07629087
P1791,Cambisol,20.95152889,41.07873421
P1792,Fluvisol,20.95990486,41.02372335
P1796,Fluvisol,20.97571676,41.03235499
P1798,Fluvisol,20.97761503,41.04579148
P1799,Fluvisol,20.96148925,41.01877989
P1803,Fluvisol,20.9734481,41.02533924
P1804,Fluvisol,20.98260378,41.02775445
P1805,Fluvisol,20.98247038,41.03751633
P1806,Fluvisol,20.99118843,41.03672485
P1807,Fluvisol,20.99893099,41.03867936
P1808,Fluvisol,20.99223408,41.04495589
P1812,Fluvisol,21.01526064,41.03682323
P1816,Gleysol,21.01636287,41.02124365
P1820,Fluvisol,21.04569229,41.01449967
P1821,Fluvisol,21.05232152,41.00812998
P1825,Fluvisol,21.09603625,40.93557125
P1830,Fluvisol,21.12048549,40.89533818
P1835,Fluvisol,21.0140969,41.04532451
P1840,Fluvisol,20.99831182,41.06601978
P1842,Fluvisol,21.01090097,41.06834267
P1850,Gleysol,21.04708732,41.07014365
P1852,Fluvisol,21.04973262,41.07497843
P1858,Fluvisol,20.98553181,41.06991822
P1862,Fluvisol,20.97895737,41.08874744
P1867,Fluvisol,21.01675059,41.09660981
P1876,Fluvisol,21.01041072,41.12864248
P1877,Fluvisol,21.01619551,41.11459353
P1878,NA,20.51511743,41.47294557
P1879,NA,20.52045959,41.45313055
P1880,Complex of Cambisol and Regosol,20.55184781,41.44192012
P1882,Complex of Ferric Luvisol and Chromic Luvisol on hard limestones,20.78846642,40.9473406
P1885,Fluvisol,21.04556381,41.00059526
P1886,Fluvisol,21.11513452,40.88251057
P1887,Albic Luvisol,21.03683261,41.07474913
P1888,"Complex of Cambisol, Leptosol and Regosol",21.11674643,41.13741798
P1889,Cambisol,21.17492878,41.13534515
P1893,"Complex of Cambisol, Leptosol and Regosol",21.09682593,41.13441967
P1895,Fluvisol,21.16830814,41.08482618
P1896,Fluvisol,21.17879527,41.08535971
P1897,Cambisol,21.25526503,41.08499956
P1898,Fluvisol,21.23960526,41.14486442
P1899,Fluvisol,21.3091411,41.11450412
P1904,"Complex of Cambisol, Leptosol and Regosol",21.18904574,41.03645307
P1905,Cambisol,21.26990714,41.02159521
P1906,Complex of Regosol and Leptosol,21.29859882,41.01623825
P1907,Fluvisol,21.31445667,41.00561467
P1909,"Complex of Cambisol, Leptosol and Regosol",21.10552261,40.97911385
P1910,Complex of Mollic and Umbric Leptosol,21.17180826,40.97080307
P1912,Complex of Mollic and Umbric Leptosol,21.19873294,40.96722963
P1914,Complex of Mollic and Umbric Leptosol,21.25875133,40.94800979
P1915,Complex of Mollic and Umbric Leptosol,21.24187702,40.94246296
P1916,Complex of Mollic and Umbric Leptosol,21.2441945,40.93966635
P1917,Cambisol,21.26599384,40.91772553
P1921,"Complex of Cambisol, Leptosol and Regosol",21.16676654,40.89366854
P1922,"Complex of Cambisol, Leptosol and Regosol",21.23517573,40.91147956
P1924,Complex of Mollic and Umbric Leptosol,21.17294352,40.99604383
P1926,Complex of Mollic and Umbric Leptosol,21.17189338,41.01274156
P1929,Chromic Luvisol on hard limestones,20.67221824,41.48348676
P1936,Complex of Mollic and Umbric Leptosol,20.67091876,41.45630675
P1937,Complex of Mollic and Umbric Leptosol,20.63848444,41.44489941
P1941,Complex of Cambisol and Mollic and Umbric Leptosol,20.73937465,41.44700918
P1942,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",20.7765211,41.46506986
P1943,Complex of Cambisol and Mollic and Umbric Leptosol,20.73944977,41.39230505
P1945,Complex of Cambisol and Regosol,20.67150463,41.28295518
P1946,Complex of Cambisol and Regosol,20.70236148,41.27830244
P1947,Complex of Cambisol and Regosol,20.69330891,41.29195732
P1954,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",20.80177615,41.35239349
P1956,Fluvisol,20.81734156,41.33325671
P1959,Fluvisol,20.80707424,41.39960617
P1961,Fluvisol,20.80353832,41.38635402
P1966,Gleysol,20.82999607,41.32770202
P1967,Gleysol,20.81638972,41.32760008
P1968,Gleysol,20.83172317,41.32503908
P1971,Fluvisol,20.8579143,41.34963093
P1972,Fluvisol,20.85197461,41.32345502
P1973,Gleysol,20.82445953,41.31639246
P1975,Gleysol,20.82253667,41.31194104
P1983,Gleysol,20.8125065,41.29867877
P1984,Gleysol,20.81476102,41.29949287
P1986,Fluvisol,20.81263685,41.29068252
P1987,Fluvisol,20.81959412,41.29190931
P1990,Fluvisol,20.83769609,41.29128789
P1992,Fluvisol,20.85505644,41.28573694
P1993,Fluvisol,20.86885562,41.29254329
P1995,Fluvisol,20.85180551,41.30318455
P2004,Fluvisol,20.86897052,41.28882434
P2007,Gleysol,20.80757431,41.30295702
P2008,Fluvisol,20.82408987,41.37388848
P2013,Chromic Luvisol on hard limestones,20.92735682,41.32787668
P2016,Complex of Mollic and Umbric Leptosol,20.94676741,41.34490668
P2017,Albic Luvisol,21.00765054,41.35837212
P2018,Rendzic Leptosols,21.03707441,41.33499856
P2019,Cambisol,20.89005566,41.43747265
P2020,Cambisol,20.89137602,41.42067091
P2022,Cambisol,21.00067132,41.41598564
P2023,Rendzic Leptosols,21.0184035,41.38798805
P2025,Rendzic Leptosols,21.05286847,41.39347036
P2026,Rendzic Leptosols,21.03286006,41.41243304
P2028,Cambisol,20.96804702,41.44677768
P2029,Cambisol,20.92097277,41.43060936
P2030,Fluvisol,20.92938607,41.48401316
P2031,Fluvisol,20.9497855,41.49129069
P2033,Fluvisol,20.96600279,41.48822601
P2036,Fluvisol,21.03892058,41.46577562
P2037,Fluvisol,21.05588632,41.46835299
P2041,"Complex of Cambisol, Leptosol and Regosol",21.17507096,41.39868921
P2046,Albic Luvisol,21.14527402,41.3257728
P2047,"Complex of Cambisol, Leptosol and Regosol",21.20629172,41.28747138
P2049,Fluvisol,21.23105042,41.28681201
P2050,Fluvisol,21.20836181,41.25515749
P2051,"Complex of Cambisol, Leptosol and Regosol",21.12029704,41.26816945
P2053,Mollic Fluvisol,21.33118431,41.46445001
P2055,Mollic Fluvisol,21.31044198,41.43761061
P2056,Mollic Fluvisol,21.32245592,41.43757757
P2057,Mollic Fluvisol,21.32914126,41.44393402
P2059,Mollic Fluvisol,21.33676233,41.44351575
P2063,Mollic Fluvisol,21.31520349,41.44728681
P2065,Mollic Vertic Gleysol,21.3339408,41.45805767
P2066,Mollic Vertic Gleysol,21.34201006,41.46061833
P2068,Mollic Vertic Gleysol,21.35526281,41.44991653
P2071,Mollic Vertic Gleysol,21.35597704,41.44482663
P2074,Mollic Vertic Gleysol,21.34874397,41.41488982
P2075,Mollic Vertic Gleysol,21.35063637,41.40866173
P2079,Fluvisol,21.32305886,41.4071306
P2081,Mollic Fluvisol,21.32186238,41.42643129
P2085,Mollic Fluvisol,21.32076501,41.41981581
P2086,Mollic Fluvisol,21.32971744,41.40880462
P2087,Mollic Fluvisol,21.33800282,41.4127337
P2088,Mollic Fluvisol,21.34061297,41.42008294
P2090,Fluvisol,21.32859782,41.40024422
P2091,Planosol,21.36244272,41.4475529
P2093,Complex of Solonchak and Solonetz,21.36432709,41.43995592
P2094,Complex of Solonchak and Solonetz,21.36843871,41.44543574
P2095,Mollic Vertic Gleysol,21.37575595,41.44837464
P2096,Mollic Vertic Gleysol,21.37584367,41.44283642
P2098,Mollic Vertic Gleysol,21.36891483,41.43441236
P2100,Mollic Vertic Gleysol,21.34978726,41.42652087
P2101,Mollic Vertic Gleysol,21.35420173,41.42646234
P2103,Mollic Fluvisol,21.38256153,41.43541235
P2106,Mollic Fluvisol,21.39817522,41.43121717
P2114,Planosol,21.40457568,41.45227501
P2115,Complex of Solonchak and Solonetz,21.40908815,41.44849506
P2118,Complex of Solonchak and Solonetz,21.3934691,41.42265179
P2119,Complex of Solonchak and Solonetz,21.40319366,41.42430202
P2120,Complex of Solonchak and Solonetz,21.41019161,41.43176927
P2123,Mollic Fluvisol,21.35523966,41.41713916
P2124,Mollic Fluvisol,21.36138981,41.41739916
P2127,Fluvisol,21.38199554,41.42051129
P2130,Fluvisol,21.35860662,41.40508926
P2135,Mollic Fluvisol,21.37151054,41.4027791
P2137,Mollic Fluvisol,21.37779944,41.39417701
P2139,Mollic Fluvisol,21.37344333,41.38315127
P2140,Complex of Solonchak and Solonetz,21.33933194,41.39920452
P2144,Complex of Solonchak and Solonetz,21.36948625,41.39801305
P2145,Complex of Solonchak and Solonetz,21.33455905,41.38264955
P2146,Complex of Solonchak and Solonetz,21.33837341,41.37348944
P2147,Mollic Vertic Gleysol,21.34145491,41.39353419
P2148,Mollic Vertic Gleysol,21.3419798,41.38644581
P2156,Mollic Vertic Gleysol,21.35577918,41.37349998
P2158,Mollic Vertic Gleysol,21.35770507,41.37153995
P2161,Fluvisol,21.36601621,41.34861434
P2164,Mollic Vertic Gleysol,21.37184459,41.35645695
P2165,Mollic Vertic Gleysol,21.37518369,41.34894502
P2174,Mollic Fluvisol,21.36661561,41.33830179
P2187,Planosol,21.43489673,41.40981488
P2188,Mollic Fluvisol,21.43980873,41.40744595
P2189,Mollic Fluvisol,21.44000791,41.40328496
P2194,Mollic Fluvisol,21.44609469,41.39267183
P2195,Mollic Fluvisol,21.45476608,41.39808582
P2197,Mollic Fluvisol,21.45307537,41.3888265
P2198,Mollic Fluvisol,21.45925042,41.39125134
P2201,Mollic Vertic Gleysol,21.43372249,41.38972052
P2206,Planosol,21.41874215,41.39008217
P2207,Planosol,21.41194146,41.39436601
P2211,Mollic Fluvisol,21.44293438,41.38688492
P2213,Mollic Vertic Gleysol,21.43547786,41.37502696
P2217,Mollic Fluvisol,21.39535409,41.38232167
P2226,Complex of Solonchak and Solonetz,21.37830776,41.38078511
P2234,Complex of Solonchak and Solonetz,21.40622068,41.39552997
P2235,Complex of Solonchak and Solonetz,21.402854,41.38288097
P2237,Complex of Solonchak and Solonetz,21.38666106,41.40637615
P2239,Mollic Vertic Gleysol,21.40935702,41.36935071
P2240,Mollic Vertic Gleysol,21.40264814,41.36307096
P2241,Mollic Vertic Gleysol,21.3979207,41.35224549
P2248,Mollic Vertic Gleysol,21.42022244,41.37113054
P2250,Mollic Vertic Gleysol,21.42569925,41.37141657
P2251,Mollic Vertic Gleysol,21.42170007,41.36300272
P2253,Mollic Vertic Gleysol,21.4361157,41.36671304
P2258,Mollic Fluvisol,21.41211877,41.35994875
P2259,Mollic Vertic Gleysol,21.41647619,41.36290468
P2261,Complex of Solonchak and Solonetz,21.41979146,41.35429296
P2263,Complex of Solonchak and Solonetz,21.43679702,41.35956057
P2268,Complex of Solonchak and Solonetz,21.46555275,41.36786741
P2269,Complex of Solonchak and Solonetz,21.47175491,41.36929194
P2273,Complex of Solonchak and Solonetz,21.45909309,41.38588508
P2276,Fluvisol,21.45958695,41.36262353
P2277,Fluvisol,21.43200772,41.34923201
P2279,Mollic Vertic Gleysol,21.41120921,41.35026273
P2285,Mollic Vertic Gleysol,21.40909639,41.34109424
P2287,Mollic Vertic Gleysol,21.39454221,41.33501269
P2292,Mollic Vertic Gleysol,21.39576708,41.32814671
P2294,Mollic Vertic Gleysol,21.42346568,41.33481986
P2298,Mollic Fluvisol,21.44958808,41.34603097
P2300,Mollic Fluvisol,21.44984553,41.34003269
P2301,Mollic Fluvisol,21.45605341,41.33927886
P2309,Fluvisol,21.46681096,41.32647574
P2318,Fluvisol,21.34055027,41.31637374
P2321,Fluvisol,21.33869252,41.31051697
P2322,Fluvisol,21.3472959,41.30910457
P2328,Fluvisol,21.36218881,41.30485334
P2330,Mollic Fluvisol,21.37583771,41.32344089
P2332,Mollic Fluvisol,21.37135262,41.30772375
P2334,Mollic Fluvisol,21.37985378,41.30534571
P2335,Complex of Solonchak and Solonetz,21.37884146,41.32026129
P2336,Complex of Solonchak and Solonetz,21.38808773,41.3204376
P2339,Complex of Solonchak and Solonetz,21.40448201,41.32141673
P2345,Complex of Solonchak and Solonetz,21.39716915,41.30722334
P2347,Complex of Solonchak and Solonetz,21.39848658,41.2980337
P2351,Complex of Solonchak and Solonetz,21.40839147,41.30283467
P2352,Complex of Solonchak and Solonetz,21.41498745,41.30350446
P2353,Complex of Solonchak and Solonetz,21.40759286,41.30690775
P2359,Complex of Solonchak and Solonetz,21.42820997,41.30945335
P2362,Complex of Solonchak and Solonetz,21.43180093,41.3269726
P2364,Complex of Solonchak and Solonetz,21.43919201,41.33001532
P2366,Albic Luvisol,21.43288455,41.32103427
P2369,Complex of Solonchak and Solonetz,21.42608233,41.32017716
P2370,Mollic Fluvisol,21.44383242,41.32549505
P2375,Mollic Fluvisol,21.45423654,41.30992991
P2376,Mollic Fluvisol,21.43852211,41.31206199
P2377,Mollic Fluvisol,21.42796987,41.31474017
P2380,Mollic Fluvisol,21.43182991,41.30602694
P2385,Fluvisol,21.44994706,41.30616467
P2386,Fluvisol,21.44476495,41.30100694
P2387,Fluvisol,21.43773368,41.29596408
P2388,Fluvisol,21.4329174,41.29530692
P2392,Fluvisol,21.45156314,41.29114702
P2395,Mollic Fluvisol,21.43596917,41.28919001
P2397,Fluvisol,21.45441459,41.28740773
P2401,Complex of Solonchak and Solonetz,21.45284056,41.27731931
P2402,Mollic Fluvisol,21.42795928,41.27110196
P2411,Mollic Fluvisol,21.39679291,41.29046634
P2412,Fluvisol,21.40721766,41.28882705
P2413,Mollic Fluvisol,21.4117848,41.28415521
P2414,Mollic Fluvisol,21.405988,41.27920502
P2422,Mollic Fluvisol,21.38302333,41.2837322
P2424,Mollic Fluvisol,21.37725496,41.28333702
P2425,Mollic Fluvisol,21.37687084,41.28712038
P2429,Gleysol,21.37634754,41.2916246
P2441,Complex of Solonchak and Solonetz,21.33308097,41.29910601
P2442,Fluvisol,21.33388853,41.29589789
P2447,Complex Chromic Luvisol on saprolite and Fluvisol,21.32448566,41.28266938
P2448,Fluvisol,21.32281172,41.27728908
P2452,Fluvisol,21.33868539,41.28143982
P2454,Fluvisol,21.34564629,41.28846106
P2460,Fluvisol,21.36141817,41.2863955
P2465,Fluvisol,21.39544501,41.28276269
P2469,Fluvisol,21.37032667,41.28258508
P2470,Fluvisol,21.36844079,41.27839479
P2472,Fluvisol,21.37568403,41.27169864
P2475,Fluvisol,21.39824267,41.26970475
P2489,Fluvisol,21.35080222,41.27700007
P2492,Fluvisol,21.34556192,41.27246837
P2496,Fluvisol,21.34695462,41.26272972
P2497,Fluvisol,21.35540293,41.26472109
P2501,Fluvisol,21.36982584,41.26788146
P2504,Fluvisol,21.38530442,41.26358932
P2506,Fluvisol,21.36256838,41.25693638
P2511,Fluvisol,21.37583804,41.25068033
P2512,Mollic Fluvisol,21.36695937,41.24619743
P2515,Gleysol,21.38756734,41.25069548
P2519,Gleysol,21.39985089,41.26333261
P2522,Mollic Vertic Gleysol,21.4100853,41.25485887
P2523,"Complex of Cambisol, Leptosol and Regosol",21.23382469,41.47499054
P2527,"Complex of Cambisol, Leptosol and Regosol",21.23114819,41.26038197
P2528,"Complex of Cambisol, Leptosol and Regosol",21.14376987,41.3534019
P2619,NA,21.99338582,41.29613003
P2624,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",21.86939757,41.45759826
P2628,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",21.88902028,41.47894231
P2631,Fluvisol,21.91829704,41.47732559
P2632,Fluvisol,21.9378941,41.48539765
P2634,Aric Anthrosol,21.9618163,41.47868077
P2635,Aric Anthrosol,21.94084431,41.46334831
P2637,Vertisol,21.98140056,41.41008014
P2638,Aric Anthrosol,21.97005375,41.4208109
P2639,Aric Anthrosol,21.96006403,41.44431581
P2640,Complex of Humic Calcaric Regosol and Regosol,21.97615302,41.45821861
P2643,Complex of Humic Calcaric Regosol and Regosol,21.98657043,41.42764906
P2645,NA,21.91435468,41.42255473
P2646,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.94546992,41.42246531
P2650,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.92391974,41.39007937
P2654,Chromic Luvisol on saprolite,21.91247551,41.37204414
